"","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","MolForm","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class"
"370.150738028259",17,25,8,1,0,0,0,0,"CHON","Lignin",371.158014495139,0.00616815623924388,2,"C17H25NO8",0,0.0833333333333333,6,-2,-3,70.3588235294118,369.737424407404,0.26257559259642,-0.352941176470588,0.470588235294118,1.47058823529412,0.0588235294117647,0,NA,"Protein","Lignin","Other"
"370.151025104346",0,0,0,0,0,0,0,0,"","None",371.158301571226,0,1,NA,NA,NA,NA,NA,NA,NA,369.737711162939,0.262288837061192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370.209813180966",0,0,0,0,0,0,0,0,"","None",371.217089647846,0,1,NA,NA,NA,NA,NA,NA,NA,369.796433596267,0.20356640373268,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370.210023224343",0,0,0,0,0,0,0,0,"","None",371.217299691223,0,1,NA,NA,NA,NA,NA,NA,NA,369.796643405108,0.203356594892,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370.968402180424",19,5,3,2,0,1,1,0,"CHONSP","ConHC",371.975678647304,0.458604971955866,2,"C19H5N2O3SP",1,1,19,16,12,54.3,370.554175548472,0.445824451528438,0.210526315789474,0.157894736842105,0.263157894736842,0.105263157894737,0.0526315789473684,2,"Other","Cond Hydrocarbon","Phytochemical"
"371.004477805297",17,8,10,0,0,0,0,0,"CHO","ConHC",372.011754272177,-0.0209519654932278,2,"C17H8O10",0.571428571428571,0.75,14,4,4,40.1823529411765,370.59021089098,0.409789109020437,0.705882352941177,0.588235294117647,0.470588235294118,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"371.005790963094",18,12,5,0,0,2,0,0,"CHOS","ConHC",372.013067429974,-1.21650101445805,2,"C18H12O5S2",0.545454545454545,0.62962962962963,13,8,6,57.1333333333333,370.591522582493,0.408477417507186,0.111111111111111,0.277777777777778,0.666666666666667,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"371.007745662848",14,12,10,0,0,1,0,0,"CHOS","Tannin",372.015022129728,0.255813518936416,3,"C14H12O10S",0,0.375,9,-1,-2,39.9428571428571,370.593475099612,0.406524900388376,0.714285714285714,0.714285714285714,0.857142857142857,0,0,NA,"Tannin","Tannin","Other"
"371.015062201393",0,0,0,0,0,0,0,0,"","None",372.022338668273,0,0,NA,NA,NA,NA,NA,NA,NA,370.600783468444,0.39921653155568,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.017495450989",14,13,10,0,0,0,1,0,"CHOP","Tannin",372.024771917869,-0.373011636346585,2,"C14H13O10P",0,0.375,9,-1,-2,56.2285714285714,370.603214001052,0.396785998947962,0.142857142857143,0.714285714285714,0.928571428571429,0,0.0714285714285714,0,"Tannin","Tannin","Phytochemical"
"371.023029653934",18,12,7,0,0,1,0,0,"CHOS","ConHC",372.030306120814,0.180923662748114,2,"C18H12O7S",0.5,0.62962962962963,13,6,5,53.9666666666667,370.608742024457,0.391257975543397,0.222222222222222,0.388888888888889,0.666666666666667,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"371.025577918592",14,12,12,0,0,0,0,0,"CHO","Tannin",372.032854385472,0.0576963228299378,3,"C14H12O12",0,0.375,9,-3,-3,35.8714285714286,370.6112874437,0.388712556300447,0.857142857142857,0.857142857142857,0.857142857142857,0,0,NA,"Tannin","Tannin","Other"
"371.03313422612",0,0,0,0,0,0,0,0,"","None",372.040410693,0,3,NA,NA,NA,NA,NA,NA,NA,370.618835313787,0.381164686212912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.040881440725",18,12,9,0,0,0,0,0,"CHO","ConHC",372.048157907605,-0.0696778214576071,1,"C18H12O9",0.444444444444444,0.62962962962963,13,4,4,50.8,370.626573877783,0.373426122216983,0.333333333333333,0.5,0.666666666666667,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"371.044192175672",15,16,9,0,0,1,0,0,"CHOS","Lignin",372.051468642552,0.0918151137537575,3,"C15H16O9S",0,0.263157894736842,8,-1,-2,52.7,370.629880915934,0.370119084066232,0.266666666666667,0.6,1.06666666666667,0,0,NA,"Lignin","Lignin","Other"
"371.051503143388",19,17,4,0,0,1,1,0,"CHOSP","Lignin",372.058779610268,-0.707888598020187,1,"C19H17O4SP",0.461538461538462,0.533333333333333,12,8,6,78.3,370.637183720158,0.362816279842036,-0.631578947368421,0.210526315789474,0.894736842105263,0,0.0526315789473684,0,"Other","Lignin","Phytochemical"
"371.053971701878",0,0,0,0,0,0,0,0,"","None",372.061248168758,0,2,NA,NA,NA,NA,NA,NA,NA,370.639649522234,0.360350477766474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.062014291004",15,16,11,0,0,0,0,0,"CHO","Tannin",372.069290757884,-0.0790207229665878,3,"C15H16O11",0,0.263157894736842,8,-3,-3,48.9,370.647683130933,0.352316869067351,0.4,0.733333333333333,1.06666666666667,0,0,NA,"Tannin","Tannin","Other"
"371.065088085512",12,20,11,0,0,1,0,0,"CHOS","Carb",372.072364552392,0.719275962013036,1,"C12H20O11S",0,0,3,-8,-9,50.8,370.650753493214,0.349246506785789,0.333333333333333,0.916666666666667,1.66666666666667,0,0,NA,"Carbohydrate","Carbohydrate","Carbohydrate"
"371.0692970522",0,0,0,0,0,0,0,0,"","None",372.07657351908,0,1,NA,NA,NA,NA,NA,NA,NA,370.654957760132,0.34504223986761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.071766054846",0,0,0,0,0,0,0,0,"","None",372.079042521726,0,2,NA,NA,NA,NA,NA,NA,NA,370.657424005868,0.342575994132005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.072066262081",0,0,0,0,0,0,0,0,"","None",372.079342728961,0,3,NA,NA,NA,NA,NA,NA,NA,370.657723877889,0.342276122111059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.072995496643",0,0,0,0,0,0,0,0,"","None",372.080271963523,0,1,NA,NA,NA,NA,NA,NA,NA,370.658652074859,0.341347925140724,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.073529396774",0,0,0,0,0,0,0,0,"","None",372.080805863654,0,3,NA,NA,NA,NA,NA,NA,NA,370.659185378833,0.34081462116734,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.080508319012",16,20,8,0,0,1,0,0,"CHOS","Lignin",372.087784785892,0.278221732866978,2,"C16H20O8S",0,0.181818181818182,7,-1,-2,63.8625,370.666156508344,0.333843491656296,-0.125,0.5,1.25,0,0,NA,"Lignin","Lignin","Other"
"371.090301067883",16,21,8,0,0,0,1,0,"CHOP","Lignin",372.097577534763,-0.465936554819909,2,"C16H21O8P",0,0.181818181818182,7,-1,-2,78.1125,370.675938322544,0.324061677456143,-0.625,0.5,1.3125,0,0.0625,0,"Lignin","Lignin","Phytochemical"
"371.098342029325",16,20,10,0,0,0,0,0,"CHO","Lignin",372.105618496205,0.0762331798505326,3,"C16H20O10",0,0.181818181818182,7,-3,-3,60.3,370.683970305376,0.316029694623523,0,0.625,1.25,0,0,NA,"Lignin","Lignin","Other"
"371.101460538721",13,24,10,0,0,1,0,0,"CHOS","Carb",372.108737005601,0.754284357049866,1,"C13H24O10S",0,0,2,-8,-9,64.6846153846154,370.687085332617,0.312914667382927,-0.153846153846154,0.769230769230769,1.84615384615385,0,0,NA,"Carbohydrate","Carbohydrate","Other"
"371.108155752084",0,0,0,0,0,0,0,0,"","None",372.115432218964,0,1,NA,NA,NA,NA,NA,NA,NA,370.693773070045,0.306226929955074,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.111341659193",13,25,10,0,0,0,1,0,"CHOP","Carb",372.118618126073,-0.227326902187459,2,"C13H25O10P",0,0,2,-8,-9,82.2230769230769,370.696955419742,0.303044580258359,-0.769230769230769,0.769230769230769,1.92307692307692,0,0.0769230769230769,0,"Carbohydrate","Carbohydrate","Other"
"371.11365889078",20,20,7,0,0,0,0,0,"CHO","Lignin",372.12093535766,-0.0869635556348188,2,"C20H20O7",0.307692307692308,0.454545454545455,11,4,4,68.85,370.699270063887,0.300729936112873,-0.3,0.35,1,0,0,NA,"Lignin","Lignin","Other"
"371.116908906782",17,24,7,0,0,1,0,0,"CHOS","Lignin",372.124185373662,0.237666459521513,2,"C17H24O7S",0,0.12,6,-1,-2,73.7117647058824,370.702516450892,0.297483549107767,-0.470588235294118,0.411764705882353,1.41176470588235,0,0,NA,"Lignin","Lignin","Other"
"371.124323656305",11,24,8,4,0,1,0,0,"CHONS","Carb",372.131600123185,-0.310817959404967,1,"C11H24N4O8S",0,0,2,-6,-11,44.7545454545455,370.70992292104,0.29007707896028,0.545454545454545,0.727272727272727,2.18181818181818,0.363636363636364,0,NA,"Other","Carbohydrate","Protein"
"371.126731912495",0,0,0,0,0,0,0,0,"","None",372.134008379375,0,2,NA,NA,NA,NA,NA,NA,NA,370.712328488149,0.287671511850704,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.129242732132",0,0,0,0,0,0,0,0,"","None",372.136519199012,0,1,NA,NA,NA,NA,NA,NA,NA,370.714836504183,0.285163495817301,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.134796037277",17,24,9,0,0,0,0,0,"CHO","Lignin",372.142072504157,-0.107848212536284,1,"C17H24O9",0,0.12,6,-3,-3,70.3588235294118,370.720383608458,0.279616391542447,-0.352941176470588,0.529411764705882,1.41176470588235,0,0,NA,"Lignin","Lignin","Other"
"371.138022221739",14,28,9,0,0,1,0,0,"CHOS","AminoSugar",372.145298688619,0.280801830515954,3,"C14H28O9S",0,0,1,-8,-9,76.5857142857143,370.723606190533,0.276393809466867,-0.571428571428571,0.642857142857143,2,0,0,NA,"Other","Amino Sugar","Other"
"371.144577342387",0,0,0,0,0,0,0,0,"","None",372.151853809267,0,2,NA,NA,NA,NA,NA,NA,NA,370.730153991675,0.269846008325146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.147844262061",0,0,0,0,0,0,0,0,"","None",372.155120728941,0,2,NA,NA,NA,NA,NA,NA,NA,370.733417263477,0.266582736522821,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.150035551777",21,24,6,0,0,0,0,0,"CHO","Lignin",372.157312018657,-0.0631874107786542,1,"C21H24O6",0.266666666666667,0.388888888888889,10,4,4,76.5857142857143,370.73560610638,0.264393893620479,-0.571428571428571,0.285714285714286,1.14285714285714,0,0,NA,"Lignin","Lignin","Other"
"371.153368286819",18,28,6,0,0,1,0,0,"CHOS","Protein",372.160644753699,0.0391435827302108,2,"C18H28O6S",0,0.0714285714285714,5,-1,-2,82.4666666666667,370.73893512006,0.26106487994025,-0.777777777777778,0.333333333333333,1.55555555555556,0,0,NA,"Protein","Protein","Other"
"371.163099433541",0,0,0,0,0,0,0,0,"","None",372.170375900421,0,1,NA,NA,NA,NA,NA,NA,NA,370.748655400896,0.251344599103618,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.171137872182",18,28,8,0,0,0,0,0,"CHO","Protein",372.178414339062,0.00950226590912442,2,"C18H28O8",0,0.0714285714285714,5,-3,-3,79.3,370.756684863745,0.243315136254978,-0.666666666666667,0.444444444444444,1.55555555555556,0,0,NA,"Protein","Protein","Other"
"371.180881161468",0,0,0,0,0,0,0,0,"","None",372.188157628348,0,1,NA,NA,NA,NA,NA,NA,NA,370.766417273587,0.233582726412862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.186331681452",22,28,5,0,0,0,0,0,"CHO","Lignin",372.193608148332,0.176953516459857,1,"C22H28O5",0.235294117647059,0.333333333333333,9,4,4,83.6181818181818,370.771861707472,0.228138292528172,-0.818181818181818,0.227272727272727,1.27272727272727,0,0,NA,"Other","Lignin","Other"
"371.189729142877",19,32,5,0,0,1,0,0,"CHOS","Lipid",372.197005609757,0.105368775391154,2,"C19H32O5S",0,0.032258064516129,4,-1,-2,90.3,370.775255375261,0.224744624738946,-1.05263157894737,0.263157894736842,1.68421052631579,0,0,NA,"Lipid","Lipid","Other"
"371.199502959079",0,0,0,0,0,0,0,0,"","None",372.206779425959,0,1,NA,NA,NA,NA,NA,NA,NA,370.785018277933,0.214981722067421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.207577726405",19,32,7,0,0,0,0,0,"CHO","Protein",372.214854193285,-0.136510902060444,1,"C19H32O7",0,0.032258064516129,4,-3,-3,87.3,370.793084028901,0.206915971098738,-0.947368421052632,0.368421052631579,1.68421052631579,0,0,NA,"Protein","Protein","Other"
"371.20783410473",0,0,0,0,0,0,0,0,"","None",372.21511057161,0,1,NA,NA,NA,NA,NA,NA,NA,370.793340120952,0.206659879048061,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.218782675851",18,32,6,2,0,0,0,0,"CHON","Protein",372.226059142731,-0.0601046881100177,1,"C18H32N2O6",0,0,4,-2,-4,82.4666666666667,370.804276466801,0.195723533199384,-0.777777777777778,0.333333333333333,1.77777777777778,0.111111111111111,0,NA,"Protein","Protein","Other"
"371.243927818074",20,36,6,0,0,0,0,0,"CHO","Protein",372.251204284954,-0.0413611929732302,1,"C20H36O6",0,0,3,-3,-3,94.5,370.829393531733,0.17060646826684,-1.2,0.3,1.8,0,0,NA,"Lipid;Protein","Lipid","Other"
"372.00542194926",0,0,0,0,0,0,0,0,"","None",373.01269841614,0,1,NA,NA,NA,NA,NA,NA,NA,371.590037371769,0.40996262823063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.022914986328",0,0,0,0,0,0,0,0,"","None",373.030191453208,0,2,NA,NA,NA,NA,NA,NA,NA,371.607510875956,0.392489124044118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.036135187763",17,11,9,1,0,0,0,0,"CHON","ConHC",373.043411654643,-0.0822891984215867,2,"C17H11NO9",0.428571428571429,0.652173913043478,13,4,3,43.5352941176471,371.620716315596,0.379283684404072,0.588235294117647,0.529411764705882,0.647058823529412,0.0588235294117647,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"372.036416077049",17,11,9,1,0,0,0,0,"CHON","ConHC",373.043692543929,-0.835255320329064,3,"C17H11NO9",0.428571428571429,0.652173913043478,13,4,3,43.5352941176471,371.620996891238,0.379003108761594,0.588235294117647,0.529411764705882,0.647058823529412,0.0588235294117647,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"372.039500922738",14,15,9,1,0,1,0,0,"CHONS","Lignin",373.046777389618,-0.0686616789347937,3,"C14H15NO9S",0,0.2,8,-1,-3,44.0142857142857,371.624078292361,0.375921707638838,0.571428571428572,0.642857142857143,1.07142857142857,0.0714285714285714,0,NA,"Lignin","Lignin","Other"
"372.040859585665",0,0,0,0,0,0,0,0,"","None",373.048136052545,0,3,NA,NA,NA,NA,NA,NA,NA,371.625435438193,0.374564561807006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.041162228662",0,0,0,0,0,0,0,0,"","None",373.048438695542,0,1,NA,NA,NA,NA,NA,NA,NA,371.625737743256,0.374262256743862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.050645472456",13,15,8,3,0,1,0,0,"CHONS","Lignin",373.057921939336,0.169476535633568,2,"C13H15N3O8S",0,0,8,0,-4,33.9923076923077,371.635210397975,0.364789602024644,0.923076923076923,0.615384615384615,1.15384615384615,0.230769230769231,0,NA,"Lignin","Lignin","Other"
"372.057231702677",14,15,11,1,0,0,0,0,"CHON","Tannin",373.064508169557,0.00579053570510992,4,"C14H15NO11",0,0.2,8,-3,-4,39.9428571428571,371.641789273953,0.358210726047162,0.714285714285714,0.785714285714286,1.07142857142857,0.0714285714285714,0,NA,"Tannin","Tannin","Other"
"372.072509224262",18,15,8,1,0,0,0,0,"CHON","Lignin",373.079785691142,-0.0515376127786879,2,"C18H15NO8",0.333333333333333,0.538461538461538,12,4,3,53.9666666666667,371.657049736521,0.342950263479224,0.222222222222222,0.444444444444444,0.833333333333333,0.0555555555555556,0,NA,"Lignin","Lignin","Other"
"372.075897633342",15,19,8,1,0,1,0,0,"CHONS","Lignin",373.083174100222,-0.098686631261722,2,"C15H19NO8S",0,0.111111111111111,7,-1,-3,56.5,371.660434362073,0.33956563792708,0.133333333333333,0.533333333333333,1.26666666666667,0.0666666666666667,0,NA,"Lignin","Lignin","Other"
"372.080625335951",0,0,0,0,0,0,0,0,"","None",373.087901802831,0,2,NA,NA,NA,NA,NA,NA,NA,371.665156785687,0.334843214312968,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.084199260641",0,0,0,0,0,0,0,0,"","None",373.091475727521,0,3,NA,NA,NA,NA,NA,NA,NA,371.668726719701,0.331273280299229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.08555267627",15,20,8,1,0,0,1,0,"CHONP","Lignin",373.09282914315,-0.471756989009532,2,"C15H20NO8P",0,0.111111111111111,7,-1,-3,71.7,371.670078624094,0.329921375906224,-0.4,0.533333333333333,1.33333333333333,0.0666666666666667,0.0666666666666667,1,"Lignin","Lignin","Lipid"
"372.10919839101",0,0,0,0,0,0,0,0,"","None",373.11647485789,0,2,NA,NA,NA,NA,NA,NA,NA,371.693697935817,0.306302064182546,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.121943864659",16,24,7,1,0,0,1,0,"CHONP","Protein",373.129220331539,-0.48693918691704,2,"C16H24NO7P",0,0.0476190476190476,6,-1,-3,81.675,371.706429177757,0.293570822243282,-0.75,0.4375,1.5,0.0625,0.0625,1,"Protein","Protein","Lipid"
"372.130008100468",16,23,9,1,0,0,0,0,"CHON","Lignin",373.137284567348,-0.00864279152650629,2,"C16H23NO9",0,0.0476190476190476,6,-3,-4,63.8625,371.714484408968,0.285515591032038,-0.125,0.5625,1.4375,0.0625,0,NA,"Lignin;Amino Sugar","Lignin","Other"
"372.130293417052",0,0,0,0,0,0,0,0,"","None",373.137569883932,0,1,NA,NA,NA,NA,NA,NA,NA,371.714769406965,0.285230593035124,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.141189606411",15,23,8,3,0,0,0,0,"CHON","Protein",373.148466073291,0.130396914805555,2,"C15H23N3O8",0,0,6,-2,-5,56.5,371.725653429542,0.274346570458476,0.133333333333333,0.533333333333333,1.53333333333333,0.2,0,NA,"Protein","Protein","Protein"
"372.145296552994",20,23,6,1,0,0,0,0,"CHON","Lignin",373.152573019874,-0.0952526564291733,2,"C20H23NO6",0.230769230769231,0.375,10,4,3,71.7,371.729755790271,0.27024420972873,-0.4,0.3,1.15,0.05,0,NA,"Lignin","Lignin","Other"
"372.158256270248",17,28,6,1,0,0,1,0,"CHONP","Protein",373.165532737128,-0.290998278410399,1,"C17H28NO6P",0,0,5,-1,-3,90.4764705882353,371.742701036589,0.25729896341079,-1.05882352941176,0.352941176470588,1.64705882352941,0.0588235294117647,0.0588235294117647,1,"Protein","Protein","Lipid"
"372.166401747342",17,27,8,1,0,0,0,0,"CHON","Protein",373.173678214222,-0.0304563864141999,2,"C17H27NO8",0,0,5,-3,-4,73.7117647058824,371.750837418371,0.249162581629264,-0.470588235294118,0.470588235294118,1.58823529411765,0.0588235294117647,0,NA,"Protein","Protein","Other"
"372.166648007216",0,0,0,0,0,0,0,0,"","None",373.173924474096,0,1,NA,NA,NA,NA,NA,NA,NA,371.751083403269,0.248916596731249,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.174803768693",0,0,0,0,0,0,0,0,"","None",373.182080235573,0,1,NA,NA,NA,NA,NA,NA,NA,371.75923005795,0.240769942050406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.194778332506",0,0,0,0,0,0,0,0,"","None",373.202054799386,0,1,NA,NA,NA,NA,NA,NA,NA,371.779182317986,0.220817682013774,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.202832941055",18,31,7,1,0,0,0,0,"CHON","Protein",373.210109407935,-0.152870818332507,1,"C18H31NO7",0,0,4,-3,-4,82.4666666666667,371.787227932687,0.212772067312585,-0.777777777777778,0.388888888888889,1.72222222222222,0.0555555555555556,0,NA,"Protein","Protein","Other"
"372.20310324881",0,0,0,0,0,0,0,0,"","None",373.21037971569,0,1,NA,NA,NA,NA,NA,NA,NA,371.787497938614,0.212502061385692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.30382721762",21,44,2,1,0,0,1,0,"CHONP","Lipid",373.3111036845,-0.368359523708862,1,"C21H44NO2P",0,0,1,-1,-3,117.3,371.888109438141,0.111890561859127,-2,0.0952380952380952,2.0952380952381,0.0476190476190476,0.0476190476190476,1,"Lipid","Lipid;Unsat Hydrocarbon","Lipid"
"372.908356433127",0,0,0,0,0,0,0,0,"","None",373.915632900007,0,0,NA,NA,NA,NA,NA,NA,NA,372.491963630925,0.508036369074773,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.000155158015",10,15,11,0,0,1,1,0,"CHOSP","Other",374.007431624895,-0.436088379403004,2,"C10H15O11SP",0,0,4,-7,-9,48.9,372.583659852537,0.416340147463018,0.4,1.1,1.5,0,0.1,0,"Other","Carbohydrate","Other"
"373.002371408246",17,10,8,0,0,1,0,0,"CHOS","ConHC",374.009647875126,-0.026436018963071,2,"C17H10O8S",0.5,0.666666666666667,13,5,4,46.8882352941176,372.585873628083,0.414126371916836,0.470588235294118,0.470588235294118,0.588235294117647,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"373.002875916966",0,0,0,0,0,0,0,0,"","None",374.010152383846,0,3,NA,NA,NA,NA,NA,NA,NA,372.586377573464,0.413622426535767,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.020118706782",17,10,10,0,0,0,0,0,"CHO","ConHC",374.027395173662,0.00365838952670856,2,"C17H10O10",0.428571428571429,0.666666666666667,13,3,3,43.5352941176471,372.603601109827,0.396398890172918,0.588235294117647,0.588235294117647,0.588235294117647,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"373.023490150809",14,14,10,0,0,1,0,0,"CHOS","Tannin",374.030766617689,0.00198569522857891,3,"C14H14O10S",0,0.25,8,-2,-3,44.0142857142857,372.60696878927,0.393031210730442,0.571428571428572,0.714285714285714,1,0,0,NA,"Tannin","Tannin","Other"
"373.030684213033",18,15,5,0,0,1,1,0,"CHOSP","Lignin",374.037960679913,-0.480934911084051,1,"C18H15O5SP",0.454545454545455,0.555555555555556,12,7,5,72.9666666666667,372.614154818539,0.385845181460581,-0.444444444444445,0.277777777777778,0.833333333333333,0,0.0555555555555556,0,"Other","Lignin","Phytochemical"
"373.033150229757",14,15,10,0,0,0,1,0,"CHOP","Tannin",374.040426696637,-0.38360595987022,3,"C14H15O10P",0,0.25,8,-2,-3,60.3,372.616618081687,0.383381918312921,0,0.714285714285714,1.07142857142857,0,0.0714285714285714,0,"Tannin","Tannin","Phytochemical"
"373.038668939894",18,14,7,0,0,1,0,0,"CHOS","ConHC",374.045945406774,0.208763994918952,2,"C18H14O7S",0.4,0.555555555555556,12,5,4,57.1333333333333,372.622130629583,0.377869370416931,0.111111111111111,0.388888888888889,0.777777777777778,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"373.041247648415",14,14,12,0,0,0,0,0,"CHO","Tannin",374.048524115295,0.00481035299188737,3,"C14H14O12",0,0.25,8,-4,-4,39.9428571428571,372.624706458695,0.375293541304927,0.714285714285714,0.857142857142857,1,0,0,NA,"Tannin","Tannin","Other"
"373.050960116605",0,0,0,0,0,0,0,0,"","None",374.058236583485,0,2,NA,NA,NA,NA,NA,NA,NA,372.634408081856,0.365591918143707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.051268830052",0,0,0,0,0,0,0,0,"","None",374.058545296932,0,3,NA,NA,NA,NA,NA,NA,NA,372.634716450591,0.3652835494089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.056554267133",18,14,9,0,0,0,0,0,"CHO","ConHC",374.063830734013,-0.130153490648888,2,"C18H14O9",0.333333333333333,0.555555555555556,12,3,3,53.9666666666667,372.639995985906,0.360004014094159,0.222222222222222,0.5,0.777777777777778,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"373.059916104",15,18,9,0,0,1,0,0,"CHOS","Lignin",374.06719257088,-0.106141840742347,3,"C15H18O9S",0,0.157894736842105,7,-2,-3,56.5,372.643354068916,0.356645931084188,0.133333333333333,0.6,1.2,0,0,NA,"Lignin","Lignin","Other"
"373.069651095552",0,0,0,0,0,0,0,0,"","None",374.076927562432,0,2,NA,NA,NA,NA,NA,NA,NA,372.653078190289,0.34692180971075,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.077689634783",15,18,11,0,0,0,0,0,"CHO","Tannin",374.084966101663,-0.146172041791596,3,"C15H18O11",0,0.157894736842105,7,-4,-4,52.7,372.661107753616,0.338892246384489,0.266666666666667,0.733333333333333,1.2,0,0,NA,"Tannin","Tannin","Other"
"373.080783813397",12,22,11,0,0,1,0,0,"CHOS","Carb",374.088060280277,0.593333620617142,2,"C12H22O11S",0,0,2,-9,-10,55.55,372.664198477242,0.335801522757947,0.166666666666667,0.916666666666667,1.83333333333333,0,0,NA,"Carbohydrate","Carbohydrate","Carbohydrate"
"373.081030053393",12,22,11,0,0,1,0,0,"CHOS","Carb",374.088306520273,-0.0649070629602711,3,"C12H22O11S",0,0,2,-9,-10,55.55,372.664444442284,0.335555557715679,0.166666666666667,0.916666666666667,1.83333333333333,0,0,NA,"Carbohydrate","Carbohydrate","Carbohydrate"
"373.087421405232",0,0,0,0,0,0,0,0,"","None",374.094697872112,0,1,NA,NA,NA,NA,NA,NA,NA,372.670828657483,0.32917134251727,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.092944357754",19,18,8,0,0,0,0,0,"CHO","Lignin",374.100220824634,-0.142395087491291,2,"C19H18O8",0.272727272727273,0.466666666666667,11,3,3,63.3,372.676345443027,0.323654556973395,-0.105263157894737,0.421052631578947,0.947368421052632,0,0,NA,"Lignin","Lignin","Other"
"373.096242717093",16,22,8,0,0,1,0,0,"CHOS","Lignin",374.103519183973,0.0512933613726027,2,"C16H22O8S",0,0.0909090909090909,6,-2,-3,67.425,372.679640119388,0.320359880611932,-0.25,0.5,1.375,0,0,NA,"Lignin","Lignin","Other"
"373.102007144099",0,0,0,0,0,0,0,0,"","None",374.109283610979,0,0,NA,NA,NA,NA,NA,NA,NA,372.685398109783,0.314601890216579,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.105963206714",16,23,8,0,0,0,1,0,"CHOP","Lignin",374.113239673594,-0.495701500540483,3,"C16H23O8P",0,0.0909090909090909,6,-2,-3,81.675,372.689349755024,0.310650244976443,-0.75,0.5,1.4375,0,0.0625,0,"Lignin","Lignin","Lipid"
"373.114013077107",16,22,10,0,0,0,0,0,"CHO","Lignin",374.121289543987,0.0197348110531769,3,"C16H22O10",0,0.0909090909090909,6,-4,-4,63.8625,372.697390636859,0.302609363140618,-0.125,0.625,1.375,0,0,NA,"Lignin;Amino Sugar","Lignin","Other"
"373.117143656136",13,26,10,0,0,1,0,0,"CHOS","Carb",374.124420123016,0.661872282877083,2,"C13H26O10S",0,0,1,-9,-10,69.0692307692308,372.700517720256,0.299482279744154,-0.307692307692307,0.769230769230769,2,0,0,NA,"Carbohydrate","Carbohydrate","Other"
"373.121479760205",0,0,0,0,0,0,0,0,"","None",374.128756227085,0,2,NA,NA,NA,NA,NA,NA,NA,372.704848982592,0.295151017407704,NA,NA,NA,NA,NA,NA,NA,NA,NA
