taxon_a,taxon_b,r_within,r_marginal,r_between,cooccurrence,perm_p,q_BH,fdr_pass,effect_pass,both_pass
Cryomorpha,Roseicyclus,0.18253352886897575,0.8222124231120338,0.7999999999999999,7,0.6291441788743254,0.8702061858626955,False,False,False
Cryomorpha,Roseimaritima,0.1678922934000453,0.946151088741889,0.6000000000000001,7,0.5936777178103315,0.8564874306328946,False,False,False
Cryomorpha,Roseovarius,0.4662125554242474,0.9663552094587026,1.0,7,0.40400925212027755,0.7655306190279987,False,False,False
Cryomorpha,S36-B12,-0.06525572856721923,0.5391105787742906,0.7999999999999999,7,0.8920585967617579,0.9699656828149186,False,False,False
Cryomorpha,SCGC-AAA027-K21,0.08679722684380617,0.7975839819679846,0.6000000000000001,6,0.7972243639167309,0.9408880820716864,False,False,False
Cryomorpha,SLDV01,-0.6621114336793751,0.6574789107531307,0.7999999999999999,7,0.14880493446414803,0.6028847765808474,False,False,False
Cryomorpha,SLND01,-0.619554950189547,-0.9189248689080203,-1.0,7,0.16962220508866616,0.6169451478991947,False,False,False
Cryomorpha,SLSQ01,-0.4865409311903286,0.9326213311904231,0.7999999999999999,7,0.16653816499614496,0.6147482805363113,False,False,False
Cryomorpha,SLST01,0.47997437806555493,0.9481850668623039,0.6000000000000001,7,0.228218966846569,0.6695951035885704,False,False,False
Cryomorpha,SURF-3,-0.7410066585396492,0.8283674464929273,0.6000000000000001,7,0.09868928296067848,0.5745753271304982,False,True,False
Cryomorpha,SW132,-0.03024814931585982,0.9562075798549107,1.0,7,0.9375481881264457,0.9839805207690949,False,False,False
Cryomorpha,SZUA-401,-0.3123069961331286,0.34636009022904213,0.39999999999999997,7,0.040863531225905934,0.4891748911295403,False,False,False
Cryomorpha,Salegentibacter,0.37720301927271244,0.8931156233903021,1.0,7,0.5474171164225135,0.8332688321236913,False,False,False
Cryomorpha,Salinarimonas,-0.6170513102258708,0.265471640594188,0.39999999999999997,7,0.08635312259059368,0.5567776599845798,False,False,False
Cryomorpha,Salinivirga,0.5376283493714152,0.9698906942070638,0.6000000000000001,6,0.2629144178874325,0.6987134302531508,False,False,False
Cryomorpha,Saprospiraceae,0.365121212359076,0.9715630984125538,1.0,7,0.4656900539707016,0.7906485349689372,False,False,False
Cryomorpha,Sediminispirochaetaceae,-0.5687885698261738,0.9252537862261528,0.6000000000000001,7,0.15574402467232074,0.6076378660696674,False,False,False
Cryomorpha,Spiribacter,-0.44303787129897054,0.38354295629580193,0.7999999999999999,7,0.4772552043176561,0.7981900575175684,False,False,False
Cryomorpha,Synergistales,-0.4733130564406238,0.9381150881055759,1.0,6,0.2683114880493446,0.7021074767254124,False,False,False
Cryomorpha,T1Sed10-7,0.2243455401881549,0.8989668515999854,0.7999999999999999,7,0.5952197378565921,0.8570493673062707,False,False,False
Cryomorpha,Tangfeifania,0.6057400761926743,0.949384754671729,1.0,7,0.2174248265227448,0.6606742499836749,False,False,False
Cryomorpha,Thiohalobacterales,-0.022403902807488038,-0.8673717894661511,-1.0,7,0.9521973785659213,0.9888250040204692,False,False,False
Cryomorpha,Thiohalomonadales,-0.05168915714564883,-0.9257776299277036,-0.7999999999999999,7,0.866615265998458,0.9631800623688861,False,False,False
Cryomorpha,Thiohalophilus,-0.28940048032735655,-0.7950316239857831,-0.7999999999999999,7,0.3646877409406322,0.7452275095913994,False,False,False
Cryomorpha,Thiohalorhabdus,-0.6772080267473233,0.008806005080417626,0.39999999999999997,7,0.010023130300693909,0.39417887432536625,False,False,False
Cryomorpha,Thiohalospira,-0.26194418873001235,0.10066731127586948,0.19999999999999998,7,0.16499614494988435,0.6132069357973894,False,False,False
Cryomorpha,UBA10428,-0.2803361277438879,-0.7808490216278466,-1.0,6,0.8527370855821126,0.9584211816517836,False,False,False
Cryomorpha,UBA12077,-0.21280934143137503,0.9366949471788649,0.7999999999999999,7,0.6222050886661527,0.8658791468678341,False,False,False
Cryomorpha,UBA12170,0.3785767288258018,0.9248526250733266,0.6000000000000001,6,0.5936777178103315,0.8564874306328946,False,False,False
Cryomorpha,UBA12270,-0.667338196019666,-0.8216750253153037,-1.0,7,0.03777949113338473,0.4828691210485736,False,False,False
Cryomorpha,UBA4802,-0.5635817501536826,0.8559682505853634,0.6000000000000001,6,0.040863531225905934,0.4891748911295403,False,False,False
Cryomorpha,UBA5335,-0.36189952872474807,-0.899626966138585,-1.0,7,0.4348496530454896,0.7792048547452586,False,False,False
Cryomorpha,UBA5704,-0.23046458367022604,-0.7741087523311083,-0.7999999999999999,7,0.6846569005397071,0.8953626612973308,False,False,False
Cryomorpha,UBA6264,-0.5731856998995714,0.8936317891234938,1.0,6,0.2004626060138782,0.6468576399185497,False,False,False
Cryomorpha,UBA6794,-0.7309857865667863,0.6873292366384305,0.7999999999999999,6,0.02081727062451812,0.4344012084401995,False,True,False
Cryomorpha,UBA6960,0.5241180067549547,0.7514587650018043,1.0,7,0.04626060138781804,0.4925974152900864,False,False,False
Cryomorpha,UBA7960,-0.03299496552493382,0.8891081526776945,0.6000000000000001,6,0.961449498843485,0.9912817451674539,False,False,False
Cryomorpha,UBA8670,0.14457230802832108,0.9535728443804119,1.0,7,0.7679259830377795,0.9292358788829935,False,False,False
Cryomorpha,VadinHA17,0.3665068377532358,0.8496124376335792,0.7999999999999999,6,0.49344641480339246,0.8059887526141675,False,False,False
Cryomorpha,WC007,-0.49479212892421426,-0.9451310071208131,-0.6000000000000001,7,0.5605242868157286,0.8431571655300957,False,False,False
Cryomorpha,WN38,0.8015358039535085,0.8514226554032772,0.7999999999999999,7,0.02158828064764842,0.43928391964617924,False,True,False
Cryomorpha,Wenzhouxiangella,-0.5015785030871812,0.5917007049268231,0.7999999999999999,7,0.2737085582112567,0.7064793630833046,False,False,False
Cryomorpha,Woeseiaceae,-0.010504846887606,0.9554880128145689,0.7999999999999999,7,0.9529683885890516,0.9889670858311405,False,False,False
Cryomorpha,XN24,-0.2865636324482591,0.8587398483781451,0.7999999999999999,7,0.39938319198149574,0.7646020491468912,False,False,False
Cryomorpha,Xanthomonadales,0.017167449294473985,-0.8963176621761072,-0.7999999999999999,6,0.9545104086353122,0.9889670858311405,False,False,False
Cryomorpha,YR4-1,-0.08470790052526193,0.801113673067788,0.7999999999999999,6,0.8057054741711642,0.9444928029120269,False,False,False
DDH964,DSBN01,0.4325817858093564,-0.816736023174781,-0.7999999999999999,9,0.40863531225905936,0.7684222653515186,False,False,False
DDH964,DT-110,-0.24720683381386543,-0.8513689482965553,-1.0,8,0.17887432536622977,0.6236964968012615,False,False,False
DDH964,DT-91,-0.5698245390466218,0.5008433704422467,0.7999999999999999,12,0.07401696222050887,0.5367542118473072,False,False,False
DDH964,Desulfobacter,-0.3372581329413466,-0.60970941560095,-0.6000000000000001,12,0.4248265227447957,0.7755146074653937,False,False,False
DDH964,Desulfohalobiaceae,-0.1700734076375444,-0.8860920613782185,-1.0,6,0.2035466461063994,0.6483689895445277,False,False,False
DDH964,Desulfomicrobiaceae,0.028997111787025562,-0.8050071305920371,-0.6000000000000001,9,0.8527370855821126,0.9584211816517836,False,False,False
DDH964,Desulfotignum,0.024872659895745317,-0.34227214546750495,-0.39999999999999997,12,0.9560524286815728,0.989812538490731,False,False,False
DDH964,Fodinibius,0.5383230853783774,-0.5558214745984728,-0.6000000000000001,11,0.48419429452582885,0.8020655461404136,False,False,False
DDH964,GCA-2722315,-0.15440837668020674,-0.903924464387089,-0.7999999999999999,12,0.5936777178103315,0.8564874306328946,False,False,False
DDH964,GCA-2748055,0.5803009906414585,0.2642992886692437,0.19999999999999998,12,0.2112567463377024,0.6548238670111427,False,False,False
DDH964,Gracilimonas,-0.29371246134620826,-0.8602532474247342,-0.7999999999999999,9,0.36854279105628374,0.7480595610025809,False,False,False
DDH964,Gramella,-0.5524265354351473,0.38937770969019964,0.7999999999999999,11,0.026214340786430222,0.4552724153566862,False,False,False
DDH964,Guyparkeria,-0.3055604349594341,-0.6846458261343198,-0.6000000000000001,12,0.38936006168080184,0.760188700938105,False,False,False
DDH964,HIMB11,-0.3617500472254497,0.010771270915626649,0.39999999999999997,9,0.40246723207401697,0.7647783028877033,False,False,False
DDH964,HLUCCA08,-0.15772356170239316,-0.8380630864592022,-0.7999999999999999,12,0.34772552043176563,0.738803833021258,False,False,False
DDH964,Halanaerobiales,0.08365848315767471,-0.8546923659920836,-0.7999999999999999,10,0.7316885119506553,0.9151700348251316,False,False,False
DDH964,Halanaerobium,-0.1101182295093452,-0.8738632607853717,-0.7999999999999999,7,0.6707787201233616,0.8907418718521263,False,False,False
DDH964,Halioglobus,-0.3542331284547534,0.5812828339045646,0.39999999999999997,12,0.18350038550501158,0.6309501948179994,False,False,False
DDH964,Halofilum,0.6351186117903874,0.8244089542924234,0.7999999999999999,12,0.026214340786430222,0.4552724153566862,False,False,False
DDH964,Halomonas,-0.3704319392420352,-0.4464026915171849,0.0,12,0.39398612181958365,0.7617127101120761,False,False,False
DDH964,IMCC34051,-0.34530186315090505,-0.8940052668124703,-0.7999999999999999,12,0.1981495759444873,0.6452482210294213,False,False,False
DDH964,J153,0.3307480412903664,0.5921122215896409,0.6000000000000001,12,0.28373168851195063,0.7121273176306494,False,False,False
DDH964,JAAYHV01,-0.04670629115653721,-0.7055690703123757,-0.6000000000000001,6,0.8326908249807248,0.9545950448517971,False,False,False
DDH964,JAAYYF01,0.2892159899368273,0.8730514170659177,1.0,12,0.41942945258288356,0.7730808747471807,False,False,False
DDH964,JABDQB01,0.6315789361779496,0.861499052401887,0.7999999999999999,7,0.16576715497301464,0.6141192607243025,False,False,False
DDH964,JABSQH01,-0.5233759909951885,-0.6000360519031454,-0.7999999999999999,12,0.12490362374710871,0.5871905989950283,False,False,False
DDH964,KS3-K002,0.659794906898871,0.7911968280934625,0.7999999999999999,12,0.03777949113338473,0.4828691210485736,False,False,False
DDH964,Krumholzibacteria,-0.060121100543308714,-0.7234338604468793,-1.0,12,0.7671549730146492,0.9288525280135924,False,False,False
DDH964,M0040,-0.5774094116411924,0.8770041928093021,0.7999999999999999,12,0.08326908249807248,0.5542238363175206,False,False,False
DDH964,MWEM01,0.29766783784749345,-0.8614068839572065,-1.0,6,0.5304548959136469,0.8268142241946707,False,False,False
DDH964,Maliponia,-0.24757098547661777,-0.8360963734732338,-1.0,12,0.37933693138010793,0.7553495858542558,False,False,False
DDH964,Maribacter,-0.006593454231333744,-0.11253680659880275,-0.19999999999999998,11,0.9892058596761758,0.9961472278900798,False,False,False
DDH964,Marinobacter,-0.5289242968865102,-0.8757504511956627,-0.7999999999999999,12,0.10331534309946029,0.5804392215340558,False,False,False
DDH964,Marivita,-0.40589842225873773,-0.9173811395095298,-0.7999999999999999,12,0.3045489591364688,0.7228704334950855,False,False,False
DDH964,Mcinerneyibacterium,0.07867369714180569,-0.8683548556992174,-1.0,6,0.7139552814186585,0.9088063887036208,False,False,False
DDH964,Microbacteriaceae,-0.4182678570778401,-0.6109999242563087,-0.7999999999999999,7,0.17193523515805706,0.6195727857237475,False,False,False
DDH964,Muricauda,-0.05444536745898573,-0.8485817469636475,-0.7999999999999999,12,0.9375481881264457,0.9839805207690949,False,False,False
DDH964,Nevskiales,0.4778760848837644,0.9146571435003115,0.7999999999999999,11,0.3045489591364688,0.7228704334950855,False,False,False
DDH964,Opitutales,-0.12685969523976284,-0.7426355485973651,-1.0,6,0.40786430223592907,0.7680317661809161,False,False,False
DDH964,PWYM01,-0.36701708630172014,-0.8515272204891804,-0.6000000000000001,12,0.2305319969159599,0.6717499854037381,False,False,False
DDH964,Paceibacterales,0.21630972913641963,-0.8510837501692926,-0.7999999999999999,6,0.35774865073245954,0.7438457051259107,False,False,False
DDH964,Phaeodactylibacter,-0.05798426547597933,-0.8122072791707928,-1.0,6,0.6607555898226677,0.8881006777439076,False,False,False
DDH964,Psychroflexus,-0.1660046392840265,-0.672494327632966,-0.7999999999999999,12,0.24749421742482652,0.6860395454202239,False,False,False
DDH964,RZYO01,-0.11779808794721691,-0.7525253217362353,-0.7999999999999999,6,0.566692367000771,0.8446690164114989,False,False,False
DDH964,Rhodobacteraceae,-0.2713442042296,-0.9387388947491613,-0.7999999999999999,12,0.48342328450269856,0.8020655461404136,False,False,False
DDH964,Rhodohalobacter,0.23533872903674252,-0.8784943932790654,-0.7999999999999999,7,0.599845797995374,0.8593237526448615,False,False,False
DDH964,Rhodothermales,-0.5652273101717661,0.26194147496245335,0.39999999999999997,8,0.047031611410948346,0.4925974152900864,False,False,False
DDH964,Roseicyclus,-0.2995670724901377,-0.8799271127608923,-1.0,12,0.29683885890516576,0.7203080780390722,False,False,False
DDH964,Roseimaritima,0.05661964703710259,-0.8585232394740328,-0.7999999999999999,12,0.7787201233616037,0.9335967476327008,False,False,False
DDH964,Roseovarius,-0.43171608888128943,-0.9389762037479312,-0.7999999999999999,12,0.2898997686969931,0.715348448851102,False,False,False
DDH964,S36-B12,-0.3651457275620717,-0.6915603963943754,-1.0,8,0.12259059367771781,0.5871905989950283,False,False,False
DDH964,SCGC-AAA027-K21,-0.5295045270649847,-0.7964995632664278,-0.7999999999999999,6,0.13261372397841173,0.5892342542875654,False,False,False
DDH964,SLDV01,0.03756471329997962,-0.7153593351553204,-1.0,12,0.7363145720894372,0.9167340826639504,False,False,False
DDH964,SLND01,0.3372799921655172,0.8774877755394507,0.7999999999999999,12,0.38242097147262916,0.7568844777754915,False,False,False
DDH964,SLSQ01,0.5218419384555373,-0.7964772232481475,-0.6000000000000001,12,0.2582883577486507,0.6952282877209487,False,False,False
DDH964,SLST01,0.5165882375693176,-0.7918760422615919,-0.7999999999999999,11,0.06476484194294525,0.5198983386587754,False,False,False
DDH964,SMO-BIN1,0.49399023635509465,0.6555031559660107,0.39999999999999997,7,0.48496530454895914,0.8020655461404136,False,False,False
DDH964,SURF-3,-0.0429925458253527,-0.7502834356547404,-0.7999999999999999,12,0.8049344641480339,0.9441301859379004,False,False,False
DDH964,SW132,0.5762125066057309,-0.8662832955753808,-0.7999999999999999,11,0.2459521973785659,0.6850149726103743,False,False,False
DDH964,SZUA-401,0.3369866757956046,-0.1025657121541816,0.0,12,0.7316885119506553,0.9151700348251316,False,False,False
DDH964,Salegentibacter,-0.30145882838162447,-0.8139738087125689,-0.7999999999999999,10,0.31765612952968386,0.7270361330589854,False,False,False
DDH964,Salinarimonas,0.11648812221750772,-0.4766028260335225,-0.7999999999999999,12,0.34772552043176563,0.738803833021258,False,False,False
DDH964,Salinivirga,-0.024507651313962098,-0.8810670534615864,-0.7999999999999999,6,0.8804934464148034,0.9662511928726982,False,False,False
DDH964,Saprospiraceae,-0.03608651273395841,-0.8817846488926815,-0.7999999999999999,12,0.8928296067848882,0.9699656828149186,False,False,False
DDH964,Sediminispirochaetaceae,0.3272717906978461,-0.839467312797924,-0.7999999999999999,12,0.5289128758673862,0.8259845980517793,False,False,False
DDH964,Spiribacter,-0.26475322228334874,-0.5561351933197726,-1.0,12,0.09097918272937548,0.5638742124083377,False,False,False
DDH964,Synergistales,0.24547219808657958,-0.846753685015011,-0.7999999999999999,6,0.5620663068619892,0.8433056474928599,False,False,False
DDH964,T1Sed10-7,-0.12948818666396988,-0.9045541553299787,-1.0,10,0.6037008481110254,0.860026634891708,False,False,False
DDH964,Tangfeifania,0.03605434012551662,-0.8185359045125429,-0.7999999999999999,12,0.8843484965304549,0.9671083825694012,False,False,False
DDH964,Thiohalobacterales,-0.2767333624384,0.8094394360656894,0.7999999999999999,12,0.7787201233616037,0.9335967476327008,False,False,False
DDH964,Thiohalomonadales,-0.45936476304484386,0.8123933029365826,1.0,12,0.5026985350809561,0.8088265178918608,False,False,False
DDH964,Thiohalophilus,-0.3049991446365468,0.70976119806721,1.0,12,0.5535851966075559,0.838268587236173,False,False,False
DDH964,Thiohalorhabdus,0.12374811580061246,0.1017869398928581,0.0,12,0.8427139552814187,0.9567522767802921,False,False,False
DDH964,Thiohalospira,-0.22517086397180544,-0.12482478721450821,0.39999999999999997,12,0.26522744795682346,0.7000840672109765,False,False,False
DDH964,UBA10428,0.19161283800886497,0.854169302174771,0.7999999999999999,11,0.5983037779491134,0.8578658902057401,False,False,False
DDH964,UBA12077,-0.2550640806296154,-0.8392492368847279,-0.6000000000000001,12,0.1017733230531997,0.5781290156772038,False,False,False
DDH964,UBA12170,0.10762371443188348,-0.7894995917818282,-0.7999999999999999,6,0.3215111796453354,0.7289250137191916,False,False,False
DDH964,UBA12270,0.38783175768415484,0.8805395880192907,0.7999999999999999,12,0.47031611410948343,0.793397775503315,False,False,False
DDH964,UBA4802,0.5481167370781431,-0.7098083931923344,-0.7999999999999999,8,0.36854279105628374,0.7480595610025809,False,False,False
DDH964,UBA5335,0.4428090012546639,0.9224129052928369,0.7999999999999999,12,0.3207401696222051,0.7289250137191916,False,False,False
DDH964,UBA5704,0.19257405415643486,0.5712636870163529,0.6000000000000001,12,0.5304548959136469,0.8268142241946707,False,False,False
DDH964,UBA6264,-0.17502449249920335,-0.8680038471058052,-0.7999999999999999,6,0.14880493446414803,0.6028847765808474,False,False,False
DDH964,UBA6794,0.40815263556336345,-0.5112617750447682,-0.6000000000000001,8,0.3430994602929838,0.7367366283881125,False,False,False
DDH964,UBA6960,-0.8934847087933782,-0.860200575211391,-0.7999999999999999,12,0.013107170393215111,0.40299437630708373,False,True,False
DDH964,UBA7960,-0.3316045910894008,-0.844164744754121,-0.7999999999999999,6,0.1164225134926754,0.5871905989950283,False,False,False
DDH964,UBA8670,-0.09212533708106285,-0.8748913312887557,-0.7999999999999999,7,0.7879722436391673,0.9389093886334142,False,False,False
DDH964,VadinHA17,0.02877473946110891,-0.6420369295179698,-0.6000000000000001,7,0.9290670778720124,0.9809228216381567,False,False,False
DDH964,WC007,0.37552964193762867,0.871083688470103,0.7999999999999999,12,0.27756360832690824,0.7086361785624561,False,False,False
DDH964,WN38,-0.39748683467580825,-0.8063435931261594,-1.0,9,0.11488049344641481,0.5871905989950283,False,False,False
DDH964,Wenzhouxiangella,-0.1730169691712249,-0.6921891307466677,-1.0,10,0.338473400154202,0.7353817830707496,False,False,False
DDH964,Woeseiaceae,-0.6853986229249456,-0.891309611193164,-0.6000000000000001,12,0.2413261372397841,0.6814709788749622,False,False,False
DDH964,XN24,-0.49317019767309483,-0.8806830445738637,-1.0,12,0.25751734772552043,0.6945242019105694,False,False,False
DDH964,Xanthomonadales,0.595090341686651,0.9305016213491571,1.0,11,0.338473400154202,0.7353817830707496,False,False,False
DDH964,YR4-1,0.7011619538604187,-0.5426622845367819,-0.6000000000000001,10,0.19198149575944487,0.6428197442948256,False,True,False
DSBN01,DT-110,-0.3435327170868892,0.8341544604871737,0.7999999999999999,7,0.2289899768696993,0.6708947030064972,False,False,False
DSBN01,DT-91,-0.5309195525815343,-0.7491399461936874,-1.0,9,0.10331534309946029,0.5804392215340558,False,False,False
DSBN01,Desulfobacter,-0.47645619790547705,0.8387479072515297,0.7999999999999999,9,0.1395528141865844,0.5947403533862521,False,False,False
DSBN01,Desulfohalobiaceae,0.398412612792907,0.9584180523027359,0.7999999999999999,6,0.15034695451040864,0.6034534288003645,False,False,False
DSBN01,Desulfomicrobiaceae,-0.32728489108818737,0.9155085055565703,0.7999999999999999,8,0.259059367771781,0.6957160361251636,False,False,False
DSBN01,Desulfotignum,0.3416371039312453,0.6564771986815433,0.7999999999999999,9,0.30763299922898996,0.7234129455582237,False,False,False
DSBN01,Fodinibius,0.6284601847644847,0.8731879663649904,0.7999999999999999,9,0.17116422513492677,0.6192496070781517,False,False,False
DSBN01,GCA-2722315,0.17459165383532163,0.9478394775939344,0.6000000000000001,9,0.686969930609098,0.8963812461927615,False,False,False
DSBN01,GCA-2748055,0.3918277639697698,0.22247577124985102,0.39999999999999997,9,0.39321511179645335,0.7613016839041393,False,False,False
DSBN01,Gracilimonas,-0.5715102785440708,0.7967948067885248,0.6000000000000001,8,0.20508866615265997,0.6497386867268623,False,False,False
DSBN01,Gramella,-0.4729941606973568,-0.7923090931176023,-1.0,8,0.41865844255975326,0.7730532867130432,False,False,False
DSBN01,Guyparkeria,-0.09555628852655673,0.7431662361785357,0.7999999999999999,9,0.7509637625289128,0.9220779912168278,False,False,False
DSBN01,HIMB11,-0.11913103189328293,-0.11710918553469546,-0.19999999999999998,8,0.8280647648419429,0.9525481333718314,False,False,False
DSBN01,HLUCCA08,-0.36916229286869917,0.7525912764760386,0.6000000000000001,9,0.24209714726291442,0.6814709788749622,False,False,False
DSBN01,Halanaerobiales,0.7638041461645027,0.968048780612731,0.6000000000000001,9,0.0038550501156515036,0.37652907398243934,False,True,False
DSBN01,Halanaerobium,0.26088364902233213,0.9758756145866136,1.0,7,0.4656900539707016,0.7906485349689372,False,False,False
DSBN01,Halioglobus,-0.15200561070163252,-0.43362737892501335,0.0,9,0.6399383191981496,0.8760996570779688,False,False,False
DSBN01,Halofilum,0.4492124675144289,-0.7641417915893941,-1.0,9,0.40400925212027755,0.7655306190279987,False,False,False
DSBN01,Halomonas,-0.5923799047164491,0.506538781686622,0.39999999999999997,9,0.1195065535851966,0.5871905989950283,False,False,False
DSBN01,IMCC34051,-0.5671367969459051,0.7370688603380016,0.6000000000000001,9,0.13030069390902083,0.5892342542875654,False,False,False
DSBN01,J153,0.05401487625062709,-0.8346615795619762,-0.7999999999999999,9,0.9961449498843485,0.9987088724174495,False,False,False
DSBN01,JAAYHV01,-0.2613045435667977,0.7689951529685978,0.7999999999999999,6,0.3184271395528142,0.7271730880910162,False,False,False
DSBN01,JAAYYF01,0.11482458367867147,-0.8522262597871326,-0.7999999999999999,9,0.9321511179645335,0.9820963607611907,False,False,False
DSBN01,JABSQH01,-0.5272683640870591,0.4768894126616088,1.0,9,0.2220508866615266,0.6653392867733654,False,False,False
DSBN01,KS3-K002,0.31987475819246025,-0.8334709386656535,-1.0,9,0.653816499614495,0.884734320404726,False,False,False
DSBN01,Krumholzibacteria,-0.275661426308566,0.7082409506700804,0.7999999999999999,9,0.15420200462606015,0.6067207300823338,False,False,False
DSBN01,M0040,-0.20587919995511647,-0.8878933469931065,-0.6000000000000001,9,0.7887432536622976,0.939007395569436,False,False,False
DSBN01,MWEM01,0.879929169313124,0.9849832997529588,0.7999999999999999,6,0.013878180416345412,0.40299437630708373,False,True,False
DSBN01,Maliponia,-0.20272820175118847,0.752050232978176,0.7999999999999999,9,0.5813415574402467,0.8515784361206696,False,False,False
DSBN01,Maribacter,0.15407799179546158,0.25571158787044185,0.39999999999999997,9,0.6684656900539707,0.8905736467595065,False,False,False
DSBN01,Marinobacter,-0.6183929709754216,0.780689703131439,0.6000000000000001,9,0.1156515034695451,0.5871905989950283,False,False,False
DSBN01,Marivita,-0.2538224337121748,0.8821814643210859,0.6000000000000001,9,0.6607555898226677,0.8881006777439076,False,False,False
DSBN01,Mcinerneyibacterium,0.7550367377285986,0.9466931106938599,0.7999999999999999,6,0.006168080185042405,0.37652907398243934,False,True,False
DSBN01,Microbacteriaceae,-0.5521851158864223,0.37471001605307613,0.39999999999999997,6,0.2305319969159599,0.6717499854037381,False,False,False
DSBN01,Muricauda,-0.010609025124023373,0.8628300978444431,0.6000000000000001,9,0.9868928296067849,0.9954110167920469,False,False,False
DSBN01,Nevskiales,-0.12446275120702895,-0.7374772832435895,-0.6000000000000001,8,0.7764070932922128,0.9328745627394683,False,False,False
DSBN01,Opitutales,-0.29702280073783466,0.7056607324645848,0.7999999999999999,6,0.284502698535081,0.7121273176306494,False,False,False
DSBN01,PWYM01,-0.2568357381231917,0.906836480991339,0.7999999999999999,9,0.41403238242097146,0.7716833637008762,False,False,False
DSBN01,Paceibacterales,0.5933778699923857,0.9524527375820991,0.6000000000000001,6,0.05551272166538165,0.505642239654641,False,False,False
DSBN01,Phaeodactylibacter,-0.234015300074377,0.8171276117763049,0.7999999999999999,6,0.353893600616808,0.7417940462885951,False,False,False
DSBN01,Psychroflexus,-0.3412381756904393,0.6442629905008082,0.6000000000000001,9,0.15574402467232074,0.6076378660696674,False,False,False
DSBN01,RZYO01,-0.027574663947301552,0.8062626656571638,0.6000000000000001,6,0.8835774865073246,0.9663944163163412,False,False,False
DSBN01,Rhodobacteraceae,-0.1031825144749918,0.9065907697021314,0.6000000000000001,9,0.8003084040092521,0.9416747331409209,False,False,False
DSBN01,Rhodohalobacter,0.7191663839669707,0.95539701043365,0.6000000000000001,7,0.05397070161912105,0.505642239654641,False,True,False
DSBN01,Rhodothermales,-0.10565730376360025,-0.6720797846896155,-0.7999999999999999,6,0.8550501156515035,0.9586499377781385,False,False,False
DSBN01,Roseicyclus,-0.11389308537384343,0.8018439586905707,0.7999999999999999,9,0.7602158828064765,0.9252441483941344,False,False,False
DSBN01,Roseimaritima,0.010873209812870387,0.958191221650964,1.0,9,0.9737856592135697,0.9928049298588119,False,False,False
DSBN01,Roseovarius,-0.11264562486482788,0.9079357329023642,0.6000000000000001,9,0.8365458750963762,0.9557186114927874,False,False,False
DSBN01,S36-B12,-0.22890842696961883,0.552981964278757,0.7999999999999999,7,0.5489591364687741,0.8332688321236913,False,False,False
DSBN01,SCGC-AAA027-K21,-0.41210816477452467,0.8441572721470083,1.0,6,0.27525057825751736,0.7064793630833046,False,False,False
DSBN01,SLDV01,0.14146635603992838,0.7842523942181814,0.7999999999999999,9,0.6622976098689283,0.8882758564892332,False,False,False
DSBN01,SLND01,0.021787818496696525,-0.8039633837266842,-0.6000000000000001,9,0.9637625289128758,0.9912817451674539,False,False,False
DSBN01,SLSQ01,0.7200727681250698,0.9694835534799087,0.7999999999999999,9,0.040863531225905934,0.4891748911295403,False,True,False
DSBN01,SLST01,0.10822965534451001,0.9711698407404519,1.0,9,0.7401696222050886,0.9173617438844885,False,False,False
DSBN01,SMO-BIN1,-0.012192413489997214,-0.28211631074329496,0.19999999999999998,6,0.9845797995373939,0.9953284295140885,False,False,False
DSBN01,SURF-3,0.5310799697822022,0.9548434565741809,1.0,9,0.05782575173477255,0.5080715888189468,False,False,False
DSBN01,SW132,0.7245560108622032,0.9461320510173654,0.6000000000000001,9,0.1164225134926754,0.5871905989950283,False,True,False
DSBN01,SZUA-401,0.6441258625877463,0.4760569560341769,0.39999999999999997,9,0.110254433307633,0.5837419187420311,False,False,False
DSBN01,Salegentibacter,-0.2542712731341077,0.7919424292999635,0.6000000000000001,9,0.6846569005397071,0.8953626612973308,False,False,False
DSBN01,Salinarimonas,0.23829632552345337,0.3323364344427239,0.39999999999999997,9,0.3484965304548959,0.738817812544674,False,False,False
DSBN01,Salinivirga,-0.009317603141699094,0.978019149349004,1.0,6,0.9660755589822668,0.9912817451674539,False,False,False
DSBN01,Saprospiraceae,0.33362284269762477,0.9355890940321772,0.6000000000000001,9,0.39784117193523516,0.7642885830038101,False,False,False
DSBN01,Sediminispirochaetaceae,0.9797671076994028,0.9976989652628323,1.0,9,0.0015420200462606013,0.37652907398243934,False,True,False
DSBN01,Spiribacter,0.19962659309856273,0.5188248676933304,0.7999999999999999,9,0.5219737856592136,0.8207892285067987,False,False,False
DSBN01,Synergistales,0.8018187193836366,0.9702060311075673,0.6000000000000001,6,0.016962220508866616,0.4117239280787208,False,True,False
DSBN01,T1Sed10-7,-0.31589838651523483,0.8368352113147751,0.7999999999999999,8,0.3808789514263685,0.7554776485615167,False,False,False
DSBN01,Tangfeifania,-0.4079297706167538,0.8561650945521924,0.6000000000000001,9,0.28835774865073244,0.715348448851102,False,False,False
DSBN01,Thiohalobacterales,-0.5532789598999638,-0.8577141571229294,-0.6000000000000001,9,0.2243639167309175,0.6666534104100635,False,False,False
DSBN01,Thiohalomonadales,-0.5623393074813638,-0.9391058152868883,-0.7999999999999999,9,0.235929067077872,0.675262340341845,False,False,False
DSBN01,Thiohalophilus,-0.33807910168708355,-0.7662243065790856,-0.7999999999999999,9,0.36777178103315344,0.7480595610025809,False,False,False
