,4572-130,70-9,ATBO01,Acidaminobacteraceae,Albimonas,Alkalispirochaeta,Alphaproteobacteria,BM002,BM003,BM004,BM103,BM507,BM509,BM714,Balneolaceae,Balneolales,Bipolaricaulia,Chromatocurvus,Crateriforma,Cryomorpha,DDH964,DSBN01,DT-110,DT-91,Desulfobacter,Desulfohalobiaceae,Desulfomicrobiaceae,Desulfotignum,Desulfurivibrionaceae,Flavobacteriaceae,Fodinibius,GCA-001735895,GCA-2722315,GCA-2748055,GWC2-71-9,Gallionellaceae,Geothermobacteraceae,Gracilimonas,Gramella,Guyparkeria,HIMB11,HLUCCA08,Halanaerobiales,Halanaerobium,Halioglobus,Halofilum,Halomonas,IMCC34051,J153,JAACFB01,JAAXQD01,JAAYHV01,JAAYYF01,JABDJL01,JABDQB01,JABSQH01,KS3-K002,Krumholzibacteria,Lutibacter,M0040,MWEM01,Maliponia,Maribacter,Marinobacter,Marivita,Mcinerneyibacterium,Microbacteriaceae,Muricauda,NaphS2,Nevskiales,Nitriliruptorales,Opitutales,Ornithinicoccus_A,PWMO01,PWYM01,Paceibacterales,Phaeodactylibacter,Psychroflexus,RZYO01,Rhodobacteraceae,Rhodohalobacter,Rhodothermales,Roseicyclus,Roseimaritima,Roseovarius,S36-B12,SAR324,SCGC-AAA027-K21,SG8-39,SHZL01,SLDV01,SLND01,SLSQ01,SLST01,SMO-BIN1,SURF-3,SW132,SZUA-36,SZUA-401,Salegentibacter,Salinarimonas,Salinivirga,Saprospiraceae,Sediminispirochaetaceae,Spiribacter,Sunxiuqinia,Synergistales,T1Sed10-7,Tangfeifania,Thiohalobacterales,Thiohalomonadales,Thiohalophilus,Thiohalorhabdus,Thiohalospira,UBA10428,UBA11386,UBA11574,UBA11579,UBA12077,UBA12170,UBA12270,UBA12294,UBA4486,UBA4802,UBA5335,UBA5704,UBA6264,UBA6794,UBA6960,UBA7960,UBA8670,VadinHA17,WC007,WN38,Wenzhouxiangella,Woeseiaceae,XN24,Xanthomonadales,YR4-1,Yeosuana
MWEM01,0.39999999999999997,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,1.0,1.0,-0.6000000000000001,-0.7999999999999999,-1.0,-0.7999999999999999,0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.6000000000000001,0.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,1.0,0.7999999999999999,-1.0,0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,1.0,0.6000000000000001,0.39999999999999997,-0.7999999999999999,-0.6000000000000001,0.6000000000000001,-0.7999999999999999,0.7999999999999999,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.39999999999999997,-0.7999999999999999,0.0,0.7999999999999999,-0.6000000000000001,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,-1.0,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,1.0,-0.6000000000000001,-0.7999999999999999,1.0,1.0,0.19999999999999998,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,1.0,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.39999999999999997,1.0,0.7999999999999999,0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,0.7999999999999999,-0.39999999999999997,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,1.0,0.7999999999999999,-0.7999999999999999,-1.0,-1.0,0.0,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.6000000000000001,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.6000000000000001,-0.7999999999999999,1.0,1.0,0.6000000000000001,1.0,-1.0,0.6000000000000001,-0.7999999999999999
Maliponia,0.39999999999999997,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,1.0,1.0,-0.6000000000000001,-0.7999999999999999,-1.0,-0.7999999999999999,0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.6000000000000001,0.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,1.0,0.7999999999999999,-1.0,0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,1.0,0.6000000000000001,0.39999999999999997,-0.7999999999999999,-0.6000000000000001,0.6000000000000001,-0.7999999999999999,0.7999999999999999,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.39999999999999997,-0.7999999999999999,0.0,0.7999999999999999,-0.6000000000000001,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,-1.0,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,1.0,-0.6000000000000001,-0.7999999999999999,1.0,1.0,0.19999999999999998,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,1.0,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.39999999999999997,1.0,0.7999999999999999,0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,0.7999999999999999,-0.39999999999999997,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,1.0,0.7999999999999999,-0.7999999999999999,-1.0,-1.0,0.0,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.6000000000000001,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.6000000000000001,-0.7999999999999999,1.0,1.0,0.6000000000000001,1.0,-1.0,0.6000000000000001,-0.7999999999999999
Maribacter,0.7999999999999999,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.19999999999999998,-0.39999999999999997,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.7999999999999999,-0.39999999999999997,0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.6000000000000001,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.7999999999999999,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.7999999999999999,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,1.0,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.7999999999999999,0.19999999999999998,0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.0,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.7999999999999999,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.39999999999999997
Marinobacter,0.0,-0.7999999999999999,-0.6000000000000001,1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,-1.0,-0.7999999999999999,-1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,0.39999999999999997,-1.0,0.6000000000000001,0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,-0.6000000000000001,1.0,-0.39999999999999997,-0.6000000000000001,-0.6000000000000001,-0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,0.19999999999999998,1.0,1.0,0.6000000000000001,-0.7999999999999999,-0.6000000000000001,0.39999999999999997,1.0,-0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,-0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,0.7999999999999999,-0.39999999999999997,1.0,1.0,0.7999999999999999,0.39999999999999997,1.0,-1.0,-1.0,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,1.0,0.7999999999999999,1.0,1.0,1.0,1.0,0.0,0.7999999999999999,0.6000000000000001,1.0,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.7999999999999999,-1.0,0.7999999999999999,0.6000000000000001,-0.19999999999999998,0.6000000000000001,1.0,-0.6000000000000001,0.39999999999999997,1.0,0.39999999999999997,0.6000000000000001,1.0,0.6000000000000001,0.7999999999999999,-0.7999999999999999,1.0,0.7999999999999999,1.0,-1.0,-0.7999999999999999,-0.7999999999999999,0.39999999999999997,0.19999999999999998,-1.0,-1.0,-1.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,-1.0,-0.6000000000000001,-0.6000000000000001,0.6000000000000001,-1.0,-0.7999999999999999,1.0,0.7999999999999999,1.0,0.6000000000000001,1.0,0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,-1.0
Marivita,0.0,-0.7999999999999999,-0.6000000000000001,1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,-1.0,-0.7999999999999999,-1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,0.39999999999999997,-1.0,0.6000000000000001,0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,-0.6000000000000001,1.0,-0.39999999999999997,-0.6000000000000001,-0.6000000000000001,-0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,0.19999999999999998,1.0,1.0,0.6000000000000001,-0.7999999999999999,-0.6000000000000001,0.39999999999999997,1.0,-0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,-0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,0.7999999999999999,-0.39999999999999997,1.0,1.0,0.7999999999999999,0.39999999999999997,1.0,-1.0,-1.0,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,1.0,0.7999999999999999,1.0,1.0,1.0,1.0,0.0,0.7999999999999999,0.6000000000000001,1.0,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.7999999999999999,-1.0,0.7999999999999999,0.6000000000000001,-0.19999999999999998,0.6000000000000001,1.0,-0.6000000000000001,0.39999999999999997,1.0,0.39999999999999997,0.6000000000000001,1.0,0.6000000000000001,0.7999999999999999,-0.7999999999999999,1.0,0.7999999999999999,1.0,-1.0,-0.7999999999999999,-0.7999999999999999,0.39999999999999997,0.19999999999999998,-1.0,-1.0,-1.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,-1.0,-0.6000000000000001,-0.6000000000000001,0.6000000000000001,-1.0,-0.7999999999999999,1.0,0.7999999999999999,1.0,0.6000000000000001,1.0,0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,-1.0
Mcinerneyibacterium,0.39999999999999997,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,1.0,1.0,-0.6000000000000001,-0.7999999999999999,-1.0,-0.7999999999999999,0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.6000000000000001,0.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,1.0,0.7999999999999999,-1.0,0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,1.0,0.6000000000000001,0.39999999999999997,-0.7999999999999999,-0.6000000000000001,0.6000000000000001,-0.7999999999999999,0.7999999999999999,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.39999999999999997,-0.7999999999999999,0.0,0.7999999999999999,-0.6000000000000001,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,-1.0,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,1.0,-0.6000000000000001,-0.7999999999999999,1.0,1.0,0.19999999999999998,0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,1.0,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,0.7999999999999999,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.39999999999999997,1.0,0.7999999999999999,0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,0.7999999999999999,-0.39999999999999997,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,1.0,0.7999999999999999,-0.7999999999999999,-1.0,-1.0,0.0,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.6000000000000001,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.6000000000000001,-0.7999999999999999,1.0,1.0,0.6000000000000001,1.0,-1.0,0.6000000000000001,-0.7999999999999999
Microbacteriaceae,0.19999999999999998,0.0,-0.39999999999999997,0.39999999999999997,0.7999999999999999,0.7999999999999999,0.0,-0.39999999999999997,-0.7999999999999999,-0.39999999999999997,0.0,0.0,0.0,0.0,-0.6000000000000001,-0.39999999999999997,0.39999999999999997,0.0,0.7999999999999999,0.39999999999999997,-0.7999999999999999,0.39999999999999997,0.7999999999999999,-0.39999999999999997,0.0,0.7999999999999999,0.0,0.19999999999999998,-0.39999999999999997,0.0,0.0,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.0,0.39999999999999997,-0.39999999999999997,0.0,-0.7999999999999999,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.6000000000000001,0.39999999999999997,0.0,0.0,-0.39999999999999997,0.0,-0.7999999999999999,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.7999999999999999,0.0,-0.39999999999999997,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.7999999999999999,1.0,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.0,0.7999999999999999,0.0,-0.39999999999999997,0.0,0.39999999999999997,0.7999999999999999,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.7999999999999999,0.39999999999999997,0.39999999999999997,0.7999999999999999,0.0,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.7999999999999999,-0.39999999999999997,0.0,0.39999999999999997,-0.7999999999999999,0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.6000000000000001,0.39999999999999997,1.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.7999999999999999,0.0,0.39999999999999997,0.7999999999999999,0.39999999999999997,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,-0.7999999999999999,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.0,0.0,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.0,0.39999999999999997,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.0,-0.39999999999999997,0.7999999999999999,0.7999999999999999,0.0,0.7999999999999999,-0.7999999999999999,0.0,-0.39999999999999997
Muricauda,0.0,-0.7999999999999999,-0.6000000000000001,1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,-1.0,-0.7999999999999999,-1.0,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,0.39999999999999997,-1.0,0.6000000000000001,0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,0.6000000000000001,0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,-0.6000000000000001,1.0,-0.39999999999999997,-0.6000000000000001,-0.6000000000000001,-0.7999999999999999,1.0,-0.6000000000000001,0.7999999999999999,0.19999999999999998,1.0,1.0,0.6000000000000001,-0.7999999999999999,-0.6000000000000001,0.39999999999999997,1.0,-0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,-0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,0.7999999999999999,-0.39999999999999997,1.0,1.0,0.7999999999999999,0.39999999999999997,1.0,-1.0,-1.0,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,1.0,0.7999999999999999,1.0,1.0,1.0,1.0,0.0,0.7999999999999999,0.6000000000000001,1.0,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.7999999999999999,-1.0,0.7999999999999999,0.6000000000000001,-0.19999999999999998,0.6000000000000001,1.0,-0.6000000000000001,0.39999999999999997,1.0,0.39999999999999997,0.6000000000000001,1.0,0.6000000000000001,0.7999999999999999,-0.7999999999999999,1.0,0.7999999999999999,1.0,-1.0,-0.7999999999999999,-0.7999999999999999,0.39999999999999997,0.19999999999999998,-1.0,-1.0,-1.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,-1.0,-0.6000000000000001,-0.6000000000000001,0.6000000000000001,-1.0,-0.7999999999999999,1.0,0.7999999999999999,1.0,0.6000000000000001,1.0,0.7999999999999999,-0.6000000000000001,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,-1.0
NaphS2,0.0,0.7999999999999999,0.6000000000000001,-1.0,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,1.0,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.39999999999999997,1.0,-0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.0,0.6000000000000001,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-1.0,0.39999999999999997,0.6000000000000001,0.6000000000000001,0.7999999999999999,-1.0,0.6000000000000001,-0.7999999999999999,-0.19999999999999998,-1.0,-1.0,-0.6000000000000001,0.7999999999999999,0.6000000000000001,-0.39999999999999997,-1.0,0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.6000000000000001,-0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,-0.7999999999999999,0.39999999999999997,-1.0,-1.0,-0.7999999999999999,-0.39999999999999997,-1.0,1.0,1.0,0.7999999999999999,-0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,-1.0,-0.7999999999999999,-1.0,-1.0,-1.0,-1.0,0.0,-0.7999999999999999,-0.6000000000000001,-1.0,-0.7999999999999999,0.7999999999999999,-0.6000000000000001,0.6000000000000001,0.6000000000000001,-0.7999999999999999,1.0,-0.7999999999999999,-0.6000000000000001,0.19999999999999998,-0.6000000000000001,-1.0,0.6000000000000001,-0.39999999999999997,-1.0,-0.39999999999999997,-0.6000000000000001,-1.0,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,-1.0,-0.7999999999999999,-1.0,1.0,0.7999999999999999,0.7999999999999999,-0.39999999999999997,-0.19999999999999998,1.0,1.0,1.0,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,-0.6000000000000001,1.0,0.7999999999999999,-1.0,-0.7999999999999999,-1.0,-0.6000000000000001,-1.0,-0.7999999999999999,0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,1.0
Nevskiales,0.0,0.7999999999999999,0.6000000000000001,-1.0,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,1.0,0.7999999999999999,1.0,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.39999999999999997,1.0,-0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.0,0.6000000000000001,0.7999999999999999,-0.7999999999999999,0.6000000000000001,-1.0,0.39999999999999997,0.6000000000000001,0.6000000000000001,0.7999999999999999,-1.0,0.6000000000000001,-0.7999999999999999,-0.19999999999999998,-1.0,-1.0,-0.6000000000000001,0.7999999999999999,0.6000000000000001,-0.39999999999999997,-1.0,0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,0.7999999999999999,0.6000000000000001,0.6000000000000001,-0.6000000000000001,0.6000000000000001,-0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,-0.7999999999999999,0.39999999999999997,-1.0,-1.0,-0.7999999999999999,-0.39999999999999997,-1.0,1.0,1.0,0.7999999999999999,-0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,-1.0,-0.7999999999999999,-1.0,-1.0,-1.0,-1.0,0.0,-0.7999999999999999,-0.6000000000000001,-1.0,-0.7999999999999999,0.7999999999999999,-0.6000000000000001,0.6000000000000001,0.6000000000000001,-0.7999999999999999,1.0,-0.7999999999999999,-0.6000000000000001,0.19999999999999998,-0.6000000000000001,-1.0,0.6000000000000001,-0.39999999999999997,-1.0,-0.39999999999999997,-0.6000000000000001,-1.0,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,-1.0,-0.7999999999999999,-1.0,1.0,0.7999999999999999,0.7999999999999999,-0.39999999999999997,-0.19999999999999998,1.0,1.0,1.0,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,-0.6000000000000001,1.0,0.7999999999999999,-1.0,-0.7999999999999999,-1.0,-0.6000000000000001,-1.0,-0.7999999999999999,0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,1.0
Nitriliruptorales,-0.39999999999999997,1.0,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,-0.6000000000000001,1.0,0.7999999999999999,0.6000000000000001,0.7999999999999999,-1.0,-1.0,1.0,-1.0,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-1.0,-0.6000000000000001,-0.7999999999999999,0.6000000000000001,-0.7999999999999999,-0.6000000000000001,0.7999999999999999,-1.0,-0.6000000000000001,-1.0,-0.39999999999999997,0.7999999999999999,1.0,-1.0,0.7999999999999999,-0.7999999999999999,-0.19999999999999998,0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,0.7999999999999999,-1.0,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.39999999999999997,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,1.0,1.0,0.7999999999999999,-1.0,0.6000000000000001,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.6000000000000001,1.0,0.7999999999999999,-0.6000000000000001,-0.6000000000000001,0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.0,-0.7999999999999999,0.7999999999999999,0.7999999999999999,1.0,-0.6000000000000001,1.0,0.7999999999999999,-1.0,-0.7999999999999999,-0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.39999999999999997,-0.6000000000000001,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,1.0,-0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.6000000000000001,0.7999999999999999,-1.0,-0.7999999999999999,-0.39999999999999997,-0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999,-0.7999999999999999,0.0,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-0.6000000000000001,1.0,-0.7999999999999999,-0.6000000000000001,-0.7999999999999999,0.7999999999999999,0.6000000000000001,0.6000000000000001,-0.7999999999999999,-0.39999999999999997,0.7999999999999999,0.7999999999999999,0.7999999999999999,1.0,-1.0,-0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,-0.7999999999999999,0.7999999999999999,1.0,-0.7999999999999999,-1.0,-0.7999999999999999,-0.7999999999999999,-0.7999999999999999,-1.0,0.7999999999999999,-0.6000000000000001,-0.6000000000000001,-1.0,-0.6000000000000001,0.6000000000000001,-1.0,0.7999999999999999
