"","Transformation","rho","p_value","padj"
"437","C29H31O9N1",NA,NA,NA
"438","C29H34N5O17P1",NA,NA,NA
"439","C29H49O17N3P2",NA,NA,NA
"440","C2H_1O_1N1S1",-0.243952751432671,0.102295884869685,0.679428645870443
"441","C2H_2",0.129100596324657,0.392500049620906,0.83761386501944
"442","C2H_2O",-0.0561480488037815,0.710915382175378,0.904048927138934
"443","C2H_2O_1",0.0453404691703923,0.764783659877755,0.929580113495795
"444","C2H_2O2",0.257574536225844,0.0839574510125483,0.679428645870443
"445","C2H_6O7",0.321585932184931,0.0293070389683843,0.641054286914062
"446","C2H1N1O2",-0.265153904627676,0.0749290586038946,0.655134250300295
"447","C2H1O1Cl1",0.144148913579367,0.339191635165087,0.836017867808634
"448","C2H2",0.0835853943098347,0.580763260916842,0.877455387483686
"449","C2H2N7O14P3S1",NA,NA,NA
"450","C2H2O_1",0.181034789346506,0.228579540417104,0.765680755425165
"451","C2H2O2",0.34046095952105,0.0206012897660128,0.641054286914062
"452","C2H2O2S_1",-0.0982243109856026,0.516061073550204,0.872239405545175
"453","C2H2O3",0.0934859169307118,0.536602656949816,0.872239405545175
"454","C2H2O4",0.214308761189545,0.152662804278999,0.74676352842134
"455","C2H2O4S1",-0.165559592062203,0.271512046033973,0.79114190957785
"456","C2H3Cl_1O2S1",-0.0586315019424237,0.698720903771425,0.901237487388875
"457","C2H3N",-0.26760387256363,0.0721804389172165,0.655134250300295
"458","C2H3N_1O2",-0.24890443107863,0.0953037281902898,0.679428645870443
"459","C2H3N_1O3S2",-0.00525580273166646,0.97234624474875,0.995848776165884
"460","C2H3N1O_2",-0.0976727420843083,0.518431781020978,0.872239405545175
"461","C2H3N1O2",-0.297866530781215,0.0443756589830568,0.655134250300295
"462","C2H3NO_1",-0.229548054931511,0.124882660791121,0.711456521480172
"463","C2H3O",0.185547531435217,0.216992241748758,0.765680755425165
"464","C2H4N2",-0.151767601199158,0.314003222232419,0.825307934370235
"465","C2H4O_1",0.268935812686823,0.0707199380899071,0.655134250300295
"466","C2H4O1",0.119942957227813,0.427208576021828,0.851736670758267
"467","C2H4O2",0.0988454327249696,0.513397933906476,0.872239405545175
"468","C2H4O2S2",0.0581962245777487,0.700852927676749,0.901237487388875
"469","C2H4O3",0.139342448525679,0.355708000156672,0.836017867808634
"470","C2H4O3S2",-0.0243988903138977,0.872131953436177,0.966522784924196
"471","C2H4O4",0.113984110851483,0.450689724721482,0.857224721990163
"472","C2H5N",-0.351641712779273,0.0165568338505344,0.641054286914062
"473","C2H5N1",-0.0886334104079719,0.558042152520114,0.872239405545175
"474","C2H5N1O_1S1",-0.0503051223102081,0.739884255523002,0.916600221317656
"475","C2H5N1O1",-0.157040598451171,0.297284950261193,0.812685074913051
"476","C2H5N1O2",-0.165694969439281,0.271114798774726,0.79114190957785
"477","C2H5O_1N1",-0.0698298203580952,0.644699216434192,0.894803449545195
"478","C2H5O1",0.200355724230035,0.181855130165377,0.754296541157388
"479","C2H5O2N1S1",-0.0999814112378539,0.508545214816376,0.872239405545175
"480","C2H5O4P1",-0.14359293400645,0.341077451749146,0.836017867808634
"481","C2H6N1O2P1",-0.209622472668398,0.162055456606278,0.754296541157388
"482","C2H6N1O3P1",-0.281352390154489,0.0582023938109528,0.655134250300295
"483","C2H6O_1",0.140235101883807,0.352604149275557,0.836017867808634
"484","C2H6O1",0.171828884750413,0.25351843138633,0.778832151195808
"485","C2H6O2",-0.00929816887773246,0.951097204621058,0.990203012431752
"486","C2H6O3",-0.101183222300263,0.503436665685983,0.872239405545175
"487","C2H6O3S2",0.139246923352214,0.356041133834774,0.836017867808634
"488","C2H6O4",-0.0210093497316232,0.889777245609102,0.97594422308193
"489","C2H6S1",-0.000435707152352778,0.997707057617809,0.99948767608476
"490","C2H7N1",-0.12691373610939,0.400634703634511,0.838036704128407
"491","C2H7N1O_1",-0.195094485457903,0.193838755818589,0.75803657370878
"492","C2H7O10P3",0.00294012450651232,0.984528284421532,0.99838672779166
"493","C2H7O1N1",-0.0733229353002601,0.628196323554175,0.88780135010432
"494","C2H7O2N1S1",-0.180874062071823,0.228999931934011,0.765680755425165
"495","C2H8",0.199184792008312,0.184475121732689,0.754296541157388
"496","C2H8O",0.115947291280868,0.442876835483877,0.857224721990163
"497","C2H8O_1",0.157120698422409,0.297035505642959,0.812685074913051
"498","C2H8O4N1P1",-0.185516889502923,0.21706951832698,0.765680755425165
"499","C2HN_1O",-0.239193171000234,0.109381896610694,0.702525075275944
"500","C2HO",0.00155020726928807,0.991842041472823,0.99948767608476
"501","C2O_1",0.0416368621567594,0.783514155397595,0.936879323674041
"502","C2O1",0.081793718366386,0.588926879578219,0.878395683217537
"503","C2O2H6N2",-0.202564130578494,0.176986499846596,0.754296541157388
"504","C2O3",0.118190741511264,0.43404083404235,0.853347594959473
"505","C2O7",0.194214446314704,0.195896622568141,0.75803657370878
"506","C3",0.246778504190163,0.098259004415884,0.679428645870443
"507","C30H32N2O13",NA,NA,NA
"508","C30H40",NA,NA,NA
"509","C30H43N6O15P1",NA,NA,NA
"510","C30H44O3",NA,NA,NA
"511","C30H48",NA,NA,NA
"512","C30H48O18N7P3S1",NA,NA,NA
"513","C30H50O25",NA,NA,NA
"514","C31H52N7O17P1",NA,NA,NA
"515","C32H52N7O19P1",NA,NA,NA
"516","C32H60O2",NA,NA,NA
"517","C34H32O4N4",NA,NA,NA
"518","C34H42O14N4",NA,NA,NA
"519","C34H53N7O23P2",NA,NA,NA
"520","C34H63N1O8",NA,NA,NA
"521","C34H64N1O11P1",NA,NA,NA
"522","C35H30O5M1g1N4",NA,NA,NA
"523","C35H32O4M1g1N4",NA,NA,NA
"524","C35H46O_1",NA,NA,NA
"525","C35H53N7O25P2",NA,NA,NA
"526","C35H56",NA,NA,NA
"527","C36H60O30",NA,NA,NA
"528","C37H58N8O24P2",NA,NA,NA
"529","C38H58N8O26P2",NA,NA,NA
"530","C39H42O11N4",NA,NA,NA
"531","C39H60O10",NA,NA,NA
"532","C39H60O11",NA,NA,NA
"533","C3H_1N1O_2",-0.318519708897802,0.030975159363589,0.641054286914062
"534","C3H10N1",0.0767203454623955,0.612315809849796,0.88780135010432
"535","C3H10N2O_1",-0.20554815090121,0.170557866460384,0.754296541157388
"536","C3H13N7O_6",NA,NA,NA
"537","C3H13O11P3S1",0.220936866216759,0.140069749193397,0.717127934672445
"538","C3H1N1O_1",-0.246829256850082,0.0981876388944909,0.679428645870443
"539","C3H1N2O3P1",-0.123832769947458,0.41225961154149,0.850686857148446
"540","C3H1N3O2",-0.110484434569646,0.46480241792549,0.857224721990163
"541","C3H2",0.0362905993929784,0.810764522999367,0.944726512239576
"542","C3H2N2O_1",-0.179556929787337,0.23246498792008,0.765680755425165
"543","C3H2N2O6P2",-0.189845402723185,0.206342009494683,0.765658628533083
"544","C3H2N7O11P3S1",NA,NA,NA
"545","C3H2O_1",0.268782736373844,0.0708865899528002,0.655134250300295
"546","C3H2O_2",0.226144183857593,0.13073038651853,0.711456521480172
"547","C3H2O1",0.0717728793829082,0.635497903419882,0.89369733771351
"548","C3H2O2",0.0828128792596154,0.584276885394056,0.877455387483686
"549","C3H2O5",0.253914385708272,0.0886112525295919,0.679428645870443
"550","C3H3N",-0.254508916455712,0.0878419648361497,0.679428645870443
"551","C3H3N_1O4",-0.266050254591334,0.0739140284267976,0.655134250300295
"552","C3H3N1O_1",-0.213460818407811,0.154331984199297,0.74676352842134
"553","C3H3N1O1",-0.314768485297288,0.0331221757361804,0.648245689785149
"554","C3H3N1O2",-0.386338643949413,0.0080014652066609,0.561817164153404
"555","C3H3O1",0.148278244485965,0.325388183867944,0.830621958759755
"556","C3H3O2",0.257178804803246,0.0844512083003663,0.679428645870443
"557","C3H3O3N1",-0.235355116689393,0.11536393402061,0.711456521480172
"558","C3H4",0.0438077799002105,0.772519598472098,0.931472520158743
"559","C3H4N2O_1",-0.0944740891248408,0.532286256999256,0.872239405545175
"560","C3H4N2O3",-0.279170725714795,0.0602627292914546,0.655134250300295
"561","C3H4O_1",0.154742411430367,0.304499456019387,0.816623762378957
"562","C3H4O_2",0.216587874521201,0.148242135022108,0.739705678815899
"563","C3H4O1",0.0177160064775105,0.906972475475207,0.978654163986968
"564","C3H4O2",0.227889476761032,0.127706942509399,0.711456521480172
"565","C3H4O3",0.0772144251450689,0.610020679030647,0.88780135010432
"566","C3H4O4",0.0160685052432812,0.915590742341599,0.982560807556542
"567","C3H5N1O_1",-0.151366801215317,0.315297919329382,0.826500945868754
"568","C3H5N1O2S1",-0.437784096164511,0.00234491135965631,0.454932969022392
"569","C3H5O5P1",0.126624735957424,0.401716987683766,0.838402970049133
"570","C3H6",0.124081949224895,0.411312311334184,0.850686857148446
"571","C3H6N1O2",-0.0297228769822797,0.844543078918422,0.958031355833676
"572","C3H6N1O4P1",-0.0837987404499189,0.579794586234593,0.877455387483686
"573","C3H6O_1",0.107855633965362,0.475557303111198,0.867296528679605
"574","C3H6O1",0.19634161793563,0.19094879737709,0.756865596055161
"575","C3H6O2",-0.0399897515522217,0.791883962921973,0.941554460987632
"576","C3H6O3",0.205983181629809,0.169634950706304,0.754296541157388
"577","C3H6O4",0.132347343178125,0.38060283379037,0.836337191457395
"578","C3H6O5S1",-0.244651832879456,0.101285512312809,0.679428645870443
"579","C3H6O6P2",-0.199983014514115,0.18268616991976,0.754296541157388
"580","C3H7",-0.100911388522212,0.504589857560037,0.872239405545175
"581","C3H7N1",-0.163661155629093,0.27712329821172,0.791895936459653
"582","C3H7N1O_1",-0.207908676536571,0.165593413304464,0.754296541157388
"583","C3H7N1O1S1",-0.0506054669804352,0.738386048921153,0.916600221317656
"584","C3H7N1O2",-0.112959298687666,0.454797913935375,0.857224721990163
"585","C3H7N1O2S1",-0.265424834800361,0.0746211042375529,0.655134250300295
"586","C3H7O1N1",-0.204089940595973,0.173677934963154,0.754296541157388
"587","C3H7O5P1",0.0332366622914681,0.826432894678661,0.952564705661289
"588","C3H7O6P1",0.174450219977686,0.246238242120678,0.774356272139982
"589","C3H8",0.310713968556918,0.0355795544169502,0.649863144669807
"590","C3H8N1",-0.0127616564428033,0.932917200843607,0.99002041891472
"591","C3H8N1O3P1",-0.328427327332606,0.0258527351887587,0.641054286914062
"592","C3H8N3O3P1",0.102105451240348,0.499534358667296,0.872239405545175
"593","C3H8O1",-0.00972294710231872,0.948866016577268,0.990203012431752
"594","C3H8O1N2S1",NA,NA,NA
"595","C3H8O1N2S2",-0.131732734209587,0.382838407036543,0.836337191457395
"596","C3H8O3",0.101002692424723,0.504202371990916,0.872239405545175
"597","C3H8O4",-0.0328883997828796,0.828224039315009,0.953330480850883
"598","C3O",0.10066781982865,0.505624282255747,0.872239405545175
"599","C3O_1",0.0241777864458727,0.873281200853038,0.966706554547902
"600","C3O2",-0.198375085760533,0.186302564406886,0.754296541157388
"601","C3O3",0.0478701940304895,0.752065134396237,0.925256604645183
"602","C4",-0.120092204960168,0.426629437694272,0.851736670758267
"603","C40H64",NA,NA,NA
"604","C41H60N12O10",NA,NA,NA
"605","C43H50O15N4",NA,NA,NA
"606","C43H71O5P1",NA,NA,NA
"607","C43H87O5P1",NA,NA,NA
"608","C44H48O15o1N4",NA,NA,NA
"609","C44H49O15o1N4",NA,NA,NA
"610","C44H72O_2",NA,NA,NA
"611","C45H72",NA,NA,NA
"612","C45H72O16",NA,NA,NA
"613","C46H63N10O7o1",NA,NA,NA
"614","C46H77N_2O_8P_1",NA,NA,NA
"615","C46H78N_2O_5",NA,NA,NA
"616","C4H10N2O_1",-0.156526618506405,0.298888785307426,0.812685074913051
"617","C4H10O",-0.00127706139140058,0.993279434052178,0.99948767608476
"618","C4H10O1N2S1",NA,NA,NA
"619","C4H10O5P1",-0.123118596743055,0.414981579401203,0.850686857148446
"620","C4H11N1O2",-0.298685099745178,0.0437668829133571,0.655134250300295
"621","C4H11O2Cl2N2P1",0.103942325676577,0.491808287253426,0.872239405545175
"622","C4H12N2O_1",-0.0457760182181167,0.7625894060563,0.929580113495795
"623","C4H12O_1",0.270589934479188,0.0689388371784729,0.655134250300295
"624","C4H2",0.219611863392949,0.142523342655549,0.722167246548475
"625","C4H2N7O13P3S1",NA,NA,NA
"626","C4H2O",0.0321805504494207,0.831867220218257,0.956404067221692
"627","C4H2O_1",0.406224324609064,0.00509080636749371,0.454932969022392
"628","C4H2O1N2",-0.316782094147008,0.031954893243936,0.641054286914062
"629","C4H2O2",0.0467289329935204,0.757795154403508,0.927167288444431
"630","C4H2O3",0.059126645962963,0.696298435374512,0.901237487388875
"631","C4H2O4",0.221968015806807,0.138182116466271,0.711456521480172
"632","C4H3F1N2O1",-0.465435199001145,0.00111646829359957,0.454932969022392
"633","C4H3N1",-0.285396832645494,0.054532532142068,0.655134250300295
"634","C4H3N3",0.129274195538105,0.391858467772704,0.83761386501944
"635","C4H3N3O2",-0.111346458204292,0.461304389000669,0.857224721990163
"636","C4H3O_1N2",0.0034294126176326,0.981953914177918,0.99838672779166
"637","C4H3O2N1",-0.279502891439433,0.0599453226425601,0.655134250300295
"638","C4H4",0.0930821840243052,0.538371065950474,0.872239405545175
"639","C4H4N1P_1",0.0201165682829546,0.894434033319835,0.97594422308193
"640","C4H4N2O1",-0.0198092127809157,0.896038034480415,0.97650264733287
"641","C4H4N2O2",0.0068282374702501,0.964077552363657,0.993383893053957
"642","C4H4O_1",0.333848969776215,0.0233628513143445,0.641054286914062
"643","C4H4O1",-0.0271666626331621,0.857768494148653,0.962541586470463
"644","C4H4O3",0.0878669801819587,0.56146481782274,0.872239405545175
"645","C4H4O4",0.251031433946331,0.0924162016311763,0.679428645870443
"646","C4H4O4S_1",-0.0592613847440247,0.695639748492895,0.901237487388875
"647","C4H4O5",0.0507740993400836,0.737545281499951,0.916600221317656
"648","C4H5N1",-0.162581043788262,0.280349610822364,0.794189243338283
"649","C4H5N1O_1",-0.140004946133861,0.353402837789223,0.836017867808634
"650","C4H5N1O2",-0.353754093026063,0.0158737819410191,0.641054286914062
"651","C4H6",0.276362083401447,0.0630006626649873,0.655134250300295
"652","C4H6N1O_2P_1",0.111689435148104,0.459916573189152,0.857224721990163
"653","C4H6N1O2S_1",0.202102151614489,0.177997136514158,0.754296541157388
"654","C4H6N7O14P3S1",NA,NA,NA
"655","C4H6O_1",0.413704579917409,0.00426421580903025,0.454932969022392
"656","C4H6O1",0.0495041773818736,0.743884249455412,0.919796499641094
"657","C4H6O1S1",-0.0980766829686496,0.516695063528934,0.872239405545175
"658","C4H6O2",0.0394347538052184,0.794709464613891,0.941554460987632
"659","C4H6O4",0.0256256691107115,0.865760233574284,0.964963641132725
"660","C4H7N1",-0.0135789208518885,0.928631922664801,0.99002041891472
"661","C4H7N1O1",-0.207505347416265,0.166434138603278,0.754296541157388
"662","C4H7N1O1S1",-0.301471913414744,0.0417451525607091,0.655134250300295
"663","C4H7N1O2S1",-0.0889462996313983,0.556647697742884,0.872239405545175
"664","C4H7O3N1",-0.193633443019909,0.197263671668709,0.75803657370878
"665","C4H8",0.187015817107984,0.213311709576682,0.765680755425165
"666","C4H8O_1",0.176194570365101,0.241472847648687,0.765702610447289
"667","C4H8O1",0.0821387931737381,0.587350605253576,0.877455387483686
"668","C4H8O1N2",-0.179636260486021,0.232255277232769,0.765680755425165
"669","C4H8O2",0.0618982101005739,0.682794454904331,0.897363279860078
"670","C4H8O3",-0.0432848138620806,0.775164207540808,0.931472520158743
"671","C4H8O4",-0.0993802198944634,0.5111105126613,0.872239405545175
"672","C4H8O5",-0.16764810946408,0.265426347871599,0.788455337149805
"673","C4H9N1",-0.0834271536797362,0.581482207262172,0.877455387483686
"674","C4H9N1O_2",-0.0257826868362625,0.864945304236118,0.964963641132725
"675","C4H9N1O2S1",0.0368643731996815,0.807828703621045,0.944726512239576
"676","C4H9O1N1",-0.275221821654442,0.0641401600632197,0.655134250300295
"677","C4H9O2P1S1",NA,NA,NA
"678","C4H9O3P1",0.22011609920922,0.141585889826895,0.721134350776361
"679","C4H9O6P1",0.0656310400763091,0.664761340249555,0.897363279860078
"680","C4H9O7P1",-0.127791542701434,0.397357770809434,0.83761386501944
"681","C4O",-0.0492421367932446,0.745194360340853,0.920258864591782
"682","C4O2",0.118187713535339,0.434052693265246,0.853347594959473
"683","C4O3",0.0917036801960859,0.544430301251239,0.872239405545175
"684","C4O8",0.145668054170022,0.334071899526322,0.836017867808634
"685","C50H80",NA,NA,NA
"686","C51H80O22",NA,NA,NA
"687","C56H75N15O10o1",NA,NA,NA
"688","C59H83N16O13P1o1",NA,NA,NA
"689","C5H_6O15",0.174028034184486,0.247401110321878,0.774507297600018
"690","C5H10N1O6P1",NA,NA,NA
"691","C5H10N2O1",0.0122666973891559,0.93551341038987,0.990203012431752
"692","C5H10N4",0.110996192069554,0.462724027821384,0.857224721990163
"693","C5H10O1",-0.0353258622227652,0.815706556644014,0.948922538675817
"694","C5H10O10P2",0.223450651870259,0.135501246283052,0.711456521480172
"695","C5H10O2",0.0769820399706157,0.611099710289216,0.88780135010432
"696","C5H10O3N1P1",-0.249640727501747,0.0942963752374852,0.679428645870443
"697","C5H10O4",0.112507959101557,0.456613648288071,0.857224721990163
"698","C5H10O5",0.140056320390102,0.353224462729554,0.836017867808634
"699","C5H10O7P1",-0.0453532794782469,0.764719096670401,0.929580113495795
"700","C5H11N1O1",-0.262142032034344,0.0784204119714593,0.655216308419111
"701","C5H11O13P3",NA,NA,NA
"702","C5H11O8P1",-0.163954602633231,0.276251003251005,0.791895936459653
"703","C5H12Cl1O1N2P1",-0.223831637482044,0.134818662496413,0.711456521480172
"704","C5H12N1",0.0898503171658446,0.552627998173162,0.872239405545175
"705","C5H12N1O3P1",-0.2247475393089,0.133188210494313,0.711456521480172
"706","C5H12N2S2",-0.262396619103582,0.078120438570578,0.655216308419111
"707","C5H12N4O_1",-0.0626793875969008,0.679005720297043,0.897363279860078
"708","C5H12O1N2",-0.0633980461343316,0.675527103665273,0.897363279860078
"709","C5H12O9P2",NA,NA,NA
"710","C5H13N1O2P1",0.234005886600176,0.117524819358196,0.711456521480172
"711","C5H13N1O3P1",0.0129319860993575,0.932023928369202,0.99002041891472
"712","C5H13O_1N1",0.00974327569178372,0.948759248297053,0.990203012431752
"713","C5H1N1O3",-0.322773686732399,0.0286812389913802,0.641054286914062
"714","C5H2N4",-0.265424834800361,0.0746211042375529,0.655134250300295
"715","C5H2N4S1",-0.110484434569646,0.46480241792549,0.857224721990163
"716","C5H2N5O_4P_1",-0.0509341871880923,0.736747395730727,0.916600221317656
"717","C5H2O",0.11480381096817,0.447418431383555,0.857224721990163
"718","C5H2O_1N4",0.113176617405967,0.453925045705286,0.857224721990163
"719","C5H2O1N4",-0.0605400109272728,0.689400121441531,0.900476676385942
"720","C5H2O2",0.05422391361317,0.720412991496542,0.909615447332196
"721","C5H2O3",0.0911544934076507,0.54685334005358,0.872239405545175
"722","C5H3Cl1O_2",-0.0414284907763629,0.784571682488218,0.936879323674041
"723","C5H3Cl1O2",0.0571566398470239,0.705954084729841,0.901237487388875
"724","C5H3N1",-0.155586222570905,0.301837624477744,0.815127430938523
"725","C5H3N1O1",-0.371298806041558,0.0110692248281166,0.641054286914062
"726","C5H3N5",-0.265424834800361,0.0746211042375529,0.655134250300295
"727","C5H3N5O_1",NA,NA,NA
"728","C5H3O2N1",-0.365603592877163,0.0124695229277174,0.641054286914062
"729","C5H4",0.088779279955591,0.557391851007798,0.872239405545175
"730","C5H4N1",0.202102151614489,0.177997136514158,0.754296541157388
"731","C5H4N7O13P3S1",NA,NA,NA
"732","C5H4O1",0.143018543726745,0.343032507440719,0.836017867808634
"733","C5H4O1N4",-0.0378793711929277,0.80264169700135,0.943776062383166
"734","C5H4O2",0.131671894807719,0.383060125449606,0.836337191457395
"735","C5H4O3",0.191545921406508,0.202231013700694,0.765658628533083
"736","C5H4O4",0.0471592366571108,0.755633166862756,0.926168831703353
"737","C5H5N_1O1",-0.217440688319614,0.14661248766239,0.735306507000659
"738","C5H5N1",-0.263166357651497,0.077218957880214,0.655216308419111
"739","C5H5N1O1",-0.225729863051194,0.131455940150667,0.711456521480172
"740","C5H5N5O_1",-0.0641032947611655,0.672119887728865,0.897363279860078
"741","C5H5O3N1",-0.229693214893673,0.12463773339522,0.711456521480172
"742","C5H6",-0.057431321309458,0.704604993970644,0.901237487388875
"743","C5H6N2O2",-0.277062512085632,0.06230875129787,0.655134250300295
"744","C5H6O1",-0.0103092393898801,0.945787099810666,0.990203012431752
"745","C5H6O1N2",-0.176502231834205,0.240638893987159,0.765702610447289
"746","C5H6O2",0.137442410008415,0.362369813064805,0.836337191457395
"747","C5H6O3",0.0200976400078735,0.894532802641729,0.97594422308193
"748","C5H6O4",0.259508734744935,0.0815765176213925,0.673191447244563
"749","C5H7N_1",-0.0228228294778192,0.880329511261607,0.971437271242932
"750","C5H7N1",-0.206909668255299,0.167681471123449,0.754296541157388
"751","C5H7N1O2",-0.238272770638867,0.110794388145326,0.702650861592614
"752","C5H7N1O4",-0.17026645429702,0.257925876050764,0.778832151195808
"753","C5H7N3O_1",-0.0754255418629438,0.618347920255711,0.88780135010432
"754","C5H7O3",0.164631610205379,0.274245445744147,0.79157690830648
"755","C5H7O4P1S1",NA,NA,NA
"756","C5H8",0.40879100843162,0.00479266872739781,0.454932969022392
"757","C5H8N2O2S1",0.144828429297552,0.336895586930752,0.836017867808634
"758","C5H8N2O3",-0.134491598144993,0.37286416980988,0.836337191457395
"759","C5H8N3O_2",0.0131452647815535,0.930905531794021,0.99002041891472
"760","C5H8N7O14P3S1",NA,NA,NA
"761","C5H8O_1",0.271416015523029,0.068062761374363,0.655134250300295
"762","C5H8O1",0.158828127191453,0.291750432884328,0.812438174292619
"763","C5H8O1S1",0.10689244519367,0.479530599290707,0.869900976519029
"764","C5H8O2",-0.00854726277119127,0.955042305451798,0.990933540121812
"765","C5H8O3",-0.110993566370214,0.462734678731997,0.857224721990163
"766","C5H9N1",-0.120881248892467,0.423574998971514,0.851736670758267
"767","C5H9N1O2",-0.18078934372208,0.22922173138894,0.765680755425165
"768","C5H9N1O3",-0.198384532936607,0.186281168692911,0.754296541157388
"769","C5H9O4",-0.181838274013003,0.226485935896361,0.765680755425165
"770","C5H9O7P1",-0.0286312305156585,0.850186115218214,0.959692171275099
"771","C5O5H8",0.210711287625741,0.159836511338752,0.753245714067236
"772","C60H64O28",NA,NA,NA
"773","C60H98O6N1P1",NA,NA,NA
"774","C6H10N1O7P1",-0.0916123349032849,0.544832963699312,0.872239405545175
"775","C6H10N2O1",-0.0984035448596396,0.515291875797401,0.872239405545175
"776","C6H10N2O2",-0.0962518755503627,0.524563759154705,0.872239405545175
"777","C6H10O_1Cl1N5",-0.0712460272745823,0.637987511260563,0.894803449545195
"778","C6H10O1",0.0617016852946702,0.683748826668564,0.897363279860078
"779","C6H10O2",0.0900979610064008,0.551529257962372,0.872239405545175
"780","C6H10O3",0.0959036479451106,0.526072043955958,0.872239405545175
"781","C6H10O3S1",-0.134815298457179,0.371704160362741,0.836337191457395
"782","C6H10O4",0.242191768542077,0.104875320423508,0.679428645870443
"783","C6H10O5",0.0432358989276349,0.775411696863636,0.931472520158743
"784","C6H10O5P1N3",NA,NA,NA
"785","C6H10O6",0.166898397964479,0.267600396655109,0.79114190957785
"786","C6H10O7S1",-0.178988883504623,0.233970408160879,0.765702610447289
"787","C6H11N1O2",-0.123463795005963,0.413664627916884,0.850686857148446
"788","C6H11N1O4",-0.127517770869167,0.398378107802947,0.83761386501944
"789","C6H11N3O2",NA,NA,NA
"790","C6H11O_1N1",-0.162949397202708,0.279246576780656,0.793880988243525
"791","C6H11O10N1S2",NA,NA,NA
"792","C6H11O5",-0.0597935551163392,0.693040339660364,0.901237487388875
"793","C6H11O6P1",-0.0363098501020688,0.810665981285465,0.944726512239576
"794","C6H11O8P1",-0.0852387878800283,0.573275427320998,0.876631158817976
"795","C6H12O4",0.130385160498926,0.387767168487955,0.836337191457395
"796","C6H12O5",0.0850089187168852,0.574313800893974,0.876631158817976
"797","C6H12O7",0.164513089244323,0.274595855272136,0.79157690830648
"798","C6H12O7N1P1",0.111300834496055,0.461489170029951,0.857224721990163
"799","C6H12O9S2",NA,NA,NA
"800","C6H14",0.227262482941365,0.128787007444751,0.711456521480172
"801","C6H14O_1",0.218540422811013,0.144530576791142,0.728582343516373
"802","C6H14O1",0.176742559207867,0.239988821695524,0.765702610447289
"803","C6H14O1N2",0.0364699236114707,0.809846699482842,0.944726512239576
"804","C6H14O1N4",-0.188700428727757,0.209142767415447,0.765680755425165
"805","C6H14O2N4",0.0908812402615553,0.548060863480712,0.872239405545175
"806","C6H1N1O1",-0.3487477029701,0.017532957623813,0.641054286914062
"807","C6H2I2O1",NA,NA,NA
"808","C6H3Cl3",-0.0412772833870096,0.785339331340193,0.936879323674041
"809","C6H3I1O1",NA,NA,NA
"810","C6H3N1",-0.33956123336905,0.0209600942930659,0.641054286914062
"811","C6H3N1O1",-0.393543389934365,0.0068134090785088,0.558131760347846
"812","C6H3N1O2",-0.302422651122671,0.0410731420267587,0.655134250300295
"813","C6H3N1O3S1",0.128754958694417,0.393779274273024,0.83761386501944
"814","C6H4",0.0709205839658575,0.639527348066409,0.894803449545195
"815","C6H4Cl2",0.0184495728694527,0.903138446592771,0.978654163986968
"816","C6H4I2O1",NA,NA,NA
"817","C6H4N2",0.00958390790984827,0.94959629137734,0.990203012431752
"818","C6H4N2O1",-0.17972348024575,0.232024861459072,0.765680755425165
"819","C6H4O1",0.182528205689529,0.22469878118421,0.765680755425165
"820","C6H4O1N1",-0.186081112117974,0.215649654943197,0.765680755425165
"821","C6H4O2",0.0892900540825319,0.555117578840599,0.872239405545175
"822","C6H4O3",0.17939335447796,0.232897808618641,0.765680755425165
"823","C6H4O4",0.102524700510373,0.49776549435291,0.872239405545175
"824","C6H5Cl1",0.0412778330284151,0.785336540558197,0.936879323674041
"825","C6H5N1",-0.189886406382087,0.206242199236047,0.765658628533083
"826","C6H5N1O_1",-0.324007547064042,0.028042950241729,0.641054286914062
"827","C6H5N1O1",-0.277791874495272,0.0615947210572136,0.655134250300295
"828","C6H5N2",0.101203377281485,0.5033512163841,0.872239405545175
"829","C6H5N3",-0.0695359051171754,0.64609567587587,0.894803449545195
"830","C6H5O_1N5",-0.148589604557049,0.324361885590267,0.830621958759755
"831","C6H5O1N4",0.1524281566271,0.311876820335061,0.82411268247383
"832","C6H6N1O2",0.141781511392571,0.347266422162641,0.836017867808634
"833","C6H6N2O2",-0.0749096869026739,0.620758101827258,0.88780135010432
"834","C6H6O1N4",-0.0626793875969008,0.679005720297043,0.897363279860078
"835","C6H6O2",0.0912706342810092,0.546340491396456,0.872239405545175
"836","C6H6O3",0.0551558836330256,0.715807444917709,0.907920926908527
"837","C6H6O5",0.180366206837524,0.230331747156265,0.765680755425165
"838","C6H6O6",0.196455297936035,0.190686899589647,0.756865596055161
"839","C6H6O8",0.233055511980549,0.119065221378807,0.711456521480172
"840","C6H7N1",-0.301407884331391,0.0417907312776986,0.655134250300295
"841","C6H7N1O4",-0.1861598054792,0.215452137877135,0.765680755425165
"842","C6H7N2O1",-0.0587663692596677,0.698060777089261,0.901237487388875
"843","C6H7N2O5P1",0.175076081174316,0.244521185498592,0.772875644196514
"844","C6H7O1N1",-0.354221442802761,0.0157259367870557,0.641054286914062
"845","C6H8",0.0693020188446873,0.647207784971143,0.894803449545195
"846","C6H8N1S1",0.0592104734747915,0.695888608382434,0.901237487388875
"847","C6H8N3",-0.0137243193993372,0.927869739723635,0.99002041891472
"848","C6H8N4O1",NA,NA,NA
"849","C6H8O",0.338649823932266,0.0213289027789356,0.641054286914062
"850","C6H8O2",0.0656188537399504,0.664819914950334,0.897363279860078
