,RC-ABX_-1.5,RC-ABX_5.5,RC-ABX_4.0,RC-ABX_6.0,RC-ABX_12.5,RC-ABX_21.0,RC-ABX_15.5
ADNK1_ASV00122,0.0001956033532458271,0.0005815288682279315,0.0,0.0,0.0,0.0,0.0
ADOCBIK_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
ADOCBLS_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
ADSL2r_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
AGPAT180_ASV00122,7.145864200127103e-05,0.00017169152930980152,0.0,0.0,0.0,0.0,0.0
AHC_ASV00122,5.45895566233202e-05,4.992888998007141e-05,0.0,0.0,0.0,0.0,0.0
AICART_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
AIHPDCOATA_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
AIRC4_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
AKP1_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
ALAALA_ASV00122,3.1044686265658214e-06,0.00010082120678924318,0.0,0.0,0.0,0.0,0.0
ALAPGPL_ASV00122,3.1044686265658214e-06,7.2801207253357805e-06,0.0,0.0,0.0,0.0,0.0
ALAR_ASV00122,-0.00046300792121720385,-0.0018258389598307383,0.0,0.0,0.0,0.0,0.0
ALCD19_ASV00122,0.0,-674.3741041474402,0.0,0.0,0.0,0.0,0.0
AMMQLT8_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
AMMQT7rev_ASV00122,2.72947783116601e-05,2.4964444990035705e-05,0.0,0.0,0.0,0.0,0.0
ARGt2_ASV00122,0.0003460787231782152,0.0010194305485007426,0.0,0.0,0.0,0.0,0.0
ASNt2r_ASV00122,0.0002549614259335077,0.0008095607116662153,0.0,0.0,0.0,0.0,0.0
ASPO5_ASV00122,2.729477831166227e-05,0.0005453491674883685,0.0,0.0,0.0,0.0,0.0
ASPTA_ASV00122,0.0,0.0025803388204437283,0.0,0.0,0.0,0.0,0.0
ASPt2r_ASV00122,0.00028225620424517,0.004555491202056672,0.0,0.0,0.0,0.0,0.0
ATPS4_ASV00122,0.05526024759029169,0.0,0.0,0.0,0.0,0.0,0.0
BPNT_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
BTCOADH_ASV00122,0.020251689745733128,-13.406615455365595,0.0,0.0,0.0,0.0,0.0
BUTKr_ASV00122,-0.020251689745733128,13.406615455365595,0.0,0.0,0.0,0.0,0.0
BUTt2r_ASV00122,-0.020251689745733128,13.406615455365595,0.0,0.0,0.0,0.0,0.0
CAt4i_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
CBIAT_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
CBMKr_ASV00122,0.0,-687.9597576064787,0.0,0.0,0.0,0.0,0.0
CDPGLYCGPT_ASV00122,9.313405879697463e-06,2.1840362176007342e-05,0.0,0.0,0.0,0.0,0.0
CDPMEK_ASV00122,0.00017062304645052453,0.0012338554996318533,0.0,0.0,0.0,0.0,0.0
CHORS_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
CLPNS180_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
CLPNSAI17_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
CLPNSI17_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
CO2t_ASV00122,-0.003038896674845895,620.7376250628033,0.0,0.0,0.0,0.0,0.0
COBALTt5_ASV00122,-1.364738915583005e-05,-1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
CPPPGO_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
CTPS1_ASV00122,0.0,0.00033902949805295676,0.0,0.0,0.0,0.0,0.0
CYSTS2_ASV00122,0.477663448310139,2.0324146123395415,0.0,0.0,0.0,0.0,0.0
CYSt2r_ASV00122,-0.4775246090682252,-2.0320702114345846,0.0,0.0,0.0,0.0,0.0
CYTDK1_ASV00122,5.801579952976728e-05,0.0,0.0,0.0,0.0,0.0,0.0
CYTK1_ASV00122,0.0017189513775026572,0.0027317463854815887,0.0,0.0,0.0,0.0,0.0
CYTK2_ASV00122,0.0,3.694802355718864e-05,0.0,0.0,0.0,0.0,0.0
Cuabc_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
DADNK_ASV00122,3.309015310891902e-05,9.22430800431111e-05,0.0,0.0,0.0,0.0,0.0
DASYN180_ASV00122,5.904076749500774e-05,0.00017169152930980152,0.0,0.0,0.0,0.0,0.0
DASYNAI17_ASV00122,5.904076749500774e-05,0.00017169152930980152,0.0,0.0,0.0,0.0,0.0
DASYNI17_ASV00122,5.904076749500774e-05,0.00017169152930980152,0.0,0.0,0.0,0.0,0.0
DDPA_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
DGK1_ASV00122,0.0,3.694802355718864e-05,0.0,0.0,0.0,0.0,0.0
DHAK_ASV00122,0.0006022619288026388,0.00128042731068609,0.0,0.0,0.0,0.0,0.0
DHFR_ASV00122,7.40323205764092e-05,0.00012968974752816445,0.0,0.0,0.0,0.0,0.0
DHFS_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
DHNAOT4_ASV00122,2.72947783116601e-05,2.4964444990035705e-05,0.0,0.0,0.0,0.0,0.0
DHNAOT7_ASV00122,2.72947783116601e-05,2.4964444990035705e-05,0.0,0.0,0.0,0.0,0.0
DHNPA_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
DHPS_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
DHQS_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
DHQTi_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
DMATT_ASV00122,1.675185778239587e-05,0.00011330342928426103,0.0,0.0,0.0,0.0,0.0
DMPPS2r_ASV00122,1.675185778239587e-05,0.00011330342928426103,0.0,0.0,0.0,0.0,0.0
DMQMT_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
DM_5MTR_ASV00122,0.0,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
DPCOAK_ASV00122,2.7294778311660103e-05,2.4964444991226742e-05,0.0,0.0,0.0,0.0,0.0
DRPAr_ASV00122,6.604056129820804e-05,-0.0002583822072005995,0.0,0.0,0.0,0.0,0.0
DTMPK_ASV00122,3.309015310891902e-05,9.22430800431111e-05,0.0,0.0,0.0,0.0,0.0
DURIK1_ASV00122,3.309015310891902e-05,0.00012919110360029974,0.0,0.0,0.0,0.0,0.0
DURIPP_ASV00122,-3.309015310891902e-05,-0.00012919110360029974,0.0,0.0,0.0,0.0,0.0
DXPRIr_ASV00122,0.00017062304645052453,0.0012338554996318533,0.0,0.0,0.0,0.0,0.0
DXPS_ASV00122,0.00017062304645052453,0.0012338554996318533,0.0,0.0,0.0,0.0,0.0
D_LACt2_ASV00122,0.039986226043224285,0.0,0.0,0.0,0.0,0.0,0.0
EAR100x_ASV00122,0.0,26.81415906874804,0.0,0.0,0.0,0.0,0.0
EAR10M12x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR11M12x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR120x_ASV00122,0.0,26.81415906874804,0.0,0.0,0.0,0.0,0.0
EAR12M14x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR13M14x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR140x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR14M16x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR15M16x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR160x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR180x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR40x_ASV00122,0.0,26.81415906874804,0.0,0.0,0.0,0.0,0.0
EAR4M6x_ASV00122,0.00014291728400254205,0.0003433830586203612,0.0,0.0,0.0,0.0,0.0
EAR5M6x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR60x_ASV00122,0.0,26.81415906874804,0.0,0.0,0.0,0.0,0.0
EAR6M8x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR7M8x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR80x_ASV00122,0.0,26.81415906874804,0.0,0.0,0.0,0.0,0.0
EAR8M10x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
EAR9M10x_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
ECOAH1_ASV00122,0.020251689745733128,-13.406615455365595,0.0,0.0,0.0,0.0,0.0
ENO_ASV00122,0.0,-620.7436761685434,0.0,0.0,0.0,0.0,0.0
FBA_ASV00122,0.00046150536252725916,0.0,0.0,0.0,0.0,0.0,0.0
FBA2_ASV00122,0.0,-674.3741041474402,0.0,0.0,0.0,0.0,0.0
FCLTc_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
FDH_ASV00122,0.0,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
FDNADOX_H_ASV00122,0.041336757988365065,26.834166845154833,0.0,0.0,0.0,0.0,0.0
FE2abc_ASV00122,4.094216746749015e-05,3.744666748505356e-05,0.0,0.0,0.0,0.0,0.0
FE3abc_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
FMNAT_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
FORt2r_ASV00122,-4.0942167467490174e-05,0.0,0.0,0.0,0.0,0.0,0.0
FRD2_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
FRD3_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
FRD7_ASV00122,0.018604603783112794,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
FRTT_ASV00122,1.3647389155830048e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
FRUP_ASV00122,0.0,674.3741041474402,0.0,0.0,0.0,0.0,0.0
FRUt1r_ASV00122,0.0,-674.3741041474402,0.0,0.0,0.0,0.0,0.0
FUM_ASV00122,-0.018700135507203605,0.0,0.0,0.0,0.0,0.0,0.0
FXXRDO_ASV00122,0.0,220.32774592379826,0.0,0.0,0.0,0.0,0.0
G1PACT_ASV00122,0.0003414915489222403,0.0004732804064896031,0.0,0.0,0.0,0.0,0.0
G1SAT_ASV00122,0.0002183582264932808,0.00019971555992028564,0.0,0.0,0.0,0.0,0.0
G3PAT120_ASV00122,0.0,26.81381568568942,0.0,0.0,0.0,0.0,0.0
G3PAT180_ASV00122,7.145864200127103e-05,0.00017169152930980152,0.0,0.0,0.0,0.0,0.0
G3PATAI17_ASV00122,7.145864200127103e-05,0.00017169152930980152,0.0,0.0,0.0,0.0,0.0
G3PATI17_ASV00122,7.145864200127103e-05,0.00017169152930980152,0.0,0.0,0.0,0.0,0.0
G3PCT_ASV00122,0.0013131902290373424,0.0009828162979203304,0.0,0.0,0.0,0.0,0.0
G3PD1_ASV00122,-0.0016604078819049228,13.391431746351145,0.0,0.0,0.0,0.0,0.0
G3PD2_ASV00122,0.0,40.239282431317534,0.0,0.0,0.0,0.0,0.0
G5SADs_ASV00122,0.0,0.0007431286022788766,0.0,0.0,0.0,0.0,0.0
G5SDr_ASV00122,0.0,0.0007431286022788766,0.0,0.0,0.0,0.0,0.0
GALU_ASV00122,0.0005339684318813511,0.0005555627011992122,0.0,0.0,0.0,0.0,0.0
GAPD_ASV00122,0.0,-620.7436761685434,0.0,0.0,0.0,0.0,0.0
GARFTi_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
GCALDt_ASV00122,-4.0942167467490174e-05,146.90190849666251,0.0,0.0,0.0,0.0,0.0
GF6PTA_ASV00122,0.0003414915489222403,0.0004732804064896031,0.0,0.0,0.0,0.0,0.0
GGTT_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
GHMT2_ASV00122,0.0007172364168465382,0.0026880487306162595,0.0,0.0,0.0,0.0,0.0
GK1_ASV00122,0.00014058699879295497,0.0005957767013963049,0.0,0.0,0.0,0.0,0.0
GLU5K_ASV00122,0.0,0.0007431286022788766,0.0,0.0,0.0,0.0,0.0
GLUCYS_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
GLUDy_ASV00122,-0.0006858309377318038,0.0,0.0,0.0,0.0,0.0,0.0
GLUOX_ASV00122,0.0009716655057368879,0.003267104937684424,0.0,0.0,0.0,0.0,0.0
GLUPRT_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
GLUR_ASV00122,-3.1044686265658214e-06,-0.00010082120678924318,0.0,0.0,0.0,0.0,0.0
GLUTRR_ASV00122,0.0002183582264932808,0.00019971555992028564,0.0,0.0,0.0,0.0,0.0
GLUTRS_ASV00122,0.0002183582264932808,0.00019971555992028564,0.0,0.0,0.0,0.0,0.0
GLUt2r_ASV00122,0.0011733418328515718,0.0028599305266467923,0.0,0.0,0.0,0.0,0.0
GLYCt_ASV00122,4.42805756212558e-05,-728.0065737532888,0.0,0.0,0.0,0.0,0.0
GLYK_ASV00122,0.0,53.63259837449547,0.0,0.0,0.0,0.0,0.0
GRTT_ASV00122,1.675185778239587e-05,0.00011330342928426103,0.0,0.0,0.0,0.0,0.0
GTHS_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
GTPCI_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
H2CO3D_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
H2Ot_ASV00122,-0.6546182744941952,-109.33414153605683,0.0,0.0,0.0,0.0,0.0
H2St_ASV00122,0.477663448310139,2.032414612339551,0.0,0.0,0.0,0.0,0.0
HACD1_ASV00122,0.0,-13.406615455365595,0.0,0.0,0.0,0.0,0.0
HBZOPT_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
HETT_ASV00122,4.094216746749015e-05,3.744666748505356e-05,0.0,0.0,0.0,0.0,0.0
HEXTT_ASV00122,1.3647389155830048e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
HISt2r_ASV00122,0.00014085875367355957,0.00031951909699502506,0.0,0.0,0.0,0.0,0.0
HMBS_ASV00122,2.72947783116601e-05,2.4964444990035705e-05,0.0,0.0,0.0,0.0,0.0
HXPRT_ASV00122,0.00012693960963712492,0.0,0.0,0.0,0.0,0.0,0.0
HYXNt_ASV00122,0.00012693960963712492,0.0,0.0,0.0,0.0,0.0,0.0
IHPDCOATA_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
ILETA_ASV00122,0.00014291728400254205,0.0003433830586203612,0.0,0.0,0.0,0.0,0.0
ILEt2r_ASV00122,0.000607753921332809,0.0013180968965972113,0.0,0.0,0.0,0.0,0.0
IMPC_ASV00122,0.0,-0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
IMPD_ASV00122,0.00012693960963712492,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
IPDPS2_ASV00122,0.00015387118866812865,0.0011205520703475923,0.0,0.0,0.0,0.0,0.0
IVCOATA_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
KAS14_ASV00122,0.0,26.81415906874804,0.0,0.0,0.0,0.0,0.0
Kt1r_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
LDH_D_ASV00122,0.039986226043224285,0.0,0.0,0.0,0.0,0.0,0.0
LEUTA_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
LEUt2r_ASV00122,0.0007401592246406908,0.0018566081522429687,0.0,0.0,0.0,0.0,0.0
LPLIPAL1A120_ASV00122,0.0,26.81381568568942,0.0,0.0,0.0,0.0,0.0
LYSt2r_ASV00122,0.0005564013589609415,0.001150629933466138,0.0,0.0,0.0,0.0,0.0
MALCOAPYRCT_ASV00122,0.02072435158289864,620.7438569092976,0.0,0.0,0.0,0.0,0.0
MAN6PI_ASV00122,0.0019392272721334893,0.002585365032993644,0.0,0.0,0.0,0.0,0.0
MANpts_ASV00122,0.0019392272721334893,0.002585365032993644,0.0,0.0,0.0,0.0,0.0
MCOATA_ASV00122,0.0021437592600381306,134.0759460896195,0.0,0.0,0.0,0.0,0.0
MDH_ASV00122,-0.018700135507203605,0.0,0.0,0.0,0.0,0.0,0.0
MECDPDH2_ASV00122,0.00017062304645052453,0.0012338554996318533,0.0,0.0,0.0,0.0,0.0
MECDPS_ASV00122,0.00017062304645052453,0.0012338554996318533,0.0,0.0,0.0,0.0,0.0
MEPCT_ASV00122,0.00017062304645052453,0.0012338554996318533,0.0,0.0,0.0,0.0,0.0
METAT_ASV00122,6.823694577915024e-05,7.48933349701071e-05,0.0,0.0,0.0,0.0,0.0
METSr_ASV00122,5.45895566233202e-05,4.992888998007141e-05,0.0,0.0,0.0,0.0,0.0
METt2r_ASV00122,0.00020874023513070452,0.0005401357787098102,0.0,0.0,0.0,0.0,0.0
MGt5_ASV00122,-1.364738915583005e-05,-1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
MK7te_ASV00122,2.72947783116601e-05,2.4964444990035705e-05,0.0,0.0,0.0,0.0,0.0
MMSAD5_ASV00122,0.022868110842936773,754.8198029989172,0.0,0.0,0.0,0.0,0.0
MNt2_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
MOHMT_ASV00122,0.0006022619288026388,0.00128042731068609,0.0,0.0,0.0,0.0,0.0
MSAS_ASV00122,0.022868110842936773,754.8198029989172,0.0,0.0,0.0,0.0,0.0
MTAN_ASV00122,0.0,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
MTHFC_ASV00122,1.364738915583005e-05,0.001252967227411969,0.0,0.0,0.0,0.0,0.0
MTHFD_ASV00122,1.364738915583005e-05,0.001252967227411969,0.0,0.0,0.0,0.0,0.0
NACt2r_ASV00122,0.0,0.000520384722498625,0.0,0.0,0.0,0.0,0.0
NADH6_ASV00122,0.018590956393956963,0.0,0.0,0.0,0.0,0.0,0.0
NADK_ASV00122,1.3647389155829835e-05,1.2482222494725193e-05,0.0,0.0,0.0,0.0,0.0
NADS1_ASV00122,2.729477831166227e-05,2.4964444989743543e-05,0.0,0.0,0.0,0.0,0.0
NAPRT_ASV00122,1.364738915583005e-05,0.0,0.0,0.0,0.0,0.0,0.0
NDPK1_ASV00122,0.0001274752125517132,0.0005957767013963049,0.0,0.0,0.0,0.0,0.0
NDPK2_ASV00122,0.0009239753603422771,0.0017340231736950942,0.0,0.0,0.0,0.0,0.0
NDPK3_ASV00122,0.0017189513775026572,0.0027317463854815887,0.0,0.0,0.0,0.0,0.0
NDPK4_ASV00122,3.309015310891902e-05,9.22430800431111e-05,0.0,0.0,0.0,0.0,0.0
NDPK5_ASV00122,1.311178624124176e-05,3.694802355718864e-05,0.0,0.0,0.0,0.0,0.0
NDPK7_ASV00122,0.0,3.694802355718864e-05,0.0,0.0,0.0,0.0,0.0
NDPK8_ASV00122,3.309015310891902e-05,9.22430800431111e-05,0.0,0.0,0.0,0.0,0.0
NH4tb_ASV00122,0.0005902992136409956,0.0002886019641603404,0.0,0.0,0.0,0.0,0.0
NNATr_ASV00122,2.729477831166227e-05,2.4964444989743543e-05,0.0,0.0,0.0,0.0,0.0
NNDMBRT_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
NNDPR_ASV00122,2.729477831166227e-05,0.0005453491674883685,0.0,0.0,0.0,0.0,0.0
NP1_r_ASV00122,0.0,-0.0005079025000036072,0.0,0.0,0.0,0.0,0.0
NT5C_ASV00122,0.0,0.0005079025000036072,0.0,0.0,0.0,0.0,0.0
NTD9_ASV00122,0.0,3.694802355718864e-05,0.0,0.0,0.0,0.0,0.0
O2t5i_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
OCBT_ASV00122,0.0,-687.9597576064787,0.0,0.0,0.0,0.0,0.0
OHPHM_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
OIVD1r_ASV00122,0.00014291728400254205,0.00034338305861960304,0.0,0.0,0.0,0.0,0.0
OIVD3_ASV00122,0.00014291728400254205,0.0003433830586203612,0.0,0.0,0.0,0.0,0.0
OMBZLM_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
OMMBLHX3_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
OMPHHX3_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
OPHBDC_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
OPHHX3_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
ORNDC_ASV00122,1.364738915583005e-05,2.4964444990035705e-05,0.0,0.0,0.0,0.0,0.0
P1CM_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
P5CRyr_ASV00122,0.0,-0.0007431286022788766,0.0,0.0,0.0,0.0,0.0
PAPPT3_ASV00122,3.1044686265658214e-06,0.00010082120678924318,0.0,0.0,0.0,0.0,0.0
PBUTT_ASV00122,0.020251689745733128,-13.406615455365595,0.0,0.0,0.0,0.0,0.0
PEPGLY_ASV00122,3.1044686265658214e-06,0.00010082120678924318,0.0,0.0,0.0,0.0,0.0
PFK_ASV00122,0.00046150536252725916,0.0,0.0,0.0,0.0,0.0,0.0
PGAMT_ASV00122,-0.0003414915489222403,-0.0004732804064896031,0.0,0.0,0.0,0.0,0.0
PGI_ASV00122,-0.0005339684318813511,-0.0005555627011992122,0.0,0.0,0.0,0.0,0.0
PGK_ASV00122,0.0,620.7436761685434,0.0,0.0,0.0,0.0,0.0
PGM_ASV00122,0.0,620.7436761685434,0.0,0.0,0.0,0.0,0.0
PGMT_ASV00122,-0.0005339684318813511,-0.0005555627011992122,0.0,0.0,0.0,0.0,0.0
PGPGT_ASV00122,3.1044686265658214e-06,7.2801207253357805e-06,0.0,0.0,0.0,0.0,0.0
PGPP180_ASV00122,4.42805756212558e-05,0.00012876864698235113,0.0,0.0,0.0,0.0,0.0
PGPPAI17_ASV00122,4.42805756212558e-05,0.00012876864698235113,0.0,0.0,0.0,0.0,0.0
PGPPI17_ASV00122,4.42805756212558e-05,0.00012876864698235113,0.0,0.0,0.0,0.0,0.0
PGSA180_ASV00122,4.42805756212558e-05,0.00012876864698235113,0.0,0.0,0.0,0.0,0.0
PGSAAI17_ASV00122,4.42805756212558e-05,0.00012876864698235113,0.0,0.0,0.0,0.0,0.0
PGSAI17_ASV00122,4.42805756212558e-05,0.00012876864698235113,0.0,0.0,0.0,0.0,0.0
PHEt2r_ASV00122,0.0003028494143816135,0.000622881646998275,0.0,0.0,0.0,0.0,0.0
PHPB2i_ASV00122,0.020251689745733128,0.0,0.0,0.0,0.0,0.0,0.0
PIt6bi_ASV00122,0.0021413065905938303,0.004102885370730851,0.0,0.0,0.0,0.0,0.0
PLPS_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
PNTK_ASV00122,2.7294778311660103e-05,2.4964444991226742e-05,0.0,0.0,0.0,0.0,0.0
PNTOabc_ASV00122,2.7294778311660103e-05,2.4964444991226742e-05,0.0,0.0,0.0,0.0,0.0
POR4_ASV00122,-0.021085068242631937,620.7424554708743,0.0,0.0,0.0,0.0,0.0
PPBNGS_ASV00122,0.0001091791132466404,9.985777996014282e-05,0.0,0.0,0.0,0.0,0.0
PPCDC_ASV00122,2.7294778311660103e-05,2.4964444991226742e-05,0.0,0.0,0.0,0.0,0.0
PPIACPT_ASV00122,0.004259430135007016,0.00937251610544025,0.0,0.0,0.0,0.0,0.0
PPM_ASV00122,-9.913071440712705e-05,0.00014244164891323542,0.0,0.0,0.0,0.0,0.0
PPNCL3_ASV00122,2.7294778311660103e-05,2.4964444991226742e-05,0.0,0.0,0.0,0.0,0.0
PPPGO3_ASV00122,1.364738915583005e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
PPTT_ASV00122,1.3647389155830048e-05,1.2482222495017853e-05,0.0,0.0,0.0,0.0,0.0
PRAGS_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
PRAIS_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
PRASCSi_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
PRFGS_ASV00122,0.0,0.0006202425024584757,0.0,0.0,0.0,0.0,0.0
PROabc_ASV00122,0.00027679119812629106,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS_ASV00122,0.00016788177710461724,0.0011655916699468442,0.0,0.0,0.0,0.0,0.0
PSCVT_ASV00122,4.0942167467490174e-05,3.744666748505335e-05,0.0,0.0,0.0,0.0,0.0
PSD180_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
PSDAI17_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
PSDI17_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
PSSA180_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
PSSAAI17_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
PSSAI17_ASV00122,1.4760191873751934e-05,4.292288232745038e-05,0.0,0.0,0.0,0.0,0.0
PTAr_ASV00122,0.0009645487851420824,0.0,0.0,0.0,0.0,0.0,0.0
PTPAT_ASV00122,2.7294778311660103e-05,2.4964444991226742e-05,0.0,0.0,0.0,0.0,0.0
PUNP1_ASV00122,-9.913071440712705e-05,-0.0005315999782478601,0.0,0.0,0.0,0.0,0.0
PUNP2_ASV00122,9.913071440712705e-05,-9.22430800431111e-05,0.0,0.0,0.0,0.0,0.0
PUNP3_ASV00122,0.0,3.694802355718864e-05,0.0,0.0,0.0,0.0,0.0
