"SF2_A_D1"	"SF2_A_D2"	"SF2_B_D1"	"SF2_B_D2"	"SF2_C_D1"	"SF2_C_D2"	"R1_A_D1"	"R1_A_D2"	"R1_B_D1"	"R1_B_D2"	"R1_C_D1"	"R1_C_D2"	"R2A_A_D1"	"R2A_A_D2"	"R2A_B_D1"	"R2A_B_D2"	"R2A_C_D1"	"R2A_C_D2"	"R2_A_D1"	"R2_A_D2"	"R2_B_D1"	"R2_B_D2"	"R2_C_D1"	"R2_C_D2"
"Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.49"	3.4063703212652e-06	2.85653385189851e-06	2.76408601720064e-06	2.26099732555266e-06	2.38134158947023e-06	1.73379758277994e-06	6.89608873500803e-08	5.21573261066924e-08	2.48725332416432e-07	5.15736282996464e-08	4.46492794633228e-08	2.19698269911276e-08	1.96267244167283e-06	6.64549388995804e-07	6.47236742927182e-07	5.45810080186487e-07	6.91981276325981e-07	3.72918286219707e-07	3.14092655888661e-07	2.23398315062888e-07	1.46863606006738e-07	4.4876765836626e-07	1.11884498201382e-07	5.89044611714414e-07
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.44"	1.61502028172927e-05	2.60318650431942e-05	0.000264954807374278	0.000669383883008131	2.91522301033533e-05	8.66673622872726e-05	0.00160608182616153	0.000351314362879311	0.000656585132512898	0.000654073945305548	0.000703806592180357	0.000411121372484971	1.30481371585286e-05	9.37364401320397e-06	1.92784087000453e-05	1.82518890814361e-05	2.43532765313434e-05	2.40345835468601e-05	0.000173017939496269	0.000102595676192631	0.000470907662403034	0.000160299807568428	0.000202604178826336	0.00013562050941139
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.5"	2.18408450010534e-06	3.17959422800608e-05	0.000169964191175318	0.00047385356957802	2.69437278227962e-05	0.000398075421635929	0.00463874028871234	0.00142455566217672	0.00156705250266766	0.00141480215393477	0.00336155495223465	0.0017422512200504	2.74410683974627e-06	4.14468961031593e-06	1.15577989808425e-05	2.35789954640562e-06	7.14303252981658e-06	1.45438131625686e-06	0.00111394530874193	0.00148252706833609	0.000963467216434491	0.000538610943571185	0.000440209558173338	0.000594682610140824
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.54"	6.57229097279404e-06	1.96556734094922e-05	0.000147996030411161	0.000466188237181634	1.1714664270781e-05	7.09731166353555e-05	0.00226457209924561	0.000157028323131882	0.000143514516804281	0.000825057714328309	0.000686192451432076	0.000328317094555411	1.03403761047393e-05	1.14897091729011e-05	1.93939866898538e-05	1.40382352623964e-05	2.52461555975705e-05	2.1629260600743e-05	0.000430730963652915	0.00045515545041438	0.000154101883731356	7.44056777571259e-05	5.36486168875627e-05	5.04053889167049e-05
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.9"	1.20224834868184e-07	2.72050843037954e-07	9.03296084052495e-07	2.15070477308668e-06	5.7613102971054e-07	2.13910091381941e-06	0.00218390510126786	0.00268945774914086	0.00132907210461162	0.00153615490132383	0.000527285665822111	0.0013537367995393	1.44474499178694e-05	4.54691687207655e-07	2.51960017782367e-06	7.42301709053623e-07	8.25913136260042e-07	2.23750971731824e-07	0.00106383182549489	0.000102353661351313	0.000721708740432256	0.00131782546169217	0.000477355211576197	0.00123163618360801
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.15"	2.12397208267125e-06	8.97767782025247e-06	5.62753460364705e-05	0.000142056807576187	3.57201238420535e-05	0.00017759040955046	0.00332591463600702	0.00169513048424287	0.00112702422624534	0.00129843485728133	0.00124131694299957	0.00144743811165646	2.21709294337116e-06	1.55644462159543e-06	8.25226847232157e-06	2.07407830470865e-06	2.67863719868122e-06	2.23750971731824e-06	0.000264732995015758	0.000101255286302254	0.000705952373559247	0.000309944588733932	0.000607905773560843	0.000268436044481283
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.18"	3.78708229834779e-06	1.16301735398725e-05	0.00012199916911213	0.000317054324155547	7.09409341250244e-05	0.000301207925517497	0.00729997541199561	0.007400481300851	0.00353485126092468	0.00602859613283056	0.00716243648974866	0.005732411198179	5.92436311097539e-06	1.79778097865181e-05	4.37347113435081e-05	2.96265711525225e-05	1.29244244836369e-05	8.67035015460819e-06	0.00116603757572106	0.000279266510354866	0.00267480587568558	0.00145373795251166	0.00291826471917028	0.0011671778732404
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.26"	0.000255097062117808	0.000140599276317552	8.23806028655876e-05	9.72228849987644e-05	0.000473694932628006	0.000114137921391059	0.0046535151588271	0.00255207535217583	0.00118704993980184	0.00106554554308956	0.00180023662332144	0.00203662493190452	0.000179802603128805	8.97316556562492e-05	8.42794701683037e-05	3.69840910334364e-05	6.17872313829134e-05	4.35568558304618e-05	0.000499909871112393	0.000255902769904539	0.00118695166374646	0.000592488706441329	0.00123423519449218	0.000420970549171901
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.45"	2.96754967399633e-05	3.57746858594909e-05	3.84984791023174e-05	7.9851807985372e-05	2.62907793224576e-05	4.39078608626089e-05	0.00531783262689226	0.000314630376850937	0.000144376764623325	0.000258882422854791	0.0001281880813392	0.000162554749907353	3.28929362909983e-05	3.16185604027477e-05	4.25327002495005e-05	3.66129401789096e-05	5.3528100020313e-05	5.84735872792501e-05	9.10397563093284e-05	0.000149397623198307	0.000171180023058425	7.03026591663487e-05	0.00010660727936955	4.05599289780497e-05
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.47"	5.61049229384857e-07	1.59829870284798e-06	1.89692177651024e-06	4.81610812434794e-06	1.7091887214746e-06	6.01199941041875e-06	0.0102237791138643	0.0027170489746513	0.0095926230586822	0.00483078142436184	0.00413329542311845	0.00200270351903022	7.99607291051893e-07	9.0938337441531e-07	5.77889949042127e-06	1.92125148225643e-06	2.54470533874716e-06	9.32295715549268e-07	0.0036735648847426	0.000391133216622607	0.00202879483389223	0.00185532089708398	0.000573016457538378	0.00776097130651497
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.51"	2.40449669736367e-07	4.25079442246803e-07	3.25186590258898e-07	9.9263297219385e-07	8.25787809251773e-07	2.2742020241659e-06	0.00423692243834526	0.00809827678105707	0.00202686273386151	0.00492543622350113	0.00163235533253935	0.00183953361396712	8.90471755944153e-07	3.14786552682223e-07	7.16583536812237e-07	1.52826822452216e-07	1.78575813245415e-07	3.16980543286751e-07	3.78481650345836e-05	6.12483713797419e-06	6.21442858559941e-05	0.00256434815343648	1.63724315701356e-05	0.00040753472207613
"Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.6"	3.64681999100157e-06	1.00488780147144e-05	6.71148990451004e-05	0.000187111315258541	2.58106701310322e-05	0.000101010596835725	0.0045351955163562	0.00431142889063141	0.00226046556606702	0.00296773567566542	0.00299127847764531	0.0030972402997282	1.06311423923945e-05	4.02227261760618e-06	1.54412194384056e-05	6.28773212374833e-06	5.04476672418296e-06	2.72230348940386e-06	0.00100214402787836	0.000322270686004472	0.00203078798283089	0.000929423464342717	0.00155491481375371	0.000811338828278068
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.1"	1.20224834868184e-07	1.36025421518977e-06	1.01169161413879e-06	1.74629874737807e-06	9.60218382850899e-07	3.24242664831573e-06	0.000921248494109723	0.0015358072387623	0.000694325056284885	0.00127163376177495	0.00129449423484039	0.00109407541433116	8.90471755944153e-07	2.09857701788149e-07	8.09045928658977e-07	3.49318451319352e-07	8.92879066227073e-08	7.45836572439414e-08	0.000126924842244608	1.89330072015798e-05	3.82684596223272e-05	0.000408814514838567	2.84932522086186e-05	5.89325109148564e-05
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.109"	2.01777347853768e-05	3.79000830707249e-05	4.06483237823623e-05	8.36017547692154e-05	5.11220267029819e-05	9.7543001670165e-05	0.00360194782784756	0.00494282809470366	0.00177480448199069	0.00429561907470584	0.0019081539317843	0.00167467203222569	8.52672138548973e-05	2.76312640687729e-06	2.96573121848419e-05	5.96461255627793e-05	2.50675797843251e-05	0.000145382193882753	0.000711042954400751	9.90957692566462e-05	0.000587433443511809	0.000521570594486364	0.00051159186802582	0.000676559811169127
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.21"	2.86535856435838e-06	1.60339965615494e-05	4.57067818530563e-06	6.74622779250265e-06	1.01207017552485e-05	7.34049366215923e-06	0.00295242247011899	0.00300431414107159	0.000802852209662588	0.00078699637664317	0.00155551392258297	0.0012990099605044	6.36051254245824e-07	3.49762836313581e-07	1.94171022878155e-06	5.67642483393947e-07	1.78575813245415e-07	6.33961086573502e-07	0.000400154043602154	6.78013886215866e-05	0.00127330746407842	0.000415584495513349	0.000970187778736918	0.000219825839143136
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.25"	1.60299779824245e-07	2.38044487658209e-07	4.33582120345198e-07	5.14698578174589e-07	3.07269882512288e-07	1.2159099931184e-06	0.000564013857414469	0.00221273978852569	0.000949848881120699	0.00151454555106628	5.59008978880802e-05	3.89964429092515e-05	7.63261505094989e-07	2.62322127235186e-07	7.16583536812237e-07	3.05653644904433e-07	2.67863719868122e-07	2.23750971731824e-07	1.92695844387693e-05	3.12757641088044e-06	6.54592072487176e-05	9.08562179195234e-05	2.53045440098793e-05	0.000133011883273798
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.51"	5.12959295437584e-06	5.35600097230971e-06	1.30977932187612e-05	2.8492242720379e-05	7.73936016577825e-06	1.23842684484281e-05	0.0019706263169159	0.00202066174225011	0.000535472477314923	0.000830541710137505	0.00112152292619947	0.000826241253482327	1.99901822762973e-06	2.27345843603828e-07	2.58894697170873e-06	2.72905040093244e-06	1.11609883278384e-06	2.31209337456218e-06	0.000127270344166085	3.89643894522188e-05	0.000531079779835509	0.000102370313839892	0.000964183310666777	0.000195029865964301
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.15"	2.64494636710004e-06	4.82890246392368e-06	1.05324323400521e-05	2.88415024698547e-05	8.94923532817038e-06	1.33074593691292e-05	0.00161964988074766	0.00247762946204621	0.00119301934777983	0.00184733298327447	0.00185946389252954	0.00191372571971615	2.34430319422032e-06	1.87123117427766e-06	1.18351861563828e-05	7.22652546166909e-06	4.50903928444672e-06	7.60753303888203e-06	0.00360295685569883	0.000535094814154383	0.00200114251493267	0.0033669370555918	0.00234329028291338	0.00340456565673566
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.27"	8.8365253628115e-06	2.05738450047452e-06	2.09564691500179e-06	3.36392285021249e-06	6.41425879744401e-06	3.71528053452844e-06	0.00383439773888284	0.00763703216052022	0.00348915212651537	0.00208728788454329	0.00189312944924489	0.00312360409211755	0.000754738418288095	1.87123117427766e-06	6.61106101704193e-06	7.42301709053623e-07	2.56702731540283e-06	1.10010894434814e-06	0.00173800030209432	0.000183223851404079	0.00281776710587557	0.00163262956306955	0.0017326992813957	0.00552495796044706
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.31"	1.73324136934965e-05	2.45865949395551e-05	2.10287328367421e-05	3.01833951915241e-05	2.20658184379137e-05	5.22165791489179e-05	0.00551816400464424	0.0240563670482114	0.0160913185440587	0.0272929360082672	0.000885350562478228	0.00204987273758017	2.15712239654227e-05	6.29573105364446e-06	1.05407126705284e-05	1.74004253563452e-05	7.61179403958579e-06	2.15546769434991e-05	0.000309459789214303	3.18901094752273e-05	0.000298888418738856	0.00166579990398937	0.000241185683289446	0.000378082491490409
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.36"	2.76517120196822e-06	8.79064286566388e-06	8.32838989496401e-06	2.06063252190612e-05	5.08915742910977e-06	3.10732553796924e-05	0.00827987514079658	0.00544084363014572	0.00306887264148691	0.00430074205511694	0.00263520047392531	0.00318670143523607	6.59676015117812e-06	1.0842647925721e-06	6.9577949864672e-06	2.18324032074595e-06	2.09826580563362e-06	3.5613696333982e-06	0.00173985344876406	0.000201393581029194	0.00194921573995172	0.00177465811597592	0.000997226532468919	0.00164323811847931
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.45"	3.00562087170459e-07	2.78852114113903e-06	2.33050389685544e-06	5.07345741343524e-06	1.9204367657018e-06	5.20139274833982e-06	0.00212444357615025	0.00248522704588242	0.00182038754457821	0.00153780525742942	0.00098078839733108	0.00118489867911249	2.52603212400484e-06	1.34658691980729e-06	5.15477834545577e-06	1.04795535395806e-06	1.2500306927179e-06	1.267922173147e-06	0.00186355884128581	0.000203664797232333	0.00133471743190438	0.00115567929575789	0.00390924436715629	0.00331822854650437
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.48"	8.01498899121225e-08	3.40063553797442e-07	1.98725138491549e-07	2.20585104931967e-07	4.60904823768432e-07	6.52988700008029e-07	0.00046793410111397	0.00255504831976391	0.000202644819164081	0.000476127736462335	0.000131246556982437	0.000539447131940147	5.27013896375111e-07	1.39905134525432e-07	4.62311959233701e-07	1.74659225659676e-07	1.33931859934061e-07	7.45836572439414e-08	8.74748046649921e-06	3.31374167343284e-06	8.6020112089661e-06	0.00231584626809944	4.41943767895459e-06	0.000162772661037083
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.50"	2.40449669736367e-07	2.89054020727826e-07	1.98725138491549e-07	7.72047867261884e-07	2.68861147198252e-07	2.00399980347292e-06	0.00212715029097874	0.00450070782707259	0.00110873462346832	0.00611623691852109	0.00117802658936031	0.00108126700519534	5.45186789353563e-07	6.99525672627162e-08	2.31155979616851e-07	1.09162016037297e-07	2.23219766556768e-07	1.67813228798868e-07	2.34470167620885e-05	4.2073349336844e-06	3.85202258040531e-05	0.000457922518596932	1.63910789865025e-05	0.000104541393707601
"Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.84"	6.01124174340918e-08	3.40063553797442e-07	1.80659216810499e-07	3.3087765739795e-07	1.9204367657018e-07	5.85438144834785e-07	0.000625320086268691	0.000701863751642391	0.000152733935792517	0.000460466544668676	0.00016165271629696	0.000385636373175263	4.17976538504399e-07	2.09857701788149e-07	1.10954870216088e-06	5.67642483393947e-07	1.78575813245415e-07	4.84793772085619e-07	0.000770390761730913	4.43259490137281e-05	0.000107336315475782	0.000314970786507634	1.94492552706736e-05	0.000120754145401455
"Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_concoct_out.2"	6.21161646818949e-07	1.36025421518977e-06	1.12008714422509e-06	1.80144502361106e-06	6.14539765024575e-07	2.16161776554382e-06	0.000107165218942025	0.000133766155688297	0.000159316866257139	4.08291224038867e-05	8.13733118219058e-05	3.42289904521768e-05	4.61591481652684e-06	1.8362548906463e-06	8.32161526620662e-07	7.42301709053623e-07	8.03591159604365e-07	5.96669257951532e-07	1.65840922309213e-05	8.19127155230591e-06	7.71243736686814e-05	1.59504847716465e-05	5.2865425400153e-05	2.55252665076246e-05
"Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_maxbin.022"	5.41011756906827e-07	5.10095330696163e-07	3.25186590258898e-07	6.617553147959e-07	6.91357235652647e-07	4.05303331039467e-07	1.70333391754698e-05	1.81855210358668e-05	1.12589667140505e-05	9.09414979017097e-06	2.75486054288702e-05	1.10508229765372e-05	7.45088612116537e-07	4.89667970839013e-07	8.78392722544032e-07	2.61988838489514e-07	2.67863719868122e-07	3.91564200530693e-07	1.70866404803432e-05	2.43317998155996e-05	1.82320676599794e-05	1.07704238007902e-05	1.96730242670764e-05	1.32955783786968e-05
"Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.14"	1.60299779824245e-07	1.00318748370245e-06	3.10733852914058e-06	9.57706997246289e-06	4.99313559082468e-07	8.82660587597061e-06	1.08958202013127e-05	6.2067218066964e-06	1.13252934693615e-05	7.16873433365084e-06	1.87080480951323e-05	1.2566741038925e-05	1.65373326103914e-06	7.17013814442841e-07	5.77889949042127e-07	1.30994419244757e-07	4.46439533113536e-07	2.98334628975766e-07	1.14643819399361e-05	8.36068194122859e-05	1.30918414497435e-05	1.02319026107507e-05	7.25384496672294e-06	7.29293328789275e-06
"Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.6"	6.77266569757435e-06	4.74388657547432e-06	4.69713963707298e-06	4.59552301941597e-06	9.27570957833969e-06	5.56166237593046e-06	4.03248788779595e-05	5.30092290997684e-05	0.000187721299219095	3.07378824665892e-05	0.000119838666079558	2.06076977176777e-05	8.23232051923881e-06	3.25629200607944e-05	1.28060412707735e-05	2.17014087882147e-05	7.79036985283121e-06	6.52607000884488e-06	2.86923641154292e-05	1.61591447895489e-05	2.88062472924645e-05	2.7887704484189e-05	4.72712004900839e-05	2.48240229222503e-05
"Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.8"	2.98558339922656e-06	8.12751893575887e-06	2.71711462082991e-05	7.06423798544624e-05	8.73798728394318e-06	7.7840756411302e-05	0.000157679068925959	0.000125751313243235	0.000270049384248934	8.76235944810992e-05	0.000424503024497542	0.000366896110751831	2.36247608719877e-06	5.4213239628605e-06	9.87036032963952e-06	3.25302807791146e-06	3.15855969677827e-05	3.46814006184328e-06	0.000553368441144643	0.131880570367174	0.0011214714759826	0.000582615817957271	0.000657675727844091	0.00252745018014948
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_concoct_out.53"	4.04756944056218e-06	7.17534098512603e-06	3.36026143267528e-06	8.29032352702642e-06	1.05431978437029e-05	1.54465602829486e-05	0.00602126815830675	0.00515931576959717	0.00424904118042522	0.00224236978484032	0.00523222581390948	0.0035494013090326	0.000228724031026798	9.60098985680779e-06	1.24593073013482e-05	3.97349738375763e-06	4.66529312103645e-06	4.10210114841678e-06	0.000823346783513741	0.000184005745506799	0.00437674526415224	0.00120954423669494	0.00436398026267944	0.00137741070013562
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_concoct_out.59"	2.40449669736367e-07	1.95536543433529e-06	2.24017428845019e-06	4.430084190717e-06	8.83400912222827e-07	3.33249405521339e-06	0.00179329339509516	0.00183400805788962	0.00270001297351334	0.00203650505187757	0.000978154089842744	0.00104163343730334	2.01719112060818e-06	7.69478239889878e-07	4.20703882902668e-06	7.64134112261082e-07	1.04913290281681e-06	5.59377429329561e-07	0.00167628109521219	0.0001721097852297	0.0013129396571851	0.000987237560673387	0.00356145140449729	0.00241581220135789
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_concoct_out.89"	2.32434680745155e-06	2.4994671204112e-06	4.71520555875403e-06	5.97417992524077e-06	2.91906388386673e-06	7.02525773801742e-06	0.000216571666722927	0.000721770464439778	0.00860082250482726	0.000544411220331067	0.000289885446915623	0.000113957492602979	9.75884352942878e-06	1.02130748203566e-05	4.87739116991555e-06	2.7508828041399e-06	3.3706184750072e-06	1.95782100265346e-06	0.000292593013593082	6.83226513567333e-05	0.00209009989914247	7.49185550809731e-05	0.0068215232656728	0.000146195262678835
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.13"	4.60861866994704e-07	6.29117574525268e-07	4.96812846228873e-06	1.45953811096651e-05	1.80521055975969e-06	7.49811162423013e-06	0.0116589931013942	0.0115396693149027	0.00574109470452492	0.0101135369359324	0.0103460417386822	0.00580304419195548	3.4528496659059e-06	1.10175293438778e-06	8.39096206009168e-06	1.81208946621914e-06	2.83489103527096e-06	1.62219454505573e-06	0.000956317909384206	0.000120895721501533	0.00270279388288744	0.00125266439769739	0.0032680716027969	0.000913075247644172
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.16"	0.000345706512663462	0.000696093091445674	0.000448522637575426	0.000338046673308239	0.000376347992974581	0.000259236513903188	0.00222585056099854	0.00118291077032441	0.00501809990825683	0.00144239404507508	0.00402868216133589	0.00444115658660247	0.00113398852185541	0.000368912351601749	0.00044966772714866	0.000113593993888412	0.000195317295737172	9.87114703623565e-05	0.00187888656289318	0.000960128725087783	0.00693672478045569	0.00824392599385368	0.00347421879073295	0.00224574660703291
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.20"	3.83316848504726e-05	5.37980542107553e-05	6.07737605350519e-05	6.26277877086009e-05	5.35225726601091e-05	5.56841743144778e-05	0.00536489843250869	0.00472952201670265	0.00895708008929173	0.00915174034177225	0.007457836122678	0.00669932525388552	0.000549584629454349	0.000302160114291302	0.000348883720035713	0.000110974105503517	0.000260341213735159	0.000128955143374775	0.00192256114669449	0.000598428236474712	0.00415326081684027	0.00398474907989808	0.00572197835959872	0.00189899567893703
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.28"	7.81461426643194e-07	1.66631141360747e-06	5.05845807069397e-06	1.59372738313346e-05	3.66803422249043e-06	1.65273691657205e-05	0.0246299843248455	0.0309690208779865	0.0230118190298359	0.0219783251856169	0.0217116944231889	0.0256068659400278	5.88801732501848e-06	4.38952359573544e-06	6.15337217740056e-05	8.20898360600477e-06	1.75673956280177e-05	4.13939297703875e-06	0.00606701374114537	0.000840629243055393	0.0127915053754597	0.00771627780307973	0.0185759408199627	0.00583664670927423
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.29"	1.65910272118093e-05	2.03187973393972e-05	2.14442490354062e-05	2.72606425511756e-05	2.00109510986127e-05	2.63672333692897e-05	0.0103502189008207	0.00823517237631177	0.0103965862414962	0.0137999167395345	0.0133116245559964	0.0182228290581368	2.86768251199974e-05	2.49905546546054e-05	9.14453055364261e-05	2.26838669325504e-05	5.66754987287634e-05	2.39413539753052e-05	0.0050273984594195	0.00147489429257144	0.0104617870128597	0.0117565330313512	0.00926323461217066	0.00641946427795052
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.32"	3.58470382631968e-05	4.77959324862305e-05	7.4558058777693e-05	6.8583585541764e-05	5.50205133373565e-05	4.94920400902638e-05	0.00579974854791646	0.00427385823005922	0.00531255753846023	0.00366700531057089	0.00426945340084185	0.00561370822294594	0.000268813432937264	0.000129499690145103	0.000191512729112561	6.75931203302946e-05	0.00010538205179145	4.8460731294251e-05	0.00269395700492425	0.000684250422511372	0.00305245514827434	0.00493484150039184	0.00316243398907843	0.00241404506752274
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.38"	2.60487142214398e-05	3.11498215278457e-05	2.52922903534699e-05	2.68194723413116e-05	2.51385172630365e-05	1.95446272967921e-05	0.000576202694253596	0.000585118270040244	0.00315076960260723	0.00239052362773577	0.000881220504127871	0.00143550849560028	4.37239805061558e-05	3.88411629726232e-05	7.06874985668329e-05	2.94519119268628e-05	5.91532381375436e-05	3.4420357818079e-05	0.00354144180904304	0.000318919711278528	0.00347974431969337	0.00268597701078684	0.00696607803734898	0.00190687765683663
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.40"	2.18608824735314e-05	2.81402590767383e-05	4.15335539447337e-05	3.94295875065891e-05	3.12263018103112e-05	3.45858842487012e-05	0.00325186788321488	0.00319300196115023	0.00761339951682285	0.00351582581481519	0.00433156054857534	0.0028025590102962	0.000195921959200692	9.03787169034293e-05	0.000133816196600195	4.56297227035903e-05	8.4399393735114e-05	3.76647469081904e-05	0.000646873824802697	0.000168963592292565	0.00270789214806738	0.00114351128124962	0.00756193757993681	0.000928390407548747
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.41"	1.08001976656585e-05	3.14898850816431e-05	5.40532376697013e-05	8.66899462382629e-05	3.00548353832331e-05	0.000133209694801638	0.0127730734767566	0.0105867723527088	0.00787298585542147	0.0132395176944305	0.00855567260612218	0.00756763872605585	2.09169998181984e-05	2.36789440184294e-05	5.17558238362129e-05	1.85575427263406e-05	3.91973910073685e-05	1.70237197659296e-05	0.00393473292811402	0.00206658334654176	0.00325135043183775	0.00860010647333243	0.00312424408035903	0.00757808697944936
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.49"	5.41011756906827e-06	7.9234808034804e-06	1.19054423878119e-05	2.67275618809233e-05	1.10425114027853e-05	1.75406274933191e-05	0.00109627122620423	0.00125177582656062	0.00126002595233282	0.00125762292608688	0.00126571777422627	0.00129419856839335	9.46807724177355e-06	7.99208080976532e-06	1.52331790567505e-05	1.14401792807088e-05	7.76804787617553e-06	9.45347855566958e-06	0.002445839511405	0.000363431825554809	0.00138448321382552	0.00231032001493499	0.00161020440328156	0.00233199956803395
"Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.58"	2.80524614692429e-07	6.63123929905012e-07	1.44527373448399e-06	3.36392285021249e-06	7.10561603309665e-07	2.11658406209499e-06	0.0025508287426358	0.00251559999545188	0.00246987571427283	0.00364919521759808	0.000310424115468752	0.000463167892626952	5.81532575310468e-07	6.29573105364445e-07	2.05728821858997e-06	6.11307289808866e-07	9.59844996194103e-07	3.91564200530693e-07	0.000553949512558037	6.67030135725274e-05	7.58026012146208e-05	0.000530981893378959	9.92974921537266e-05	0.000332361409724005
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.120"	9.21723733989408e-07	4.81189928623381e-06	3.93114455779646e-05	0.000141781076195022	6.14539765024575e-06	5.05278152695868e-05	0.00285630823337481	0.00277824690394982	0.00108278428045287	0.00237350433039689	0.00145962959493549	0.00474343943617339	3.99803645525946e-07	2.15104144332852e-06	4.04522964329489e-06	6.41872654299309e-06	1.56253836589738e-06	2.46126068905007e-06	0.00128063428122204	0.000440857958250355	0.000424100133117172	0.00146550848709395	4.19380394091514e-05	0.000184623411157346
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.37"	1.69316642439359e-05	1.81253874174037e-05	4.20574656734842e-05	3.22973357804555e-05	2.28147887765374e-05	1.22716841898061e-05	8.32875116970595e-05	0.000227892743535508	0.00124435625639058	0.00213671261166378	7.83148361786682e-05	0.000246633277802399	8.43040505270393e-05	1.95867188335605e-05	3.84412394102823e-05	1.11345256358043e-05	1.78352593478858e-05	7.29055249559528e-06	0.000262361595463798	5.23869048822473e-05	0.000233030581702406	0.000458807231980568	0.000322805424727354	0.000454630241269868
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.51"	2.61088266388739e-05	3.24590662099659e-05	4.4875749455728e-05	4.55324420763735e-05	3.49903578710868e-05	4.21965801315534e-05	0.00368009775343704	0.00529608966442428	0.00425928866412078	0.0056730475393328	0.00486960669074811	0.00482624371410295	0.00026521520012753	0.000140429778779903	0.000194748912827197	6.5191555977474e-05	0.000129802294252761	5.77463966211217e-05	0.00217311285829688	0.000472357120674222	0.00194415943580206	0.00370720551609819	0.00245674116408958	0.0014585025083483
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.73"	2.60487142214398e-07	1.05419701677207e-06	1.30074636103559e-06	3.06980937696987e-06	6.72152867995629e-07	3.30997720348898e-06	0.00128224149916556	0.00130648886164654	0.00168985649012607	0.00192663603238989	0.000650964169935515	0.000690467722677159	1.36296697338391e-06	3.84739119944939e-07	2.21909740432177e-06	4.3664806414919e-07	8.92879066227073e-07	3.91564200530693e-07	0.00117970060625222	0.000116297439516489	0.000877111416102529	0.000685550296853395	0.00247410190872716	0.00160037811054123
