sra_run,bioproject,biosample,spire_mag_count,spire_mag_ids,spire_match_key,mgnify_study_present,mgnify_study,mgnify_samples_count,mgnify_run_present,mgnify_run_analysis_types
SRR7151652,PRJNA386568,SAMN07125000,6,spire_mag_01681130;spire_mag_01681131;spire_mag_01681132;spire_mag_01681133;spire_mag_01681135;spire_mag_01681139,SAMN07125000,False,,0,False,
SRR7151646,PRJNA386568,SAMN07125027,45,spire_mag_01679154;spire_mag_01679155;spire_mag_01679156;spire_mag_01679167;spire_mag_01679168;spire_mag_01679174;spire_mag_01679176;spire_mag_01679185;spire_mag_01679187;spire_mag_01679190;spire_mag_01679191;spire_mag_01679193;spire_mag_01679194;spire_mag_01679196;spire_mag_01679198;spire_mag_01679199;spire_mag_01679204;spire_mag_01679205;spire_mag_01679216;spire_mag_01679218;spire_mag_01679220;spire_mag_01679221;spire_mag_01679224;spire_mag_01679226;spire_mag_01679227;spire_mag_01679233;spire_mag_01679234;spire_mag_01679236;spire_mag_01679237;spire_mag_01679238;spire_mag_01679240;spire_mag_01679244;spire_mag_01679246;spire_mag_01679247;spire_mag_01679251;spire_mag_01679253;spire_mag_01679254;spire_mag_01679262;spire_mag_01679264;spire_mag_01679265;spire_mag_01679268;spire_mag_01679270;spire_mag_01679273;spire_mag_01679274;spire_mag_01679276,SAMN07125027,False,,0,False,
SRR7151611,PRJNA386568,SAMN07125028,0,,,False,,0,False,
SRR7151615,PRJNA386568,SAMN07125025,0,,,False,,0,False,
SRR7151585,PRJNA386568,SAMN07124983,9,spire_mag_01678411;spire_mag_01678415;spire_mag_01678417;spire_mag_01678418;spire_mag_01678419;spire_mag_01678421;spire_mag_01678424;spire_mag_01678428;spire_mag_01678429,SAMN07124983,False,,0,False,
SRR7151647,PRJNA386568,SAMN07125006,9,spire_mag_01683717;spire_mag_01683723;spire_mag_01683724;spire_mag_01683728;spire_mag_01683731;spire_mag_01683732;spire_mag_01683733;spire_mag_01683736;spire_mag_01683739,SAMN07125006,False,,0,False,
SRR7151583,PRJNA386568,SAMN07124985,3,spire_mag_01680034;spire_mag_01680036;spire_mag_01680038,SAMN07124985,False,,0,False,
SRR7151702,PRJNA386568,SAMN07125031,1,spire_mag_01681564,SAMN07125031,False,,0,False,
SRR7151586,PRJNA386568,SAMN07124982,1,spire_mag_01682118,SAMN07124982,False,,0,False,
SRR7151684,PRJNA386568,SAMN07124975,0,,,False,,0,False,
SRR7151550,PRJNA386568,SAMN07124993,9,spire_mag_01681366;spire_mag_01681370;spire_mag_01681372;spire_mag_01681373;spire_mag_01681374;spire_mag_01681377;spire_mag_01681379;spire_mag_01681380;spire_mag_01681381,SAMN07124993,False,,0,False,
SRR7151619,PRJNA386568,SAMN07125029,0,,,False,,0,False,
SRR7151587,PRJNA386568,SAMN07124981,2,spire_mag_01679583;spire_mag_01679585,SAMN07124981,False,,0,False,
SRR7151620,PRJNA386568,SAMN07125030,46,spire_mag_01678502;spire_mag_01678506;spire_mag_01678507;spire_mag_01678511;spire_mag_01678512;spire_mag_01678514;spire_mag_01678515;spire_mag_01678518;spire_mag_01678520;spire_mag_01678525;spire_mag_01678528;spire_mag_01678532;spire_mag_01678533;spire_mag_01678539;spire_mag_01678540;spire_mag_01678541;spire_mag_01678544;spire_mag_01678547;spire_mag_01678548;spire_mag_01678557;spire_mag_01678559;spire_mag_01678561;spire_mag_01678565;spire_mag_01678569;spire_mag_01678572;spire_mag_01678573;spire_mag_01678574;spire_mag_01678577;spire_mag_01678580;spire_mag_01678583;spire_mag_01678585;spire_mag_01678588;spire_mag_01678593;spire_mag_01678598;spire_mag_01678602;spire_mag_01678609;spire_mag_01678613;spire_mag_01678621;spire_mag_01678624;spire_mag_01678625;spire_mag_01678627;spire_mag_01678628;spire_mag_01678629;spire_mag_01678630;spire_mag_01678631;spire_mag_01678632,SAMN07125030,False,,0,False,
SRR7151654,PRJNA386568,SAMN07125002,8,spire_mag_01682176;spire_mag_01682178;spire_mag_01682179;spire_mag_01682180;spire_mag_01682181;spire_mag_01682184;spire_mag_01682185;spire_mag_01682187,SAMN07125002,False,,0,False,
SRR7151517,PRJNA386568,SAMN07124928,4,spire_mag_01681941;spire_mag_01681945;spire_mag_01681947;spire_mag_01681948,SAMN07124928,False,,0,False,
SRR7151549,PRJNA386568,SAMN07124992,7,spire_mag_01678222;spire_mag_01678224;spire_mag_01678226;spire_mag_01678230;spire_mag_01678231;spire_mag_01678232;spire_mag_01678235,SAMN07124992,False,,0,False,
SRR7151689,PRJNA386568,SAMN07125015,2,spire_mag_01682650;spire_mag_01682651,SAMN07125015,False,,0,False,
SRR7151551,PRJNA386568,SAMN07124994,7,spire_mag_01679982;spire_mag_01679986;spire_mag_01679987;spire_mag_01679990;spire_mag_01679991;spire_mag_01679992;spire_mag_01679997,SAMN07124994,False,,0,False,
SRR7151513,PRJNA386568,SAMN07124930,1,spire_mag_01677992,SAMN07124930,False,,0,False,
SRR7151649,PRJNA386568,SAMN07124999,9,spire_mag_01681806;spire_mag_01681810;spire_mag_01681811;spire_mag_01681813;spire_mag_01681814;spire_mag_01681816;spire_mag_01681817;spire_mag_01681818;spire_mag_01681821,SAMN07124999,False,,0,False,
SRR7151552,PRJNA386568,SAMN07124995,12,spire_mag_01682452;spire_mag_01682453;spire_mag_01682454;spire_mag_01682456;spire_mag_01682459;spire_mag_01682460;spire_mag_01682461;spire_mag_01682465;spire_mag_01682466;spire_mag_01682469;spire_mag_01682472;spire_mag_01682473,SAMN07124995,False,,0,False,
SRR7151703,PRJNA386568,SAMN07125032,4,spire_mag_01680091;spire_mag_01680093;spire_mag_01680096;spire_mag_01680097,SAMN07125032,False,,0,False,
SRR7151691,PRJNA386568,SAMN07125013,5,spire_mag_01681558;spire_mag_01681560;spire_mag_01681561;spire_mag_01681562;spire_mag_01681563,SAMN07125013,False,,0,False,
SRR7151685,PRJNA386568,SAMN07125017,6,spire_mag_01680615;spire_mag_01680617;spire_mag_01680620;spire_mag_01680621;spire_mag_01680623;spire_mag_01680624,SAMN07125017,False,,0,False,
SRR7151661,PRJNA386568,SAMN07124939,14,spire_mag_01681400;spire_mag_01681403;spire_mag_01681406;spire_mag_01681408;spire_mag_01681409;spire_mag_01681411;spire_mag_01681413;spire_mag_01681425;spire_mag_01681427;spire_mag_01681428;spire_mag_01681430;spire_mag_01681432;spire_mag_01681437;spire_mag_01681441,SAMN07124939,False,,0,False,
SRR7151623,PRJNA386568,SAMN07124940,23,spire_mag_01681296;spire_mag_01681298;spire_mag_01681300;spire_mag_01681304;spire_mag_01681305;spire_mag_01681307;spire_mag_01681308;spire_mag_01681312;spire_mag_01681315;spire_mag_01681316;spire_mag_01681318;spire_mag_01681319;spire_mag_01681320;spire_mag_01681321;spire_mag_01681322;spire_mag_01681324;spire_mag_01681328;spire_mag_01681329;spire_mag_01681331;spire_mag_01681332;spire_mag_01681335;spire_mag_01681340;spire_mag_01681345,SAMN07124940,False,,0,False,
SRR7151506,PRJNA386568,SAMN07125055,2,spire_mag_01681763;spire_mag_01681764,SAMN07125055,False,,0,False,
SRR7151505,PRJNA386568,SAMN07125023,8,spire_mag_01680101;spire_mag_01680102;spire_mag_01680105;spire_mag_01680107;spire_mag_01680111;spire_mag_01680114;spire_mag_01680115;spire_mag_01680116,SAMN07125023,False,,0,False,
SRR7151507,PRJNA386568,SAMN07125056,6,spire_mag_01677993;spire_mag_01677995;spire_mag_01677997;spire_mag_01677998;spire_mag_01678002;spire_mag_01678007,SAMN07125056,False,,0,False,
SRR7151632,PRJNA386568,SAMN07124944,9,spire_mag_01681040;spire_mag_01681044;spire_mag_01681051;spire_mag_01681053;spire_mag_01681054;spire_mag_01681057;spire_mag_01681059;spire_mag_01681062;spire_mag_01681071,SAMN07124944,False,,0,False,
SRR7151502,PRJNA386568,SAMN07125058,0,,,False,,0,False,
SRR7151509,PRJNA386568,SAMN07125060,126,spire_mag_01682824;spire_mag_01682826;spire_mag_01682827;spire_mag_01682829;spire_mag_01682830;spire_mag_01682834;spire_mag_01682839;spire_mag_01682840;spire_mag_01682842;spire_mag_01682845;spire_mag_01682847;spire_mag_01682848;spire_mag_01682850;spire_mag_01682851;spire_mag_01682856;spire_mag_01682857;spire_mag_01682860;spire_mag_01682863;spire_mag_01682864;spire_mag_01682870;spire_mag_01682871;spire_mag_01682873;spire_mag_01682876;spire_mag_01682879;spire_mag_01682883;spire_mag_01682887;spire_mag_01682889;spire_mag_01682892;spire_mag_01682893;spire_mag_01682894;spire_mag_01682896;spire_mag_01682897;spire_mag_01682901;spire_mag_01682904;spire_mag_01682906;spire_mag_01682907;spire_mag_01682908;spire_mag_01682910;spire_mag_01682912;spire_mag_01682913;spire_mag_01682916;spire_mag_01682919;spire_mag_01682921;spire_mag_01682922;spire_mag_01682927;spire_mag_01682930;spire_mag_01682934;spire_mag_01682937;spire_mag_01682941;spire_mag_01682945;spire_mag_01682948;spire_mag_01682951;spire_mag_01682956;spire_mag_01682958;spire_mag_01682959;spire_mag_01682960;spire_mag_01682961;spire_mag_01682964;spire_mag_01682967;spire_mag_01682970;spire_mag_01682971;spire_mag_01682972;spire_mag_01682977;spire_mag_01682991;spire_mag_01682995;spire_mag_01682999;spire_mag_01683014;spire_mag_01683021;spire_mag_01683023;spire_mag_01683038;spire_mag_01683039;spire_mag_01683042;spire_mag_01683045;spire_mag_01683046;spire_mag_01683047;spire_mag_01683048;spire_mag_01683054;spire_mag_01683056;spire_mag_01683058;spire_mag_01683059;spire_mag_01683064;spire_mag_01683065;spire_mag_01683070;spire_mag_01683071;spire_mag_01683073;spire_mag_01683075;spire_mag_01683078;spire_mag_01683082;spire_mag_01683090;spire_mag_01683097;spire_mag_01683099;spire_mag_01683101;spire_mag_01683102;spire_mag_01683103;spire_mag_01683104;spire_mag_01683107;spire_mag_01683111;spire_mag_01683113;spire_mag_01683115;spire_mag_01683122;spire_mag_01683126;spire_mag_01683129;spire_mag_01683133;spire_mag_01683136;spire_mag_01683137;spire_mag_01683141;spire_mag_01683142;spire_mag_01683144;spire_mag_01683146;spire_mag_01683147;spire_mag_01683153;spire_mag_01683154;spire_mag_01683155;spire_mag_01683156;spire_mag_01683158;spire_mag_01683163;spire_mag_01683166;spire_mag_01683168;spire_mag_01683170;spire_mag_01683174;spire_mag_01683176;spire_mag_01683178;spire_mag_01683180;spire_mag_01683182;spire_mag_01683187;spire_mag_01683198,SAMN07125060,False,,0,False,
SRR7151500,PRJNA386568,SAMN07125057,8,spire_mag_01681252;spire_mag_01681255;spire_mag_01681256;spire_mag_01681257;spire_mag_01681258;spire_mag_01681260;spire_mag_01681264;spire_mag_01681266,SAMN07125057,False,,0,False,
SRR7151554,PRJNA386568,SAMN07124997,22,spire_mag_01680714;spire_mag_01680717;spire_mag_01680718;spire_mag_01680719;spire_mag_01680721;spire_mag_01680722;spire_mag_01680724;spire_mag_01680727;spire_mag_01680728;spire_mag_01680729;spire_mag_01680730;spire_mag_01680731;spire_mag_01680733;spire_mag_01680735;spire_mag_01680736;spire_mag_01680738;spire_mag_01680741;spire_mag_01680744;spire_mag_01680746;spire_mag_01680751;spire_mag_01680752;spire_mag_01680754,SAMN07124997,False,,0,False,
SRR7151682,PRJNA386568,SAMN07125024,11,spire_mag_01682799;spire_mag_01682801;spire_mag_01682804;spire_mag_01682805;spire_mag_01682807;spire_mag_01682809;spire_mag_01682812;spire_mag_01682813;spire_mag_01682815;spire_mag_01682818;spire_mag_01682819,SAMN07125024,False,,0,False,
SRR7151692,PRJNA386568,SAMN07125018,12,spire_mag_01679333;spire_mag_01679334;spire_mag_01679336;spire_mag_01679339;spire_mag_01679341;spire_mag_01679345;spire_mag_01679348;spire_mag_01679349;spire_mag_01679350;spire_mag_01679351;spire_mag_01679352;spire_mag_01679353,SAMN07125018,False,,0,False,
SRR7151501,PRJNA386568,SAMN07125054,3,spire_mag_01679280;spire_mag_01679283;spire_mag_01679285,SAMN07125054,False,,0,False,
SRR7151696,PRJNA386568,SAMN07125010,5,spire_mag_01679653;spire_mag_01679654;spire_mag_01679656;spire_mag_01679657;spire_mag_01679661,SAMN07125010,False,,0,False,
SRR7151489,PRJNA386568,SAMN07124942,4,spire_mag_01682392;spire_mag_01682398;spire_mag_01682399;spire_mag_01682404,SAMN07124942,False,,0,False,
SRR7151660,PRJNA386568,SAMN07124943,15,spire_mag_01677910;spire_mag_01677911;spire_mag_01677916;spire_mag_01677917;spire_mag_01677923;spire_mag_01677925;spire_mag_01677926;spire_mag_01677928;spire_mag_01677929;spire_mag_01677930;spire_mag_01677934;spire_mag_01677938;spire_mag_01677940;spire_mag_01677941;spire_mag_01677942,SAMN07124943,False,,0,False,
SRR7151687,PRJNA386568,SAMN07125021,12,spire_mag_01678634;spire_mag_01678637;spire_mag_01678638;spire_mag_01678639;spire_mag_01678640;spire_mag_01678644;spire_mag_01678646;spire_mag_01678647;spire_mag_01678649;spire_mag_01678653;spire_mag_01678659;spire_mag_01678660,SAMN07125021,False,,0,False,
SRR7151580,PRJNA386568,SAMN07125064,6,spire_mag_01681662;spire_mag_01681663;spire_mag_01681666;spire_mag_01681667;spire_mag_01681669;spire_mag_01681670,SAMN07125064,False,,0,False,
SRR7151686,PRJNA386568,SAMN07125016,6,spire_mag_01677474;spire_mag_01677475;spire_mag_01677476;spire_mag_01677480;spire_mag_01677482;spire_mag_01677483,SAMN07125016,False,,0,False,
SRR7151690,PRJNA386568,SAMN07125014,7,spire_mag_01680079;spire_mag_01680080;spire_mag_01680082;spire_mag_01680085;spire_mag_01680087;spire_mag_01680088;spire_mag_01680089,SAMN07125014,False,,0,False,
SRR7151546,PRJNA386568,SAMN07124989,14,spire_mag_01679419;spire_mag_01679422;spire_mag_01679425;spire_mag_01679426;spire_mag_01679431;spire_mag_01679433;spire_mag_01679434;spire_mag_01679435;spire_mag_01679436;spire_mag_01679438;spire_mag_01679440;spire_mag_01679441;spire_mag_01679448;spire_mag_01679449,SAMN07124989,False,,0,False,
SRR7151565,PRJNA386568,SAMN07125061,0,,,False,,0,False,
SRR7151528,PRJNA386568,SAMN07125037,4,spire_mag_01681769;spire_mag_01681770;spire_mag_01681772;spire_mag_01681773,SAMN07125037,False,,0,False,
SRR7151688,PRJNA386568,SAMN07125020,16,spire_mag_01682145;spire_mag_01682147;spire_mag_01682148;spire_mag_01682150;spire_mag_01682152;spire_mag_01682155;spire_mag_01682157;spire_mag_01682158;spire_mag_01682160;spire_mag_01682161;spire_mag_01682163;spire_mag_01682165;spire_mag_01682167;spire_mag_01682169;spire_mag_01682172;spire_mag_01682174,SAMN07125020,False,,0,False,
SRR7151504,PRJNA386568,SAMN07125022,2,spire_mag_01681568;spire_mag_01681572,SAMN07125022,False,,0,False,
SRR7151724,PRJNA386568,SAMN07125063,2,spire_mag_01679144;spire_mag_01679146,SAMN07125063,False,,0,False,
SRR7151579,PRJNA386568,SAMN07125036,6,spire_mag_01679362;spire_mag_01679365;spire_mag_01679366;spire_mag_01679367;spire_mag_01679372;spire_mag_01679375,SAMN07125036,False,,0,False,
SRR7151526,PRJNA386568,SAMN07125039,16,spire_mag_01681270;spire_mag_01681271;spire_mag_01681273;spire_mag_01681275;spire_mag_01681276;spire_mag_01681279;spire_mag_01681280;spire_mag_01681281;spire_mag_01681282;spire_mag_01681283;spire_mag_01681284;spire_mag_01681285;spire_mag_01681287;spire_mag_01681288;spire_mag_01681290;spire_mag_01681291,SAMN07125039,False,,0,False,
SRR7151512,PRJNA386568,SAMN07124931,3,spire_mag_01681178;spire_mag_01681181;spire_mag_01681188,SAMN07124931,False,,0,False,
SRR7151529,PRJNA386568,SAMN07125042,11,spire_mag_01683238;spire_mag_01683289;spire_mag_01683291;spire_mag_01683319;spire_mag_01683355;spire_mag_01683397;spire_mag_01683431;spire_mag_01683472;spire_mag_01683485;spire_mag_01683654;spire_mag_01683673,SAMN07125042,False,,0,False,
SRR7151527,PRJNA386568,SAMN07125038,4,spire_mag_01678115;spire_mag_01678116;spire_mag_01678118;spire_mag_01678127,SAMN07125038,False,,0,False,
SRR7151490,PRJNA386568,SAMN07125041,1,spire_mag_01680132,SAMN07125041,False,,0,False,
SRR7151491,PRJNA386568,SAMN07125040,5,spire_mag_01681573;spire_mag_01681574;spire_mag_01681576;spire_mag_01681580;spire_mag_01681581,SAMN07125040,False,,0,False,
SRR7151697,PRJNA386568,SAMN07125011,11,spire_mag_01682119;spire_mag_01682120;spire_mag_01682121;spire_mag_01682123;spire_mag_01682127;spire_mag_01682129;spire_mag_01682130;spire_mag_01682131;spire_mag_01682134;spire_mag_01682138;spire_mag_01682139,SAMN07125011,False,,0,False,
SRR7151541,PRJNA386568,SAMN07125048,5,spire_mag_01681163;spire_mag_01681166;spire_mag_01681170;spire_mag_01681171;spire_mag_01681172,SAMN07125048,False,,0,False,
SRR7151675,PRJNA386568,SAMN07125047,3,spire_mag_01677946;spire_mag_01677948;spire_mag_01677949,SAMN07125047,False,,0,False,
SRR7151503,PRJNA386568,SAMN07125059,10,spire_mag_01682362;spire_mag_01682363;spire_mag_01682364;spire_mag_01682374;spire_mag_01682375;spire_mag_01682376;spire_mag_01682380;spire_mag_01682381;spire_mag_01682383;spire_mag_01682388,SAMN07125059,False,,0,False,
SRR7151731,PRJNA386568,SAMN07125062,131,spire_mag_01680175;spire_mag_01680176;spire_mag_01680178;spire_mag_01680185;spire_mag_01680190;spire_mag_01680196;spire_mag_01680203;spire_mag_01680206;spire_mag_01680209;spire_mag_01680210;spire_mag_01680211;spire_mag_01680214;spire_mag_01680216;spire_mag_01680217;spire_mag_01680224;spire_mag_01680225;spire_mag_01680233;spire_mag_01680236;spire_mag_01680249;spire_mag_01680251;spire_mag_01680252;spire_mag_01680253;spire_mag_01680260;spire_mag_01680261;spire_mag_01680264;spire_mag_01680267;spire_mag_01680268;spire_mag_01680271;spire_mag_01680273;spire_mag_01680277;spire_mag_01680280;spire_mag_01680295;spire_mag_01680297;spire_mag_01680299;spire_mag_01680303;spire_mag_01680311;spire_mag_01680313;spire_mag_01680317;spire_mag_01680320;spire_mag_01680324;spire_mag_01680325;spire_mag_01680327;spire_mag_01680330;spire_mag_01680332;spire_mag_01680333;spire_mag_01680334;spire_mag_01680335;spire_mag_01680338;spire_mag_01680339;spire_mag_01680343;spire_mag_01680348;spire_mag_01680350;spire_mag_01680368;spire_mag_01680374;spire_mag_01680387;spire_mag_01680388;spire_mag_01680390;spire_mag_01680394;spire_mag_01680397;spire_mag_01680399;spire_mag_01680403;spire_mag_01680405;spire_mag_01680406;spire_mag_01680407;spire_mag_01680408;spire_mag_01680409;spire_mag_01680411;spire_mag_01680413;spire_mag_01680414;spire_mag_01680418;spire_mag_01680419;spire_mag_01680423;spire_mag_01680425;spire_mag_01680430;spire_mag_01680443;spire_mag_01680447;spire_mag_01680449;spire_mag_01680451;spire_mag_01680452;spire_mag_01680460;spire_mag_01680465;spire_mag_01680468;spire_mag_01680469;spire_mag_01680472;spire_mag_01680473;spire_mag_01680475;spire_mag_01680481;spire_mag_01680486;spire_mag_01680487;spire_mag_01680492;spire_mag_01680494;spire_mag_01680495;spire_mag_01680496;spire_mag_01680499;spire_mag_01680501;spire_mag_01680502;spire_mag_01680503;spire_mag_01680504;spire_mag_01680507;spire_mag_01680515;spire_mag_01680516;spire_mag_01680517;spire_mag_01680520;spire_mag_01680522;spire_mag_01680524;spire_mag_01680525;spire_mag_01680528;spire_mag_01680531;spire_mag_01680534;spire_mag_01680535;spire_mag_01680536;spire_mag_01680544;spire_mag_01680545;spire_mag_01680546;spire_mag_01680550;spire_mag_01680552;spire_mag_01680556;spire_mag_01680560;spire_mag_01680561;spire_mag_01680581;spire_mag_01680585;spire_mag_01680586;spire_mag_01680587;spire_mag_01680589;spire_mag_01680591;spire_mag_01680598;spire_mag_01680599;spire_mag_01680602;spire_mag_01680604;spire_mag_01680607;spire_mag_01680609,SAMN07125062,False,,0,False,
SRR7151578,PRJNA386568,SAMN07125051,2,spire_mag_01682654;spire_mag_01682657,SAMN07125051,False,,0,False,
SRR7151591,PRJNA386568,SAMN07124955,5,spire_mag_01681870;spire_mag_01681872;spire_mag_01681874;spire_mag_01681880;spire_mag_01681881,SAMN07124955,False,,0,False,
SRR7151542,PRJNA386568,SAMN07125049,10,spire_mag_01679672;spire_mag_01679674;spire_mag_01679676;spire_mag_01679677;spire_mag_01679678;spire_mag_01679680;spire_mag_01679681;spire_mag_01679685;spire_mag_01679687;spire_mag_01679689,SAMN07125049,False,,0,False,
SRR7151492,PRJNA386568,SAMN07125045,117,spire_mag_01678675;spire_mag_01678678;spire_mag_01678680;spire_mag_01678682;spire_mag_01678687;spire_mag_01678688;spire_mag_01678690;spire_mag_01678701;spire_mag_01678705;spire_mag_01678710;spire_mag_01678711;spire_mag_01678718;spire_mag_01678720;spire_mag_01678722;spire_mag_01678730;spire_mag_01678731;spire_mag_01678732;spire_mag_01678742;spire_mag_01678743;spire_mag_01678749;spire_mag_01678753;spire_mag_01678756;spire_mag_01678757;spire_mag_01678758;spire_mag_01678762;spire_mag_01678767;spire_mag_01678768;spire_mag_01678769;spire_mag_01678775;spire_mag_01678778;spire_mag_01678779;spire_mag_01678780;spire_mag_01678782;spire_mag_01678784;spire_mag_01678790;spire_mag_01678791;spire_mag_01678792;spire_mag_01678797;spire_mag_01678802;spire_mag_01678807;spire_mag_01678811;spire_mag_01678814;spire_mag_01678820;spire_mag_01678825;spire_mag_01678827;spire_mag_01678828;spire_mag_01678833;spire_mag_01678835;spire_mag_01678838;spire_mag_01678843;spire_mag_01678845;spire_mag_01678853;spire_mag_01678857;spire_mag_01678858;spire_mag_01678860;spire_mag_01678861;spire_mag_01678862;spire_mag_01678864;spire_mag_01678867;spire_mag_01678872;spire_mag_01678875;spire_mag_01678879;spire_mag_01678882;spire_mag_01678885;spire_mag_01678890;spire_mag_01678892;spire_mag_01678901;spire_mag_01678909;spire_mag_01678913;spire_mag_01678915;spire_mag_01678916;spire_mag_01678922;spire_mag_01678927;spire_mag_01678928;spire_mag_01678930;spire_mag_01678931;spire_mag_01678933;spire_mag_01678938;spire_mag_01678943;spire_mag_01678947;spire_mag_01678948;spire_mag_01678952;spire_mag_01678967;spire_mag_01678969;spire_mag_01678972;spire_mag_01678979;spire_mag_01678998;spire_mag_01679001;spire_mag_01679003;spire_mag_01679004;spire_mag_01679011;spire_mag_01679012;spire_mag_01679015;spire_mag_01679022;spire_mag_01679025;spire_mag_01679029;spire_mag_01679032;spire_mag_01679036;spire_mag_01679043;spire_mag_01679049;spire_mag_01679050;spire_mag_01679052;spire_mag_01679058;spire_mag_01679059;spire_mag_01679062;spire_mag_01679064;spire_mag_01679067;spire_mag_01679069;spire_mag_01679071;spire_mag_01679072;spire_mag_01679073;spire_mag_01679074;spire_mag_01679091;spire_mag_01679093;spire_mag_01679098;spire_mag_01679103;spire_mag_01679104,SAMN07125045,False,,0,False,
SRR7151676,PRJNA386568,SAMN07125050,9,spire_mag_01680057;spire_mag_01680058;spire_mag_01680059;spire_mag_01680063;spire_mag_01680066;spire_mag_01680071;spire_mag_01680072;spire_mag_01680074;spire_mag_01680075,SAMN07125050,False,,0,False,
SRR7151574,PRJNA386568,SAMN07125084,0,,,False,,0,False,
SRR7151573,PRJNA386568,SAMN07125085,0,,,False,,0,False,
SRR7151594,PRJNA386568,SAMN07124952,13,spire_mag_01677652;spire_mag_01677656;spire_mag_01677658;spire_mag_01677660;spire_mag_01677662;spire_mag_01677665;spire_mag_01677668;spire_mag_01677669;spire_mag_01677671;spire_mag_01677672;spire_mag_01677675;spire_mag_01677678;spire_mag_01677685,SAMN07124952,False,,0,False,
SRR7151524,PRJNA386568,SAMN07125035,5,spire_mag_01680671;spire_mag_01680672;spire_mag_01680675;spire_mag_01680678;spire_mag_01680683,SAMN07125035,False,,0,False,
SRR7151602,PRJNA386568,SAMN07125066,1,spire_mag_01681205,SAMN07125066,False,,0,False,
SRR7151536,PRJNA386568,SAMN07125046,13,spire_mag_01681627;spire_mag_01681629;spire_mag_01681638;spire_mag_01681639;spire_mag_01681640;spire_mag_01681641;spire_mag_01681642;spire_mag_01681643;spire_mag_01681648;spire_mag_01681649;spire_mag_01681653;spire_mag_01681654;spire_mag_01681656,SAMN07125046,False,,0,False,
SRR7151605,PRJNA386568,SAMN07125067,4,spire_mag_01679800;spire_mag_01679803;spire_mag_01679804;spire_mag_01679809,SAMN07125067,False,,0,False,
SRR7151641,PRJNA386568,SAMN07125071,1,spire_mag_01680687,SAMN07125071,False,,0,False,
SRR7151666,PRJNA386568,SAMN07124947,21,spire_mag_01678434;spire_mag_01678438;spire_mag_01678439;spire_mag_01678443;spire_mag_01678444;spire_mag_01678446;spire_mag_01678448;spire_mag_01678449;spire_mag_01678450;spire_mag_01678454;spire_mag_01678455;spire_mag_01678458;spire_mag_01678460;spire_mag_01678461;spire_mag_01678464;spire_mag_01678467;spire_mag_01678469;spire_mag_01678473;spire_mag_01678475;spire_mag_01678483;spire_mag_01678486,SAMN07124947,False,,0,False,
SRR7151604,PRJNA386568,SAMN07125093,0,,,False,,0,False,
SRR7151633,PRJNA386568,SAMN07125074,10,spire_mag_01678092;spire_mag_01678093;spire_mag_01678094;spire_mag_01678096;spire_mag_01678098;spire_mag_01678102;spire_mag_01678106;spire_mag_01678107;spire_mag_01678110;spire_mag_01678111,SAMN07125074,False,,0,False,
SRR7151674,PRJNA386568,SAMN07125076,5,spire_mag_01679897;spire_mag_01679899;spire_mag_01679902;spire_mag_01679903;spire_mag_01679906,SAMN07125076,False,,0,False,
SRR7151597,PRJNA386568,SAMN07124923,23,spire_mag_01679843;spire_mag_01679845;spire_mag_01679848;spire_mag_01679850;spire_mag_01679854;spire_mag_01679855;spire_mag_01679857;spire_mag_01679858;spire_mag_01679859;spire_mag_01679862;spire_mag_01679864;spire_mag_01679865;spire_mag_01679868;spire_mag_01679873;spire_mag_01679877;spire_mag_01679878;spire_mag_01679880;spire_mag_01679881;spire_mag_01679883;spire_mag_01679886;spire_mag_01679887;spire_mag_01679893;spire_mag_01679894,SAMN07124923,False,,0,False,
SRR7151639,PRJNA386568,SAMN07125069,9,spire_mag_01677782;spire_mag_01677784;spire_mag_01677785;spire_mag_01677787;spire_mag_01677788;spire_mag_01677790;spire_mag_01677794;spire_mag_01677795;spire_mag_01677797,SAMN07125069,False,,0,False,
SRR7151607,PRJNA386568,SAMN07125088,2,spire_mag_01680830;spire_mag_01680834,SAMN07125088,False,,0,False,
SRR7151635,PRJNA386568,SAMN07125077,4,spire_mag_01682435;spire_mag_01682439;spire_mag_01682441;spire_mag_01682444,SAMN07125077,False,,0,False,
SRR7151669,PRJNA386568,SAMN07125083,9,spire_mag_01677965;spire_mag_01677967;spire_mag_01677968;spire_mag_01677970;spire_mag_01677972;spire_mag_01677973;spire_mag_01677978;spire_mag_01677979;spire_mag_01677981,SAMN07125083,False,,0,False,
SRR7151645,PRJNA386568,SAMN07125075,9,spire_mag_01681346;spire_mag_01681349;spire_mag_01681355;spire_mag_01681356;spire_mag_01681358;spire_mag_01681359;spire_mag_01681361;spire_mag_01681362;spire_mag_01681363,SAMN07125075,False,,0,False,
SRR7151634,PRJNA386568,SAMN07125078,5,spire_mag_01677897;spire_mag_01677900;spire_mag_01677901;spire_mag_01677903;spire_mag_01677904,SAMN07125078,False,,0,False,
SRR7151540,PRJNA386568,SAMN07125072,3,spire_mag_01679356;spire_mag_01679359;spire_mag_01679361,SAMN07125072,False,,0,False,
