,44.20,19683091,19683091.1,U,0,unclassified
907,0.0,4,4,S,1888195,Streptococcus himalayensis
908,0.0,4,4,S,1902136,Streptococcus sp. NPS 308
909,0.0,1,0,S,257758,Streptococcus pseudopneumoniae
910,0.0,1,1,S1,1054460,Streptococcus pseudopneumoniae IS7493
911,0.0,1062,0,G,1357,Lactococcus
912,0.0,694,102,S,1358,Lactococcus lactis
913,0.0,314,313,S1,1360,Lactococcus lactis subsp. lactis
914,0.0,1,1,S2,1399116,Lactococcus lactis subsp. lactis KLDS 4.0325
915,0.0,278,186,S1,1359,Lactococcus lactis subsp. cremoris
916,0.0,63,63,S2,1104322,Lactococcus lactis subsp. cremoris A76
917,0.0,29,29,S2,1295826,Lactococcus lactis subsp. cremoris KW2
918,0.0,171,167,S,1364,Lactococcus piscium
919,0.0,4,4,S1,297352,Lactococcus piscium MKFS47
920,0.0,167,167,S,1363,Lactococcus garvieae
921,0.0,30,30,S,1366,Lactococcus raffinolactis
922,0.02,7572,22,F,33958,Lactobacillaceae
923,0.02,6787,621,G,1578,Lactobacillus
924,0.0,911,0,S,1623,Lactobacillus ruminis
925,0.0,911,911,S1,1069534,Lactobacillus ruminis ATCC 27782
926,0.0,546,90,G1,655183,Lactobacillus casei group
927,0.0,454,441,S,1582,Lactobacillus casei
928,0.0,11,11,S1,1051650,Lactobacillus casei 12A
929,0.0,2,2,S1,219334,Lactobacillus casei subsp. casei ATCC 393
930,0.0,2,2,S,1597,Lactobacillus paracasei
931,0.0,394,391,S,1624,Lactobacillus salivarius
932,0.0,3,3,S1,1194971,Lactobacillus salivarius str. Ren
933,0.0,350,220,S,33959,Lactobacillus johnsonii
934,0.0,101,101,S1,633699,Lactobacillus johnsonii FI9785
935,0.0,17,17,S1,909954,Lactobacillus johnsonii DPC 6026
936,0.0,12,12,S1,257314,Lactobacillus johnsonii NCC 533
937,0.0,340,324,S,47715,Lactobacillus rhamnosus
938,0.0,15,15,S1,1380361,Lactobacillus rhamnosus DSM 14870
939,0.0,1,1,S1,568704,Lactobacillus rhamnosus Lc 705
940,0.0,267,267,S,1601,Lactobacillus agilis
941,0.0,253,252,S,1604,Lactobacillus amylovorus
942,0.0,1,1,S1,695562,Lactobacillus amylovorus GRL1118
943,0.0,247,132,S,1584,Lactobacillus delbrueckii
944,0.0,102,102,S1,83684,Lactobacillus delbrueckii subsp. delbrueckii
945,0.0,8,3,S1,1585,Lactobacillus delbrueckii subsp. bulgaricus
946,0.0,5,5,S2,767455,Lactobacillus delbrueckii subsp. bulgaricus ND02
947,0.0,2,2,S1,249265,Lactobacillus delbrueckii subsp. indicus
948,0.0,2,2,S1,1050107,Lactobacillus delbrueckii subsp. sunkii
949,0.0,1,0,S1,29397,Lactobacillus delbrueckii subsp. lactis
950,0.0,1,1,S2,888027,Lactobacillus delbrueckii subsp. lactis DSM 20072
951,0.0,209,209,S,152331,Lactobacillus parabuchneri
952,0.0,203,176,S,1587,Lactobacillus helveticus
953,0.0,27,27,S1,880633,Lactobacillus helveticus R0052
954,0.0,200,83,S,1596,Lactobacillus gasseri
955,0.0,116,116,S1,324831,Lactobacillus gasseri ATCC 33323 = JCM 1131
956,0.0,1,1,S1,1380360,Lactobacillus gasseri DSM 14869
957,0.0,175,162,S,1590,Lactobacillus plantarum
958,0.0,13,13,S1,337330,Lactobacillus plantarum subsp. plantarum
959,0.0,174,172,S,1598,Lactobacillus reuteri
960,0.0,2,2,S1,491077,Lactobacillus reuteri SD2112
961,0.0,163,163,S,1599,Lactobacillus sakei
962,0.0,158,158,S,89059,Lactobacillus acidipiscis
963,0.0,157,157,S,240427,Lactobacillus paracollinoides
964,0.0,149,149,S,28038,Lactobacillus curvatus
965,0.0,139,93,S,1589,Lactobacillus pentosus
966,0.0,46,46,S1,1136177,Lactobacillus pentosus KCA1
967,0.0,123,123,S,2099789,Lactobacillus sp. CBA3606
968,0.0,112,112,S,267363,Lactobacillus zymae
969,0.0,97,97,S,164393,Lactobacillus fuchuensis
970,0.0,81,0,S,97478,Lactobacillus mucosae
971,0.0,81,81,S1,1130798,Lactobacillus mucosae LM1
972,0.0,78,78,S,1007676,Lactobacillus ginsenosidimutans
973,0.0,77,77,S,1600,Lactobacillus acetotolerans
974,0.0,69,0,S,293371,Lactobacillus oligofermentans
975,0.0,69,69,S1,1423778,Lactobacillus oligofermentans DSM 15707 = LMG 22743
976,0.0,50,0,S,1612,Lactobacillus farciminis
977,0.0,50,50,S1,936140,Lactobacillus farciminis KCTC 3681 = DSM 20184
978,0.0,43,43,S,303541,Lactobacillus apis
979,0.0,43,43,S,1580,Lactobacillus brevis
980,0.0,42,42,S,1218493,Lactobacillus kullabergensis
981,0.0,41,41,S,148814,Lactobacillus kunkeei
982,0.0,34,0,S,1603,Lactobacillus amylophilus
983,0.0,34,34,S1,1423721,Lactobacillus amylophilus DSM 20533 = JCM 1125
984,0.0,31,0,S,1602,Lactobacillus alimentarius
985,0.0,31,31,S1,1423720,Lactobacillus alimentarius DSM 20249
986,0.0,30,30,S,1074467,Lactobacillus heilongjiangensis
987,0.0,27,27,S,637971,Lactobacillus koreensis
988,0.0,21,21,S,83683,Lactobacillus amylolyticus
989,0.0,19,19,S,1622,Lactobacillus murinus
990,0.0,18,0,S,1581,Lactobacillus buchneri
991,0.0,18,18,S1,1071400,Lactobacillus buchneri CD034
992,0.0,14,14,S,1613,Lactobacillus fermentum
993,0.0,12,4,S,109790,Lactobacillus jensenii
994,0.0,8,8,S1,525329,Lactobacillus jensenii JV-V16
995,0.0,10,6,S,1579,Lactobacillus acidophilus
996,0.0,4,4,S1,272621,Lactobacillus acidophilus NCFM
997,0.0,9,0,S,1193095,Lactobacillus hokkaidonensis
998,0.0,9,9,S1,1291742,Lactobacillus hokkaidonensis JCM 18461
999,0.0,9,7,S,1610,Lactobacillus coryniformis
1000,0.0,2,0,S1,115542,Lactobacillus coryniformis subsp. torquens
1001,0.0,2,2,S2,1423822,Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535
1002,0.0,7,0,S,1625,Lactobacillus sanfranciscensis
1003,0.0,7,7,S1,714313,Lactobacillus sanfranciscensis TMW 1.1304
1004,0.0,6,6,S,375175,Lactobacillus backii
1005,0.0,5,5,S,1218494,Lactobacillus helsingborgensis
1006,0.0,5,0,S,47770,Lactobacillus crispatus
1007,0.0,5,5,S1,748671,Lactobacillus crispatus ST1
1008,0.0,4,4,S,60520,Lactobacillus paraplantarum
1009,0.0,4,4,S,1847728,Lactobacillus allii
1010,0.0,4,0,S,267818,Lactobacillus kefiranofaciens
1011,0.0,4,4,S1,1033837,Lactobacillus kefiranofaciens ZW3
1012,0.0,3,3,S,392416,Lactobacillus crustorum
1013,0.0,1,1,S,53444,Lactobacillus lindneri
1014,0.0,1,1,S,2099788,Lactobacillus sp. CBA3605
1015,0.0,1,1,S,52242,Lactobacillus gallinarum
1016,0.0,763,0,G,1253,Pediococcus
1017,0.0,272,134,S,1255,Pediococcus pentosaceus
1018,0.0,138,138,S1,1408206,Pediococcus pentosaceus SL4
1019,0.0,234,0,G1,1670797,Pediococcus acidilactici group
1020,0.0,234,234,S,1254,Pediococcus acidilactici
1021,0.0,137,137,S,114090,Pediococcus inopinatus
1022,0.0,109,109,S,51663,Pediococcus damnosus
1023,0.0,11,11,S,187452,Pediococcus claussenii
1024,0.02,7037,76,F,81852,Enterococcaceae
1025,0.01,6657,148,G,1350,Enterococcus
1026,0.01,3823,3614,S,1352,Enterococcus faecium
1027,0.0,188,188,S1,1155766,Enterococcus faecium Aus0004
1028,0.0,16,16,S1,333849,Enterococcus faecium DO
1029,0.0,5,5,S1,1344042,Enterococcus faecium T110
1030,0.0,500,437,S,1351,Enterococcus faecalis
1031,0.0,45,45,S1,226185,Enterococcus faecalis V583
1032,0.0,17,17,S1,1206105,Enterococcus faecalis D32
1033,0.0,1,1,S1,1201292,Enterococcus faecalis ATCC 29212
1034,0.0,422,422,S,44008,Enterococcus cecorum
1035,0.0,422,422,S,2005703,Enterococcus wangshanyuanii
1036,0.0,289,275,S,1354,Enterococcus hirae
1037,0.0,14,14,S1,768486,Enterococcus hirae ATCC 9790
1038,0.0,276,276,S,160453,Enterococcus gilvus
1039,0.0,228,228,S,53345,Enterococcus durans
1040,0.0,206,203,S,53346,Enterococcus mundtii
1041,0.0,3,3,S1,1300150,Enterococcus mundtii QU 25
1042,0.0,160,160,S,2060307,Enterococcus sp. FDAARGOS_375
1043,0.0,103,103,S,2057791,Enterococcus sp. CR-Ec1
1044,0.0,43,43,S,2060306,Enterococcus sp. FDAARGOS_163
1045,0.0,20,0,S,37734,Enterococcus casseliflavus
1046,0.0,20,20,S1,565655,Enterococcus casseliflavus EC20
1047,0.0,17,17,S,417368,Enterococcus thailandicus
1048,0.0,169,1,G,2737,Vagococcus
1049,0.0,99,99,S,633807,Vagococcus penaei
1050,0.0,69,69,S,519472,Vagococcus teuberi
1051,0.0,86,0,G,51668,Tetragenococcus
1052,0.0,86,16,S,51669,Tetragenococcus halophilus
1053,0.0,70,70,S1,945021,Tetragenococcus halophilus NBRC 12172
1054,0.0,49,0,G,33969,Melissococcus
1055,0.0,49,41,S,33970,Melissococcus plutonius
1056,0.0,8,8,S1,1090974,Melissococcus plutonius DAT561
1057,0.0,1335,0,F,186828,Carnobacteriaceae
1058,0.0,950,6,G,2747,Carnobacterium
1059,0.0,404,0,S,2751,Carnobacterium maltaromaticum
1060,0.0,404,404,S1,1234679,Carnobacterium maltaromaticum LMA28
1061,0.0,207,207,S,1564681,Carnobacterium sp. CP1
1062,0.0,153,153,S,208596,Carnobacterium sp. 17-4
1063,0.0,141,141,S,2748,Carnobacterium divergens
1064,0.0,39,0,S,147709,Carnobacterium inhibens
1065,0.0,39,39,S1,1266845,Carnobacterium inhibens subsp. gilichinskyi
1066,0.0,200,0,G,191769,Marinilactibacillus
1067,0.0,200,200,S,1911586,Marinilactibacillus sp. 15R
1068,0.0,185,0,G,1470540,Jeotgalibaca
1069,0.0,157,157,S,708126,Jeotgalibaca dankookensis
1070,0.0,28,28,S,1903686,Jeotgalibaca sp. PTS2502
1071,0.0,622,2,F,81850,Leuconostocaceae
1072,0.0,439,211,G,1243,Leuconostoc
1073,0.0,109,0,S,1252,Leuconostoc carnosum
1074,0.0,109,109,S1,1229758,Leuconostoc carnosum JB16
1075,0.0,61,4,S,1245,Leuconostoc mesenteroides
1076,0.0,57,57,S1,33967,Leuconostoc mesenteroides subsp. mesenteroides
1077,0.0,31,30,S,33964,Leuconostoc citreum
1078,0.0,1,1,S1,349519,Leuconostoc citreum KM20
1079,0.0,23,2,S,1244,Leuconostoc gelidum
1080,0.0,21,21,S1,115778,Leuconostoc gelidum subsp. gasicomitatum
1081,0.0,4,4,S,1511761,Leuconostoc suionicum
1082,0.0,104,0,G,46254,Oenococcus
1083,0.0,101,101,S,1247,Oenococcus oeni
1084,0.0,3,0,S,336988,Oenococcus kitaharae
1085,0.0,3,3,S1,1045004,Oenococcus kitaharae DSM 17330
1086,0.0,77,6,G,46255,Weissella
1087,0.0,22,22,S,137591,Weissella cibaria
1088,0.0,17,17,S,1629,Weissella viridescens
1089,0.0,15,15,S,759620,Weissella ceti
1090,0.0,8,8,S,165096,Weissella koreensis
1091,0.0,5,5,S,1249,Weissella paramesenteroides
1092,0.0,4,4,S,1631871,Weissella jogaejeotgali
1093,0.0,443,0,F,186827,Aerococcaceae
1094,0.0,443,27,G,1375,Aerococcus
1095,0.0,156,117,S,1376,Aerococcus urinae
1096,0.0,39,39,S1,866775,Aerococcus urinae ACS-120-V-Col10a
1097,0.0,132,132,S,119206,Aerococcus sanguinicola
1098,0.0,73,73,S,87541,Aerococcus christensenii
1099,0.0,35,35,S,51665,Aerococcus urinaeequi
1100,0.0,20,20,S,128944,Aerococcus urinaehominis
1101,0.0,1,0,O1,186830,unclassified Lactobacillales
1102,0.0,1,0,O2,263855,unclassified Lactobacillales (miscellaneous)
1103,0.0,1,1,S,1993866,Lactobacillales bacterium
1104,0.08,36220,0,C,526524,Erysipelotrichia
1105,0.08,36220,0,O,526525,Erysipelotrichales
1106,0.08,36220,5373,F,128827,Erysipelotrichaceae
1107,0.06,26542,0,G,1573534,Faecalitalea
1108,0.06,26542,0,S,39483,Faecalitalea cylindroides
1109,0.06,26542,26542,S1,717960,Faecalitalea cylindroides T2-87
1110,0.01,2662,0,G,191303,Turicibacter
1111,0.01,2662,2662,S,1712675,Turicibacter sp. H121
1112,0.0,1459,0,G,1729679,Faecalibaculum
1113,0.0,1459,1459,S,1702221,Faecalibaculum rodentium
1114,0.0,184,1,G,1647,Erysipelothrix
1115,0.0,116,116,S,1514105,Erysipelothrix larvae
1116,0.0,67,67,S,1648,Erysipelothrix rhusiopathiae
1117,0.01,6277,1,C,1737404,Tissierellia
1118,0.01,6230,0,O,1737405,Tissierellales
1119,0.01,4939,1,F,1570339,Peptoniphilaceae
1120,0.01,3504,0,G,1161127,Murdochiella
1121,0.01,3504,3504,S,1852373,Murdochiella vaginalis
1122,0.0,637,0,G,162289,Peptoniphilus
1123,0.0,637,637,S,1912856,Peptoniphilus sp. ING2-D1G
1124,0.0,383,0,G,165779,Anaerococcus
1125,0.0,224,0,S,33034,Anaerococcus prevotii
1126,0.0,224,224,S1,525919,Anaerococcus prevotii DSM 20548
1127,0.0,159,159,S,1870984,Anaerococcus mediterraneensis
1128,0.0,232,0,G,150022,Finegoldia
1129,0.0,232,66,S,1260,Finegoldia magna
1130,0.0,138,138,S1,334413,Finegoldia magna ATCC 29328
1131,0.0,28,28,S1,525282,Finegoldia magna ATCC 53516
1132,0.0,182,0,G,543311,Parvimonas
1133,0.0,182,182,S,33033,Parvimonas micra
1134,0.0,831,0,F,1737406,Tissierellaceae
1135,0.0,831,0,S,45497,[Clostridium] ultunense
1136,0.0,831,831,S1,1288971,[Clostridium] ultunense Esp
1137,0.0,460,0,F,2042895,Gottschalkiaceae
1138,0.0,460,0,G,1505664,Gottschalkia
1139,0.0,460,0,S,1556,Gottschalkia acidurici
1140,0.0,460,460,S1,1128398,Gottschalkia acidurici 9a
1141,0.0,46,0,C1,1737407,unclassified Tissierellia
1142,0.0,46,0,G,1582879,Ezakiella
1143,0.0,46,46,S,1852374,Ezakiella massiliensis
1144,0.0,1008,0,P1,33974,unclassified Firmicutes sensu stricto
1145,0.0,537,0,G,1930845,Ndongobacter
1146,0.0,537,537,S,1871025,Ndongobacter massiliensis
1147,0.0,471,0,P2,84086,unclassified Firmicutes sensu stricto (miscellaneous)
1148,0.0,471,471,S,243899,endosymbiont 'TC1' of Trimyema compressum
1149,0.0,168,0,C,1676648,Limnochordia
1150,0.0,168,0,O,1676649,Limnochordales
1151,0.0,168,0,F,1676650,Limnochordaceae
1152,0.0,168,0,G,1676651,Limnochorda
1153,0.0,168,168,S,1555112,Limnochorda pilosa
1154,1.07,474477,1012,P,201174,Actinobacteria
1155,0.94,419970,5374,C,1760,Actinobacteria
1156,0.83,370920,0,O,85004,Bifidobacteriales
1157,0.83,370920,187,F,31953,Bifidobacteriaceae
1158,0.83,370207,77589,G,1678,Bifidobacterium
1159,0.58,258681,0,S,1686,Bifidobacterium catenulatum
1160,0.58,258681,258681,S1,566552,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
1161,0.06,25496,25098,S,1685,Bifidobacterium breve
1162,0.0,298,298,S1,1385942,Bifidobacterium breve 689b
1163,0.0,42,42,S1,1385940,Bifidobacterium breve JCM 7019
1164,0.0,24,24,S1,936351,Bifidobacterium breve S27
1165,0.0,10,10,S1,866777,Bifidobacterium breve ACS-071-V-Sch8b
1166,0.0,10,10,S1,1385939,Bifidobacterium breve JCM 7017
1167,0.0,9,9,S1,1385938,Bifidobacterium breve 12L
1168,0.0,3,3,S1,326426,Bifidobacterium breve UCC2003
1169,0.0,2,2,S1,518634,Bifidobacterium breve DSM 20213 = JCM 1192
1170,0.0,2160,2116,S,1681,Bifidobacterium bifidum
1171,0.0,32,32,S1,702459,Bifidobacterium bifidum PRL2010
1172,0.0,8,8,S1,484020,Bifidobacterium bifidum BGN4
1173,0.0,2,2,S1,500634,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456
1174,0.0,2,2,S1,883062,Bifidobacterium bifidum S17
1175,0.0,2078,997,S,216816,Bifidobacterium longum
1176,0.0,1047,1041,S1,1682,Bifidobacterium longum subsp. infantis
1177,0.0,6,6,S2,391904,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
1178,0.0,34,5,S1,1679,Bifidobacterium longum subsp. longum
1179,0.0,20,20,S2,722911,Bifidobacterium longum subsp. longum F8
1180,0.0,4,4,S2,890402,Bifidobacterium longum subsp. longum BBMN68
1181,0.0,2,2,S2,1035817,Bifidobacterium longum subsp. longum KACC 91563
1182,0.0,2,2,S2,1300227,Bifidobacterium longum subsp. longum GT15
1183,0.0,1,1,S2,565042,Bifidobacterium longum subsp. longum JCM 1217
1184,0.0,920,410,S,1683,Bifidobacterium angulatum
1185,0.0,510,510,S1,518635,Bifidobacterium angulatum DSM 20098 = JCM 7096
1186,0.0,758,49,S,630129,Bifidobacterium kashiwanohense
1187,0.0,411,411,S1,1150460,Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
1188,0.0,298,298,S1,1447716,Bifidobacterium kashiwanohense PV20-2
1189,0.0,449,0,S,28026,Bifidobacterium pseudocatenulatum
1190,0.0,449,449,S1,547043,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
1191,0.0,377,369,S,1680,Bifidobacterium adolescentis
1192,0.0,8,8,S1,367928,Bifidobacterium adolescentis ATCC 15703
1193,0.0,318,318,S,1689,Bifidobacterium dentium
1194,0.0,315,118,S,28025,Bifidobacterium animalis
1195,0.0,166,135,S1,302912,Bifidobacterium animalis subsp. animalis
1196,0.0,31,31,S2,703613,Bifidobacterium animalis subsp. animalis ATCC 25527
1197,0.0,31,29,S1,302911,Bifidobacterium animalis subsp. lactis
1198,0.0,2,2,S2,1316911,Bifidobacterium animalis subsp. lactis KLDS2.0603
1199,0.0,279,0,S,158787,Bifidobacterium scardovii
1200,0.0,279,279,S1,1150461,Bifidobacterium scardovii JCM 12489 = DSM 13734
1201,0.0,226,226,S,1684,Bifidobacterium asteroides
1202,0.0,201,201,S,35760,Bifidobacterium choerinum
1203,0.0,174,0,S,33905,Bifidobacterium thermophilum
1204,0.0,174,174,S1,1254439,Bifidobacterium thermophilum RBL67
1205,0.0,93,0,S,1691,Bifidobacterium indicum
1206,0.0,93,93,S1,1341694,Bifidobacterium indicum LMG 11587 = DSM 20214
1207,0.0,73,57,S,1694,Bifidobacterium pseudolongum
1208,0.0,13,0,S1,1690,Bifidobacterium pseudolongum subsp. globosum
1209,0.0,13,13,S2,1410605,Bifidobacterium pseudolongum subsp. globosum DSM 20092
1210,0.0,3,3,S1,1447715,Bifidobacterium pseudolongum PV8-2
1211,0.0,18,0,S,638619,Bifidobacterium actinocoloniiforme
1212,0.0,18,18,S1,1437605,Bifidobacterium actinocoloniiforme DSM 22766
1213,0.0,2,2,S,1687,Bifidobacterium coryneforme
1214,0.0,226,0,G,2701,Gardnerella
1215,0.0,226,212,S,2702,Gardnerella vaginalis
1216,0.0,12,12,S1,553190,Gardnerella vaginalis 409-05
1217,0.0,2,2,S1,1009464,Gardnerella vaginalis HMP9231
1218,0.0,198,0,G,196082,Parascardovia
1219,0.0,198,0,S,78258,Parascardovia denticolens
1220,0.0,198,198,S1,864564,Parascardovia denticolens DSM 10105 = JCM 12538
1221,0.0,102,0,G,196081,Scardovia
1222,0.0,102,0,S,78259,Scardovia inopinata
1223,0.0,102,102,S1,1150468,Scardovia inopinata JCM 12537
1224,0.03,11625,551,O,85007,Corynebacteriales
1225,0.01,4108,0,F,1653,Corynebacteriaceae
1226,0.01,4108,828,G,1716,Corynebacterium
1227,0.0,259,259,S,1718,Corynebacterium glutamicum
1228,0.0,182,0,S,1121358,Corynebacterium doosanense
1229,0.0,182,182,S1,558173,Corynebacterium doosanense CAU 212 = DSM 45436
1230,0.0,181,181,S,161895,Corynebacterium phocae
1231,0.0,131,131,S,1050174,Corynebacterium epidermidicanis
1232,0.0,128,128,S,65058,Corynebacterium ulcerans
1233,0.0,118,118,S,146827,Corynebacterium simulans
1234,0.0,114,114,S,38302,Corynebacterium mycetoides
1235,0.0,113,0,S,1408191,Corynebacterium deserti
1236,0.0,113,113,S1,931089,Corynebacterium deserti GIMN1.010
1237,0.0,108,0,S,89154,Corynebacterium terpenotabidum
1238,0.0,108,108,S1,1200352,Corynebacterium terpenotabidum Y-11
1239,0.0,106,106,S,1719,Corynebacterium pseudotuberculosis
1240,0.0,105,105,S,136857,Corynebacterium testudinoris
1241,0.0,101,101,S,35757,Corynebacterium cystitidis
1242,0.0,98,98,S,571915,Corynebacterium mustelae
1243,0.0,98,98,S,1072256,Corynebacterium uterequi
1244,0.0,95,0,S,152794,Corynebacterium efficiens
1245,0.0,95,95,S1,196164,Corynebacterium efficiens YS-314
1246,0.0,90,0,S,1721,Corynebacterium callunae
1247,0.0,90,90,S1,1121353,Corynebacterium callunae DSM 20147
1248,0.0,88,62,S,38289,Corynebacterium jeikeium
1249,0.0,26,26,S1,306537,Corynebacterium jeikeium K411
1250,0.0,82,82,S,156978,Corynebacterium imitans
1251,0.0,81,81,S,156976,Corynebacterium riegelii
1252,0.0,81,81,S,2080740,Corynebacterium sp. 2183
1253,0.0,78,0,S,191493,Corynebacterium sphenisci
1254,0.0,78,78,S1,1437874,Corynebacterium sphenisci DSM 44792
1255,0.0,66,0,S,38288,Corynebacterium genitalium
1256,0.0,66,66,S1,585529,Corynebacterium genitalium ATCC 33030
1257,0.0,62,62,S,1697,Corynebacterium ammoniagenes
1258,0.0,61,61,S,43770,Corynebacterium striatum
1259,0.0,54,54,S,1652495,Corynebacterium crudilactis
1260,0.0,44,44,S,191610,Corynebacterium atypicum
1261,0.0,39,39,S,2079535,Corynebacterium sp. 2184
1262,0.0,39,0,S,1230998,Corynebacterium frankenforstense
1263,0.0,39,39,S1,1437875,Corynebacterium frankenforstense DSM 45800
1264,0.0,38,38,S,1737425,Corynebacterium provencense
1265,0.0,34,0,S,38305,Corynebacterium vitaeruminis
1266,0.0,34,34,S1,1224164,Corynebacterium vitaeruminis DSM 20294
1267,0.0,32,32,S,401472,Corynebacterium ureicelerivorans
1268,0.0,31,31,S,702967,Corynebacterium sp. NML98-0116
1269,0.0,26,0,S,1404244,Corynebacterium glyciniphilum
1270,0.0,26,26,S1,1404245,Corynebacterium glyciniphilum AJ 3170
1271,0.0,23,23,S,1487956,Corynebacterium sp. ATCC 6931
1272,0.0,22,0,S,1231000,Corynebacterium lactis
1273,0.0,22,22,S1,1408189,Corynebacterium lactis RW2-5
1274,0.0,22,0,S,169292,Corynebacterium aurimucosum
1275,0.0,22,22,S1,548476,Corynebacterium aurimucosum ATCC 700975
1276,0.0,21,0,S,258224,Corynebacterium resistens
1277,0.0,21,21,S1,662755,Corynebacterium resistens DSM 45100
1278,0.0,21,21,S,187491,Corynebacterium glaucum
1279,0.0,19,0,S,160386,Corynebacterium casei
1280,0.0,19,19,S1,1285583,Corynebacterium casei LMG S-19264
1281,0.0,19,19,S,1724,Corynebacterium renale
1282,0.0,18,0,S,349751,Corynebacterium marinum
1283,0.0,18,18,S1,1224162,Corynebacterium marinum DSM 44953
1284,0.0,15,0,S,42817,Corynebacterium argentoratense
1285,0.0,15,15,S1,1348662,Corynebacterium argentoratense DSM 44202
1286,0.0,15,0,S,1727,Corynebacterium variabile
1287,0.0,15,15,S1,858619,Corynebacterium variabile DSM 44702
1288,0.0,14,10,S,1717,Corynebacterium diphtheriae
1289,0.0,3,3,S1,698973,Corynebacterium diphtheriae BH8
1290,0.0,1,0,S1,1806053,Corynebacterium diphtheriae bv. mitis
1291,0.0,1,1,S2,1450520,Corynebacterium diphtheriae bv. mitis str. ISS 3319
1292,0.0,13,0,S,203263,Corynebacterium aquilae
1293,0.0,13,13,S1,1431546,Corynebacterium aquilae DSM 44791
1294,0.0,13,13,S,441500,Corynebacterium timonense
1295,0.0,13,13,S,38301,Corynebacterium minutissimum
1296,0.0,12,0,S,108486,Corynebacterium falsenii
1297,0.0,12,12,S1,1451189,Corynebacterium falsenii DSM 44353
1298,0.0,12,0,S,1223514,Corynebacterium humireducens
1299,0.0,12,12,S1,1223515,Corynebacterium humireducens NBRC 106098 = DSM 45392
1300,0.0,10,10,S,43771,Corynebacterium urealyticum
1301,0.0,10,0,S,225326,Corynebacterium halotolerans
1302,0.0,10,10,S1,1121362,Corynebacterium halotolerans YIM 70093 = DSM 44683
1303,0.0,7,0,S,575200,Corynebacterium maris
1304,0.0,7,7,S1,1224163,Corynebacterium maris DSM 45190
1305,0.0,6,6,S,28028,Corynebacterium flavescens
1306,0.0,4,4,S,35755,Corynebacterium kutscheri
1307,0.0,3,3,S,1705,Corynebacterium stationis
1308,0.0,2,2,S,161896,Corynebacterium camporealensis
1309,0.0,2,0,S,161879,Corynebacterium kroppenstedtii
1310,0.0,2,2,S1,645127,Corynebacterium kroppenstedtii DSM 44385
1311,0.0,1,1,S,161899,Corynebacterium singulare
1312,0.01,3902,432,F,1762,Mycobacteriaceae
1313,0.0,1864,715,G,1763,Mycobacterium
1314,0.0,319,16,G1,120793,Mycobacterium avium complex (MAC)
1315,0.0,163,135,S,1764,Mycobacterium avium
1316,0.0,21,21,S1,1770,Mycobacterium avium subsp. paratuberculosis
1317,0.0,5,5,S1,439334,Mycobacterium avium subsp. hominissuis
1318,0.0,2,2,S1,243243,Mycobacterium avium 104
1319,0.0,94,0,S,339268,Mycobacterium colombiense
1320,0.0,94,94,S1,1041522,Mycobacterium colombiense CECT 3035
1321,0.0,22,22,S,222805,Mycobacterium chimaera
1322,0.0,13,2,S,1767,Mycobacterium intracellulare
1323,0.0,6,6,S1,1299331,Mycobacterium intracellulare 1956
1324,0.0,5,0,S1,35617,Mycobacterium intracellulare subsp. intracellulare
1325,0.0,5,5,S2,1232724,Mycobacterium intracellulare subsp. intracellulare MTCC 9506
1326,0.0,11,11,S,701042,Mycobacterium marseillense
1327,0.0,235,235,S,212767,Mycobacterium sp. JS623
1328,0.0,145,145,S,1545728,Mycobacterium sp. EPa45
1329,0.0,107,0,G1,77643,Mycobacterium tuberculosis complex
1330,0.0,100,92,S,1773,Mycobacterium tuberculosis
1331,0.0,7,7,S1,83332,Mycobacterium tuberculosis H37Rv
1332,0.0,1,1,S1,1334084,Mycobacterium tuberculosis 1821ADB45
1333,0.0,7,1,S,78331,Mycobacterium canettii
1334,0.0,5,5,S1,1048245,Mycobacterium canettii CIPT 140010059
1335,0.0,1,1,S1,1205675,Mycobacterium canettii CIPT 140070008
1336,0.0,98,98,S,482462,Mycobacterium dioxanotrophicus
1337,0.0,58,58,S,1768,Mycobacterium kansasii
1338,0.0,44,44,S,1879023,Mycobacterium sp. djl-10
1339,0.0,41,41,S,1769,Mycobacterium leprae
1340,0.0,32,0,G1,2249310,Mycobacterium simiae complex
1341,0.0,25,25,S,1784,Mycobacterium simiae
1342,0.0,7,7,S,722731,Mycobacterium shigaense
1343,0.0,26,26,S,1273687,Mycobacterium sp. VKM Ac-1817D
1344,0.0,18,18,S,1781,Mycobacterium marinum
1345,0.0,15,15,S,1936029,Mycobacterium sp. MS1601
1346,0.0,10,0,S,29311,Mycobacterium haemophilum
1347,0.0,10,10,S1,1202450,Mycobacterium haemophilum DSM 44634
1348,0.0,1,1,S,164757,Mycobacterium sp. JLS
1349,0.0,985,23,G,1866885,Mycolicibacterium
1350,0.0,190,52,S,1772,Mycolicibacterium smegmatis
1351,0.0,138,138,S1,1214915,Mycolicibacterium smegmatis MKD8
