,38.71,19483860,19483860.1,U,0,unclassified
2087,0.0,582,213,G,416916,Aggregatibacter
2088,0.0,295,295,S,732,Aggregatibacter aphrophilus
2089,0.0,61,61,S,714,Aggregatibacter actinomycetemcomitans
2090,0.0,13,0,S,739,Aggregatibacter segnis
2091,0.0,13,13,S1,888057,Aggregatibacter segnis ATCC 33393
2092,0.0,551,0,G,724,Haemophilus
2093,0.0,506,324,S,727,Haemophilus influenzae
2094,0.0,182,182,S1,866630,Haemophilus influenzae F3031
2095,0.0,36,36,S,726,Haemophilus haemolyticus
2096,0.0,2,2,S,729,Haemophilus parainfluenzae
2097,0.0,2,2,S,730,[Haemophilus] ducreyi
2098,0.0,2,2,S,249188,Haemophilus pittmaniae
2099,0.0,2,2,S,712310,Haemophilus sp. oral taxon 036
2100,0.0,1,1,S,197575,Haemophilus aegyptius
2101,0.0,127,0,G,745,Pasteurella
2102,0.0,104,78,S,747,Pasteurella multocida
2103,0.0,21,21,S1,1304890,Pasteurella multocida OH1905
2104,0.0,5,0,S1,44283,Pasteurella multocida subsp. multocida
2105,0.0,5,5,S2,1304873,Pasteurella multocida subsp. multocida OH4807
2106,0.0,23,23,S,754,Pasteurella dagmatis
2107,0.0,87,1,G,75984,Mannheimia
2108,0.0,56,56,S,75985,Mannheimia haemolytica
2109,0.0,24,22,S,85404,Mannheimia varigena
2110,0.0,2,2,S1,1434214,Mannheimia varigena USDA-ARS-USMARC-1312
2111,0.0,6,6,S,1432056,Mannheimia sp. USDA-ARS-USMARC-1261
2112,0.0,68,0,G,2094023,Glaesserella
2113,0.0,68,68,S,738,Glaesserella parasuis
2114,0.0,67,18,G,713,Actinobacillus
2115,0.0,27,0,S,67854,Actinobacillus succinogenes
2116,0.0,27,27,S1,339671,Actinobacillus succinogenes 130Z
2117,0.0,19,19,S,189834,Actinobacillus porcitonsillarum
2118,0.0,3,3,S,715,Actinobacillus pleuropneumoniae
2119,0.0,50,0,F1,1524964,unclassified Pasteurellaceae
2120,0.0,50,0,F2,67757,unclassified Pasteurellaceae (miscellaneous)
2121,0.0,50,50,S,1679001,Pasteurellaceae bacterium NI1060
2122,0.0,46,0,G,697331,Basfia
2123,0.0,46,0,S,157673,[Mannheimia] succiniciproducens
2124,0.0,46,46,S1,221988,[Mannheimia] succiniciproducens MBEL55E
2125,0.0,26,0,G,214906,Histophilus
2126,0.0,26,23,S,731,Histophilus somni
2127,0.0,2,2,S1,205914,Histophilus somni 129PT
2128,0.0,1,1,S1,228400,Histophilus somni 2336
2129,0.0,13,0,G,476528,Bibersteinia
2130,0.0,13,13,S,47735,Bibersteinia trehalosi
2131,0.0,2,0,G,155493,Gallibacterium
2132,0.0,2,0,S,750,Gallibacterium anatis
2133,0.0,2,2,S1,1005058,Gallibacterium anatis UMN179
2134,0.0,728,0,O,135618,Methylococcales
2135,0.0,728,0,F,403,Methylococcaceae
2136,0.0,600,305,G,416,Methylomonas
2137,0.0,198,0,S,421,Methylomonas methanica
2138,0.0,198,198,S1,857087,Methylomonas methanica MC09
2139,0.0,66,66,S,1538553,Methylomonas denitrificans
2140,0.0,26,26,S,702114,Methylomonas koyamae
2141,0.0,5,5,S,1727196,Methylomonas sp. DH-1
2142,0.0,81,0,G,413,Methylococcus
2143,0.0,81,0,S,414,Methylococcus capsulatus
2144,0.0,81,81,S1,243233,Methylococcus capsulatus str. Bath
2145,0.0,31,0,G,39773,Methylomicrobium
2146,0.0,31,0,S,271065,Methylomicrobium alcaliphilum
2147,0.0,31,31,S1,1091494,Methylomicrobium alcaliphilum 20Z
2148,0.0,16,0,G,762296,Methylovulum
2149,0.0,16,16,S,1704499,Methylovulum psychrotolerans
2150,0.0,679,0,O,72273,Thiotrichales
2151,0.0,505,1,F,34064,Francisellaceae
2152,0.0,498,200,G,262,Francisella
2153,0.0,180,0,S,954,Francisella persica
2154,0.0,180,180,S1,1086726,Francisella persica ATCC VR-331
2155,0.0,82,82,S,1542390,Francisella sp. CA97-1460
2156,0.0,11,11,S,2007306,Francisella sp. FDC440
2157,0.0,7,3,S,263,Francisella tularensis
2158,0.0,3,3,S1,264,Francisella tularensis subsp. novicida
2159,0.0,1,0,S1,119857,Francisella tularensis subsp. holarctica
2160,0.0,1,1,S2,393011,Francisella tularensis subsp. holarctica OSU18
2161,0.0,7,7,S,28110,Francisella philomiragia
2162,0.0,6,6,S,549298,Francisella halioticida
2163,0.0,3,0,S,657445,Francisella noatunensis
2164,0.0,2,2,S1,299583,Francisella noatunensis subsp. orientalis
2165,0.0,1,0,S1,360196,Francisella noatunensis subsp. noatunensis
2166,0.0,1,1,S2,1089433,Francisella noatunensis subsp. noatunensis FSC772
2167,0.0,1,1,S,573570,Francisella sp. TX077310
2168,0.0,1,1,S,1547445,Francisella sp. FSC1006
2169,0.0,6,0,G,1869285,Allofrancisella
2170,0.0,6,6,S,594679,Allofrancisella guangzhouensis
2171,0.0,114,0,F,135616,Piscirickettsiaceae
2172,0.0,26,0,G,1237,Piscirickettsia
2173,0.0,26,26,S,1238,Piscirickettsia salmonis
2174,0.0,26,6,G,34067,Cycloclasticus
2175,0.0,16,0,S,1329899,Cycloclasticus zancles
2176,0.0,16,16,S1,1198232,Cycloclasticus zancles 78-ME
2177,0.0,4,4,S,728003,Cycloclasticus sp. PY97N
2178,0.0,25,0,G,28884,Hydrogenovibrio
2179,0.0,25,0,S,39765,Hydrogenovibrio crunogenus
2180,0.0,25,25,S1,317025,Hydrogenovibrio crunogenus XCL-2
2181,0.0,19,0,G,40222,Methylophaga
2182,0.0,16,16,S,754476,Methylophaga nitratireducenticrescens
2183,0.0,3,3,S,754477,Methylophaga frappieri
2184,0.0,18,0,G,933,Thiomicrospira
2185,0.0,12,0,S,147268,Thiomicrospira cyclica
2186,0.0,12,12,S1,717773,Thiomicrospira cyclica ALM1
2187,0.0,6,0,S,92245,Thiomicrospira aerophila
2188,0.0,6,6,S1,717772,Thiomicrospira aerophila AL3
2189,0.0,60,0,F,135617,Thiotrichaceae
2190,0.0,32,0,G,40751,Thioploca
2191,0.0,32,32,S,40754,Thioploca ingrica
2192,0.0,28,0,G,1021,Beggiatoa
2193,0.0,28,28,S,288004,Beggiatoa leptomitoformis
2194,0.0,585,0,C1,118884,unclassified Gammaproteobacteria
2195,0.0,230,0,C2,33811,unclassified Gammaproteobacteria (miscellaneous)
2196,0.0,159,159,S,2169539,Gammaproteobacteria bacterium DM2
2197,0.0,69,69,S,1248727,endosymbiont of unidentified scaly snail isolate Monju
2198,0.0,2,2,S,83406,gamma proteobacterium HdN1
2199,0.0,199,0,C2,32036,sulfur-oxidizing symbionts
2200,0.0,198,0,S,410330,Calyptogena okutanii thioautotrophic gill symbiont
2201,0.0,198,198,S1,412965,Candidatus Vesicomyosocius okutanii HA
2202,0.0,1,0,S,113267,Bathymodiolus septemdierum thioautotrophic gill symbiont
2203,0.0,1,1,S1,1303921,endosymbiont of Bathymodiolus septemdierum str. Myojin knoll
2204,0.0,37,0,C2,198346,Candidatus Baumannia
2205,0.0,37,1,S,186490,Candidatus Baumannia cicadellinicola
2206,0.0,36,36,S1,374463,Baumannia cicadellinicola str. Hc (Homalodisca coagulata)
2207,0.0,36,0,G,655184,Candidatus Thioglobus
2208,0.0,34,33,S,1427364,Candidatus Thioglobus singularis
2209,0.0,1,1,S1,1125411,Candidatus Thioglobus singularis PS1
2210,0.0,2,2,S,1705394,Candidatus Thioglobus autotrophicus
2211,0.0,22,0,G,349742,Sedimenticola
2212,0.0,22,22,S,1543721,Sedimenticola thiotaurini
2213,0.0,21,0,G,745410,Gallaecimonas
2214,0.0,21,21,S,2291597,Gallaecimonas sp. HK-28
2215,0.0,21,0,G,1608298,Thiolapillus
2216,0.0,21,21,S,1076588,Thiolapillus brandeum
2217,0.0,11,0,G,1273155,Thiohalobacter
2218,0.0,11,11,S,585455,Thiohalobacter thiocyanaticus
2219,0.0,8,0,G,1524249,Pseudohongiella
2220,0.0,8,8,S,1249552,Pseudohongiella spirulinae
2221,0.0,488,0,O,1934945,Immundisolibacterales
2222,0.0,488,0,F,1934946,Immundisolibacteraceae
2223,0.0,488,0,G,1934947,Immundisolibacter
2224,0.0,488,488,S,1810504,Immundisolibacter cernigliae
2225,0.0,403,0,O,118969,Legionellales
2226,0.0,367,0,F,444,Legionellaceae
2227,0.0,364,9,G,445,Legionella
2228,0.0,162,161,S,446,Legionella pneumophila
2229,0.0,1,1,S1,91890,Legionella pneumophila subsp. pascullei
2230,0.0,55,55,S,45067,Legionella lansingensis
2231,0.0,46,46,S,452,Legionella spiritensis
2232,0.0,22,22,S,28087,Legionella sainthelensi
2233,0.0,21,21,S,66969,Legionella waltersii
2234,0.0,20,20,S,449,Legionella hackeliae
2235,0.0,12,0,S,29423,Legionella oakridgensis
2236,0.0,12,12,S1,1268635,Legionella oakridgensis ATCC 33761 = DSM 21215
2237,0.0,8,8,S,28082,Legionella anisa
2238,0.0,6,6,S,1867846,Legionella clemsonensis
2239,0.0,2,2,S,450,Legionella longbeachae
2240,0.0,1,0,S,96230,Legionella fallonii
2241,0.0,1,1,S1,1212491,Legionella fallonii LLAP-10
2242,0.0,2,0,G,461,Fluoribacter
2243,0.0,2,1,S,463,Fluoribacter dumoffii
2244,0.0,1,1,S1,1094715,Fluoribacter dumoffii NY 23
2245,0.0,1,0,G,465,Tatlockia
2246,0.0,1,1,S,451,Tatlockia micdadei
2247,0.0,36,1,F,118968,Coxiellaceae
2248,0.0,35,0,G,776,Coxiella
2249,0.0,20,20,S,325775,Coxiella endosymbiont of Amblyomma americanum
2250,0.0,15,11,S,777,Coxiella burnetii
2251,0.0,4,4,S1,434922,Coxiella burnetii Dugway 5J108-111
2252,0.0,209,0,O,1692040,Acidiferrobacterales
2253,0.0,209,0,F,1692041,Acidiferrobacteraceae
2254,0.0,155,0,G,1744881,Sulfuricaulis
2255,0.0,155,155,S,1620215,Sulfuricaulis limicola
2256,0.0,48,0,G,1692042,Sulfurifustis
2257,0.0,48,48,S,1675686,Sulfurifustis variabilis
2258,0.0,6,0,G,986106,Acidiferrobacter
2259,0.0,6,6,S,1281578,Acidiferrobacter sp. SPIII_3
2260,0.0,84,0,O,1240482,Orbales
2261,0.0,84,0,F,1240483,Orbaceae
2262,0.0,83,0,G,1193503,Gilliamella
2263,0.0,83,83,S,1196095,Gilliamella apicola
2264,0.0,1,0,G,1335631,Frischella
2265,0.0,1,1,S,1267021,Frischella perrara
2266,0.0,50,0,O,742030,Salinisphaerales
2267,0.0,50,0,F,742031,Salinisphaeraceae
2268,0.0,50,0,G,180541,Salinisphaera
2269,0.0,50,50,S,2183911,Salinisphaera sp. LB1
2270,0.0,15,0,O,1775403,Nevskiales
2271,0.0,15,0,F,568386,Sinobacteraceae
2272,0.0,15,0,G,469322,Steroidobacter
2273,0.0,15,15,S,465721,Steroidobacter denitrificans
2274,0.0,2,0,O,135615,Cardiobacteriales
2275,0.0,2,0,F,868,Cardiobacteriaceae
2276,0.0,2,0,G,869,Dichelobacter
2277,0.0,2,0,S,870,Dichelobacter nodosus
2278,0.0,2,2,S1,246195,Dichelobacter nodosus VCS1703A
2279,0.1,51070,3708,C,28211,Alphaproteobacteria
2280,0.04,20537,927,O,356,Rhizobiales
2281,0.01,6992,82,F,82115,Rhizobiaceae
2282,0.01,4958,294,F1,227290,Rhizobium/Agrobacterium group
2283,0.01,3402,679,G,379,Rhizobium
2284,0.0,1159,480,S,384,Rhizobium leguminosarum
2285,0.0,456,2,S1,386,Rhizobium leguminosarum bv. trifolii
2286,0.0,304,304,S2,754523,Rhizobium leguminosarum bv. trifolii WSM1689
2287,0.0,136,136,S2,395492,Rhizobium leguminosarum bv. trifolii WSM2304
2288,0.0,13,13,S2,1033991,Rhizobium leguminosarum bv. trifolii CB782
2289,0.0,1,1,S2,395491,Rhizobium leguminosarum bv. trifolii WSM1325
2290,0.0,223,217,S1,387,Rhizobium leguminosarum bv. viciae
2291,0.0,6,6,S2,216596,Rhizobium leguminosarum bv. viciae 3841
2292,0.0,416,416,S,348824,Rhizobium favelukesii
2293,0.0,270,27,S,29449,Rhizobium etli
2294,0.0,166,166,S1,538025,Rhizobium etli 8C-3
2295,0.0,59,59,S1,347834,Rhizobium etli CFN 42
2296,0.0,16,0,S1,147700,Rhizobium etli bv. phaseoli
2297,0.0,16,16,S2,1432049,Rhizobium etli bv. phaseoli str. IE4803
2298,0.0,1,0,S1,323733,Rhizobium etli bv. mimosae
2299,0.0,1,1,S2,1328306,Rhizobium etli bv. mimosae str. Mim1
2300,0.0,1,1,S1,491916,Rhizobium etli CIAT 652
2301,0.0,216,0,S,398,Rhizobium tropici
2302,0.0,216,216,S1,698761,Rhizobium tropici CIAT 899
2303,0.0,144,143,S,396,Rhizobium phaseoli
2304,0.0,1,1,S1,526949,Rhizobium phaseoli Brasil 5
2305,0.0,104,104,S,1571470,Rhizobium sp. ACO-34A
2306,0.0,99,99,S,1125847,Rhizobium sp. NT-26
2307,0.0,91,91,S,2048897,Rhizobium sp. NXC24
2308,0.0,67,67,S,2020311,Rhizobium sp. Kim5
2309,0.0,61,61,S,1981173,Rhizobium sp. NXC14
2310,0.0,43,32,S,56730,Rhizobium gallicum
2311,0.0,11,0,S1,142627,Rhizobium gallicum bv. gallicum
2312,0.0,11,11,S2,1418105,Rhizobium gallicum bv. gallicum R602
2313,0.0,20,20,S,2028343,Rhizobium sp. 11515TR
2314,0.0,16,16,S,2020312,Rhizobium sp. CIAT894
2315,0.0,7,7,S,1914541,Rhizobium sp. Y9
2316,0.0,7,7,S,1869170,Rhizobium sp. S41
2317,0.0,2,2,S,1301032,Rhizobium sp. IE4771
2318,0.0,1,1,S,424182,Rhizobium sp. IRBG74
2319,0.0,1031,172,G,357,Agrobacterium
2320,0.0,541,0,G1,1183400,Agrobacterium tumefaciens complex
2321,0.0,291,0,S,1176649,Agrobacterium fabrum
2322,0.0,291,291,S1,176299,Agrobacterium fabrum str. C58
2323,0.0,250,175,S,358,Agrobacterium tumefaciens
2324,0.0,75,75,S1,311403,Agrobacterium radiobacter K84
2325,0.0,252,0,S,373,Agrobacterium vitis
2326,0.0,252,252,S1,311402,Agrobacterium vitis S4
2327,0.0,40,40,S,359,Agrobacterium rhizogenes
2328,0.0,25,25,S,1842536,Agrobacterium sp. RAC06
2329,0.0,1,1,S,861208,Agrobacterium sp. H13-3
2330,0.0,231,0,G,1525371,Neorhizobium
2331,0.0,231,0,S,399,Neorhizobium galegae
2332,0.0,135,0,S1,323655,Neorhizobium galegae bv. orientalis
2333,0.0,135,135,S2,1028800,Neorhizobium galegae bv. orientalis str. HAMBI 540
2334,0.0,96,0,S1,323656,Neorhizobium galegae bv. officinalis
2335,0.0,96,96,S2,1028801,Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141
2336,0.0,1792,0,F1,227292,Sinorhizobium/Ensifer group
2337,0.0,1524,52,G,28105,Sinorhizobium
2338,0.0,516,0,G1,663276,Sinorhizobium fredii group
2339,0.0,516,133,S,380,Sinorhizobium fredii
2340,0.0,358,358,S1,394,Sinorhizobium fredii NGR234
2341,0.0,11,11,S1,1128334,Sinorhizobium fredii CCBAU 83666
2342,0.0,10,10,S1,1185652,Sinorhizobium fredii USDA 257
2343,0.0,3,3,S1,1117943,Sinorhizobium fredii HH103
2344,0.0,1,1,S1,1128330,Sinorhizobium fredii CCBAU 25509
2345,0.0,507,437,S,382,Sinorhizobium meliloti
2346,0.0,70,70,S1,1401243,Sinorhizobium meliloti RU11/001
2347,0.0,392,0,S,110321,Sinorhizobium medicae
2348,0.0,392,392,S1,366394,Sinorhizobium medicae WSM419
2349,0.0,52,52,S,1842534,Sinorhizobium sp. RAC02
2350,0.0,5,5,S,194963,Sinorhizobium americanum
2351,0.0,268,0,G,106591,Ensifer
2352,0.0,208,137,S,106592,Ensifer adhaerens
2353,0.0,71,71,S1,1416753,Ensifer adhaerens OV14
2354,0.0,60,0,S,716925,Ensifer sojae
2355,0.0,60,60,S1,716928,Ensifer sojae CCBAU 05684
2356,0.0,124,0,G,323620,Shinella
2357,0.0,124,124,S,879274,Shinella sp. HZN7
2358,0.0,36,0,G,34019,Liberibacter
2359,0.0,20,20,S,1273132,Liberibacter crescens
2360,0.0,14,0,S,556287,Candidatus Liberibacter solanacearum
2361,0.0,14,14,S1,658172,Candidatus Liberibacter solanacearum CLso-ZC1
2362,0.0,2,1,S,34021,Candidatus Liberibacter asiaticus
2363,0.0,1,1,S1,1174529,Candidatus Liberibacter asiaticus str. gxpsy
2364,0.01,4508,447,F,41294,Bradyrhizobiaceae
2365,0.01,2779,1136,G,374,Bradyrhizobium
2366,0.0,327,327,S,335659,Bradyrhizobium sp. S23321
2367,0.0,283,283,S,2057741,Bradyrhizobium sp. SK17
2368,0.0,263,263,S,1223566,Bradyrhizobium sp. CCGE-LA001
2369,0.0,161,161,S,1404367,Bradyrhizobium sp. 3 85S1MB
2370,0.0,126,126,S,1437360,Bradyrhizobium erythrophlei
2371,0.0,103,103,S,1274631,Bradyrhizobium icense
2372,0.0,86,86,S,931866,Bradyrhizobium ottawaense
2373,0.0,74,74,S,115808,Bradyrhizobium sp. ORS 285
2374,0.0,61,61,S,376,Bradyrhizobium sp.
2375,0.0,36,36,S,114615,Bradyrhizobium sp. ORS 278
2376,0.0,36,0,S,44255,Bradyrhizobium oligotrophicum
2377,0.0,36,36,S1,1245469,Bradyrhizobium oligotrophicum S58
2378,0.0,25,25,S,1355477,Bradyrhizobium diazoefficiens
2379,0.0,22,22,S,288000,Bradyrhizobium sp. BTAi1
2380,0.0,22,22,S,1839752,Bradyrhizobium sp. G22
2381,0.0,6,6,S,722472,Bradyrhizobium lablabi
2382,0.0,5,3,S,375,Bradyrhizobium japonicum
2383,0.0,2,2,S1,476282,Bradyrhizobium japonicum SEMIA 5079
2384,0.0,4,4,S,319017,Bradyrhizobium sp. WSM471
2385,0.0,3,3,S,1404768,Bradyrhizobium sp. 2 39S1MB
2386,0.0,670,84,G,85413,Bosea
2387,0.0,474,474,S,1526658,Bosea vaviloviae
2388,0.0,65,65,S,2015316,Bosea sp. AS-1
2389,0.0,38,38,S,1842539,Bosea sp. RAC05
2390,0.0,9,9,S,1792307,Bosea sp. PAMC 26642
2391,0.0,507,0,G,1073,Rhodopseudomonas
2392,0.0,507,124,S,1076,Rhodopseudomonas palustris
2393,0.0,154,154,S1,316058,Rhodopseudomonas palustris HaA2
2394,0.0,120,120,S1,316055,Rhodopseudomonas palustris BisA53
2395,0.0,55,55,S1,316056,Rhodopseudomonas palustris BisB18
2396,0.0,32,32,S1,652103,Rhodopseudomonas palustris DX-1
2397,0.0,17,17,S1,258594,Rhodopseudomonas palustris CGA009
2398,0.0,3,3,S1,395960,Rhodopseudomonas palustris TIE-1
2399,0.0,2,2,S1,316057,Rhodopseudomonas palustris BisB5
2400,0.0,44,2,G,911,Nitrobacter
2401,0.0,34,0,S,913,Nitrobacter winogradskyi
2402,0.0,34,34,S1,323098,Nitrobacter winogradskyi Nb-255
2403,0.0,8,0,S,912,Nitrobacter hamburgensis
2404,0.0,8,8,S1,323097,Nitrobacter hamburgensis X14
2405,0.0,33,0,G,40136,Oligotropha
2406,0.0,33,33,S,40137,Oligotropha carboxidovorans
2407,0.0,15,0,G,1649510,Variibacter
2408,0.0,15,15,S,1333996,Variibacter gotjawalensis
2409,0.0,10,0,G,1033,Afipia
2410,0.0,10,10,S,1882747,Afipia sp. GAS231
2411,0.0,3,0,F1,81426,unclassified Bradyrhizobiaceae
2412,0.0,3,3,S,709797,Bradyrhizobiaceae bacterium SG-6C
2413,0.0,2493,18,F,69277,Phyllobacteriaceae
2414,0.0,1212,211,G,68287,Mesorhizobium
2415,0.0,299,1,S,39645,Mesorhizobium ciceri
2416,0.0,209,209,S1,682633,Mesorhizobium ciceri ca181
2417,0.0,89,9,S1,278148,Mesorhizobium ciceri biovar biserrulae
2418,0.0,80,80,S2,765698,Mesorhizobium ciceri biovar biserrulae WSM1271
2419,0.0,194,194,S,1670800,Mesorhizobium oceanicum
2420,0.0,173,172,S,381,Mesorhizobium loti
2421,0.0,1,1,S1,935546,Mesorhizobium loti NZP2037
2422,0.0,147,0,S,71433,Mesorhizobium amorphae
2423,0.0,147,147,S1,1082933,Mesorhizobium amorphae CCNWGS0123
2424,0.0,97,0,S,2066070,Mesorhizobium japonicum
2425,0.0,97,97,S1,266835,Mesorhizobium japonicum MAFF 303099
2426,0.0,84,0,S,536018,Mesorhizobium australicum
2427,0.0,84,84,S1,754035,Mesorhizobium australicum WSM2073
2428,0.0,6,0,S,593909,Mesorhizobium opportunistum
2429,0.0,6,6,S1,536019,Mesorhizobium opportunistum WSM2075
2430,0.0,1,1,S,278153,Mesorhizobium sp. WSM1497
2431,0.0,652,0,G,245876,Nitratireductor
2432,0.0,633,633,S,1756988,Nitratireductor sp. OM-1
2433,0.0,19,19,S,472175,Nitratireductor basaltis
2434,0.0,348,17,G,274591,Hoeflea
2435,0.0,192,0,S,244596,Hoeflea phototrophica
2436,0.0,192,192,S1,411684,Hoeflea phototrophica DFL-43
2437,0.0,139,139,S,1620421,Hoeflea sp. IMCC20628
2438,0.0,108,0,G,31988,Aminobacter
2439,0.0,83,83,S,374606,Aminobacter sp. MSH1
2440,0.0,25,25,S,83263,Aminobacter aminovorans
2441,0.0,93,0,G,449972,Chelativorans
2442,0.0,93,93,S,266779,Chelativorans sp. BNC1
2443,0.0,62,0,G,28100,Phyllobacterium
2444,0.0,62,62,S,1867719,Phyllobacterium zundukense
2445,0.0,1799,22,F,119045,Methylobacteriaceae
2446,0.0,1311,366,G,407,Methylobacterium
2447,0.0,367,367,S,270351,Methylobacterium aquaticum
2448,0.0,188,188,S,2202826,Methylobacterium sp. 17Sr1-1
2449,0.0,91,0,S,31998,Methylobacterium radiotolerans
2450,0.0,91,91,S1,426355,Methylobacterium radiotolerans JCM 2831
2451,0.0,88,0,S,114616,Methylobacterium nodulans
2452,0.0,88,88,S1,460265,Methylobacterium nodulans ORS 2060
2453,0.0,62,62,S,426117,Methylobacterium sp. 4-46
2454,0.0,46,46,S,2202825,Methylobacterium sp. 17SD2-17
2455,0.0,35,35,S,2202828,Methylobacterium sp. 17Sr1-43
2456,0.0,34,34,S,2202827,Methylobacterium sp. 17Sr1-28
2457,0.0,19,19,S,2051553,Methylobacterium sp. PR1016A
2458,0.0,8,8,S,2067957,Methylobacterium sp. DM1
2459,0.0,3,3,S,925818,Methylobacterium sp. AMS5
2460,0.0,2,2,S,418223,Methylobacterium phyllosphaerae
2461,0.0,1,0,S,334852,Methylobacterium oryzae
2462,0.0,1,1,S1,693986,Methylobacterium oryzae CBMB20
2463,0.0,1,1,S,1479019,Methylobacterium sp. C1
2464,0.0,299,77,G,2282523,Methylorubrum
2465,0.0,142,132,S,408,Methylorubrum extorquens
2466,0.0,5,5,S1,272630,Methylorubrum extorquens AM1
2467,0.0,2,2,S1,440085,Methylorubrum extorquens CM4
2468,0.0,2,2,S1,661410,Methylorubrum extorquens DM4
2469,0.0,1,1,S1,419610,Methylorubrum extorquens PA1
2470,0.0,79,8,S,223967,Methylorubrum populi
2471,0.0,71,71,S1,441620,Methylorubrum populi BJ001
2472,0.0,1,1,S,29429,Methylorubrum zatmanii
2473,0.0,167,0,G,186650,Microvirga
2474,0.0,100,100,S,1882682,Microvirga ossetica
2475,0.0,67,67,S,2082949,Microvirga sp. 17 mud 1-3
2476,0.0,746,24,F,45401,Hyphomicrobiaceae
2477,0.0,244,66,G,46913,Devosia
2478,0.0,99,99,S,1736675,Devosia sp. A16
2479,0.0,40,40,S,2083786,Devosia sp. I507
2480,0.0,39,39,S,1643450,Devosia sp. H5989
2481,0.0,159,0,G,81,Hyphomicrobium
2482,0.0,134,1,S,53399,Hyphomicrobium denitrificans
2483,0.0,87,87,S1,582899,Hyphomicrobium denitrificans ATCC 51888
2484,0.0,46,46,S1,670307,Hyphomicrobium denitrificans 1NES1
2485,0.0,21,0,S,1427356,Hyphomicrobium nitrativorans
2486,0.0,21,21,S1,1029756,Hyphomicrobium nitrativorans NL23
2487,0.0,4,4,S,717785,Hyphomicrobium sp. MC1
2488,0.0,143,0,G,119044,Filomicrobium
2489,0.0,143,143,S,1608628,Candidatus Filomicrobium marinum
2490,0.0,55,0,G,29407,Rhodoplanes
2491,0.0,55,55,S,674703,Rhodoplanes sp. Z2-YC6860
2492,0.0,44,0,G,1068,Rhodomicrobium
2493,0.0,44,0,S,1069,Rhodomicrobium vannielii
2494,0.0,44,44,S1,648757,Rhodomicrobium vannielii ATCC 17100
2495,0.0,43,0,G,1082930,Pelagibacterium
2496,0.0,43,0,S,531813,Pelagibacterium halotolerans
2497,0.0,43,43,S1,1082931,Pelagibacterium halotolerans B2
2498,0.0,34,0,G,59282,Blastochloris
2499,0.0,34,34,S,1079,Blastochloris viridis
2500,0.0,659,3,F,335928,Xanthobacteraceae
2501,0.0,290,0,G,6,Azorhizobium
2502,0.0,290,0,S,7,Azorhizobium caulinodans
2503,0.0,290,290,S1,438753,Azorhizobium caulinodans ORS 571
2504,0.0,185,0,G,152053,Starkeya
2505,0.0,185,0,S,921,Starkeya novella
2506,0.0,185,185,S1,639283,Starkeya novella DSM 506
2507,0.0,137,0,G,279,Xanthobacter
2508,0.0,137,0,S,280,Xanthobacter autotrophicus
2509,0.0,137,137,S1,78245,Xanthobacter autotrophicus Py2
2510,0.0,44,0,G,556257,Pseudolabrys
2511,0.0,44,44,S,331696,Pseudolabrys taiwanensis
2512,0.0,561,0,F,255475,Aurantimonadaceae
2513,0.0,500,35,G,293088,Martelella
2514,0.0,250,250,S,686597,Martelella sp. AD-3
2515,0.0,127,127,S,1486262,Martelella endophytica
2516,0.0,88,0,S,293089,Martelella mediterranea
2517,0.0,88,88,S1,1122214,Martelella mediterranea DSM 17316
2518,0.0,61,0,G,414371,Aureimonas
2519,0.0,61,61,S,1349819,Aureimonas sp. AU20
2520,0.0,461,0,F,772,Bartonellaceae
2521,0.0,461,150,G,773,Bartonella
2522,0.0,165,165,S,1686310,Bartonella apis
2523,0.0,54,0,S,33047,Bartonella vinsonii
2524,0.0,54,0,S1,40933,Bartonella vinsonii subsp. berkhoffii
2525,0.0,54,54,S2,1094497,Bartonella vinsonii subsp. berkhoffii str. Winnie
2526,0.0,44,0,S,33045,Bartonella grahamii
2527,0.0,44,44,S1,634504,Bartonella grahamii as4aup
2528,0.0,25,25,S,774,Bartonella bacilliformis
2529,0.0,13,13,S,1318743,Bartonella ancashensis
2530,0.0,5,5,S,85701,Bartonella tribocorum
2531,0.0,2,0,S,388640,Bartonella australis
2532,0.0,2,2,S1,1094489,Bartonella australis Aust/NH1
2533,0.0,1,1,S,803,Bartonella quintana
2534,0.0,1,0,S,155194,Bartonella bovis
2535,0.0,1,1,S1,1094491,Bartonella bovis 91-4
2536,0.0,1,1,S,1933904,Bartonella sp. WD16.2
2537,0.0,360,0,O1,119042,unclassified Rhizobiales
2538,0.0,267,0,G,1734920,Pseudorhodoplanes
2539,0.0,267,267,S,1235591,Pseudorhodoplanes sinuspersici
2540,0.0,55,0,G,1572860,Hartmannibacter
2541,0.0,55,55,S,1482074,Hartmannibacter diazotrophicus
2542,0.0,38,0,G,1484898,Methyloceanibacter
2543,0.0,31,31,S,1384459,Methyloceanibacter caenitepidi
2544,0.0,7,7,S,2170729,Methyloceanibacter sp. wino2
2545,0.0,320,0,F,118882,Brucellaceae
2546,0.0,270,22,G,528,Ochrobactrum
2547,0.0,130,130,S,271865,Ochrobactrum sp. A44
2548,0.0,104,103,S,529,Ochrobactrum anthropi
2549,0.0,1,1,S1,439375,Ochrobactrum anthropi ATCC 49188
2550,0.0,9,9,S,419475,Ochrobactrum pseudogrignonense
2551,0.0,5,5,S,571256,Ochrobactrum pituitosum
