,55.34,24259686,24259686.1,U,0,unclassified
2123,0.0,69,0,S,1727,Corynebacterium variabile
2124,0.0,69,69,S1,858619,Corynebacterium variabile DSM 44702
2125,0.0,62,62,S,1487956,Corynebacterium sp. ATCC 6931
2126,0.0,57,0,S,161879,Corynebacterium kroppenstedtii
2127,0.0,57,57,S1,645127,Corynebacterium kroppenstedtii DSM 44385
2128,0.0,57,57,S,1050174,Corynebacterium epidermidicanis
2129,0.0,53,0,S,1408191,Corynebacterium deserti
2130,0.0,53,53,S1,931089,Corynebacterium deserti GIMN1.010
2131,0.0,52,0,S,225326,Corynebacterium halotolerans
2132,0.0,52,52,S1,1121362,Corynebacterium halotolerans YIM 70093 = DSM 44683
2133,0.0,48,48,S,2079535,Corynebacterium sp. 2184
2134,0.0,47,0,S,1223514,Corynebacterium humireducens
2135,0.0,47,47,S1,1223515,Corynebacterium humireducens NBRC 106098 = DSM 45392
2136,0.0,44,44,S,1697,Corynebacterium ammoniagenes
2137,0.0,36,36,S,161896,Corynebacterium camporealensis
2138,0.0,34,0,S,349751,Corynebacterium marinum
2139,0.0,34,34,S1,1224162,Corynebacterium marinum DSM 44953
2140,0.0,25,25,S,161899,Corynebacterium singulare
2141,0.0,23,0,S,1231000,Corynebacterium lactis
2142,0.0,23,23,S1,1408189,Corynebacterium lactis RW2-5
2143,0.0,21,21,S,161895,Corynebacterium phocae
2144,0.0,15,15,S,1737425,Corynebacterium provencense
2145,0.0,5,0,S,42817,Corynebacterium argentoratense
2146,0.0,5,5,S1,1348662,Corynebacterium argentoratense DSM 44202
2147,0.01,4801,100,F,85025,Nocardiaceae
2148,0.01,2988,517,G,1827,Rhodococcus
2149,0.0,485,62,S,37919,Rhodococcus opacus
2150,0.0,268,268,S1,632772,Rhodococcus opacus B4
2151,0.0,155,155,S1,543736,Rhodococcus opacus PD630
2152,0.0,414,414,S,1990687,Rhodococcus sp. S2-17
2153,0.0,271,271,S,1805827,Rhodococcus sp. MTM3W5.2
2154,0.0,202,202,S,1830,Rhodococcus ruber
2155,0.0,199,124,S,43767,Rhodococcus hoagii
2156,0.0,74,74,S1,685727,Rhodococcus hoagii 103S
2157,0.0,1,1,S1,525370,Rhodococcus hoagii ATCC 33707
2158,0.0,180,180,S,679318,Rhodococcus sp. WMMA185
2159,0.0,137,17,S,1833,Rhodococcus erythropolis
2160,0.0,65,65,S1,234621,Rhodococcus erythropolis PR4
2161,0.0,49,49,S1,1136179,Rhodococcus erythropolis CCM2595
2162,0.0,6,6,S1,1289591,Rhodococcus erythropolis R138
2163,0.0,124,124,S,1564114,Rhodococcus sp. B7740
2164,0.0,99,99,S,38310,Rhodococcus coprophilus
2165,0.0,80,80,S,1653478,Rhodococcus sp. PBTS 1
2166,0.0,52,52,S,1570939,Rhodococcus sp. 2G
2167,0.0,47,47,S,1829,Rhodococcus rhodochrous
2168,0.0,40,40,S,1045808,Rhodococcus sp. YL-1
2169,0.0,29,0,S,1828,Rhodococcus fascians
2170,0.0,29,29,S1,1051973,Rhodococcus fascians D188
2171,0.0,24,24,S,1653479,Rhodococcus sp. PBTS 2
2172,0.0,23,23,S,191292,Rhodococcus aetherivorans
2173,0.0,21,21,S,1727214,Rhodococcus sp. H-CA8f
2174,0.0,19,0,S,132919,Rhodococcus jostii
2175,0.0,19,19,S1,101510,Rhodococcus jostii RHA1
2176,0.0,11,4,S,103816,Rhodococcus pyridinivorans
2177,0.0,7,7,S1,1435356,Rhodococcus pyridinivorans SB3094
2178,0.0,5,5,S,935199,Rhodococcus sp. p52
2179,0.0,5,5,S,1807790,Rhodococcus sp. BH4
2180,0.0,2,2,S,334542,Rhodococcus qingshengii
2181,0.0,1,1,S,1033922,Rhodococcus sp. WB1
2182,0.0,1,1,S,1723645,Rhodococcus sp. 008
2183,0.0,1713,77,G,1817,Nocardia
2184,0.0,321,178,S,135487,Nocardia cyriacigeorgica
2185,0.0,143,143,S1,1127134,Nocardia cyriacigeorgica GUH-2
2186,0.0,301,301,S,134962,Nocardia soli
2187,0.0,256,256,S,37332,Nocardia seriolae
2188,0.0,252,197,S,37326,Nocardia brasiliensis
2189,0.0,55,55,S1,1133849,Nocardia brasiliensis ATCC 700358
2190,0.0,248,0,S,37330,Nocardia nova
2191,0.0,248,248,S1,1415166,Nocardia nova SH22a
2192,0.0,168,168,S,455432,Nocardia terpenica
2193,0.0,90,76,S,37329,Nocardia farcinica
2194,0.0,14,14,S1,247156,Nocardia farcinica IFM 10152
2195,0.0,1160,0,F,85026,Gordoniaceae
2196,0.0,1160,102,G,2053,Gordonia
2197,0.0,222,222,S,337191,Gordonia sp. KTR9
2198,0.0,218,218,S,1004901,Gordonia iterans
2199,0.0,204,0,S,2054,Gordonia bronchialis
2200,0.0,204,204,S1,526226,Gordonia bronchialis DSM 43247
2201,0.0,148,148,S,2059875,Gordonia sp. YC-JH1
2202,0.0,91,91,S,1136941,Gordonia phthalatica
2203,0.0,66,66,S,2055,Gordonia terrae
2204,0.0,56,56,S,1737359,Gordonia sp. 1D
2205,0.0,53,0,S,84595,Gordonia polyisoprenivorans
2206,0.0,53,53,S1,1112204,Gordonia polyisoprenivorans VH2
2207,0.0,504,0,F,85029,Dietziaceae
2208,0.0,504,28,G,37914,Dietzia
2209,0.0,163,163,S,2052657,Dietzia sp. JS16-p6b
2210,0.0,93,93,S,139021,Dietzia psychralcaliphila
2211,0.0,78,78,S,499555,Dietzia timorensis
2212,0.0,74,74,S,546160,Dietzia lutea
2213,0.0,68,68,S,712270,Dietzia sp. oral taxon 368
2214,0.0,219,0,F,85028,Tsukamurellaceae
2215,0.0,219,0,G,2060,Tsukamurella
2216,0.0,198,198,S,57704,Tsukamurella tyrosinosolvens
2217,0.0,21,0,S,2061,Tsukamurella paurometabola
2218,0.0,21,21,S1,521096,Tsukamurella paurometabola DSM 20162
2219,0.0,118,0,F,316606,Segniliparaceae
2220,0.0,118,0,G,286801,Segniliparus
2221,0.0,118,0,S,286802,Segniliparus rotundus
2222,0.0,118,118,S1,640132,Segniliparus rotundus DSM 44985
2223,0.0,44,0,O1,697024,unclassified Corynebacteriales
2224,0.0,44,0,G,1847725,Lawsonella
2225,0.0,44,44,S,1528099,Lawsonella clevelandensis
2226,0.05,20874,0,O,85011,Streptomycetales
2227,0.05,20874,285,F,2062,Streptomycetaceae
2228,0.05,19927,4390,G,1883,Streptomyces
2229,0.0,1610,1610,S,2099583,Streptomyces sp. ICC1
2230,0.0,544,10,G1,629295,Streptomyces griseus group
2231,0.0,197,0,G2,1482558,Streptomyces albovinaceus subgroup
2232,0.0,197,119,S,1908,Streptomyces globisporus
2233,0.0,78,78,S1,1172567,Streptomyces globisporus C-1027
2234,0.0,162,0,G2,1482596,Streptomyces griseus subgroup
2235,0.0,162,0,S,1911,Streptomyces griseus
2236,0.0,162,0,S1,67263,Streptomyces griseus subsp. griseus
2237,0.0,162,162,S2,455632,Streptomyces griseus subsp. griseus NBRC 13350
2238,0.0,132,0,G2,1482561,Streptomyces anulatus subgroup
2239,0.0,132,132,S,1892,Streptomyces anulatus
2240,0.0,43,0,G2,1482566,Streptomyces bacillaris subgroup
2241,0.0,43,43,S,68179,Streptomyces bacillaris
2242,0.0,437,0,S,379067,Streptomyces bingchenggensis
2243,0.0,437,437,S1,749414,Streptomyces bingchenggensis BCW-1
2244,0.0,399,398,S,54571,Streptomyces venezuelae
2245,0.0,1,1,S1,953739,Streptomyces venezuelae ATCC 10712
2246,0.0,353,232,S,1969,Streptomyces chartreusis
2247,0.0,121,121,S1,1079985,Streptomyces chartreusis NRRL 3882
2248,0.0,344,0,S,33903,Streptomyces avermitilis
2249,0.0,344,344,S1,227882,Streptomyces avermitilis MA-4680 = NBRC 14893
2250,0.0,341,292,S,1912,Streptomyces hygroscopicus
2251,0.0,44,44,S1,264445,Streptomyces hygroscopicus subsp. limoneus
2252,0.0,5,5,S1,311982,Streptomyces hygroscopicus subsp. jinggangensis
2253,0.0,337,337,S,2099584,Streptomyces sp. ICC4
2254,0.0,332,332,S,2184053,Streptomyces sp. ZFG47
2255,0.0,329,178,S,193462,Streptomyces niveus
2256,0.0,151,151,S1,1352941,Streptomyces niveus NCIMB 11891
2257,0.0,301,301,S,1893,Streptomyces atratus
2258,0.0,288,288,S,47763,Streptomyces lydicus
2259,0.0,263,263,S,67267,Streptomyces alboflavus
2260,0.0,253,253,S,1535768,Streptomyces lunaelactis
2261,0.0,248,248,S,1841249,Streptomyces sp. RTd22
2262,0.0,240,240,S,2282738,Streptomyces sp. GSSD-12
2263,0.0,237,0,S,29303,Streptomyces cattleya
2264,0.0,237,237,S1,1003195,Streptomyces cattleya NRRL 8057 = DSM 46488
2265,0.0,229,0,S,1950,Streptomyces peucetius
2266,0.0,229,0,S1,55158,Streptomyces peucetius subsp. caesius
2267,0.0,229,229,S2,316280,Streptomyces peucetius subsp. caesius ATCC 27952
2268,0.0,225,225,S,68249,Streptomyces pactum
2269,0.0,221,221,S,1690221,Streptomyces spongiicola
2270,0.0,211,211,S,1812480,Streptomyces sp. fd1-xmd
2271,0.0,205,205,S,38300,Streptomyces pristinaespiralis
2272,0.0,204,204,S,1938841,Streptomyces sp. 2323.1
2273,0.0,201,0,S,348043,Streptomyces davaonensis
2274,0.0,201,201,S1,1214101,Streptomyces davaonensis JCM 4913
2275,0.0,197,197,S,1262452,Streptomyces sp. 769
2276,0.0,190,190,S,2059884,Streptomyces sp. CMB-StM0423
2277,0.0,186,186,S,234612,Streptomyces sp. TN58
2278,0.0,185,182,S,1901,Streptomyces clavuligerus
2279,0.0,3,3,S1,443255,Streptomyces clavuligerus ATCC 27064
2280,0.0,168,168,S,465541,Streptomyces sp. Mg1
2281,0.0,162,162,S,2072505,Streptomyces sp. Go-475
2282,0.0,161,161,S,68223,Streptomyces katrae
2283,0.0,158,158,S,1849967,Streptomyces sp. SAT1
2284,0.0,157,157,S,1725411,Streptomyces sp. CdTB01
2285,0.0,157,157,S,1907,Streptomyces glaucescens
2286,0.0,155,155,S,1827580,Streptomyces nigra
2287,0.0,154,154,S,1889,Streptomyces ambofaciens
2288,0.0,152,152,S,1915,Streptomyces lincolnensis
2289,0.0,143,143,S,553510,Streptomyces gilvosporeus
2290,0.0,142,0,S,68280,Streptomyces violaceusniger
2291,0.0,142,142,S1,653045,Streptomyces violaceusniger Tu 4113
2292,0.0,142,0,S,68246,Streptomyces olivoreticuli
2293,0.0,142,142,S1,284034,Streptomyces olivoreticuli subsp. olivoreticuli
2294,0.0,138,138,S,1751294,Streptomyces sp. 4F
2295,0.0,138,138,S,40318,Streptomyces nodosus
2296,0.0,134,134,S,164348,Streptomyces puniciscabiei
2297,0.0,133,133,S,444103,Streptomyces sp. CNQ-509
2298,0.0,130,130,S,2202000,Streptomyces sp. NEAU-S7GS2
2299,0.0,129,129,S,1616117,Streptomyces formicae
2300,0.0,128,128,S,1926,Streptomyces reticuli
2301,0.0,127,0,S,285530,Streptomyces sviceus
2302,0.0,127,127,S1,463191,Streptomyces sviceus ATCC 29083
2303,0.0,126,126,S,362257,Streptomyces vietnamensis
2304,0.0,123,123,S,68209,Streptomyces globosus
2305,0.0,121,121,S,408015,Streptomyces xiamenensis
2306,0.0,118,118,S,2135430,Streptomyces sp. P3
2307,0.0,114,114,S,2211357,Streptomyces sp. ETH9427
2308,0.0,114,0,S,1038928,Streptomyces xinghaiensis
2309,0.0,114,114,S1,1038929,Streptomyces xinghaiensis S187
2310,0.0,114,114,S,1355015,Streptomyces pluripotens
2311,0.0,105,105,S,1437453,Streptomyces leeuwenhoekii
2312,0.0,105,105,S,1855352,Streptomyces sp. TLI_053
2313,0.0,101,101,S,1736046,Streptomyces sp. SM18
2314,0.0,101,101,S,1783515,Streptomyces sp. S10(2016)
2315,0.0,101,101,S,68214,Streptomyces griseochromogenes
2316,0.0,99,99,S,1940,Streptomyces albireticuli
2317,0.0,97,0,S,1914,Streptomyces lavendulae
2318,0.0,97,97,S1,58340,Streptomyces lavendulae subsp. lavendulae
2319,0.0,94,0,S,285450,Streptomyces roseochromogenus
2320,0.0,94,0,S1,149682,Streptomyces roseochromogenus subsp. oscitans
2321,0.0,94,94,S2,1352936,Streptomyces roseochromogenus subsp. oscitans DS 12.976
2322,0.0,90,90,S,1109743,Streptomyces sp. SCSIO 03032
2323,0.0,88,88,S,1882757,Streptomyces sp. 3214.6
2324,0.0,87,0,G1,1852274,Streptomyces albus group
2325,0.0,87,85,S,1888,Streptomyces albus
2326,0.0,2,2,S1,457425,Streptomyces albus J1074
2327,0.0,84,0,S,68202,Streptomyces fulvissimus
2328,0.0,84,84,S1,1303692,Streptomyces fulvissimus DSM 40593
2329,0.0,84,84,S,1935,Streptomyces violaceoruber
2330,0.0,84,84,S,862751,Streptomyces sp. SirexAA-E
2331,0.0,81,81,S,1885,Streptomyces actuosus
2332,0.0,79,79,S,1642299,Streptomyces alfalfae
2333,0.0,77,77,S,1837283,Streptomyces sp. S8
2334,0.0,73,73,S,1561022,Streptomyces sp. CCM_MD2014
2335,0.0,72,72,S,67258,Streptomyces cavourensis
2336,0.0,68,68,S,2174846,Streptomyces sp. HNM0039
2337,0.0,66,66,S,2094021,Streptomyces sp. WAC00288
2338,0.0,66,66,S,2083284,Streptomyces sp. CB09001
2339,0.0,64,64,S,2049881,Streptomyces dengpaensis
2340,0.0,63,63,S,285473,Streptomyces rubrolavendulae
2341,0.0,59,59,S,1890,Streptomyces antibioticus
2342,0.0,57,57,S,1881022,Streptomyces sp. 2114.2
2343,0.0,55,55,S,1961713,Streptomyces sp. MOE7
2344,0.0,53,53,S,1649184,Streptomyces sp. CFMR 7
2345,0.0,52,0,S,1930,Streptomyces scabiei
2346,0.0,52,52,S1,680198,Streptomyces scabiei 87.22
2347,0.0,51,48,S,68570,Streptomyces albulus
2348,0.0,3,3,S1,1434306,Streptomyces albulus ZPM
2349,0.0,50,50,S,1661694,Streptomyces sp. Tue 6075
2350,0.0,47,47,S,92644,Streptomyces malaysiensis
2351,0.0,44,44,S,1964449,Streptomyces sp. 3211
2352,0.0,37,0,S,42684,Streptomyces collinus
2353,0.0,37,37,S1,1214242,Streptomyces collinus Tu 365
2354,0.0,33,33,S,146923,Streptomyces parvulus
2355,0.0,24,24,S,1495638,Streptomyces sp. M56
2356,0.0,20,20,S,206662,Streptomyces sp. FR-008
2357,0.0,19,0,S,1169025,Streptomyces pratensis
2358,0.0,19,19,S1,591167,Streptomyces pratensis ATCC 33331
2359,0.0,17,0,S,1971,Streptomyces noursei
2360,0.0,17,17,S1,316284,Streptomyces noursei ATCC 11455
2361,0.0,14,0,G1,1477431,Streptomyces albidoflavus group
2362,0.0,12,0,S,1902,Streptomyces coelicolor
2363,0.0,12,12,S1,100226,Streptomyces coelicolor A3(2)
2364,0.0,2,2,S,42239,Streptomyces sampsonii
2365,0.0,7,7,S,355249,Streptomyces sp. Tu6071
2366,0.0,7,7,S,1265601,Streptomyces sp. PAMC 26508
2367,0.0,5,0,S,68192,Streptomyces cyaneogriseus
2368,0.0,5,5,S1,477245,Streptomyces cyaneogriseus subsp. noncyanogenus
2369,0.0,3,3,S,565560,Streptomyces sp. SM17
2370,0.0,3,3,S,1972846,Streptomyces sp. Sge12
2371,0.0,1,1,S,1984801,Streptomyces sp. CLI2509
2372,0.0,1,1,S,75293,Streptomyces autolyticus
2373,0.0,1,1,S,1218177,Streptomyces sp. GBA 94-10
2374,0.0,491,7,G,2063,Kitasatospora
2375,0.0,206,206,S,2018025,Kitasatospora sp. MMS16-BH015
2376,0.0,137,137,S,68173,Kitasatospora albolonga
2377,0.0,111,0,S,2066,Kitasatospora setae
2378,0.0,111,111,S1,452652,Kitasatospora setae KM-6054
2379,0.0,30,30,S,1894,Kitasatospora aureofaciens
2380,0.0,171,0,G,228398,Streptacidiphilus
2381,0.0,171,171,S,2126346,Streptacidiphilus sp. DSM 106435
2382,0.04,16852,572,O,85006,Micrococcales
2383,0.01,5812,314,F,85023,Microbacteriaceae
2384,0.0,1771,321,G,33882,Microbacterium
2385,0.0,166,166,S,104336,Microbacterium foliorum
2386,0.0,161,161,S,300019,Microbacterium paludicola
2387,0.0,160,160,S,370764,Microbacterium pygmaeum
2388,0.0,155,155,S,1938334,Microbacterium sp. TPU 3598
2389,0.0,140,0,S,2033,Microbacterium testaceum
2390,0.0,140,140,S1,979556,Microbacterium testaceum StLB037
2391,0.0,107,107,S,36805,Microbacterium aurum
2392,0.0,100,100,S,1714373,Microbacterium sp. No. 7
2393,0.0,84,84,S,912630,Microbacterium sp. LKL04
2394,0.0,74,74,S,1795053,Microbacterium sp. PAMC 28756
2395,0.0,73,73,S,2014534,Microbacterium sp. PM5
2396,0.0,63,63,S,2103230,Microbacterium sp. str. 'China'
2397,0.0,39,39,S,1906742,Microbacterium sp. BH-3-3-3
2398,0.0,37,37,S,84292,Microbacterium chocolatum
2399,0.0,29,29,S,1696072,Microbacterium sp. CGR1
2400,0.0,25,25,S,162426,Microbacterium hominis
2401,0.0,25,25,S,1916917,Microbacterium sp. 1.5R
2402,0.0,7,7,S,367477,Microbacterium sp. XT11
2403,0.0,5,5,S,199592,Microbacterium paraoxydans
2404,0.0,530,194,G,110932,Leifsonia
2405,0.0,217,49,S,1575,Leifsonia xyli
2406,0.0,130,0,S1,59736,Leifsonia xyli subsp. xyli
2407,0.0,130,130,S2,281090,Leifsonia xyli subsp. xyli str. CTCB07
2408,0.0,38,0,S1,31966,Leifsonia xyli subsp. cynodontis
2409,0.0,38,38,S2,1389489,Leifsonia xyli subsp. cynodontis DSM 46306
2410,0.0,119,119,S,1798223,Leifsonia sp. 21MFCrub1.1
2411,0.0,449,0,G,518733,Microterricola
2412,0.0,449,449,S,412690,Microterricola viridarii
2413,0.0,287,0,G,46352,Agrococcus
2414,0.0,199,199,S,399736,Agrococcus jejuensis
2415,0.0,88,88,S,684552,Agrococcus carbonis
2416,0.0,283,0,G,33886,Rathayibacter
2417,0.0,231,231,S,33888,Rathayibacter tritici
2418,0.0,52,52,S,145458,Rathayibacter toxicus
2419,0.0,254,23,G,1573,Clavibacter
2420,0.0,141,141,S,1874630,Clavibacter capsici
2421,0.0,67,0,S,28447,Clavibacter michiganensis
2422,0.0,67,0,S1,33013,Clavibacter michiganensis subsp. michiganensis
2423,0.0,67,67,S2,443906,Clavibacter michiganensis subsp. michiganensis NCPPB 382
2424,0.0,13,13,S,33014,Clavibacter insidiosus
2425,0.0,7,7,S,31964,Clavibacter sepedonicus
2426,0.0,3,0,S,31963,Clavibacter nebraskensis
2427,0.0,3,3,S1,1097677,Clavibacter nebraskensis NCPPB 2581
2428,0.0,247,53,G,1705353,Aurantimicrobium
2429,0.0,81,81,S,1987356,Aurantimicrobium sp. MWH-Mo1
2430,0.0,60,60,S,2079575,Aurantimicrobium sp. MWH-Uga1
2431,0.0,53,53,S,708131,Aurantimicrobium minutum
2432,0.0,244,4,G,2034,Curtobacterium
2433,0.0,130,130,S,69373,Curtobacterium pusillum
2434,0.0,82,82,S,1561023,Curtobacterium sp. MR_MD2014
2435,0.0,28,28,S,1905847,Curtobacterium sp. BH-2-1-1
2436,0.0,236,7,G,33877,Agromyces
2437,0.0,101,101,S,589382,Agromyces flavus
2438,0.0,66,66,S,453304,Agromyces aureus
2439,0.0,62,62,S,2080742,Agromyces sp. 30A
2440,0.0,226,0,G,337004,Microcella
2441,0.0,226,226,S,279828,Microcella alkaliphila
2442,0.0,208,73,G,69578,Cryobacterium
2443,0.0,79,79,S,1978566,Cryobacterium sp. LW097
2444,0.0,56,56,S,670052,Cryobacterium arcticum
2445,0.0,171,0,G,235888,Salinibacterium
2446,0.0,171,171,S,2079791,Salinibacterium sp. CGMCC 1.16371
2447,0.0,155,0,F1,1655488,Luna cluster
2448,0.0,155,0,F2,1655489,Luna-1 subcluster
2449,0.0,134,0,G,529883,Rhodoluna
2450,0.0,94,94,S,535712,Candidatus Rhodoluna planktonica
2451,0.0,40,40,S,529884,Rhodoluna lacicola
2452,0.0,21,0,G,529881,Candidatus Aquiluna
2453,0.0,21,21,S,1855377,Candidatus Aquiluna sp. UB-MaderosW2red
2454,0.0,137,0,G,447237,Frondihabitans
2455,0.0,137,137,S,1795630,Frondihabitans sp. PAMC 28766
2456,0.0,102,0,G,427753,Humibacter
2457,0.0,102,102,S,2282656,Humibacter sp. BT305
2458,0.0,77,0,G,76634,Mycetocola
2459,0.0,77,77,S,2079792,Mycetocola sp. CGMCC 1.16372
2460,0.0,49,0,G,1434032,Pontimonas
2461,0.0,49,49,S,1159327,Pontimonas salivibrio
2462,0.0,40,0,G,1759331,Cnuibacter
2463,0.0,40,40,S,1619308,Cnuibacter physcomitrellae
2464,0.0,32,0,G,190323,Plantibacter
2465,0.0,32,32,S,150123,Plantibacter flavus
2466,0.01,5467,138,F,1268,Micrococcaceae
2467,0.01,2805,380,G,1663,Arthrobacter
2468,0.0,407,407,S,656366,Arthrobacter alpinus
2469,0.0,389,389,S,1494608,Arthrobacter sp. PAMC 25486
2470,0.0,233,233,S,1849032,Arthrobacter sp. U41
2471,0.0,226,226,S,2020486,Arthrobacter sp. YN
2472,0.0,204,204,S,1618207,Arthrobacter sp. IHBB 11108
2473,0.0,175,175,S,37928,Arthrobacter crystallopoietes
2474,0.0,175,175,S,1704044,Arthrobacter sp. ERGS1:01
2475,0.0,150,150,S,2079227,Arthrobacter sp. PGP41
2476,0.0,130,130,S,290399,Arthrobacter sp. FB24
2477,0.0,92,92,S,1806905,Arthrobacter sp. ZXY-2
2478,0.0,83,83,S,2211210,Arthrobacter sp. DCT5
2479,0.0,68,68,S,1357915,Arthrobacter sp. QXT-31
2480,0.0,36,36,S,1652545,Arthrobacter sp. YC-RL1
2481,0.0,29,29,S,1771959,Arthrobacter sp. ATCC 21022
2482,0.0,27,27,S,1690248,Arthrobacter sp. LS16
2483,0.0,1,1,S,1118963,Arthrobacter sp. Rue61a
2484,0.0,689,34,G,1742993,Pseudarthrobacter
2485,0.0,242,242,S,728066,Pseudarthrobacter equi
2486,0.0,205,0,S,85085,Pseudarthrobacter chlorophenolicus
2487,0.0,205,205,S1,452863,Pseudarthrobacter chlorophenolicus A6
2488,0.0,123,0,S,361575,Pseudarthrobacter phenanthrenivorans
2489,0.0,123,123,S1,930171,Pseudarthrobacter phenanthrenivorans Sphe3
2490,0.0,85,85,S,121292,Pseudarthrobacter sulfonivorans
2491,0.0,587,77,G,57493,Kocuria
2492,0.0,213,213,S,71999,Kocuria palustris
2493,0.0,130,130,S,388357,Kocuria turfanensis
2494,0.0,78,78,S,72000,Kocuria rhizophila
2495,0.0,60,60,S,446860,Kocuria flava
2496,0.0,29,29,S,1702043,Kocuria sp. BT304
2497,0.0,453,2,G,32207,Rothia
2498,0.0,263,162,S,43675,Rothia mucilaginosa
2499,0.0,101,101,S1,680646,Rothia mucilaginosa DY-18
2500,0.0,188,0,S,2047,Rothia dentocariosa
2501,0.0,188,188,S1,762948,Rothia dentocariosa ATCC 17931
2502,0.0,208,0,G,1868332,Neomicrococcus
2503,0.0,208,208,S,556325,Neomicrococcus aestuarii
2504,0.0,179,0,G,596707,Sinomonas
2505,0.0,179,179,S,37927,Sinomonas atrocyanea
2506,0.0,140,0,G,1269,Micrococcus
2507,0.0,140,140,S,1270,Micrococcus luteus
2508,0.0,127,0,G,1645,Renibacterium
2509,0.0,127,127,S,1646,Renibacterium salmoninarum
2510,0.0,87,0,G,1742989,Glutamicibacter
2511,0.0,87,56,S,256701,Glutamicibacter arilaitensis
2512,0.0,31,31,S1,861360,Glutamicibacter arilaitensis Re117
2513,0.0,53,0,G,370735,Zhihengliuella
2514,0.0,53,53,S,2058657,Zhihengliuella sp. ISTPL4
2515,0.0,1,0,G,1742992,Paenarthrobacter
2516,0.0,1,0,S,43663,Paenarthrobacter aurescens
2517,0.0,1,1,S1,290340,Paenarthrobacter aurescens TC1
2518,0.0,1338,0,F,85020,Dermabacteraceae
2519,0.0,1104,152,G,43668,Brachybacterium
2520,0.0,274,274,S,556288,Brachybacterium saurashtrense
2521,0.0,205,205,S,1331682,Brachybacterium ginsengisoli
2522,0.0,169,0,S,43669,Brachybacterium faecium
2523,0.0,169,169,S1,446465,Brachybacterium faecium DSM 4810
2524,0.0,125,125,S,2017485,Brachybacterium sp. VR2415
2525,0.0,124,124,S,2017484,Brachybacterium sp. VM2412
2526,0.0,55,55,S,1903186,Brachybacterium sp. P6-10-X1
2527,0.0,205,0,G,36739,Dermabacter
2528,0.0,205,205,S,1630135,Dermabacter vaginalis
2529,0.0,29,0,G,472568,Devriesea
2530,0.0,29,29,S,472569,Devriesea agamarum
2531,0.0,836,0,F,85016,Cellulomonadaceae
2532,0.0,698,0,G,1707,Cellulomonas
2533,0.0,235,0,S,11,Cellulomonas gilvus
2534,0.0,235,235,S1,593907,Cellulomonas gilvus ATCC 13127
2535,0.0,194,0,S,1711,Cellulomonas flavigena
2536,0.0,194,194,S1,446466,Cellulomonas flavigena DSM 20109
2537,0.0,144,0,S,1708,Cellulomonas fimi
2538,0.0,144,144,S1,590998,Cellulomonas fimi ATCC 484
2539,0.0,125,125,S,2003551,Cellulomonas sp. PSBB021
2540,0.0,138,0,G,665568,Paraoerskovia
2541,0.0,138,138,S,545619,Paraoerskovia marina
2542,0.0,714,3,F,85021,Intrasporangiaceae
2543,0.0,234,0,G,53357,Intrasporangium
2544,0.0,234,214,S,53358,Intrasporangium calvum
2545,0.0,20,20,S1,710696,Intrasporangium calvum DSM 43043
2546,0.0,129,0,G,125287,Ornithinimicrobium
2547,0.0,129,129,S,2283195,Ornithinimicrobium sp. AMA3305
2548,0.0,118,0,G,53457,Janibacter
2549,0.0,118,118,S,857417,Janibacter indicus
2550,0.0,107,0,G,267408,Arsenicicoccus
2551,0.0,107,107,S,1658671,Arsenicicoccus sp. oral taxon 190
2552,0.0,77,0,G,367298,Phycicoccus
2553,0.0,77,77,S,443156,Phycicoccus dokdonensis
2554,0.0,46,0,G,265976,Serinicoccus
2555,0.0,46,46,S,1758689,Serinicoccus sp. JLT9
2556,0.0,583,7,F,85017,Promicromonosporaceae
2557,0.0,244,0,G,254250,Isoptericola
2558,0.0,124,0,S,372663,Isoptericola dokdonensis
2559,0.0,124,124,S1,1300344,Isoptericola dokdonensis DS-3
2560,0.0,120,0,S,139208,Isoptericola variabilis
2561,0.0,120,120,S1,743718,Isoptericola variabilis 225
2562,0.0,218,14,G,157920,Cellulosimicrobium
2563,0.0,152,152,S,1980001,Cellulosimicrobium sp. TH-20
2564,0.0,52,52,S,1710,Cellulosimicrobium cellulans
2565,0.0,114,0,G,186188,Xylanimonas
2566,0.0,114,0,S,186189,Xylanimonas cellulosilytica
2567,0.0,114,114,S1,446471,Xylanimonas cellulosilytica DSM 15894
2568,0.0,411,0,F,85019,Brevibacteriaceae
2569,0.0,411,62,G,1696,Brevibacterium
2570,0.0,184,184,S,1703,Brevibacterium linens
2571,0.0,83,83,S,1136497,Brevibacterium siliguriense
2572,0.0,82,82,S,629680,Brevibacterium sandarakinum
2573,0.0,409,0,F,145357,Dermacoccaceae
2574,0.0,183,0,G,745364,Luteipulveratus
2575,0.0,183,183,S,571913,Luteipulveratus mongoliensis
2576,0.0,125,0,G,57495,Dermacoccus
2577,0.0,125,125,S,1274,Dermacoccus nishinomiyaensis
2578,0.0,101,0,G,57499,Kytococcus
2579,0.0,101,0,S,1276,Kytococcus sedentarius
2580,0.0,101,101,S1,478801,Kytococcus sedentarius DSM 20547
2581,0.0,282,6,F,125316,Beutenbergiaceae
2582,0.0,211,0,G,84756,Beutenbergia
2583,0.0,211,0,S,84757,Beutenbergia cavernae
2584,0.0,211,211,S1,471853,Beutenbergia cavernae DSM 12333
2585,0.0,65,0,G,947525,Miniimonas
2586,0.0,65,65,S,2171623,Miniimonas sp. S16
