,50.06,21409637,21409637.1,U,0,unclassified
968,0.0,19,19,S1,747365,Thermodesulfobium narugense DSM 14796
969,0.0,753,0,O,53433,Halanaerobiales
970,0.0,503,0,F,972,Halanaerobiaceae
971,0.0,284,0,G,2330,Halanaerobium
972,0.0,191,191,S,656519,Halanaerobium hydrogeniformans
973,0.0,93,0,S,2331,Halanaerobium praevalens
974,0.0,93,93,S1,572479,Halanaerobium praevalens DSM 2228
975,0.0,219,0,G,32636,Halothermothrix
976,0.0,219,0,S,31909,Halothermothrix orenii
977,0.0,219,219,S1,373903,Halothermothrix orenii H 168
978,0.0,250,0,F,53434,Halobacteroidaceae
979,0.0,131,0,G,28186,Acetohalobium
980,0.0,131,0,S,28187,Acetohalobium arabaticum
981,0.0,131,131,S1,574087,Acetohalobium arabaticum DSM 5501
982,0.0,119,0,G,42417,Halobacteroides
983,0.0,119,0,S,42422,Halobacteroides halobius
984,0.0,119,119,S1,748449,Halobacteroides halobius DSM 5150
985,0.0,194,0,O,485256,Natranaerobiales
986,0.0,194,0,F,485255,Natranaerobiaceae
987,0.0,194,0,G,375928,Natranaerobius
988,0.0,194,0,S,375929,Natranaerobius thermophilus
989,0.0,194,194,S1,457570,Natranaerobius thermophilus JW/NM-WN-LF
990,1.82,777155,6417,C,91061,Bacilli
991,1.62,691409,12206,O,186826,Lactobacillales
992,1.45,618345,2259,F,81852,Enterococcaceae
993,1.44,615016,22557,G,1350,Enterococcus
994,1.36,582849,211808,S,1352,Enterococcus faecium
995,0.85,364796,364796,S1,1344042,Enterococcus faecium T110
996,0.01,4029,4029,S1,1104325,Enterococcus faecium NRRL B-2354
997,0.0,1821,1821,S1,1155766,Enterococcus faecium Aus0004
998,0.0,228,228,S1,1305849,Enterococcus faecium Aus0085
999,0.0,167,167,S1,333849,Enterococcus faecium DO
1000,0.01,4099,4099,S,53345,Enterococcus durans
1001,0.0,1137,1137,S,160453,Enterococcus gilvus
1002,0.0,1041,817,S,1351,Enterococcus faecalis
1003,0.0,90,90,S1,1201292,Enterococcus faecalis ATCC 29212
1004,0.0,70,70,S1,226185,Enterococcus faecalis V583
1005,0.0,37,37,S1,1206105,Enterococcus faecalis D32
1006,0.0,23,23,S1,565651,Enterococcus faecalis ARO1/DG
1007,0.0,3,3,S1,1261557,Enterococcus faecalis str. Symbioflor 1
1008,0.0,1,1,S1,1287066,Enterococcus faecalis DENG1
1009,0.0,906,906,S,44008,Enterococcus cecorum
1010,0.0,665,434,S,1354,Enterococcus hirae
1011,0.0,231,231,S1,768486,Enterococcus hirae ATCC 9790
1012,0.0,474,474,S,2005703,Enterococcus wangshanyuanii
1013,0.0,414,414,S,417368,Enterococcus thailandicus
1014,0.0,387,356,S,53346,Enterococcus mundtii
1015,0.0,31,31,S1,1300150,Enterococcus mundtii QU 25
1016,0.0,275,275,S,2060307,Enterococcus sp. FDAARGOS_375
1017,0.0,92,92,S,2060306,Enterococcus sp. FDAARGOS_163
1018,0.0,83,0,S,37734,Enterococcus casseliflavus
1019,0.0,83,83,S1,565655,Enterococcus casseliflavus EC20
1020,0.0,37,37,S,2057791,Enterococcus sp. CR-Ec1
1021,0.0,663,19,G,2737,Vagococcus
1022,0.0,344,344,S,519472,Vagococcus teuberi
1023,0.0,300,300,S,633807,Vagococcus penaei
1024,0.0,254,0,G,51668,Tetragenococcus
1025,0.0,254,217,S,51669,Tetragenococcus halophilus
1026,0.0,37,37,S1,945021,Tetragenococcus halophilus NBRC 12172
1027,0.0,153,0,G,33969,Melissococcus
1028,0.0,153,139,S,33970,Melissococcus plutonius
1029,0.0,14,14,S1,1090974,Melissococcus plutonius DAT561
1030,0.07,28249,137,F,1300,Streptococcaceae
1031,0.06,25963,6272,G,1301,Streptococcus
1032,0.01,2919,2821,S,1308,Streptococcus thermophilus
1033,0.0,27,27,S1,1435972,Streptococcus thermophilus TH985
1034,0.0,17,17,S1,1433288,Streptococcus thermophilus MTH17CL396
1035,0.0,15,15,S1,1423145,Streptococcus thermophilus TH1436
1036,0.0,12,12,S1,264199,Streptococcus thermophilus LMG 18311
1037,0.0,12,12,S1,1435981,Streptococcus thermophilus 1F8CT
1038,0.0,5,5,S1,1433289,Streptococcus thermophilus M17PTZA496
1039,0.0,4,4,S1,1436725,Streptococcus thermophilus TH1477
1040,0.0,3,3,S1,1408178,Streptococcus thermophilus ASCC 1275
1041,0.0,1,1,S1,767463,Streptococcus thermophilus ND03
1042,0.0,1,1,S1,1051074,Streptococcus thermophilus JIM 8232
1043,0.0,1,1,S1,1435974,Streptococcus thermophilus TH982
1044,0.0,1472,132,G1,671232,Streptococcus anginosus group
1045,0.0,600,421,S,1328,Streptococcus anginosus
1046,0.0,108,108,S1,862971,Streptococcus anginosus C238
1047,0.0,66,0,S1,1272910,Streptococcus anginosus subsp. whileyi
1048,0.0,66,66,S2,1353243,Streptococcus anginosus subsp. whileyi MAS624
1049,0.0,5,5,S1,862970,Streptococcus anginosus C1051
1050,0.0,382,192,S,1338,Streptococcus intermedius
1051,0.0,161,161,S1,862967,Streptococcus intermedius B196
1052,0.0,29,29,S1,862966,Streptococcus intermedius C270
1053,0.0,358,0,S,76860,Streptococcus constellatus
1054,0.0,358,357,S1,184250,Streptococcus constellatus subsp. pharyngis
1055,0.0,1,1,S2,862969,Streptococcus constellatus subsp. pharyngis C1050
1056,0.0,1440,1413,S,1311,Streptococcus agalactiae
1057,0.0,18,18,S1,1309807,Streptococcus agalactiae ILRI005
1058,0.0,7,7,S1,1427374,Streptococcus agalactiae CNCTC 10/84
1059,0.0,1,0,S1,216466,Streptococcus agalactiae serogroup V
1060,0.0,1,1,S2,208435,Streptococcus agalactiae 2603V/R
1061,0.0,1,1,S1,1309806,Streptococcus agalactiae 09mas018883
1062,0.0,1401,1186,S,1307,Streptococcus suis
1063,0.0,68,68,S1,1005041,Streptococcus suis SS12
1064,0.0,41,41,S1,423211,Streptococcus suis GZ1
1065,0.0,40,40,S1,1004952,Streptococcus suis D12
1066,0.0,29,29,S1,1005042,Streptococcus suis D9
1067,0.0,21,21,S1,1276647,Streptococcus suis TL13
1068,0.0,5,5,S1,568814,Streptococcus suis BM407
1069,0.0,5,5,S1,1004951,Streptococcus suis ST1
1070,0.0,3,3,S1,1340847,Streptococcus suis T15
1071,0.0,1,1,S1,672190,Streptococcus suis 05HAS68
1072,0.0,1,1,S1,1007064,Streptococcus suis ST3
1073,0.0,1,1,S1,1214179,Streptococcus suis 6407
1074,0.0,1340,1340,S,1326,Streptococcus acidominimus
1075,0.0,847,667,S,1302,Streptococcus gordonii
1076,0.0,180,0,S1,29390,Streptococcus gordonii str. Challis
1077,0.0,180,180,S2,467705,Streptococcus gordonii str. Challis substr. CH1
1078,0.0,827,822,S,1314,Streptococcus pyogenes
1079,0.0,4,0,S1,301452,Streptococcus pyogenes serotype M49
1080,0.0,4,4,S2,471876,Streptococcus pyogenes NZ131
1081,0.0,1,0,S1,798299,Streptococcus pyogenes serotype M59
1082,0.0,1,1,S2,798300,Streptococcus pyogenes MGAS15252
1083,0.0,768,1,G1,119603,Streptococcus dysgalactiae group
1084,0.0,415,0,S,1336,Streptococcus equi
1085,0.0,415,415,S1,40041,Streptococcus equi subsp. zooepidemicus
1086,0.0,352,4,S,1334,Streptococcus dysgalactiae
1087,0.0,189,32,S1,119602,Streptococcus dysgalactiae subsp. equisimilis
1088,0.0,143,143,S2,617121,Streptococcus dysgalactiae subsp. equisimilis RE378
1089,0.0,9,9,S2,486410,Streptococcus dysgalactiae subsp. equisimilis GGS_124
1090,0.0,5,5,S2,663954,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394
1091,0.0,159,0,S1,99822,Streptococcus dysgalactiae subsp. dysgalactiae
1092,0.0,159,159,S2,663952,Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957
1093,0.0,752,527,S,1305,Streptococcus sanguinis
1094,0.0,225,225,S1,388919,Streptococcus sanguinis SK36
1095,0.0,706,676,S,1313,Streptococcus pneumoniae
1096,0.0,13,13,S1,488221,Streptococcus pneumoniae 70585
1097,0.0,9,9,S1,697283,Streptococcus pneumoniae gamPNI0373
1098,0.0,3,3,S1,516950,Streptococcus pneumoniae CGSP14
1099,0.0,2,2,S1,574093,Streptococcus pneumoniae AP200
1100,0.0,1,1,S1,170187,Streptococcus pneumoniae TIGR4
1101,0.0,1,1,S1,869312,Streptococcus pneumoniae SPN033038
1102,0.0,1,1,S1,525381,Streptococcus pneumoniae TCH8431/19A
1103,0.0,660,250,S,1303,Streptococcus oralis
1104,0.0,227,227,S1,1077464,Streptococcus oralis subsp. tigurinus
1105,0.0,183,183,S1,927666,Streptococcus oralis Uo5
1106,0.0,437,254,S,45634,Streptococcus cristatus
1107,0.0,179,179,S1,889201,Streptococcus cristatus ATCC 51100
1108,0.0,4,4,S1,1302863,Streptococcus cristatus AS 1.3089
1109,0.0,413,413,S,400065,Streptococcus merionis
1110,0.0,395,387,S,1309,Streptococcus mutans
1111,0.0,7,7,S1,1155071,Streptococcus mutans LJ23
1112,0.0,1,1,S1,1198676,Streptococcus mutans GS-5
1113,0.0,362,99,S,1318,Streptococcus parasanguinis
1114,0.0,164,164,S1,1114965,Streptococcus parasanguinis FW213
1115,0.0,99,99,S1,760570,Streptococcus parasanguinis ATCC 15912
1116,0.0,350,341,S,1348,Streptococcus parauberis
1117,0.0,9,9,S1,873447,Streptococcus parauberis NCFD 2020
1118,0.0,334,301,S,197614,Streptococcus pasteurianus
1119,0.0,33,33,S1,981540,Streptococcus pasteurianus ATCC 43144
1120,0.0,334,210,S,28037,Streptococcus mitis
1121,0.0,124,124,S1,365659,Streptococcus mitis B6
1122,0.0,280,209,S,1304,Streptococcus salivarius
1123,0.0,50,50,S1,1048332,Streptococcus salivarius CCHSS3
1124,0.0,21,21,S1,347253,Streptococcus salivarius JIM8777
1125,0.0,278,278,S,1349,Streptococcus uberis
1126,0.0,274,274,S,113107,Streptococcus australis
1127,0.0,259,259,S,82348,Streptococcus pluranimalium
1128,0.0,252,252,S,1310,Streptococcus sobrinus
1129,0.0,251,251,S,712633,Streptococcus sp. oral taxon 431
1130,0.0,246,246,S,1814128,Streptococcus halotolerans
1131,0.0,244,244,S,1811193,Streptococcus pantholopis
1132,0.0,233,233,S,1345,Streptococcus ferus
1133,0.0,218,218,S,1759399,Streptococcus sp. A12
1134,0.0,211,25,S,102684,Streptococcus infantarius
1135,0.0,186,0,S1,150054,Streptococcus infantarius subsp. infantarius
1136,0.0,186,186,S2,1069533,Streptococcus infantarius subsp. infantarius CJ18
1137,0.0,154,154,S,1346,Streptococcus iniae
1138,0.0,153,153,S,1340,Streptococcus porcinus
1139,0.0,152,152,S,1888195,Streptococcus himalayensis
1140,0.0,120,120,S,1825069,Streptococcus marmotae
1141,0.0,116,108,S,315405,Streptococcus gallolyticus
1142,0.0,8,1,S1,53354,Streptococcus gallolyticus subsp. gallolyticus
1143,0.0,4,4,S2,981539,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
1144,0.0,3,3,S2,990317,Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
1145,0.0,83,83,S,712624,Streptococcus sp. oral taxon 064
1146,0.0,82,82,S,1156431,Streptococcus sp. I-G2
1147,0.0,82,56,S,150055,Streptococcus lutetiensis
1148,0.0,26,26,S1,1076934,Streptococcus lutetiensis 033
1149,0.0,64,0,S,257758,Streptococcus pseudopneumoniae
1150,0.0,64,64,S1,1054460,Streptococcus pseudopneumoniae IS7493
1151,0.0,56,56,S,1902136,Streptococcus sp. NPS 308
1152,0.0,56,56,S,1156433,Streptococcus sp. I-P16
1153,0.0,54,54,S,1335,Streptococcus equinus
1154,0.0,15,15,S,1839799,Streptococcus sp. FDAARGOS_192
1155,0.0,1,0,S,59310,Streptococcus macedonicus
1156,0.0,1,1,S1,1116231,Streptococcus macedonicus ACA-DC 198
1157,0.01,2149,4,G,1357,Lactococcus
1158,0.0,862,199,S,1358,Lactococcus lactis
1159,0.0,374,219,S1,1359,Lactococcus lactis subsp. cremoris
1160,0.0,98,98,S2,1104322,Lactococcus lactis subsp. cremoris A76
1161,0.0,50,50,S2,1295826,Lactococcus lactis subsp. cremoris KW2
1162,0.0,7,7,S2,1449093,Lactococcus lactis subsp. cremoris IBB477
1163,0.0,289,283,S1,1360,Lactococcus lactis subsp. lactis
1164,0.0,3,3,S2,1399116,Lactococcus lactis subsp. lactis KLDS 4.0325
1165,0.0,2,2,S2,1046624,Lactococcus lactis subsp. lactis IO-1
1166,0.0,1,1,S2,684738,Lactococcus lactis subsp. lactis KF147
1167,0.0,550,550,S,1366,Lactococcus raffinolactis
1168,0.0,395,395,S,1363,Lactococcus garvieae
1169,0.0,338,244,S,1364,Lactococcus piscium
1170,0.0,94,94,S1,297352,Lactococcus piscium MKFS47
1171,0.06,24291,110,F,33958,Lactobacillaceae
1172,0.05,23461,1384,G,1578,Lactobacillus
1173,0.03,13440,0,S,1623,Lactobacillus ruminis
1174,0.03,13440,13440,S1,1069534,Lactobacillus ruminis ATCC 27782
1175,0.0,657,205,G1,655183,Lactobacillus casei group
1176,0.0,396,271,S,1582,Lactobacillus casei
1177,0.0,72,72,S1,219334,Lactobacillus casei subsp. casei ATCC 393
1178,0.0,42,42,S1,498216,Lactobacillus casei str. Zhang
1179,0.0,6,6,S1,1051650,Lactobacillus casei 12A
1180,0.0,3,3,S1,1215914,Lactobacillus casei W56
1181,0.0,2,2,S1,1318635,Lactobacillus casei LOCK919
1182,0.0,56,14,S,1597,Lactobacillus paracasei
1183,0.0,28,28,S1,1446494,Lactobacillus paracasei N1115
1184,0.0,14,14,S1,47714,Lactobacillus paracasei subsp. paracasei
1185,0.0,582,538,S,1624,Lactobacillus salivarius
1186,0.0,41,41,S1,1194971,Lactobacillus salivarius str. Ren
1187,0.0,3,3,S1,362948,Lactobacillus salivarius UCC118
1188,0.0,372,345,S,1590,Lactobacillus plantarum
1189,0.0,25,25,S1,337330,Lactobacillus plantarum subsp. plantarum
1190,0.0,2,2,S1,1304889,Lactobacillus plantarum CMPG5300
1191,0.0,341,341,S,1599,Lactobacillus sakei
1192,0.0,306,176,S,1584,Lactobacillus delbrueckii
1193,0.0,47,47,S1,249265,Lactobacillus delbrueckii subsp. indicus
1194,0.0,44,40,S1,29397,Lactobacillus delbrueckii subsp. lactis
1195,0.0,4,4,S2,888027,Lactobacillus delbrueckii subsp. lactis DSM 20072
1196,0.0,14,1,S1,1585,Lactobacillus delbrueckii subsp. bulgaricus
1197,0.0,11,11,S2,321956,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
1198,0.0,2,2,S2,767455,Lactobacillus delbrueckii subsp. bulgaricus ND02
1199,0.0,10,10,S1,83684,Lactobacillus delbrueckii subsp. delbrueckii
1200,0.0,8,0,S1,1537158,Lactobacillus delbrueckii subsp. jakobsenii
1201,0.0,8,8,S2,1217420,Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046
1202,0.0,7,7,S1,1050107,Lactobacillus delbrueckii subsp. sunkii
1203,0.0,253,0,S,1612,Lactobacillus farciminis
1204,0.0,253,253,S1,936140,Lactobacillus farciminis KCTC 3681 = DSM 20184
1205,0.0,231,202,S,1613,Lactobacillus fermentum
1206,0.0,20,20,S1,1381124,Lactobacillus fermentum 3872
1207,0.0,9,9,S1,767453,Lactobacillus fermentum F-6
1208,0.0,230,178,S,1604,Lactobacillus amylovorus
1209,0.0,35,35,S1,695562,Lactobacillus amylovorus GRL1118
1210,0.0,16,16,S1,1423723,Lactobacillus amylovorus DSM 20531
1211,0.0,1,1,S1,695560,Lactobacillus amylovorus GRL 1112
1212,0.0,209,98,S,1589,Lactobacillus pentosus
1213,0.0,111,111,S1,1136177,Lactobacillus pentosus KCA1
1214,0.0,208,168,S,1587,Lactobacillus helveticus
1215,0.0,34,34,S1,880633,Lactobacillus helveticus R0052
1216,0.0,6,6,S1,405566,Lactobacillus helveticus DPC 4571
1217,0.0,205,205,S,28038,Lactobacillus curvatus
1218,0.0,199,0,S,97478,Lactobacillus mucosae
1219,0.0,199,199,S1,1130798,Lactobacillus mucosae LM1
1220,0.0,197,197,S,89059,Lactobacillus acidipiscis
1221,0.0,196,196,S,267363,Lactobacillus zymae
1222,0.0,194,194,S,152331,Lactobacillus parabuchneri
1223,0.0,185,185,S,240427,Lactobacillus paracollinoides
1224,0.0,185,185,S,1622,Lactobacillus murinus
1225,0.0,181,68,S,109790,Lactobacillus jensenii
1226,0.0,113,113,S1,525329,Lactobacillus jensenii JV-V16
1227,0.0,180,180,S,1074467,Lactobacillus heilongjiangensis
1228,0.0,175,171,S,47715,Lactobacillus rhamnosus
1229,0.0,2,2,S1,1088720,Lactobacillus rhamnosus ATCC 8530
1230,0.0,1,1,S1,1316933,Lactobacillus rhamnosus LOCK900
1231,0.0,1,1,S1,1380361,Lactobacillus rhamnosus DSM 14870
1232,0.0,173,173,S,1007676,Lactobacillus ginsenosidimutans
1233,0.0,172,111,S,1596,Lactobacillus gasseri
1234,0.0,45,45,S1,1380360,Lactobacillus gasseri DSM 14869
1235,0.0,16,16,S1,324831,Lactobacillus gasseri ATCC 33323 = JCM 1131
1236,0.0,172,123,S,33959,Lactobacillus johnsonii
1237,0.0,27,27,S1,909954,Lactobacillus johnsonii DPC 6026
1238,0.0,21,21,S1,257314,Lactobacillus johnsonii NCC 533
1239,0.0,1,1,S1,1408186,Lactobacillus johnsonii N6.2
1240,0.0,171,150,S,1598,Lactobacillus reuteri
1241,0.0,15,15,S1,1340495,Lactobacillus reuteri I5007
1242,0.0,4,4,S1,491077,Lactobacillus reuteri SD2112
1243,0.0,2,0,S1,1273150,Lactobacillus reuteri 1063
1244,0.0,2,2,S2,927703,Lactobacillus reuteri ATCC 53608
1245,0.0,157,125,S,1610,Lactobacillus coryniformis
1246,0.0,20,0,S1,115542,Lactobacillus coryniformis subsp. torquens
1247,0.0,20,20,S2,1423822,Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535
1248,0.0,12,0,S1,115541,Lactobacillus coryniformis subsp. coryniformis
1249,0.0,12,12,S2,913848,Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001
1250,0.0,152,0,S,1602,Lactobacillus alimentarius
1251,0.0,152,152,S1,1423720,Lactobacillus alimentarius DSM 20249
1252,0.0,150,0,S,293371,Lactobacillus oligofermentans
1253,0.0,150,150,S1,1423778,Lactobacillus oligofermentans DSM 15707 = LMG 22743
1254,0.0,146,0,S,1193095,Lactobacillus hokkaidonensis
1255,0.0,146,146,S1,1291742,Lactobacillus hokkaidonensis JCM 18461
1256,0.0,145,98,S,1579,Lactobacillus acidophilus
1257,0.0,47,47,S1,272621,Lactobacillus acidophilus NCFM
1258,0.0,136,136,S,637971,Lactobacillus koreensis
1259,0.0,133,74,S,1581,Lactobacillus buchneri
1260,0.0,51,51,S1,1071400,Lactobacillus buchneri CD034
1261,0.0,8,8,S1,511437,Lactobacillus buchneri NRRL B-30929
1262,0.0,113,113,S,1601,Lactobacillus agilis
1263,0.0,111,111,S,148814,Lactobacillus kunkeei
1264,0.0,106,106,S,53444,Lactobacillus lindneri
1265,0.0,105,105,S,1580,Lactobacillus brevis
1266,0.0,100,100,S,164393,Lactobacillus fuchuensis
1267,0.0,92,92,S,83683,Lactobacillus amylolyticus
1268,0.0,90,90,S,1218493,Lactobacillus kullabergensis
1269,0.0,89,89,S,1138822,Lactobacillus curieae
1270,0.0,89,89,S,2099788,Lactobacillus sp. CBA3605
1271,0.0,86,86,S,303541,Lactobacillus apis
1272,0.0,83,83,S,60520,Lactobacillus paraplantarum
1273,0.0,82,82,S,375175,Lactobacillus backii
1274,0.0,80,80,S,1847728,Lactobacillus allii
1275,0.0,80,80,S,1600,Lactobacillus acetotolerans
1276,0.0,71,0,S,47770,Lactobacillus crispatus
1277,0.0,71,71,S1,748671,Lactobacillus crispatus ST1
1278,0.0,62,0,S,1603,Lactobacillus amylophilus
1279,0.0,62,62,S1,1423721,Lactobacillus amylophilus DSM 20533 = JCM 1125
1280,0.0,49,0,S,267818,Lactobacillus kefiranofaciens
1281,0.0,49,49,S1,1033837,Lactobacillus kefiranofaciens ZW3
1282,0.0,47,47,S,1218494,Lactobacillus helsingborgensis
1283,0.0,36,36,S,392416,Lactobacillus crustorum
1284,0.0,36,36,S,2099789,Lactobacillus sp. CBA3606
1285,0.0,21,21,S,1545702,Lactobacillus sp. wkB8
1286,0.0,16,0,S,1625,Lactobacillus sanfranciscensis
1287,0.0,16,16,S1,714313,Lactobacillus sanfranciscensis TMW 1.1304
1288,0.0,720,1,G,1253,Pediococcus
1289,0.0,293,147,S,1255,Pediococcus pentosaceus
1290,0.0,104,104,S1,1408206,Pediococcus pentosaceus SL4
1291,0.0,42,42,S1,278197,Pediococcus pentosaceus ATCC 25745
1292,0.0,158,158,S,51663,Pediococcus damnosus
1293,0.0,123,123,S,114090,Pediococcus inopinatus
1294,0.0,96,96,S,187452,Pediococcus claussenii
1295,0.0,49,0,G1,1670797,Pediococcus acidilactici group
1296,0.0,49,49,S,1254,Pediococcus acidilactici
1297,0.01,3916,163,F,186828,Carnobacteriaceae
1298,0.0,2066,223,G,2747,Carnobacterium
1299,0.0,456,456,S,2748,Carnobacterium divergens
1300,0.0,392,392,S,208596,Carnobacterium sp. 17-4
1301,0.0,349,0,S,147709,Carnobacterium inhibens
1302,0.0,349,349,S1,1266845,Carnobacterium inhibens subsp. gilichinskyi
1303,0.0,339,339,S,1564681,Carnobacterium sp. CP1
1304,0.0,307,0,S,2751,Carnobacterium maltaromaticum
1305,0.0,307,307,S1,1234679,Carnobacterium maltaromaticum LMA28
1306,0.0,1269,32,G,1470540,Jeotgalibaca
1307,0.0,872,872,S,1903686,Jeotgalibaca sp. PTS2502
1308,0.0,365,365,S,708126,Jeotgalibaca dankookensis
1309,0.0,418,0,G,191769,Marinilactibacillus
1310,0.0,418,418,S,1911586,Marinilactibacillus sp. 15R
1311,0.01,3003,0,F,186827,Aerococcaceae
1312,0.01,3003,332,G,1375,Aerococcus
1313,0.0,1045,1045,S,1377,Aerococcus viridans
1314,0.0,447,447,S,87541,Aerococcus christensenii
1315,0.0,444,288,S,1376,Aerococcus urinae
1316,0.0,156,156,S1,866775,Aerococcus urinae ACS-120-V-Col10a
1317,0.0,398,398,S,119206,Aerococcus sanguinicola
1318,0.0,170,170,S,51665,Aerococcus urinaeequi
1319,0.0,167,167,S,128944,Aerococcus urinaehominis
1320,0.0,1343,35,F,81850,Leuconostocaceae
1321,0.0,651,228,G,1243,Leuconostoc
1322,0.0,69,68,S,33964,Leuconostoc citreum
1323,0.0,1,1,S1,349519,Leuconostoc citreum KM20
1324,0.0,67,60,S,1245,Leuconostoc mesenteroides
1325,0.0,5,5,S1,33967,Leuconostoc mesenteroides subsp. mesenteroides
1326,0.0,2,2,S1,427140,Leuconostoc mesenteroides KFRI-MG
1327,0.0,61,61,S,1511761,Leuconostoc suionicum
1328,0.0,58,4,S,1244,Leuconostoc gelidum
1329,0.0,50,47,S1,115778,Leuconostoc gelidum subsp. gasicomitatum
1330,0.0,2,2,S2,762550,Leuconostoc gelidum subsp. gasicomitatum LMG 18811
1331,0.0,1,1,S2,1165892,Leuconostoc gelidum subsp. gasicomitatum KG16-1
1332,0.0,4,4,S1,1229756,Leuconostoc gelidum JB7
1333,0.0,51,0,S,1252,Leuconostoc carnosum
1334,0.0,51,51,S1,1229758,Leuconostoc carnosum JB16
1335,0.0,40,40,S,1246,Leuconostoc lactis
1336,0.0,39,0,S,136609,Leuconostoc kimchii
1337,0.0,39,39,S1,762051,Leuconostoc kimchii IMSNU 11154
1338,0.0,23,23,S,979982,Leuconostoc sp. C2
1339,0.0,15,15,S,255248,Leuconostoc garlicum
1340,0.0,416,11,G,46255,Weissella
1341,0.0,104,104,S,1249,Weissella paramesenteroides
1342,0.0,98,97,S,165096,Weissella koreensis
1343,0.0,1,1,S1,1045854,Weissella koreensis KACC 15510
1344,0.0,82,82,S,759620,Weissella ceti
1345,0.0,56,56,S,1631871,Weissella jogaejeotgali
1346,0.0,51,51,S,137591,Weissella cibaria
1347,0.0,14,14,S,1629,Weissella viridescens
1348,0.0,241,0,G,46254,Oenococcus
1349,0.0,139,138,S,1247,Oenococcus oeni
1350,0.0,1,1,S1,203123,Oenococcus oeni PSU-1
1351,0.0,102,0,S,336988,Oenococcus kitaharae
1352,0.0,102,102,S1,1045004,Oenococcus kitaharae DSM 17330
1353,0.0,56,0,O1,186830,unclassified Lactobacillales
1354,0.0,56,0,O2,263855,unclassified Lactobacillales (miscellaneous)
1355,0.0,56,56,S,1993866,Lactobacillales bacterium
1356,0.19,79329,2462,O,1385,Bacillales
1357,0.07,30046,982,F,186817,Bacillaceae
1358,0.05,20874,4435,G,1386,Bacillus
1359,0.01,2585,621,G1,653685,Bacillus subtilis group
1360,0.0,671,436,S,1423,Bacillus subtilis
1361,0.0,108,28,S1,135461,Bacillus subtilis subsp. subtilis
1362,0.0,78,78,S2,1052588,Bacillus subtilis subsp. subtilis str. RO-NN-1
1363,0.0,2,2,S2,1302650,Bacillus subtilis subsp. subtilis str. BAB-1
1364,0.0,86,86,S1,483913,Bacillus subtilis subsp. inaquosorum
1365,0.0,41,0,S1,96241,Bacillus subtilis subsp. spizizenii
1366,0.0,25,25,S2,655816,Bacillus subtilis subsp. spizizenii str. W23
1367,0.0,16,16,S2,1052585,Bacillus subtilis subsp. spizizenii TU-B-10
1368,0.0,495,141,G2,1938374,Bacillus amyloliquefaciens group
1369,0.0,222,217,S,492670,Bacillus velezensis
1370,0.0,4,4,S1,1449088,Bacillus velezensis TrigoCor1448
1371,0.0,1,1,S1,1458206,Bacillus velezensis NJN-6
1372,0.0,132,124,S,1390,Bacillus amyloliquefaciens
1373,0.0,8,8,S1,1034836,Bacillus amyloliquefaciens XH7
1374,0.0,403,403,S,119858,Bacillus sonorensis
1375,0.0,289,289,S,1648923,Bacillus paralicheniformis
1376,0.0,77,75,S,1402,Bacillus licheniformis
1377,0.0,2,2,S1,279010,Bacillus licheniformis DSM 13 = ATCC 14580
1378,0.0,29,21,S,1452,Bacillus atrophaeus
1379,0.0,8,8,S1,1239783,Bacillus atrophaeus UCMB-5137
1380,0.01,2559,551,G1,86661,Bacillus cereus group
1381,0.0,618,255,S,1396,Bacillus cereus
1382,0.0,90,90,S1,526986,Bacillus cereus Rock3-44
1383,0.0,73,73,S1,451709,Bacillus cereus 03BB108
1384,0.0,41,41,S1,526992,Bacillus cereus AH1271
1385,0.0,31,31,S1,405531,Bacillus cereus G9842
1386,0.0,25,25,S1,526984,Bacillus cereus Rock3-29
1387,0.0,17,17,S1,1454382,Bacillus cereus D17
1388,0.0,17,17,S1,526980,Bacillus cereus ATCC 10876
1389,0.0,14,14,S1,1217984,Bacillus cereus FRI-35
1390,0.0,9,9,S1,526970,Bacillus cereus BGSC 6E1
1391,0.0,8,0,S1,1179100,Bacillus cereus biovar anthracis
1392,0.0,8,8,S2,637380,Bacillus cereus biovar anthracis str. CI
1393,0.0,8,8,S1,526985,Bacillus cereus Rock3-42
1394,0.0,7,7,S1,288681,Bacillus cereus E33L
1395,0.0,5,5,S1,526982,Bacillus cereus Rock1-15
1396,0.0,3,3,S1,526988,Bacillus cereus Rock4-18
1397,0.0,3,3,S1,526973,Bacillus cereus m1293
1398,0.0,3,3,S1,1126681,Bacillus cereus F
1399,0.0,2,2,S1,347495,Bacillus cereus F837/76
1400,0.0,2,2,S1,1003239,Bacillus cereus C1L
1401,0.0,1,1,S1,222523,Bacillus cereus ATCC 10987
1402,0.0,1,1,S1,334406,Bacillus cereus NC7401
1403,0.0,1,1,S1,526969,Bacillus cereus m1550
1404,0.0,1,1,S1,269801,Bacillus cereus G9241
