,46.71,19699638,19699638.1,U,0,unclassified
987,0.0,597,597,S,712528,Selenomonas sp. oral taxon 126
988,0.0,403,0,S,69823,Selenomonas sputigena
989,0.0,403,403,S1,546271,Selenomonas sputigena ATCC 35185
990,0.0,249,249,S,712538,Selenomonas sp. oral taxon 478
991,0.0,213,213,S,713030,Selenomonas sp. oral taxon 136
992,0.0,146,146,S,1884263,Selenomonas sp. oral taxon 920
993,0.0,78,0,G,158846,Megamonas
994,0.0,78,78,S,158847,Megamonas hypermegale
995,0.0,482,0,F,1843490,Sporomusaceae
996,0.0,482,58,G,365348,Pelosinus
997,0.0,282,282,S,484770,Pelosinus sp. UFO1
998,0.0,142,0,S,365349,Pelosinus fermentans
999,0.0,142,142,S1,1192197,Pelosinus fermentans JBW45
1000,0.26,108273,1585,C,91061,Bacilli
1001,0.19,78852,2110,O,1385,Bacillales
1002,0.09,39216,305,F,186822,Paenibacillaceae
1003,0.09,36082,5899,G,44249,Paenibacillus
1004,0.0,1921,1921,S,414771,Paenibacillus donghaensis
1005,0.0,1750,711,S,44251,Paenibacillus durus
1006,0.0,1039,1039,S1,1333534,Paenibacillus durus ATCC 35681
1007,0.0,1625,1175,S,61624,Paenibacillus mucilaginosus
1008,0.0,226,226,S1,1036673,Paenibacillus mucilaginosus KNP414
1009,0.0,223,223,S1,997761,Paenibacillus mucilaginosus K02
1010,0.0,1,1,S1,1116391,Paenibacillus mucilaginosus 3016
1011,0.0,1624,1621,S,1464,Paenibacillus larvae
1012,0.0,3,3,S1,147375,Paenibacillus larvae subsp. larvae
1013,0.0,1492,1492,S,1536772,Paenibacillus sp. FSL R7-0273
1014,0.0,1048,1048,S,324057,Paenibacillus sp. JDR-2
1015,0.0,999,999,S,1536773,Paenibacillus sp. FSL R7-0331
1016,0.0,977,977,S,189425,Paenibacillus graminis
1017,0.0,966,966,S,59843,Paenibacillus glucanolyticus
1018,0.0,965,965,S,1536774,Paenibacillus sp. FSL H7-0357
1019,0.0,945,945,S,1695218,Paenibacillus sp. 32O-W
1020,0.0,932,932,S,1462996,Paenibacillus yonginensis
1021,0.0,896,896,S,1566358,Paenibacillus sp. IHBB 10380
1022,0.0,867,867,S,528191,Paenibacillus xylanexedens
1023,0.0,814,0,G1,2044880,Paenibacillus sonchi group
1024,0.0,814,0,S,483937,Paenibacillus riograndensis
1025,0.0,814,814,S1,1073571,Paenibacillus riograndensis SBR5
1026,0.0,812,812,S,1532905,Paenibacillus sp. CAA11
1027,0.0,795,795,S,1870820,Paenibacillus ihbetae
1028,0.0,793,793,S,1178515,Paenibacillus swuensis
1029,0.0,772,772,S,1870819,Paenibacillus sp. BIHB4019
1030,0.0,770,770,S,160799,Paenibacillus borealis
1031,0.0,765,765,S,2023772,Paenibacillus sp. RUD330
1032,0.0,731,731,S,481743,Paenibacillus sp. Y412MC10
1033,0.0,707,707,S,1616788,Paenibacillus bovis
1034,0.0,692,692,S,1619311,Paenibacillus physcomitrellae
1035,0.0,608,608,S,172713,Paenibacillus kribbensis
1036,0.0,582,582,S,1536771,Paenibacillus sp. FSL R5-0912
1037,0.0,539,529,S,1406,Paenibacillus polymyxa
1038,0.0,5,5,S1,349520,Paenibacillus polymyxa E681
1039,0.0,4,4,S1,1429244,Paenibacillus polymyxa CR1
1040,0.0,1,1,S1,1052684,Paenibacillus polymyxa M1
1041,0.0,521,521,S,1536769,Paenibacillus sp. FSL P4-0081
1042,0.0,466,466,S,1763538,Paenibacillus crassostreae
1043,0.0,445,0,S,159743,Paenibacillus terrae
1044,0.0,445,445,S1,985665,Paenibacillus terrae HPL-003
1045,0.0,445,445,S,1126833,Paenibacillus beijingensis
1046,0.0,439,439,S,169760,Paenibacillus stellifer
1047,0.0,413,0,S,365617,Paenibacillus sabinae
1048,0.0,413,413,S1,1268072,Paenibacillus sabinae T27
1049,0.0,320,320,S,1536775,Paenibacillus sp. FSL H7-0737
1050,0.0,283,283,S,162209,Paenibacillus naphthalenovorans
1051,0.0,238,238,S,189426,Paenibacillus odorifer
1052,0.0,224,224,S,1536770,Paenibacillus sp. FSL R5-0345
1053,0.0,2,2,S,2069255,Paenibacillus sp. lzh-N1
1054,0.0,1563,415,G,55080,Brevibacillus
1055,0.0,631,194,S,1393,Brevibacillus brevis
1056,0.0,297,297,S1,358681,Brevibacillus brevis NBRC 100599
1057,0.0,140,140,S1,1200792,Brevibacillus brevis X23
1058,0.0,332,286,S,1465,Brevibacillus laterosporus
1059,0.0,32,32,S1,1121121,Brevibacillus laterosporus DSM 25
1060,0.0,14,14,S1,1042163,Brevibacillus laterosporus LMG 15441
1061,0.0,185,185,S,54913,Brevibacillus formosus
1062,0.0,564,0,G,76632,Thermobacillus
1063,0.0,564,0,S,377615,Thermobacillus composti
1064,0.0,564,564,S1,717605,Thermobacillus composti KWC4
1065,0.0,381,0,F1,85151,Aneurinibacillus group
1066,0.0,381,0,G,55079,Aneurinibacillus
1067,0.0,265,265,S,1450761,Aneurinibacillus sp. XH2
1068,0.0,116,116,S,1500254,Aneurinibacillus soli
1069,0.0,321,0,F1,234447,unclassified Paenibacillaceae
1070,0.0,321,321,S,1882832,Paenibacillaceae bacterium GAS479
1071,0.06,26398,849,F,186817,Bacillaceae
1072,0.04,17746,3765,G,1386,Bacillus
1073,0.01,3210,850,G1,653685,Bacillus subtilis group
1074,0.0,889,481,S,1423,Bacillus subtilis
1075,0.0,301,301,S1,135461,Bacillus subtilis subsp. subtilis
1076,0.0,104,0,S1,96241,Bacillus subtilis subsp. spizizenii
1077,0.0,104,104,S2,655816,Bacillus subtilis subsp. spizizenii str. W23
1078,0.0,2,2,S1,483913,Bacillus subtilis subsp. inaquosorum
1079,0.0,1,1,S1,936156,Bacillus subtilis BSn5
1080,0.0,690,252,G2,1938374,Bacillus amyloliquefaciens group
1081,0.0,305,304,S,492670,Bacillus velezensis
1082,0.0,1,1,S1,1458206,Bacillus velezensis NJN-6
1083,0.0,133,133,S,1390,Bacillus amyloliquefaciens
1084,0.0,456,456,S,119858,Bacillus sonorensis
1085,0.0,233,233,S,1648923,Bacillus paralicheniformis
1086,0.0,85,83,S,1452,Bacillus atrophaeus
1087,0.0,2,2,S1,1239783,Bacillus atrophaeus UCMB-5137
1088,0.0,7,7,S,1402,Bacillus licheniformis
1089,0.01,2556,781,G1,86661,Bacillus cereus group
1090,0.0,703,127,S,1428,Bacillus thuringiensis
1091,0.0,240,0,S1,180869,Bacillus thuringiensis serovar pakistani
1092,0.0,240,240,S2,527027,Bacillus thuringiensis serovar pakistani str. T13001
1093,0.0,120,0,S1,29337,Bacillus thuringiensis serovar finitimus
1094,0.0,120,120,S2,930170,Bacillus thuringiensis serovar finitimus YBT-020
1095,0.0,109,0,S1,180877,Bacillus thuringiensis serovar pulsiensis
1096,0.0,109,109,S2,527028,Bacillus thuringiensis serovar pulsiensis BGSC 4CC1
1097,0.0,100,100,S1,527019,Bacillus thuringiensis IBL 200
1098,0.0,2,0,S1,29339,Bacillus thuringiensis serovar kurstaki
1099,0.0,2,2,S2,1261129,Bacillus thuringiensis serovar kurstaki str. HD-1
1100,0.0,1,0,S1,180854,Bacillus thuringiensis serovar huazhongensis
1101,0.0,1,1,S2,527030,Bacillus thuringiensis serovar huazhongensis BGSC 4BD1
1102,0.0,1,1,S1,527021,Bacillus thuringiensis Bt407
1103,0.0,1,0,S1,180882,Bacillus thuringiensis serovar monterrey
1104,0.0,1,1,S2,527022,Bacillus thuringiensis serovar monterrey BGSC 4AJ1
1105,0.0,1,1,S1,529122,Bacillus thuringiensis YBT-1518
1106,0.0,1,1,S1,1440,Bacillus thuringiensis serovar alesti
1107,0.0,529,164,S,1396,Bacillus cereus
1108,0.0,95,95,S1,526984,Bacillus cereus Rock3-29
1109,0.0,93,93,S1,526986,Bacillus cereus Rock3-44
1110,0.0,85,85,S1,526982,Bacillus cereus Rock1-15
1111,0.0,39,39,S1,526973,Bacillus cereus m1293
1112,0.0,13,13,S1,526970,Bacillus cereus BGSC 6E1
1113,0.0,9,9,S1,1217984,Bacillus cereus FRI-35
1114,0.0,8,8,S1,405531,Bacillus cereus G9842
1115,0.0,6,6,S1,1454382,Bacillus cereus D17
1116,0.0,5,5,S1,526992,Bacillus cereus AH1271
1117,0.0,5,0,S1,1179100,Bacillus cereus biovar anthracis
1118,0.0,5,5,S2,637380,Bacillus cereus biovar anthracis str. CI
1119,0.0,2,2,S1,526980,Bacillus cereus ATCC 10876
1120,0.0,2,2,S1,288681,Bacillus cereus E33L
1121,0.0,1,1,S1,526991,Bacillus cereus AH676
1122,0.0,1,1,S1,1003239,Bacillus cereus C1L
1123,0.0,1,1,S1,526977,Bacillus cereus ATCC 4342
1124,0.0,216,212,S,64104,Bacillus pseudomycoides
1125,0.0,4,4,S1,527000,Bacillus pseudomycoides DSM 12442
1126,0.0,177,154,S,1405,Bacillus mycoides
1127,0.0,23,23,S1,315730,Bacillus mycoides KBAB4
1128,0.0,125,125,S,580165,Bacillus cytotoxicus
1129,0.0,13,11,S,1392,Bacillus anthracis
1130,0.0,2,2,S1,260799,Bacillus anthracis str. Sterne
1131,0.0,11,11,S,1890302,Bacillus wiedmannii
1132,0.0,1,0,S,155322,Bacillus toyonensis
1133,0.0,1,1,S1,1415784,Bacillus toyonensis BCT-7112
1134,0.0,619,520,S,1398,Bacillus coagulans
1135,0.0,87,87,S1,1121088,Bacillus coagulans DSM 1 = ATCC 7050
1136,0.0,12,12,S1,345219,Bacillus coagulans 36D1
1137,0.0,509,509,S,1664069,Bacillus glycinifermentans
1138,0.0,481,365,S,1478,Bacillus simplex
1139,0.0,116,116,S1,1349754,Bacillus simplex NBRC 15720 = DSM 1321
1140,0.0,476,468,S,1404,Bacillus megaterium
1141,0.0,3,3,S1,1006007,Bacillus megaterium WSH-002
1142,0.0,2,2,S1,592022,Bacillus megaterium DSM 319
1143,0.0,1,1,S1,545693,Bacillus megaterium QM B1551
1144,0.0,1,1,S1,1348623,Bacillus megaterium NBRC 15308 = ATCC 14581
1145,0.0,1,1,S1,1452722,Bacillus megaterium Q3
1146,0.0,438,438,S,79880,Bacillus clausii
1147,0.0,408,408,S,666686,Bacillus sp. 1NLA3E
1148,0.0,407,0,S,324767,Bacillus infantis
1149,0.0,407,407,S1,1367477,Bacillus infantis NRRL B-14911
1150,0.0,400,0,S,665099,Bacillus oceanisediminis
1151,0.0,400,400,S1,1196031,Bacillus oceanisediminis 2691
1152,0.0,282,282,S,1705566,Bacillus sp. FJAT-18017
1153,0.0,277,277,S,1441095,Bacillus gobiensis
1154,0.0,266,266,S,1565991,Bacillus sp. X1(2014)
1155,0.0,266,266,S,264697,Bacillus muralis
1156,0.0,232,223,S,561879,Bacillus safensis
1157,0.0,9,9,S1,1178541,Bacillus safensis FO-36b
1158,0.0,228,228,S,98228,Bacillus sp. OxB-1
1159,0.0,218,218,S,1467,Bacillus lentus
1160,0.0,206,206,S,79883,Bacillus horikoshii
1161,0.0,194,194,S,129985,Bacillus jeotgali
1162,0.0,175,175,S,632773,Bacillus beveridgei
1163,0.0,169,0,G1,1792192,Bacillus altitudinis complex
1164,0.0,169,169,S,293387,Bacillus altitudinis
1165,0.0,165,165,S,35841,Bacillus thermoamylovorans
1166,0.0,156,145,S,1408,Bacillus pumilus
1167,0.0,11,11,S1,315750,Bacillus pumilus SAFR-032
1168,0.0,155,155,S,1581038,Bacillus sp. FJAT-22090
1169,0.0,152,0,S,1413,Bacillus cellulosilyticus
1170,0.0,152,152,S1,649639,Bacillus cellulosilyticus DSM 2522
1171,0.0,144,144,S,1547283,Bacillus weihaiensis
1172,0.0,142,142,S,86664,Bacillus flexus
1173,0.0,123,0,S,1471,Bacillus methanolicus
1174,0.0,123,123,S1,796606,Bacillus methanolicus MGA3
1175,0.0,120,120,S,33932,Bacillus cohnii
1176,0.0,111,0,S,86665,Bacillus halodurans
1177,0.0,111,111,S1,272558,Bacillus halodurans C-125
1178,0.0,101,0,S,79885,Bacillus pseudofirmus
1179,0.0,101,101,S1,398511,Bacillus pseudofirmus OF4
1180,0.0,91,91,S,421767,Bacillus butanolivorans
1181,0.0,91,91,S,1479,Bacillus smithii
1182,0.0,91,91,S,1127744,Bacillus sp. JS
1183,0.0,82,82,S,1178537,Bacillus xiamenensis
1184,0.0,77,77,S,859143,Bacillus kochii
1185,0.0,61,61,S,199441,Bacillus krulwichiae
1186,0.0,49,49,S,2011012,Bacillus sp. FJAT-45348
1187,0.0,38,38,S,1402861,Bacillus filamentosus
1188,0.0,7,0,S,300825,Bacillus lehensis
1189,0.0,7,7,S1,1246626,Bacillus lehensis G1
1190,0.0,4,4,S,2009331,Bacillus sp. MD-5
1191,0.0,3,3,S,756828,Bacillus sp. WP8
1192,0.0,1,1,S,1892404,Bacillus sp. ABP14
1193,0.0,1962,580,G,129337,Geobacillus
1194,0.0,664,664,S,471223,Geobacillus sp. WCH70
1195,0.0,244,2,G1,1505648,Geobacillus thermoleovorans group
1196,0.0,134,119,S,33941,Geobacillus thermoleovorans
1197,0.0,15,15,S1,1111068,Geobacillus thermoleovorans CCB_US3_UF5
1198,0.0,97,97,S,33938,Geobacillus thermocatenulatus
1199,0.0,9,9,S,169283,Geobacillus lituanicus
1200,0.0,2,0,S,1462,Geobacillus kaustophilus
1201,0.0,2,2,S1,235909,Geobacillus kaustophilus HTA426
1202,0.0,190,190,S,1921421,Geobacillus genomosp. 3
1203,0.0,124,124,S,129338,Geobacillus subterraneus
1204,0.0,80,80,S,581103,Geobacillus sp. Y4.1MC1
1205,0.0,72,72,S,1422,Geobacillus stearothermophilus
1206,0.0,4,4,S,33940,Geobacillus thermodenitrificans
1207,0.0,3,3,S,1233873,Geobacillus sp. GHH01
1208,0.0,1,1,S,691437,Geobacillus sp. C56-T3
1209,0.0,1007,9,G,84406,Virgibacillus
1210,0.0,370,370,S,2017483,Virgibacillus phasianinus
1211,0.0,212,212,S,1473,Virgibacillus pantothenticus
1212,0.0,189,189,S,1911587,Virgibacillus sp. 6R
1213,0.0,127,127,S,163877,Virgibacillus necropolis
1214,0.0,79,79,S,403957,Virgibacillus sp. SK37
1215,0.0,21,21,S,1482,Virgibacillus halodenitrificans
1216,0.0,950,553,G,150247,Anoxybacillus
1217,0.0,164,68,S,33934,Anoxybacillus flavithermus
1218,0.0,96,96,S1,491915,Anoxybacillus flavithermus WK1
1219,0.0,120,120,S,198467,Anoxybacillus gonensis
1220,0.0,100,100,S,294699,Anoxybacillus amylolyticus
1221,0.0,13,0,S,196180,Anoxybacillus kamchatkensis
1222,0.0,13,13,S1,1212546,Anoxybacillus kamchatkensis G10
1223,0.0,725,145,G,400634,Lysinibacillus
1224,0.0,174,174,S,2169540,Lysinibacillus sp. 2017
1225,0.0,170,170,S,2072025,Lysinibacillus sp. YS11
1226,0.0,103,103,S,28031,Lysinibacillus fusiformis
1227,0.0,71,71,S,2086577,Lysinibacillus sp. Marseille-P5727
1228,0.0,62,62,S,1421,Lysinibacillus sphaericus
1229,0.0,717,1,G,182709,Oceanobacillus
1230,0.0,280,280,S,2052660,Oceanobacillus sp. 160
1231,0.0,232,94,S,182710,Oceanobacillus iheyensis
1232,0.0,138,138,S1,221109,Oceanobacillus iheyensis HTE831
1233,0.0,204,0,S,746691,Oceanobacillus kimchii
1234,0.0,204,204,S1,1238184,Oceanobacillus kimchii X50
1235,0.0,509,0,G,1906945,Parageobacillus
1236,0.0,506,506,S,1295642,Parageobacillus genomosp. 1
1237,0.0,3,1,S,1426,Parageobacillus thermoglucosidasius
1238,0.0,2,2,S1,634956,Parageobacillus thermoglucosidasius C56-YS93
1239,0.0,409,0,G,1055323,Aeribacillus
1240,0.0,409,409,S,33936,Aeribacillus pallidus
1241,0.0,345,0,G,45667,Halobacillus
1242,0.0,267,267,S,402384,Halobacillus mangrovi
1243,0.0,78,78,S,1570,Halobacillus halophilus
1244,0.0,320,0,G,29331,Amphibacillus
1245,0.0,320,0,S,1449,Amphibacillus xylanus
1246,0.0,320,320,S1,698758,Amphibacillus xylanus NBRC 15112
1247,0.0,311,0,G,1329200,Fictibacillus
1248,0.0,191,191,S,1221500,Fictibacillus phosphorivorans
1249,0.0,120,120,S,255247,Fictibacillus arsenicus
1250,0.0,202,0,G,175304,Lentibacillus
1251,0.0,202,202,S,1472767,Lentibacillus amyloliquefaciens
1252,0.0,177,0,G,459532,Terribacillus
1253,0.0,177,177,S,586416,Terribacillus aidingensis
1254,0.0,137,0,G,200903,Paraliobacillus
1255,0.0,137,137,S,2213194,Paraliobacillus sp. X-1125
1256,0.0,32,0,G,351195,Salimicrobium
1257,0.0,32,32,S,1230341,Salimicrobium jeotgali
1258,0.01,4410,6,F,90964,Staphylococcaceae
1259,0.01,3754,334,G,1279,Staphylococcus
1260,0.0,1234,1200,S,1280,Staphylococcus aureus
1261,0.0,34,27,S1,46170,Staphylococcus aureus subsp. aureus
1262,0.0,5,5,S2,548470,Staphylococcus aureus subsp. aureus MN8
1263,0.0,1,1,S2,282458,Staphylococcus aureus subsp. aureus MRSA252
1264,0.0,1,1,S2,282459,Staphylococcus aureus subsp. aureus MSSA476
1265,0.0,270,270,S,29384,Staphylococcus kloosii
1266,0.0,259,259,S,70258,Staphylococcus piscifermentans
1267,0.0,204,204,S,1286,Staphylococcus simulans
1268,0.0,183,183,S,1288,Staphylococcus xylosus
1269,0.0,183,183,S,1294,Staphylococcus muscae
1270,0.0,155,155,S,29385,Staphylococcus saprophyticus
1271,0.0,145,145,S,29379,Staphylococcus auricularis
1272,0.0,140,140,S,28035,Staphylococcus lugdunensis
1273,0.0,108,101,S,45972,Staphylococcus pasteuri
1274,0.0,7,7,S1,1276282,Staphylococcus pasteuri SP1
1275,0.0,82,1,S,1290,Staphylococcus hominis
1276,0.0,81,81,S1,145391,Staphylococcus hominis subsp. hominis
1277,0.0,63,63,S,1284,Staphylococcus hyicus
1278,0.0,62,62,S,214473,Staphylococcus nepalensis
1279,0.0,43,43,S,170573,Staphylococcus pettenkoferi
1280,0.0,40,40,S,985002,Staphylococcus argenteus
1281,0.0,38,38,S,1282,Staphylococcus epidermidis
1282,0.0,30,30,S,246432,Staphylococcus equorum
1283,0.0,30,2,S,1283,Staphylococcus haemolyticus
1284,0.0,28,28,S1,279808,Staphylococcus haemolyticus JCSC1435
1285,0.0,27,27,S,1295,Staphylococcus schleiferi
1286,0.0,23,23,S,283734,Staphylococcus pseudintermedius
1287,0.0,22,22,S,308354,Staphylococcus simiae
1288,0.0,14,14,S,1281,Staphylococcus carnosus
1289,0.0,12,12,S,29382,Staphylococcus cohnii
1290,0.0,12,12,S,643214,Staphylococcus stepanovicii
1291,0.0,9,9,S,155085,Staphylococcus lutrae
1292,0.0,8,8,S,46127,Staphylococcus felis
1293,0.0,6,6,S,1296,Staphylococcus sciuri
1294,0.0,5,4,S,29388,Staphylococcus capitis
1295,0.0,1,1,S1,72758,Staphylococcus capitis subsp. capitis
1296,0.0,4,4,S,70255,Staphylococcus condimenti
1297,0.0,4,4,S,61015,Staphylococcus succinus
1298,0.0,4,4,S,985762,Staphylococcus agnetis
1299,0.0,1,0,S,1292,Staphylococcus warneri
1300,0.0,1,1,S1,1194526,Staphylococcus warneri SG1
1301,0.0,234,0,G,69965,Macrococcus
1302,0.0,113,113,S,1898474,Macrococcus sp. IME1552
1303,0.0,101,101,S,1855823,Macrococcus canis
1304,0.0,20,17,S,69966,Macrococcus caseolyticus
1305,0.0,3,3,S1,458233,Macrococcus caseolyticus JCSC5402
1306,0.0,189,0,G,227979,Jeotgalicoccus
1307,0.0,189,189,S,1461582,Jeotgalicoccus saudimassiliensis
1308,0.0,182,0,G,45669,Salinicoccus
1309,0.0,182,182,S,407035,Salinicoccus halodurans
1310,0.0,45,0,G,2005363,Auricoccus
1311,0.0,45,45,S,1849491,Auricoccus indicus
1312,0.01,3703,0,F,186818,Planococcaceae
1313,0.0,1973,237,G,1372,Planococcus
1314,0.0,537,537,S,192421,Planococcus maritimus
1315,0.0,363,363,S,2058136,Planococcus sp. MB-3u-03
1316,0.0,236,236,S,1038856,Planococcus plakortidis
1317,0.0,223,223,S,1526927,Planococcus sp. PAMC 21323
1318,0.0,143,143,S,414778,Planococcus donghaensis
1319,0.0,125,125,S,200991,Planococcus rifietoensis
1320,0.0,66,66,S,1374,Planococcus kocurii
1321,0.0,28,28,S,1302659,Planococcus versutus
1322,0.0,14,0,S,161360,Planococcus antarcticus
1323,0.0,14,14,S1,1185653,Planococcus antarcticus DSM 14505
1324,0.0,1,1,S,1215089,Planococcus halocryophilus
1325,0.0,1036,329,G,1569,Sporosarcina
1326,0.0,346,346,S,1571,Sporosarcina ureae
1327,0.0,163,163,S,1476,Sporosarcina psychrophila
1328,0.0,124,124,S,2283194,Sporosarcina sp. PTS2304
1329,0.0,74,74,S,1930546,Sporosarcina sp. P37
1330,0.0,396,0,G,157226,Jeotgalibacillus
1331,0.0,396,396,S,1508404,Jeotgalibacillus malaysiensis
1332,0.0,187,2,G,648800,Solibacillus
1333,0.0,99,79,S,76853,Solibacillus silvestris
1334,0.0,20,20,S1,1002809,Solibacillus silvestris StLB046
1335,0.0,86,86,S,2048654,Solibacillus sp. R5-41
1336,0.0,85,0,G,1649,Kurthia
1337,0.0,85,85,S,1750719,Kurthia sp. 11kri321
1338,0.0,26,0,G,648802,Rummeliibacillus
1339,0.0,26,26,S,241244,Rummeliibacillus stabekisii
1340,0.0,1292,0,O1,539002,Bacillales incertae sedis
1341,0.0,929,0,O2,539742,Bacillales Family XII. Incertae Sedis
1342,0.0,929,128,G,33986,Exiguobacterium
1343,0.0,446,0,S,332410,Exiguobacterium sibiricum
1344,0.0,446,446,S1,262543,Exiguobacterium sibiricum 255-15
1345,0.0,127,0,S,132920,Exiguobacterium antarcticum
1346,0.0,127,127,S1,1087448,Exiguobacterium antarcticum B7
1347,0.0,120,120,S,360911,Exiguobacterium sp. AT1b
1348,0.0,63,63,S,1399115,Exiguobacterium sp. MH3
1349,0.0,36,36,S,223958,Exiguobacterium oxidotolerans
1350,0.0,7,7,S,1224749,Exiguobacterium sp. ZWU0009
1351,0.0,2,2,S,1849031,Exiguobacterium sp. U13-1
1352,0.0,363,0,O2,539738,Bacillales Family XI. Incertae Sedis
1353,0.0,363,240,G,1378,Gemella
1354,0.0,111,111,S,29391,Gemella morbillorum
1355,0.0,11,11,S,2040624,Gemella sp. ND 6198
1356,0.0,1,1,S,1785995,Gemella sp. oral taxon 928
1357,0.0,770,0,F,186820,Listeriaceae
1358,0.0,670,46,G,1637,Listeria
1359,0.0,197,183,S,1639,Listeria monocytogenes
1360,0.0,8,8,S1,393119,Listeria monocytogenes FSL J1-208
1361,0.0,4,4,S1,879088,Listeria monocytogenes SLCC2378
1362,0.0,1,1,S1,1437838,Listeria monocytogenes R479a
1363,0.0,1,1,S1,393126,Listeria monocytogenes FSL R2-561
1364,0.0,186,0,S,1640,Listeria seeligeri
1365,0.0,138,138,S1,702453,Listeria seeligeri FSL N1-067
1366,0.0,48,48,S1,683837,Listeria seeligeri serovar 1/2b str. SLCC3954
1367,0.0,123,29,S,1638,Listeria ivanovii
1368,0.0,94,94,S1,202752,Listeria ivanovii subsp. londoniensis
1369,0.0,109,109,S,1643,Listeria welshimeri
1370,0.0,9,1,S,1642,Listeria innocua
1371,0.0,8,8,S1,272626,Listeria innocua Clip11262
1372,0.0,100,0,G,2755,Brochothrix
1373,0.0,100,100,S,2756,Brochothrix thermosphacta
1374,0.0,552,0,F,186823,Alicyclobacillaceae
1375,0.0,228,0,G,29330,Alicyclobacillus
1376,0.0,228,0,S,405212,Alicyclobacillus acidocaldarius
1377,0.0,228,7,S1,1388,Alicyclobacillus acidocaldarius subsp. acidocaldarius
1378,0.0,126,126,S2,521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
1379,0.0,95,95,S2,1048834,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1
1380,0.0,217,9,G,432330,Tumebacillus
1381,0.0,182,182,S,1903704,Tumebacillus avium
1382,0.0,26,26,S,1214604,Tumebacillus algifaecis
1383,0.0,107,8,G,1129704,Kyrpidia
1384,0.0,79,0,S,33943,Kyrpidia tusciae
1385,0.0,79,79,S1,562970,Kyrpidia tusciae DSM 2912
1386,0.0,20,20,S,2055160,Kyrpidia sp. EA-1
1387,0.0,235,0,F,186824,Thermoactinomycetaceae
1388,0.0,192,0,G,292635,Laceyella
1389,0.0,192,192,S,2071623,Laceyella sp. FBKL4.010
1390,0.0,43,0,G,1677050,Novibacillus
1391,0.0,43,43,S,1471761,Novibacillus thermophilus
1392,0.0,166,0,F,186821,Sporolactobacillaceae
1393,0.0,166,0,F1,663587,unclassified Sporolactobacillaceae
1394,0.0,166,0,S,85683,[Bacillus] selenitireducens
1395,0.0,166,166,S1,439292,[Bacillus] selenitireducens MLS10
1396,0.07,27836,1172,O,186826,Lactobacillales
1397,0.03,10603,15,F,1300,Streptococcaceae
1398,0.02,9395,1894,G,1301,Streptococcus
1399,0.0,1033,940,S,1307,Streptococcus suis
1400,0.0,84,84,S1,1005041,Streptococcus suis SS12
1401,0.0,2,2,S1,1005042,Streptococcus suis D9
1402,0.0,2,2,S1,1004952,Streptococcus suis D12
1403,0.0,1,1,S1,423211,Streptococcus suis GZ1
1404,0.0,1,1,S1,1340847,Streptococcus suis T15
1405,0.0,1,1,S1,1276647,Streptococcus suis TL13
1406,0.0,1,1,S1,1004951,Streptococcus suis ST1
1407,0.0,1,1,S1,568814,Streptococcus suis BM407
1408,0.0,968,916,S,197614,Streptococcus pasteurianus
1409,0.0,52,52,S1,981540,Streptococcus pasteurianus ATCC 43144
1410,0.0,709,0,G1,119603,Streptococcus dysgalactiae group
1411,0.0,580,0,S,1336,Streptococcus equi
1412,0.0,580,580,S1,40041,Streptococcus equi subsp. zooepidemicus
1413,0.0,129,74,S,1334,Streptococcus dysgalactiae
1414,0.0,54,1,S1,119602,Streptococcus dysgalactiae subsp. equisimilis
1415,0.0,48,48,S2,617121,Streptococcus dysgalactiae subsp. equisimilis RE378
1416,0.0,5,5,S2,486410,Streptococcus dysgalactiae subsp. equisimilis GGS_124
1417,0.0,1,0,S1,99822,Streptococcus dysgalactiae subsp. dysgalactiae
1418,0.0,1,1,S2,663952,Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957
1419,0.0,624,29,G1,671232,Streptococcus anginosus group
1420,0.0,360,291,S,1328,Streptococcus anginosus
1421,0.0,42,42,S1,862971,Streptococcus anginosus C238
1422,0.0,27,0,S1,1272910,Streptococcus anginosus subsp. whileyi
1423,0.0,27,27,S2,1353243,Streptococcus anginosus subsp. whileyi MAS624
1424,0.0,137,0,S,76860,Streptococcus constellatus
1425,0.0,137,137,S1,184250,Streptococcus constellatus subsp. pharyngis
1426,0.0,98,4,S,1338,Streptococcus intermedius
1427,0.0,87,87,S1,862966,Streptococcus intermedius C270
1428,0.0,7,7,S1,862967,Streptococcus intermedius B196
1429,0.0,449,447,S,1311,Streptococcus agalactiae
1430,0.0,2,2,S1,1309807,Streptococcus agalactiae ILRI005
1431,0.0,382,382,S,1326,Streptococcus acidominimus
1432,0.0,267,265,S,1314,Streptococcus pyogenes
1433,0.0,2,0,S1,301452,Streptococcus pyogenes serotype M49
1434,0.0,2,2,S2,471876,Streptococcus pyogenes NZ131
1435,0.0,256,256,S,150055,Streptococcus lutetiensis
1436,0.0,210,210,S,1310,Streptococcus sobrinus
1437,0.0,205,205,S,1309,Streptococcus mutans
1438,0.0,193,193,S,1825069,Streptococcus marmotae
1439,0.0,181,179,S,1313,Streptococcus pneumoniae
1440,0.0,1,1,S1,488221,Streptococcus pneumoniae 70585
1441,0.0,1,1,S1,574093,Streptococcus pneumoniae AP200
1442,0.0,178,178,S,400065,Streptococcus merionis
