Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
2d47ebad02ed72cd3f5c7b521d5d4a79,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
2d8d577299afa82526492bfdb1661253,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
2dba3dc5140ae3d6a424dcd5e5ee27aa,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
2dbcc8b750a4080b6e9c6a960ec75319,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
2dbe52e16cf721259015abdeaeec322d,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,uncultured bacterium
2dc0fad03f684e10d100d5b25b170801,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
2ddf20b3fd108b60fed2fe51795e7b80,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
2df1c6f012f6ee8a24aa96fd42292cbf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
2e0989169ab661597ca335dce6161006,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
2e13210e10ffc3cf1c56c0f735d38ab5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured bacterium
2e1660f25c2a10c158d6f28c9a610a35,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,uncultured Anaeroplasmatales bacterium
2e198bac4a6b9f7650ae348a0b7fd84d,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,,
2e1dabfe76037ef57ad71e8e2975e6fb,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
2e367bbed2676f4903643f4e3a94103a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
2e49f7bb69c44271a55fb55e930c015a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,
2e4f28c3878da5b6093d5cf145cf3d43,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
2e57e1a87de1f5a5888c099a41c2a671,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured Bacteroidales bacterium,uncultured Bacteroidales bacterium
2e7faee0ca3d9c6e489a1de64566dc9a,Bacteria,Firmicutes,Bacilli,Lactobacillales,uncultured,uncultured bacterium,uncultured bacterium
2e7fdf8df33692699ea3557c28e4a824,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
2e99faf95a008a22ce3103a178a7df12,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,uncultured bacterium
2e9cb48f43da65c0fab44db5943eac6a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
2e9d771902b9afdcbcb6d719d595cb98,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
2eaaf040ace7ad6553881c01ec967370,Bacteria,Firmicutes,,,,,
2eb5d35d0d8422f7b8442e177d484c70,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,
2eb9b377371b7834808d8b91be21e86b,Bacteria,Firmicutes,Bacilli,Lactobacillales,uncultured,uncultured bacterium,uncultured bacterium
2ed9ec60d3e3ccb9ef1e2d8a0f8cd89e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
2eee7f4232471c98f6b80281f244d447,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
2f16c397054bdecad4e800abb15a4761,Bacteria,Firmicutes,,,,,
2f2dd56563776ced343cc478826c933e,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
2f31a3745c4b22b6f8963fd8096d559c,Bacteria,,,,,,
2f32776e3c9dc14abede5dacd9fa6281,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
2f386a42e6455b4f1b9a4d2360b9d356,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,Ambiguous_taxa,Ambiguous_taxa
2f7c1170c7a359601c80da8cf3234848,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
2f996dd3c706b7187f85bbf8cb0d112a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,
2fcafe92eb88aed7ec11529cc73d1b19,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,Ambiguous_taxa,Ambiguous_taxa
2ff036a7340b08f5d1d505012ad9c6ea,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
2ff3e75ed300b695a814db92bbf60717,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae FCS020 group,uncultured bacterium
2ff6107f2b3003331f9443802e682f97,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
301b43b05e2521900a2e8b75b6c20a9d,Bacteria,,,,,,
3028b0bda4b9e356cd7608a7e44bcfa8,Unassigned,,,,,,
3037729177bc7799ae02a2503c54fd0a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
304612c69189b63df95dcaff4220ec7e,Bacteria,Saccharibacteria,Unknown Class,Unknown Order,Unknown Family,Candidatus Saccharimonas,uncultured bacterium
30542859d77a2e61cffb1838b9a8e7fc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
306fc80e237864f7c2b17c0a04762855,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,Ambiguous_taxa
3072dd27693d1921e410570c0fa041b8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,uncultured bacterium
3082a09e43cd209a4c0b41af972469e9,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
30853af28301e17c92ac280545920926,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Parasutterella,Ambiguous_taxa
308a2c7df9dc4801356001d3b3b5a372,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,uncultured bacterium
308a898266be63be265d9d0caf3c1e84,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,Ambiguous_taxa
30c58638e1b27309061f5c005ed34fa5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lentus
30ce58789e8c3cf5fe9329d6f09831fd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
3101dcfa7001c0f473b7ff566cec1c73,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
3102182bd29c1744af72c90513c4f641,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
310fa17c536e48c624b00ce51d34449d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
3131464e558fde564d740462c43a2fd5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
3146d2c8643296979b767a9fe54abaf7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
3147178b93f50c842acc097dc5f5f809,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-010,uncultured bacterium
3187f8fc772e45e8b6aea2cc60983555,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
3193c62e1e86aeacc03144713254147f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
3197fd3ae39f41881ba87013d1838927,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
31a144a980f1155039991536d3de8035,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-009,uncultured bacterium
31a87adfcef988ca0317351f70c3a3cb,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
320dfd16200daaf2b0503975d4e68fd5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri
3238f84286a5b885e56e5cc6627977ce,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
3246645e2838cfb8f95c8dcffca06049,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
3269adbd1ab907dadc560b037f65260d,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
3281699895329f951a8e072fb0209f36,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
3290d568d08cf9ce14b0b54718d17ca5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,uncultured bacterium
329ac24a44c8d6e388655addcc96a33f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001,uncultured bacterium
32a5e7b14c1376ddb1950d1a3e1d5d0a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
32c7149e68b98ad636faae2caa778ddc,Unassigned,,,,,,
3326d45bab878a4ad6c79ee4b4ce23f6,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
33632e287a7514314a13accd9917a2ef,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,,
3371e344cae52b6efd36546e60758872,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
338f1b2c3f5ec3bdb8422d4b2d113cc6,Bacteria,Firmicutes,,,,,
33a7487cf2e9ba2883f7de82fa0e83ce,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,uncultured Anaeroplasmatales bacterium
33a82118c5e6b025e970d55adb1c2f69,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
33c855f6ec68cb37b2458e3701e0299e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
33e3cd0dc6150cb1109f9b309f2a5849,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,uncultured bacterium
33fddf2e7a70e0096fc44558ad19f0f9,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
341e5a86f4ae7b9446770955e415e374,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae FCS020 group,uncultured bacterium
342c8ede7dd4bff88b64dcf1d8cead40,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
342f539b2e865290fdb73b16cd27ba2b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
343526a2e2622abbb34d0c517c68f636,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
34355c6d13315e20cb98c6f555998456,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
3443e04c0d8ded926625fa0e183c026e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Lachnospiraceae bacterium 615
345b42c231bf9713b72d0338585814a1,Bacteria,,,,,,
346932bcef828f967b4b2b5e05c597ca,Bacteria,Firmicutes,,,,,
346a0cfb7858c2d0335788600d26b920,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,uncultured bacterium
3474f5cb3f93172a5660cc83adda9290,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
348541f38629e9986cae7229971fe16e,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,uncultured,Ambiguous_taxa
34935e6e17f47eafe08315af5d38fdb9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
34be9aa5dc7a61b237ae27e59c6b52df,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,uncultured bacterium
34c02c95114b939e0fbfcf9d8d02d0d9,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
34c2903d158946009109e9a0db1e45ba,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,uncultured bacterium
34cef350f118de0823602cd767083893,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,,
34e880bded57af7e10c062fd0ed0502c,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enterorhabdus,uncultured bacterium
351d03acc2b00f6b6fd1abcef95db5f6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
352b6af7fac7f58d99b53367584b610d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
353c6d44df71b8b24ff698abce658657,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
3540caf3e3fcb78e499ec6c14ba58094,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
3546f16dc9ea20319d9c625d3819b722,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
355a1796e362f24cf55dc6182f00d698,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Ambiguous_taxa
355e7a388a65fed4d4e2890949761b76,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,
357c31a9120fc54b652bb082f426ec2a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
35830e09d8d8ab018fbe09d5c68bca14,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
35b0b072461c1cf6fcd31decefa8c1d6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis,Reyranella,Ambiguous_taxa
35b3e094fb035c72c4e3d641e8876798,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Triticum aestivum (bread wheat),Triticum aestivum (bread wheat)
35cb4f9c014984ff1f6b273c82a4133b,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,
35faf9275761c9ccf37f9cb54e313c95,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-006,uncultured bacterium
36105903a2e05cb0de8cf1288d262b1d,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
361279e2c9ee51dcae9ebca2d4d916bf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
36173253c63ad49abc12361a0b3304eb,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
3617f082fd9fff897d35c6c555ee552f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
3639fa0b857b90e2e56f937b3589f625,Unassigned,,,,,,
363a159f22b56251532ab8d4659146f7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
364e84f4c88da46528d08c21e84781f4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-008,uncultured bacterium
3655cd4dd2c16bc53f1589ee469b6ba4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Triticum aestivum (bread wheat),Triticum aestivum (bread wheat)
365dde68f617d067dfa4065b5198a5b8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,
36745277d4f51a58701b3725087174e4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,uncultured bacterium
369f9f2ad9aefd7ee9663510a95dcf17,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,Ambiguous_taxa
36dac63bf135942eb014a696bb218a89,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,
372b09ac58242e8f7f087d648dda5750,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
375b0f2c9974b369557153013811fb72,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
37793c412bd34c0f8ae17cc0a3e7f13f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,uncultured Ruminococcaceae bacterium
3798e389d7825bde16af9d74841198c6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,
37a8bb46b5734151377ef13b59eccbb3,Bacteria,,,,,,
37b168bbff81e1b9e620b52f34e40390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
37d99652081f4daec766ffa8c1ac4531,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
37e721455b5f6a3c865fb37061193e24,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
37ef4147713fb99d3aa7f829936b5174,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
37f5a6f0608109abbc5050679efc86af,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
381b0ca24dd03d8bffd7519c9a9942c9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured Bacteroidales bacterium,uncultured Bacteroidales bacterium
381e86237cdd8b6e5959612d44c369fa,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,
38271f540179d1461cd784c04228d2e8,Bacteria,,,,,,
3844042814e6eb779f0926db1149eb0d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,,
384c278574c105c83de5f0137470ea41,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
384ecf958f1d38840e88008ad746748e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
3851cdfe44fd752434635e0e20d7887b,Bacteria,Cyanobacteria,Chloroplast,Triticum aestivum (bread wheat),Triticum aestivum (bread wheat),Triticum aestivum (bread wheat),Triticum aestivum (bread wheat)
38659c949fc50448e270ab3d7c2a929b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
387d3f0d633d9f3a229ae9eea15de441,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
388435c49a03653ff2c57a232260b3fe,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
38853a966fd70cce8b83d9aab00239d6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
3885511b8f8778d6555edac8498f7557,Bacteria,Firmicutes,,,,,
38963d05b5780c56673e4a012d7c11c3,Unassigned,,,,,,
389cf783668f8551e9cfaa6e34d3ecc4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured organism
38a869e8216623fd721cb861f1635752,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
38b4341a7dbf75c90f4613cc8094c650,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,Ambiguous_taxa
38c15f2010a8567709f5c9b33d1f70aa,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
38f285fdd620909065695584668524ba,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
3910ee2a37845a9e0dc479820d13ad27,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,uncultured bacterium
39165bec452d94de26edee52c5e7c384,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
391821255f31ef94686927f4fba6fbc3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
3936cc515320e9f29d81ffeaa92718e8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,
3965c1d5879ca4020bf0d6e270334ddd,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,
3972fd7673191cbc95c999e3ee75551b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
39832447828f771d58d123be7b8ac656,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
39988a0f62a747c166aa976d90c9ace7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
39bc58c97180e2194723d6d9d43ced8c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
39d681f52bb27d325220e139570f1fba,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
39dffe7ebdc58c5a543ffc1180239aaa,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
39e094338ed7e0e776985002ae2c728c,Bacteria,Firmicutes,,,,,
39e298a87de003a672e5bb909cdbe437,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
39eac2a5d6db36a23fb9eb64c813baa0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,unidentified,unidentified
3a0764358e196983a92c200ae59ef327,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured Clostridiales bacterium
3a0b63e408a12d831ac90333dc63618d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
3a0dfcb5ea9be9a40aca2f1c23819b64,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
3a1f6bf5ef8b01c05a1ad3ef34ee313d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
3a2fc7df5cb00155d8ed6be162b5ad8c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
3a3188718462a1004646de969e7bf35c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Dorea sp. D27
3a4a4043725a2e873d803c3e2daafeb6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,
3a73d09825f21d349cd8f1e1642b8e3c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
3a809178c0dfd86208ac015a4543bf7b,Bacteria,Firmicutes,Bacilli,Lactobacillales,uncultured,uncultured bacterium,uncultured bacterium
3aabce24e67b2d9e17b9d838764607ff,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,uncultured bacterium
3abfb77321580b1ea77029f85f2cc035,Bacteria,Firmicutes,,,,,
3ac0ac9af3645490ca632ce0754ccedf,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
3aca23db8449be304bcff83a8b71fadd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
3adf7d050c363e29fe851d99c26e98df,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
3ae1a781ee6cedf685a3342ccae5a52f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,uncultured bacterium
3afffbe6f2fdff7d814dba4c47edad36,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
3b0f94a4b5548901a261dcd0bfe267c3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured Clostridiales bacterium
3b12fa1be8b626a69cbda038d84bed5a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
3b15b6426218f5a355b5f7bd8b106a13,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
3b271226bba2864f797f447d09177b18,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
3b36dc8af7cb346757bdd266ca83408b,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enterorhabdus,uncultured bacterium
3b4906482eb19b0250c2d0316f1b75cd,Unassigned,,,,,,
3b6798795d26ad11452e838a0d8f4589,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
3bb72c2dcad3cae7a4e2cfa5bcd9f96a,Bacteria,Firmicutes,,,,,
3bc140b39debbfbadb1178afb5fe1a18,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
3bc3e0fbccb39ba23ed66a86df6e6293,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
3bfd34e4367787d401977ffbffa4c51d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,uncultured bacterium
3c031ae3ce411a3f357712d5a6fd1aed,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
3c1362521a539886bb60a60eb997e5c4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
3c3335294b098575b642323507ace56c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
3c78f2d68a6abc456379ed19099e2c33,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,uncultured bacterium
3c8963dd267cdf2d5f1aea3dae806f39,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
3c9ad17d544f82293ccdbe6ba17b1082,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-008,uncultured bacterium
3cd1fa0efdf6bf23d6f3e7e81c1f3079,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
3cd29699213e3e16c3507e3bfbc37269,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
3cdcb77ac08bcd40713cc2fa404e79aa,Bacteria,Cyanobacteria,Chloroplast,,,,
3d0301b7a0f82d4ff13af695f5e97289,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
