"","RC-ABX_-13","RC-ABX_-3","RC-ABX_0","RC-ABX_1","RC-ABX_11","RC-ABX_13","RC-ABX_2","RC-ABX_3","RC-ABX_4","RC-ABX_5","RC-ABX_6","RC-ABX_7","RC-ABX_8","WD-ABX_-13","WD-ABX_-3","WD-ABX_0","WD-ABX_1","WD-ABX_11","WD-ABX_13","WD-ABX_2","WD-ABX_3","WD-ABX_4","WD-ABX_5","WD-ABX_6","WD-ABX_7","WD-ABX_8"
"ada3ddff4cef9e512029648ab718b898",0.00196701093169119,0.000684654637570006,8.31283648650631e-06,0,0.0060565814202528,0.00501314994719557,0,0,0,0,0.00247256118626041,0.00576378583770858,0.00795534214443934,0.00195740764849837,0,0,0,0,0,0,0,0,0,0,0,0
"2f996dd3c706b7187f85bbf8cb0d112a",0.00126784590177476,0.000700369054961208,0,0,0.00255206080450684,0.00557432250795631,0,0,0,0,0,0.00129801688279184,0.00112532073334882,0.000613685720987379,0.00612499338682552,0,0,0,0,0,0,0,0,0,0,0
"641632bf34688ce998689b8ced776227",0.00177138288189099,0.0043088257065702,8.10651966844334e-06,0,0,0,0,0,0,0,0,0,0,0.00168199021105668,0.0013994988860154,0,0,0,0,0,0,0,0,0,0,0
"f4971613c8010ab5a4a0ed72152e1d95",0.00100368554717136,0.000288713373462984,0,0,0.00771125241342551,0.00657552268499143,0,0,0,0,0.00344353462375918,0.00400168065102586,0.0072888929604396,0.00145422829002367,0,0,0,1.01862038055657e-05,0,0,0,0,0,0,0,0
"9bafdecf31ed6ffe2cf90ae8f55928aa",0.0033321046353424,0.000385628245334814,0,0,0.0044082699339487,0.0161645612482946,0,0,0,2.32479121586581e-05,0.000909754449167959,0.00246973429777462,0.0015937323766613,0.000582900079713939,5.95375486231596e-05,0,0,0,0,0,0,0,0,0,0,0
"9a926db0137a82490dba25b00029af25",0,0.00321049835488806,0.0305324855992018,0.0185573092392444,0,0,0.0145544759986885,0.001859519975462,0,0,0,0,0,0,0.00016419780885407,0,0,0,0,0,0,0,0,0,0,0
"c86f83d6d51a9aa81353695774167af6",0,0,0.00395102035298179,0.00499908798580928,0,0,0.00539550447416857,0,9.19540229885057e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f26a85249c95a3f00c280d51b454bcf4",0.00527652389825502,0.00215304306863725,6.11237976948993e-06,0,0.00122981776139962,0.000777561477702446,0,0,0,0,0,0,0,0.00805927675984949,0,0,0,0,0,0,0,0,0,0,0,0
"db2c32567822dfa6b617e107f0f26eba",0.000624716509899774,5.5229469596805e-05,0,0,0.00691007135808088,0.010318972956379,0,0,0,0,0,0.000298399346030484,0.00091330732635529,0.00037375946841335,0.00370185987743094,0,0,0,0,0,0,0,0,0,0,0
"1bd4ecc892564061743464d7781d52af",0.000482060871278121,0.000249094719280324,0,0,0.0044034638764407,0.00689307360604875,0,0,0,0,0.00318498030486158,0.0114733675249193,0.00953986753897432,0.000174817132078944,0,0,0,0,0,0,0,0,0,0,1.4552651493102e-05,0
