id,RC_-1.5,RC_1.5,RC_4.0,RC_6.0,RC_9.0,RC_12.5,WD_-1.5,WD_1.5,WD_4.0,WD_6.0,WD_9.0,WD_12.5
rxn08816_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02341_c3,0.003042736933341,0.0043668202199114,0.0042770100924873,0.0058112881006282,0.0007671767561784,0.0051399090847542,0.0073318017039966,,,,0.0074105374415887,0.0181401930840872
rxn01343_c3,0.0078091498825578,0.0,0.0,1.4340329101369311,0.0,0.0,0.4881411130740852,,,,0.0,0.0
rxn08797_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn09108_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn01513_c3,0.0021875521905614,0.0031394916310974,0.0030749233344338,0.0041779806447327,0.0005515557967358,0.0036952978926424,0.0052711421426528,,,,0.0053277485923783,0.0130417515505456
rxn05333_c3,0.0,0.0,0.0,0.0,0.0034618231941506,0.0,0.0,,,,0.0,0.0
rxn08307_c3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
rxn08657_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn12645_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00274_c3,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
rxn10312_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn08849_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05439_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn09014_c3,0.0,,,,,0.0,,,,,,
rxn02914_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn01603_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00686_c3,-0.006751657590573,-0.0096897219609646,-0.0094904384731649,-0.0128949127956746,-0.0017023209310038,-0.0077098636271311,-0.010997702555995,,,,-0.0164435547547616,-0.0402520411766765
rxn09112_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn06075_c3,0.0,0.0,-0.0030749233344338,0.0,0.0,0.0,0.0,,,,-0.0053277485923783,0.0
rxn00689_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn01286_c3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
rxn05289_c3,0.0043751043811229,0.0062789832621949,0.1490237854411088,0.0083559612894655,0.0005515557967358,0.0073905957852849,0.0,,,,0.0327323268033382,0.0130417515505456
rxn00117_c3,0.0572630240532461,0.1768366581662411,0.2348734724608267,0.2496120984409526,0.031067222132677,,,,,,0.3276042425343876,0.8073977616979124
rxn00400_c3,0.0,,,,,,,,,,,
rxn05343_c3,0.0,0.0,0.0,0.0,0.0034618231941506,0.0,0.0,,,,0.0,0.0
rxn01520_c3,0.0021875521905614,0.0031394916310974,0.0030749233344338,0.0041779806447327,0.0005515557967358,,0.0,,,,0.0053277485923783,0.0130417515505456
rxn03445_c3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
rxn08122_c3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
rxn00493_c3,-0.0396627069825973,0.0,0.0,-0.0757513456391946,0.0,-0.066999780924848,-0.2535256629664866,,,,-0.2383995664853111,0.0
rxn00293_c3,0.0440705036516632,0.0632483092241727,0.0619475140403266,0.0841697455515406,0.0111116625509649,0.0744456017892249,0.1061926156772494,,,,0.1073330112116282,0.2627395871112407
rxn10196_c3,0.0006862763739514,0.0009849177276486,0.0009646614353884,0.0013107113145359,0.0001730334544012,0.0011592846330136,0.0016536566907298,,,,0.001671415201465,0.0040914433962773
rxn00367_c3,0.0,,,,,0.0,,,,,,
rxn00839_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn21857_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn45996_c3,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
rxn16839_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn39373_c3,0.0,,,0.0,,,,,,,,
rxn47768_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn21861_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn23042_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn13974_c3,0.0,,,,,,,,,,,
rxn00154_c3,0.2625750826542674,0.0,-6.101536983338533,-0.6178132936183328,-1.8938450569773253,,,,,,-0.9132949636254724,-0.831779652503627
rxn16108_c3,0.0045641054000115,0.0065502303298671,0.006415515138731,0.0087169321509418,0.001150765134268,0.0077098636271311,0.010997702555995,,,,0.0111158061623832,0.0272102896261309
rxn14048_c3,-0.0142964496692047,,,,,,,,,,,
rxn15699_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn05121_c3,0.0,,,,,,,,,,,
rxn14419_c3,0.0015213684666705,0.0,0.0,0.0,0.0,,,,,,0.0,0.0181401930840873
rxn08376_c3,0.0,-1.9150121861855935,-1.196368651620917,,-0.0025906200977004,,,,,,-3.027748602654849,-1.1202963685563536
rxn08173_c3,1.4846976818798687,-0.4096228211535,3.653118393266666,1.4273125630692154,0.9646521610648672,1.3143709859100117,0.3362299158352764,,,,0.0809613330392393,0.2459204595557033
rxn08343_c3,0.0,0.0,-0.0745902808691549,,-0.0026724281048733,,,,,,0.0,0.0
rxn08323_c3,0.0107735539590636,-0.0141801499040412,-0.0119820070897055,,0.0005515557967358,,,,,,-0.0114213324338248,-0.0310874755341508
rxn08734_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn14418_c3,0.0015213684666705,0.0,0.0,0.0,0.0,,,,,,0.0,0.0090700965420436
rxn14414_c3,0.0,,,,,,,,,,,
rxn14420_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0090700965420436
rxn14415_c3,0.0,,,,,,,,,,,
rxn23043_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn41896_c3,0.0,,,,,,,,,,,
rxn21729_c3,0.0,,,,,,,,,,,
rxn21862_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn16583_c3,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
rxn21858_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn24830_c3,0.0,,,,,,,,,,,
rxn07436_c3,0.0,,,,,0.0,,,,,,
rxn13741_c3,0.0,,,,,,,,,,,
rxn08153_c3,-0.003042736933341,-0.0043668202199114,-0.0042770100924873,-0.0311796034914958,-0.0099069932540549,0.0735439455733215,0.1049064519589479,,,,-0.0074105374415888,-0.2342547125729794
rxn42976_c3,0.0,,,,,,,,,,,
rxn20627_c3,0.0,,,,,,,,,,,
rxn43581_c3,0.0,,,,,0.0,0.0,,,,,
rxn08715_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn23850_c3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
rxn27318_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn16824_c3,0.0,,,,,0.0,,,,,,
rxn09171_c3,0.0285928993384095,,,,,0.0,,,,,,
rxn25829_c3,0.0,,,,,,,,,,,
rxn21863_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn21859_c3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
rxn05120_c3,0.0,,,,,,,,,,,
rxn43837_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn45692_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn10470_c3,0.027071530871739,,,,,,,,,,,
rxn05469_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.543960994859448,,,,0.0,0.0
rxn05064_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02374_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05319_c3,-4.682606656969413,-9.149871449800184,-10.267569867660596,0.0,-0.9281796999790656,-3.3644049601978496,0.0,,,,-14.390294094058028,-12.85541742201644
rxn05466_c3,0.0,0.0,1.4733757618608478,-1.0097874128984594,0.0609061797783521,0.1586971516740375,0.0,,,,1.60965732295256,0.0
rxn05730_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn04457_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05129_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02916_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05488_c3,-0.0285928993384095,1.2512740241306508,0.0,0.0,0.0,0.0,0.0,,,,1.3601979416822978,0.0
rxn03012_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn04132_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05559_c3,0.0,0.004722128786013,0.0,0.0,0.0,2.127113363426445,0.4478984517441322,,,,0.0,0.0
rxn05195_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn01208_c3,0.0,0.0,0.0,-0.322593674414987,0.0,0.0,-0.0679921863906297,,,,0.0,0.0
rxn02989_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn04791_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00064_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05468_c3,0.0022820527000057,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0090700965420436
rxn11322_c3,0.0,,,0.0,,,,,,,,
rxn04133_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02666_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05467_c3,-4.3101819389592775,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn24718_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn23589_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn08032_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn09008_c3,0.0,,,,,0.0,,,,,,
rxn08691_c3,0.0,0.0,0.0,0.0,0.0,-1.3962086081951803,0.0016052412906544,,,,0.0,0.0
rxn08350_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn07919_c3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
rxn08689_c3,-0.0173853060292697,0.02775807715623,0.3254905028480195,0.0,0.0,0.0,0.0,,,,0.0,-0.0054483899809338
rxn09260_c3,0.0,0.0,0.0,0.0,0.0,0.002569954542377,0.0,,,,0.0,0.0
rxn09330_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00062_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00359_c3,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0
rxn12008_c3,-0.0045641054000115,-0.0065502303298671,-0.006415515138731,-0.0087169321509418,-0.001150765134268,-0.0077098636271311,-0.010997702555995,,,,-0.0111158061623832,-0.0272102896261309
rxn00179_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn10336_c3,0.0051632782089449,0.0074101403367432,0.007257739822328,0.0098612853734043,0.0013018368378093,0.0087220095442587,0.012441473844071,,,,0.0125750820156222,0.0307824388729776
rxn02988_c3,0.0,-0.0043668202199113,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00470_c3,0.003042736933341,0.0043668202199114,0.0042770100924873,0.0058112881006279,0.0007671767561786,0.0,0.0073318017039966,,,,0.0074105374415888,0.0181401930840873
rxn00910_c3,-0.0106495792666936,0.0374249357992869,0.3349585482212822,0.0,0.0013187325529142,-0.0179896817966394,0.0,,,,0.0,0.0
rxn05459_c3,0.0233982183315857,0.0671604645151356,0.0657792100617317,0.0893759735035222,0.0117989623376846,0.0395251767090897,,,,,0.1139719777366981,0.2789910581540399
rxn00337_c3,0.0693662875222697,0.0090548272456969,0.1648376381325643,0.1404817881865447,0.0001730334544012,0.0011592846330136,0.1772386080626977,,,,0.1505927256741915,0.0040914433962773
rxn10484_c3,0.0693662875222697,,,,,,,,,,,
rxn00068_c3,-0.0015213684666705,,,,,,0.0,,,,,
rxn05293_c3,0.0440618833135588,,,,,0.0744310399801999,0.1061718440459887,,,,,
rxn09202_c3,0.0051632782089449,0.0074101403367432,0.007257739822328,0.0098612853734043,0.0013018368378093,0.0087220095442587,0.012441473844071,,,,0.0125750820156222,0.0307824388729776
rxn05514_c3,-0.0015213684666705,-0.0021834101099557,-0.0021385050462436,-0.0029056440503139,-0.0003835883780893,-0.002569954542377,-0.0036659008519983,,,,-0.0037052687207944,-0.0090700965420436
rxn00340_c3,0.0,,,,,,0.0804579144261422,,,,,
rxn05243_c3,0.0782185477238199,0.0,0.0,-0.1732049741776914,0.0,0.1321298005215607,0.0,,,,0.0,0.0
rxn02380_c3,0.0,,,,,,,,,,,
rxn00579_c3,0.0,,,,,,,,,,,
rxn05308_c3,0.003042736933341,,,,,0.0051399090847542,0.0073318017039966,,,,,
rxn11946_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn10213_c3,0.0233982183315857,0.0335802322575678,0.0328896050308658,0.0446879867517611,0.0058994811688423,0.0395251767090897,0.0563805221392037,,,,0.056985988868349,0.1394955290770199
rxn01644_c3,0.0693662875222697,0.0,0.0,0.0,0.0,0.0011592846330136,0.1772386080626977,,,,0.0,0.0
rxn10204_c3,0.0,,,,,,,,,,,
rxn01643_c3,-0.0693662875222697,-0.0090548272456969,-0.1648376381325643,-0.1404817881865447,-0.0001730334544012,-0.0011592846330136,-0.1772386080626977,,,,-0.1505927256741915,-0.0040914433962773
rxn00295_c3,0.0205882912185448,0.0295475318294598,0.028939843061653,0.0393213394360774,0.0051910036320366,0.0347785389904102,0.0496097007218957,,,,0.0501424560439518,0.1227433018883211
rxn10291_c3,0.0027451054958059,0.0039396709105946,0.0038586457415537,0.0052428452581436,0.0006921338176048,0.0046371385320546,0.0066146267629194,,,,0.0066856608058602,0.0163657735851094
rxn02774_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn00555_c3,0.0,-0.3407344204013005,-0.4911923919059212,0.8830046862524705,0.0,-0.0414004891300222,3.25177414409285,,,,-0.4685973003733195,0.0
rxn01256_c3,0.0396627069825973,0.0,0.0,0.0757513456391946,0.0,0.066999780924848,0.3137579690700351,,,,0.299278703373352,0.0
rxn05244_c3,0.0608776432756145,0.0,0.0,0.0,0.0,0.1028368730474411,0.0,,,,0.0,0.0
rxn09210_c3,0.0051632782089449,0.0074101403367432,0.007257739822328,0.0098612853734043,0.0013018368378093,0.0087220095442587,0.012441473844071,,,,0.0125750820156222,0.0307824388729776
rxn05175_c3,0.0,0.0,0.0,0.0,0.0,0.002569954542377,0.0,,,,0.0,0.0
rxn01000_c3,0.0396627069825973,0.0,0.0,0.0757513456391946,0.0,0.066999780924848,0.2535256629664866,,,,0.2383995664853111,0.0
rxn03397_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn12224_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05151_c3,0.0041886830755234,0.096508466564506,0.0,0.0,0.0183726591178683,0.1230926207689068,,,,,0.028549236175068,0.4344286778529893
rxn03537_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn00966_c3,-0.0015213684666705,-0.0021834101099557,-0.0021385050462436,-0.0029056440503139,-0.0003835883780893,-0.002569954542377,-0.0036659008519983,,,,-0.0037052687207944,-0.0090700965420436
rxn10282_c3,0.0027451054958059,0.0039396709105946,0.0038586457415537,0.0052428452581436,0.0006921338176048,0.0046371385320546,0.0066146267629194,,,,0.0066856608058602,0.0163657735851094
rxn02011_c3,0.0006862763739514,0.0009849177276486,0.0009646614353884,0.0013107113145359,0.0001730334544012,0.0011592846330136,0.0016536566907298,,,,0.001671415201465,0.0040914433962773
rxn01145_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn09106_c3,0.0154898346268348,0.0222304210102298,0.0217732194669841,0.029583856120213,0.003905510513428,0.0261660286327762,0.0373244215322132,,,,0.0377252460468666,0.0923473166189328
rxn03843_c3,0.0006862763739514,0.0009849177276486,0.0009646614353884,0.0013107113145359,0.0001730334544012,0.0011592846330136,0.0016536566907298,,,,0.001671415201465,0.0040914433962773
rxn12204_c3,0.0,,,,,,,,,,,
rxn02402_c3,0.0,-0.0043668202199113,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05148_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn04413_c3,0.0015213684666705,,,,,,,,,,,
rxn00069_c3,0.0602775181129833,,,,,,,,,,,
rxn10094_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0
rxn04139_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05299_c3,0.0184477706895801,0.0264755382487479,0.0259310295801977,0.0,0.0046513061057894,0.0,-0.1155391915080012,,,,0.0449292523158973,0.1099819437602504
rxn09657_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn03893_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn03150_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn05029_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn05663_c3,0.0122677675085708,0.0176062329354173,0.0172441346708315,,0.0030931185603499,0.0207231880534995,0.0295605044714832,,,,0.0298779527900717,0.0731379926005665
rxn03538_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn01213_c3,0.005250381773963,0.0075351480575158,0.0073801765741194,0.0100276434654777,0.0013237985886692,0.0088691482601448,0.0126513592467248,,,,0.0127872213638483,0.0313017330224083
rxn05166_c3,0.0015213684666705,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn09067_c3,0.0027451054958059,0.0039396709105946,0.0038586457415537,0.0052428452581436,0.0006921338176048,0.0046371385320546,0.0066146267629194,,,,0.0066856608058602,0.0163657735851094
rxn02213_c3,0.0442268123826089,0.0065502303298671,0.006415515138731,0.1078983451622595,0.001150765134268,0.0747096445519792,0.3247556716260302,,,,0.3103945095357353,0.0272102896261309
rxn03393_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn10191_c3,0.0006862763739514,0.0009849177276486,0.0009646614353884,0.0013107113145359,0.0001730334544012,0.0011592846330136,0.0016536566907298,,,,0.001671415201465,0.0040914433962773
rxn00599_c3,0.0121709477333641,0.0174672808796458,0.0171080403699493,0.0232451524025116,0.0030687070247147,0.0205596363390165,0.0293272068159867,,,,0.0296421497663553,0.0725607723363492
rxn10273_c3,0.0027451054958059,0.0039396709105946,0.0038586457415537,0.0052428452581436,0.0006921338176048,0.0046371385320546,0.0066146267629194,,,,0.0066856608058602,0.0163657735851094
rxn00693_c3,0.0,-0.0396083459092426,-0.3370970532675259,0.0,-0.0017023209310035,0.0154197272542623,0.0,,,,0.0,0.0453504827102182
rxn05616_c3,-0.0015213684666705,-0.0021834101099557,-0.0021385050462436,-0.0029056440503139,-0.0003835883780893,-0.002569954542377,-0.0036659008519983,,,,-0.0037052687207944,-0.0090700965420436
rxn02897_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn02056_c3,-0.0015213684666705,-0.0021834101099557,-0.0021385050462436,-0.0029056440503139,-0.0003835883780893,-0.002569954542377,-0.0036659008519983,,,,-0.0037052687207944,-0.0090700965420436
rxn00141_c3,0.0,0.0131004606597343,0.012831030277462,0.0174338643018837,0.002301530268536,0.0154197272542623,0.0052711421426528,,,,0.0222316123247665,0.0544205792522619
rxn00577_c3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
rxn02373_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn01466_c3,0.005250381773963,0.0075351480575158,0.0073801765741194,0.0100276434654777,0.0013237985886692,0.0088691482601448,0.0126513592467248,,,,0.0127872213638483,0.0313017330224083
rxn02287_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn04308_c3,0.0006862763739514,,,,,,,,,,,
rxn05669_c3,0.0692713789393735,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
rxn05255_c3,0.0045641054000115,0.0065502303298671,0.006415515138731,0.0087169321509418,0.001150765134268,0.0077098636271311,0.010997702555995,,,,0.0111158061623832,0.0272102896261309
rxn00623_c3,0.0,,,0.0,,0.0,0.0,,,,,
rxn02929_c3,-0.0693662875222697,0.0,0.0,0.0,0.0,-0.0011592846330136,-0.1772386080626977,,,,0.0,0.0
rxn03395_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn10318_c3,0.0006862763739514,0.0009849177276486,0.0009646614353884,0.0013107113145359,0.0001730334544012,0.0011592846330136,0.0016536566907298,,,,0.001671415201465,0.0040914433962773
rxn08233_c3,0.0007606842333352,0.0010917050549778,0.0010692525231218,0.0014528220251569,0.0001917941890446,0.0012849772711885,0.0018329504259991,,,,0.0018526343603972,0.0045350482710218
rxn00738_c3,-0.0015213684666705,-0.0021834101099557,-0.0021385050462436,-0.0029056440503139,-0.0003835883780893,0.0,-0.0036659008519983,,,,-0.0037052687207944,-0.0090700965420436
rxn02320_c3,0.0,0.0,0.0,0.0,0.0,0.0,-0.1599910779312842,,,,0.0,0.0
rxn00898_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn05040_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn09043_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn00128_c3,-0.0015213684666705,-0.0021834101099557,-0.0021385050462436,-0.0029056440503139,-0.0003835883780893,0.0,-0.0036659008519983,,,,-0.0037052687207944,-0.0090700965420436
rxn02270_c3,0.0,,,,,,,,,,,
rxn03798_c3,0.0,0.0505253964590213,0.3477895784987442,0.0145282202515697,0.0,,,,,,0.0,0.0
rxn00902_c3,0.0,0.0,0.0,-0.322593674414987,0.0,0.0,-0.0679921863906297,,,,0.0,0.0
rxn00789_c3,0.0,0.0,0.0,0.0,0.0,0.0,-0.1599910779312842,,,,0.0,0.0
rxn13022_c3,0.0,,,,,0.0,,,,,,
rxn00802_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02160_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.1599910779312842,,,,0.0,0.0
rxn00378_c3,0.0,,,,,-0.002569954542377,0.0,,,,,
rxn02933_c3,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
rxn00957_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02159_c3,0.0,0.0,0.0,0.0,0.0,,0.1599910779312842,,,,0.0,0.0
rxn00300_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00272_c3,0.091480430870562,0.11063681978025,0.7642143101461484,0.2173158210913416,0.0266855694012223,0.3190133704112513,0.4830764794883529,,,,0.0,0.2209503482479757
rxn05039_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn01301_c3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
rxn00499_c3,-4.412316463436474,1.6446519682355545,0.3477895784987442,0.0086962389982259,0.0,1.7297672197032847,0.0052711421426528,,,,0.4537066098038187,0.0980202133488312
rxn02835_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.1599910779312842,,,,0.0,0.0
rxn00656_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn03080_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02123_c3,0.0,-0.0505253964590213,-0.3477895784987442,-0.0086962389982259,0.0,0.0,-0.0016052412906544,,,,0.0,0.0
rxn08353_c3,0.0015213684666705,0.0021834101099557,0.0021385050462436,0.0029056440503139,0.0003835883780893,0.002569954542377,0.0036659008519983,,,,0.0037052687207944,0.0090700965420436
rxn00251_c3,0.0,,,,,0.2201471061089339,0.0,,,,,
rxn03175_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.1599910779312842,,,,0.0,0.0
rxn01045_c3,0.0,,,,,,,,,,,
rxn03324_c3,0.0,,,,,,,,,,,
rxn04704_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn03617_c3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
rxn00979_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn12868_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn02269_c3,0.0,,,,,,,,,,,
rxn02466_c3,0.0,,,,,0.0,,,,,,
rxn03135_c3,0.0,0.0,0.0,0.0,0.0,0.0,-0.1599910779312842,,,,0.0,0.0
rxn00863_c3,0.0,0.0,0.0,0.0,0.0,,0.1599910779312842,,,,0.0,0.0
rxn01303_c3,0.0,,,,,,,,,,,
rxn01539_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn01573_c3,0.0,,,,,,,,,,,
rxn03167_c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
rxn00313_c3,0.0686800111483182,0.0080699095180482,0.1638729766971759,0.1391710768720087,0.0,0.0,0.1755849513719679,,,,0.1489213104727265,0.0
