,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.13,3.927800003911625e-07,5.386280603812227e-07,4.015190029871061e-06,2.4005561035633388e-05,3.1340461106939065e-06,1.6958937642980493e-05,0.0024182092994054763,0.002428381589836427,0.0013256838140585758,0.0029308936248904857,0.006197708710512043,0.002747653499978882,7.924226590047523e-07,2.8259736664991164e-06,3.7282118152468643e-06,6.6231340139588445e-06,1.8585387035995231e-06,1.6712169071071336e-06,0.00023939867556018035,7.710186320248724e-05,0.01689246176804625,0.0004465296094983875,0.0009604442405397978,0.0057258063068697605
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.16,0.00029463623246728303,0.000595970112539041,0.00036249135589673797,0.0005559978179411184,0.0006533819322473959,0.0005863310783290343,0.000461667013513355,0.0002489290341591751,0.0011587361240464643,0.00041800445660809463,0.002413347940579223,0.002102820353504924,0.00026024828379945294,0.0009462526110284263,0.00019979312518453895,0.0004151827262002924,0.00012804892642905353,0.00010169450926695569,0.00047034877238058667,0.000612326993040625,0.0433545298778475,0.002938661832758966,0.0010210282495275932,0.014082859128377593
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.20,3.2669049597751946e-05,4.605997792016721e-05,4.911672458358632e-05,0.00010300622978388305,9.29211330904672e-05,0.0001259443026759482,0.001112741655049678,0.000995269784659638,0.0020682912766169033,0.00265216586385862,0.004467553588758298,0.003172029002786695,0.00012612866344010318,0.0007750344922185922,0.00015501350117773792,0.00040560711075840646,0.00017067824330768756,0.0001328521394200714,0.00048128199596144175,0.00038165066101702804,0.02595788010525125,0.0014204191113491467,0.0016816158970527511,0.011908417694194361
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.28,6.66018261532841e-07,1.426636484252971e-06,4.088193484959619e-06,2.621262143311612e-05,6.368114969601441e-06,3.738096165149462e-05,0.0051085421031281135,0.006517049848061132,0.005313689738623307,0.006369298256422083,0.013006206725753377,0.01212446303978589,1.3512891658817878e-06,1.1259037941131397e-05,2.7340219978476982e-05,3.0003595051187022e-05,1.151708629710887e-05,4.26448452158371e-06,0.0015187784731239254,0.000536115588683227,0.07994690859662312,0.00275057431226113,0.0054592302561156806,0.03660104534118218
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.29,1.4140080014081813e-05,1.739623059879897e-05,1.733102023802522e-05,4.483658314338092e-05,3.47412345462026e-05,5.963638432411451e-05,0.002146754473493422,0.0017329908199309133,0.002400689556810954,0.00399920307328094,0.007974215989609307,0.008628233455557197,6.581278715313149e-06,6.410025983217848e-05,4.06303193970154e-05,8.290887036750878e-05,3.7156139908969916e-05,2.466485642213281e-05,0.0012585276516188227,0.0009406213600582908,0.06538616883037313,0.00419077936053284,0.002722345595002885,0.04025583777925514
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.32,3.0551453073903935e-05,4.092117507382748e-05,6.02570518301013e-05,0.00011280194990421711,9.552172454402171e-05,0.00011193917399180531,0.0012029345716919341,0.0008993809406690237,0.0012267297270746513,0.001062694738277599,0.002557579913155547,0.0026580057873796872,6.169218932629225e-05,0.0003321640476258002,8.509155616889935e-05,0.00024705087840019954,6.908788361959962e-05,4.992520392610844e-05,0.0006743884357558587,0.0004363841980301658,0.019077844676714376,0.0017590927403676915,0.0009293987035957878,0.015138242448641008
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.38,2.2200608717761368e-05,2.6669367746443237e-05,2.0440967424798132e-05,4.411097424557829e-05,4.364325913721615e-05,4.420527890122254e-05,0.00011951106767699191,0.00012313094908253367,0.0007275483995608106,0.0006927715303819869,0.0005278876822905926,0.0006796915225379735,1.0034573250344399e-05,9.962678592531021e-05,3.140736014056448e-05,0.00010764587692566812,3.878053200424199e-05,3.546053345425016e-05,0.0008865425088653585,0.00020339267300924745,0.021748401998083124,0.0009574537824759806,0.002047240802311859,0.011957844813026662
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.40,1.8631433931598192e-05,2.4092687565700598e-05,3.356698864972201e-05,6.48512952411005e-05,5.4212329531790285e-05,7.822500966852277e-05,0.0006744748098948337,0.0006719280221275674,0.0017580202084906387,0.001018883060609198,0.0025947846741854403,0.0013269692283599433,4.496372993013798e-05,0.0002318195541026576,5.94562484805752e-05,0.0001667753022792043,5.5331770380391996e-05,3.880296726846436e-05,0.00016193436867872709,0.00010775739304368621,0.016924325925420626,0.0004076204662733389,0.0022223562634784526,0.005821846189013908
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.41,9.204713922210288e-06,2.6960518049351968e-05,4.368526752499708e-05,0.00014258214841819555,5.217853365144636e-05,0.0003012885138013333,0.00264928238612549,0.002227856134829293,0.0018179616351944455,0.0038367999497154848,0.005125203239515077,0.0035831622755946022,4.8004130553393225e-06,6.073600546729838e-05,2.2995774805338113e-05,6.782727604656652e-05,2.5697590263942983e-05,1.7538172829756397e-05,0.000984996560694009,0.0013179740730495536,0.020320940198985622,0.003065627307873435,0.0009181751802663425,0.04752144835038974
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.49,4.610895656765825e-06,6.7838020577743155e-06,9.621855380672833e-06,4.3959805725202795e-05,1.9171026740946703e-05,3.9672709981626965e-05,0.0002273792643003304,0.0002634208389226852,0.00029095426852735883,0.0003644579576792834,0.0007582175166607065,0.0006127834130650094,2.1729063439025058e-06,2.0499523263334848e-05,6.768296380847631e-06,4.181352076282456e-05,5.092688731123094e-06,9.739160596589828e-06,0.0006122762461283982,0.00023178050099158161,0.008653020086409375,0.0008235456327980329,0.00047321837866097976,0.01462374308001245
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.58,2.3908347849896886e-07,5.677430906720993e-07,1.1680552814170326e-06,5.532767845744227e-06,1.2336138946348352e-06,4.7872076229434384e-06,0.0005290712270766366,0.0005293771034199916,0.000570322286195203,0.001057533389850895,0.00018595693821726376,0.00021930297946349433,1.334606583586953e-07,1.6148420951423501e-06,9.140794808731976e-07,2.234310269769247e-06,6.292690098801524e-07,4.0339718447413524e-07,0.00013867227449393589,4.2540187227377166e-05,0.00047376625759138,0.00018927586505774427,2.918225670376151e-05,0.002084206160300572
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.120,7.85560000782325e-07,4.119776786159084e-06,3.177110365454334e-05,0.00023319255953124999,1.0669093142787761e-05,0.00011428185006260723,0.0005924311878261083,0.0005846479174978535,0.00025002715833654347,0.0006878393537966151,0.0008743787511343009,0.00224594670273357,9.175420262160284e-08,5.517377158403029e-06,1.7973472938517955e-06,2.3460257832577082e-05,1.0243914114328084e-06,2.5356394452659922e-06,0.00032058601830318875,0.000281159412149426,0.0026506258319818747,0.0005224008390926926,1.2325050765588671e-05,0.0011577555023288973
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.37,1.4430395666544915e-05,1.5518311145037415e-05,3.399040868923572e-05,5.312061805995971e-05,3.960900829259966e-05,2.7755618664938118e-05,1.7274788102077797e-05,4.795722717497896e-05,0.00028733595819613333,0.0006192173333048573,4.691383957326646e-05,0.00011677712017154356,1.934762481643708e-05,5.023953184887309e-05,1.7079934569574493e-05,4.069636562793969e-05,1.1692696253354478e-05,7.510871387113657e-06,6.567796948643375e-05,3.341001586878017e-05,0.0014564411356399998,0.00016354820533567588,9.486836540821234e-05,0.002850942142471693
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.51,2.2251840891725437e-05,2.7790296412642037e-05,3.6268116487998954e-05,7.488888499403536e-05,6.0747149081747916e-05,9.543858601485131e-05,0.0007632946115233888,0.001114496983254251,0.0009835180104201496,0.0016440439157993003,0.002917096660375678,0.002285153273722964,6.086640150270551e-05,0.00036019950066646755,8.652943400396483e-05,0.00023827323091182016,8.509765796398549e-05,5.949148001506649e-05,0.0005440035525989984,0.0003012481636952806,0.012150996473762499,0.0013214848561805828,0.0007220046523850407,0.009146127750624525
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.73,2.2200608717761366e-07,9.025659390171834e-07,1.0512497532753286e-06,5.049028580542549e-06,1.1669320624924116e-06,7.4863778784328385e-06,0.0002659516383961872,0.0002749345247572601,0.00039020700969733625,0.0005583373354531552,0.00038995457471973933,0.00032692600505544506,3.127984180281922e-07,9.868479470314374e-07,9.859733726272715e-07,1.5959359069780334e-06,5.853665208187467e-07,4.0339718447413524e-07,0.0002953189100852204,7.416928540586734e-05,0.005481946350640625,0.0002443739176335877,0.0007271067521017039,0.010035815889606572
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.86,5.635539136047114e-07,4.6584048465403003e-07,9.344442251336244e-07,3.23500633603625e-06,1.2002729785636233e-06,3.2084476621854925e-06,4.8595398531823106e-06,1.8410189742485712e-05,0.00021300169706374677,0.0007869810851590435,1.5165420204128877e-05,3.3922161845675755e-05,7.298629753991145e-07,2.7362602167689806e-06,1.0475967084164756e-06,2.3939038604670502e-06,8.487814551871855e-07,5.378629126321795e-07,2.965848209061595e-05,1.2810734585079527e-05,0.0008051272686437499,4.300436140074909e-05,5.33062555788689e-05,0.00128369791188023
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.87,7.582361746681572e-06,5.546413270412046e-06,9.037827739964312e-06,1.7354146139110362e-05,2.8539824156957295e-05,3.880693839024369e-05,0.0008332769915577002,0.0013391583726276937,0.00034896210082136994,0.0006173739945810303,0.000701581225157624,0.0019141523837425663,2.1324510818375254e-05,4.1492470500185384e-05,8.34996199943721e-06,2.186432192559905e-05,6.131714305576366e-06,5.282582177637475e-06,0.0001609711756628028,5.517283004343335e-05,0.00671310920492375,0.00033582160207472925,9.961424978481444e-05,0.004541138529874083
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_maxbin.014,3.716040351526824e-05,3.396268283430788e-05,2.5390601679802802e-05,4.719481206123898e-05,5.52792388460691e-05,3.819580550220831e-05,0.0026008478995093367,0.0019779722001290194,0.0010612293611950254,0.0021815017037077372,0.006144375645455586,0.003997416262463778,9.496559971335914e-06,6.625338262570136e-05,2.5440167124976534e-05,5.394263365585746e-05,1.7385385668316802e-05,1.6846634799229384e-05,0.00040353855967539733,0.0001530401935140306,0.019036145902866248,0.0009995623149008153,0.0011601550008775222,0.012304890028173096
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.14,3.415478264270977e-08,8.734509087263101e-07,1.9710932873912483e-06,9.463149375507895e-06,3.2674097749787503e-06,2.1033156896549392e-05,0.0012608485580511302,0.0008309500605133208,0.0016236947449567586,0.0013727293656351594,0.00703101779194018,0.00335083551611553,1.1552688239174543e-06,6.638795280029672e-06,1.595017341343906e-05,2.2023915516296856e-05,7.639033096684645e-06,4.091600013951936e-06,0.001287671120300912,0.0007851353729163265,0.08923367136859563,0.003202913098435101,0.00278524774381901,0.04286105150532556
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.16,0.00010881713749966397,0.00010711419644006851,0.00011833860069855565,0.0003260402647458882,0.00018184135625225697,0.0002544349923852043,0.0003921816725074379,0.0005161475235096591,0.0007342068563502073,0.0017945002116357418,0.0014963348335271037,0.0010468019223220171,2.6137435810422083e-05,0.0003185724599915591,7.85492120192759e-05,0.000348871589265398,0.00010842451381864608,8.824793645115116e-05,0.0004017379784456243,0.0002066101976362245,0.009088890288521875,0.0007811400142332391,0.0005943261140406028,0.009394670522546257
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.18,1.1715090446449459e-05,1.4732205327183735e-05,2.1463015796038042e-05,4.178297903179523e-05,3.540805286762691e-05,3.773745583618189e-05,0.0006683243988959641,0.0007788512723708334,0.0007452570612347247,0.0013587548653099444,0.002102630680418097,0.0023495544095667614,2.2221199616722738e-05,9.715966605773148e-05,2.9610012846712676e-05,7.309386453959393e-05,2.1395146335925183e-05,1.4695183148700623e-05,0.0002989829749458292,0.0001501194885020408,0.011852942030500625,0.0009389110367853744,0.000498526108512233,0.010607130060309092
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.19,2.493299132917815e-06,4.4109270890678515e-06,8.49760217230889e-06,4.7255279469389315e-05,1.520345772847257e-05,3.4427152692657076e-05,0.0003248883093749577,0.00037841866960349325,0.0002757650229359017,0.0006951778347160764,0.0010807033568744416,0.0008757659870056817,6.756445829408939e-07,4.665099385966793e-06,5.03257242278503e-06,2.4098632195368275e-05,2.1073194749474867e-06,7.68375589474542e-06,0.0009792527851989858,0.0003440732977530612,0.012384142448298125,0.0012148035085926096,0.0006829141289920244,0.022131915917587966
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.27,5.973671484209944e-05,5.742939724875472e-05,3.377139832396999e-05,7.370977053510626e-05,9.492158805473995e-05,0.00010042950460047308,0.00042050932130574596,0.00046483899788394363,0.0004979905396693742,0.0009991493722711989,0.0017253941961869997,0.0006614041381391098,7.321985369203794e-05,0.0006997649078947804,0.00016897118673397937,0.0006398905019027777,0.00015112700151233106,0.00019935504668916378,0.0002696979758613987,0.00018053756265121174,0.0070662375004381245,0.00043994343830288063,0.00045463489838259844,0.009787976706564639
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.28,2.0373327846376372e-05,2.4849678353263442e-05,4.2531812934597795e-05,7.177481347429951e-05,5.674623915320244e-05,6.340503713366574e-05,0.0016798631864513524,0.0014730749416150043,0.001487385911315372,0.0017804509813622632,0.004082667527492965,0.0047480520179939865,3.54463167309399e-05,0.00014484236458929585,4.681319408783868e-05,0.0001092418128326462,3.215125615596968e-05,2.0304324951864757e-05,0.0006688372988640406,0.0002442469248232143,0.04000433499403875,0.0021148693899369496,0.0022862996571346786,0.0227588136098248
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.30,8.991246530690695e-05,6.523222536670968e-05,0.00011270273396570656,0.00022218749124786185,0.00015303480476686198,0.00022830906142174987,0.00040914178841888423,0.0004173720261591751,0.0005405296166849961,0.0011171081046062684,0.001604953478057938,0.0010244055977425188,2.408130754257813e-05,0.00010604129758101453,3.605992199264943e-05,0.00018225588057689144,6.160982631617308e-05,0.00012545652437140914,0.0002415491513957402,0.00024403321470038266,0.00919838235192875,0.000502107570454231,0.00047733951613350905,0.007585391717174348
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.34,2.1961525239262425e-05,1.9725433022069094e-05,3.026723247971895e-05,6.197909335396547e-05,0.00023835420899305558,0.00011845792479751554,0.0003418162429032575,0.00043158577559271886,0.0006531184159328649,0.0010084308318454858,0.000846107412235265,0.0010437540249222065,3.588840516174942e-05,0.0003570595299259067,8.318123275942221e-05,0.00013828784633964657,2.2302464443194266e-05,1.2274800041855769e-05,0.00042707978326482975,0.00026128437072640305,0.014015246372510623,0.0010829886735625224,0.000585667341159486,0.009179724119652542
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.37,2.6811504374527217e-06,2.096282180943134e-06,2.0002946694266744e-06,7.951464171752647e-06,6.70152413031356e-06,9.778126208565324e-06,0.00022844485876409324,0.0002558328553126052,0.000233536086805847,0.0006053922928761985,0.0008287888768169706,0.0004490395462717803,1.5097736976827383e-06,8.25363737517201e-06,2.4957450994627763e-06,9.655412237217105e-06,1.6975629103743646e-06,2.6508957836871715e-06,0.00010249946249555244,3.653255821898954e-05,0.005418349164110625,0.0002465586434014328,0.00023050420642569511,0.0030234973153348715
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.63,1.4174234796724556e-06,2.1981847869612075e-06,1.3432635736295888e-06,5.442066733518915e-06,5.301205655322674e-06,1.7366359568337384e-05,0.00022555559592274304,0.0004037582908587332,0.0008141887447191511,0.0010596357923953598,0.0003480022615095052,0.00035225580085250947,1.0051255832639233e-06,4.126818687586005e-06,1.1503022680651493e-06,5.346385288376426e-06,1.375611323924054e-06,2.958246019476993e-06,1.739251388771052e-05,7.088052407129272e-06,0.0004004655828076594,0.0001242688470746517,1.0993353417417012e-05,0.000608956175792107
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.78,1.554042610243299e-06,1.004468545035257e-06,1.59147532093071e-06,5.623468957969556e-06,3.8675462642605735e-06,9.98183717124377e-06,0.0002072652748417841,0.0005512849365237374,0.0002444982269944583,0.000658266222270637,9.278455500546816e-05,6.49316572341856e-05,3.127984180281922e-07,1.973695894062875e-06,6.367744698217766e-07,5.5059788790741955e-06,2.9268326040937305e-07,1.1525633842118122e-06,2.685146244416293e-05,1.3155045338524681e-05,0.0006184006838640875,3.504702340536425e-05,1.7607998270269622e-05,0.0006940904302928712
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.13,1.7077391321354883e-07,2.6203527261789215e-07,4.6722211256681386e-07,1.1791144589290988e-06,6.668183214242361e-07,2.1389651081236662e-06,2.3242832263197308e-07,2.414691023457976e-07,6.279395707074377e-07,2.4411783099290505e-07,9.495104360609806e-07,6.137404320438115e-07,1.459725950798229e-07,1.1662748464916982e-06,2.0541111929734773e-07,1.1171551348846236e-06,3.8048823853218514e-07,1.5367511789490863e-07,5.543274091697974e-07,7.004942914918367e-07,1.1408155109451999e-05,2.7423335997937607e-07,4.0005722805156567e-07,1.6534338684130018e-05
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.19,1.229572175137549e-06,2.59123769588804e-06,1.3724649556650147e-06,3.80944671346324e-06,4.167614508901476e-06,7.842872063120108e-06,2.967930888992881e-06,3.2232466540401302e-06,5.3566308501201715e-06,5.340700302538669e-06,1.2316888895945984e-05,6.0541852788050664e-06,6.1141664110577245e-06,1.2873880036273762e-05,2.054111192973477e-06,1.9231027679085308e-05,2.9561009301346725e-06,5.878073259480249e-06,3.764315562267664e-05,1.78685408253426e-05,0.00036624111747930374,2.381716731420879e-05,2.606948265536029e-05,0.0013489557805168148
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.22,1.564289045036105e-05,4.0600909740627826e-05,1.5491333169793462e-05,3.501062931897171e-05,6.994924191740225e-05,0.00010160084263587404,0.0006436011770086215,0.00014138381804621212,0.00016120051138020317,0.00022038858142106948,0.0003060098281400579,0.0002794911513246212,4.946385650419139e-06,5.6160619531061886e-05,1.3670109989238491e-05,7.069996067912682e-05,2.2053683671846302e-05,3.1714702455561704e-05,8.261837236668738e-05,0.00010274707794183672,0.003610877784470625,0.00010087217091238976,7.670686330187041e-05,0.0011202893944594703
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_maxbin.028,7.052962615719569e-06,1.032127823811584e-05,7.066734452573064e-06,1.7414613547260526e-05,1.3936502917766529e-05,3.2135404362524506e-05,8.238690082216371e-06,6.1647793553434765e-06,8.212990116874724e-06,8.813151898498952e-06,2.593099627496116e-05,1.5270694139666334e-05,2.410633141603927e-06,2.3818920903349682e-05,5.926110791728494e-06,3.463180918142332e-05,9.60001094142745e-06,1.4522298641068818e-05,4.367785472252797e-06,0.00012078183775159438,0.00023904674441989622,8.533228051358237e-06,1.3771833069775153e-05,0.00019718078366925233
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.11,1.4549937405794385e-05,1.5547426175328255e-05,2.2864682133738492e-05,4.066433198101629e-05,3.6574984930119274e-05,3.6311479097432806e-05,2.3357258514322264e-05,3.721551074335017e-05,1.6491071530713033e-05,1.7033446207443716e-05,3.638898445805533e-05,2.5277783896041715e-05,1.3391942937180312e-05,5.916602009702127e-05,9.870004282237544e-06,4.2052911148870976e-05,1.1224403036699453e-05,1.4695183148700623e-05,1.4007578431716214e-05,6.85059671509815e-06,0.00043770599718793936,2.067719534244496e-05,2.9587794167791164e-05,0.0005451054849161587
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.17,2.9031565246303286e-07,1.6741142417254196e-06,3.4457630801802537e-06,1.9833309873268915e-05,1.467000307133318e-06,2.5362014853466387e-05,7.924017891576156e-06,3.7464297091226854e-06,1.1364174669876087e-05,7.388300884948531e-06,4.2473875280699615e-05,1.5187475098033286e-05,2.0102511665278465e-06,6.145371306513953e-06,2.6703445508655236e-07,6.383743627912134e-07,3.8048823853218514e-07,2.8814084605295304e-07,1.3826734028724655e-05,0.00018989331691728317,0.0004008589674666062,1.3784796894963284e-05,1.301008026567696e-05,0.00022761100273685343
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.5,3.7741034820194357e-06,3.1444232714147007e-06,3.0953464957551418e-06,8.072398988053059e-06,9.135411003512031e-06,8.91235461718194e-06,1.7414245095656986e-05,4.18692788976431e-05,0.00015286882536886786,1.8318801317569627e-05,5.076537486320397e-05,3.0354145435658333e-05,2.0311043943963928e-06,1.583442387736805e-05,2.9168378940223403e-06,1.3006877641870979e-05,3.000003419196078e-06,5.032860111058248e-06,1.679887247789038e-05,2.310443883462908e-05,0.0006692784330874999,2.542600302608781e-05,6.765899366471797e-05,0.0007815113486550766
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.7,7.001730441755506e-07,9.75353514744375e-07,1.0366490622576156e-06,2.0558918771071545e-06,2.3338641249848262e-06,5.85669017700527e-06,1.0477153620179658e-06,1.4488146140747897e-06,4.878018372446812e-06,1.394959034245173e-06,1.0671962365868483e-05,3.3807735663430305e-06,4.7128294982914274e-07,3.94739178812576e-06,9.346205928029324e-07,4.229230153491776e-06,6.731714989415561e-07,1.075725825264359e-06,2.3800695993715984e-05,5.5920815473331434e-06,0.00010516483215839625,1.4817742550885628e-05,4.170459596537553e-06,9.903013488473613e-05
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_concoct_out.45,4.440121743552273e-07,7.715483027082381e-07,4.43861006938473e-06,3.4647824870070396e-05,5.501251151749948e-06,9.930909430574169e-06,0.00025511332692084576,0.0002762113841014731,0.00019062177760773385,0.00038503360343440554,0.0012733336149170396,0.0007341063733857954,1.6265517737465967e-07,1.7942689946026139e-06,3.440636248230578e-06,5.346385288376426e-06,1.1414647155965547e-06,9.604694868431781e-07,0.0005468931316467963,0.00025336522339719383,0.00890531078101375,0.0007479440660077168,0.0004667955420681529,0.014362887502687317
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_maxbin.047,1.383268697029747e-06,3.0425206653966354e-06,1.985693978408961e-06,4.867626356091924e-06,6.601501382099931e-06,1.8588625344408064e-05,0.000490380850909277,0.0009669703375892677,0.0002736093523364679,0.0009932656343446227,0.0011053103878935124,0.0005417351562707859,1.1677807606385825e-06,2.556833317308722e-06,7.086683615758504e-07,6.942321195354458e-06,8.634156182076498e-07,2.8814084605295297e-06,2.3435075787667817e-05,1.2953208000298213e-05,0.0007709028033156249,0.0004736284360203693,2.2770380582935044e-05,0.0025462881573557936
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.19,2.185906089133428e-06,9.462384844535019e-07,2.4967181640289084e-06,1.466334647642597e-05,1.933773132130278e-06,2.06766627118621e-05,0.006831472469852998,0.007366636932928263,0.002032866295469422,0.00672104215890355,0.014685222017824106,0.012243643109784659,9.926136465427948e-07,7.805070126521358e-06,8.719702014172409e-06,1.212911289303304e-05,4.7853713076932534e-06,1.6135887378965389e-06,0.0007349123397570583,0.00024228791536390305,0.020507797911985,0.0013446895689908376,0.00117707796964771,0.01747468522248477
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.27,1.8699743496883592e-05,0.00019990379797714042,4.278002468189887e-05,7.975651135012731e-05,0.00021134806697534723,0.00012609708589795716,0.000663504193066607,0.0009127714999809133,0.0010836054517512003,0.0003827966869830664,0.002363532076152103,0.0006170171818080966,1.1928046340808373e-06,6.010801131918749e-06,4.857972971382261e-06,2.9205627097697987e-05,3.6585407551171632e-06,6.915380305270882e-06,0.00021034562907956895,0.00012562593386906889,0.019073386317246248,0.0007518610324994487,0.001042784786450403,0.011212920086140634
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.31,2.783614785380848e-06,2.537374889849923e-05,0.00010214643435989936,0.0004893022667514802,6.421460435315383e-05,0.0009393621766509063,0.00039055825006936934,5.441103772857744e-05,0.0028226075148290327,0.00011642925939395004,0.00280268733952352,0.0025232429518351326,8.84176861626356e-07,1.7763263046565865e-05,4.837431859452557e-06,5.82516606046981e-06,2.7951251369095138e-06,7.299568100008156e-07,0.00019966794650293156,0.0006700999629117984,0.010873676486163124,0.000759653830478868,0.00018555531074789818,0.006713645094636612
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.36,1.060506001056138e-05,1.2228312722168323e-05,1.3841455084791852e-05,5.32717865803352e-05,2.367205041056042e-05,8.60678817316427e-05,0.000252853408460796,0.00017887738411954967,0.000555244078698588,0.00018278945345160457,0.0013376997237728434,0.003436644750419413,6.589620006460567e-06,5.2302941192666266e-05,1.4255531679235955e-05,3.0083391846535928e-05,1.1356110503883678e-05,5.455466685269249e-06,0.0006556356574456579,0.0005911340725268494,0.02410477610517375,0.0024753171477378227,0.0007168039084203953,0.0360594578006669
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.85,7.684826094609707e-07,2.212742302106644e-06,2.9493395855780117e-06,1.7172743914659702e-05,4.30097817318632e-06,2.7806546405607695e-05,0.0036140744742690664,0.006133274954732892,0.0017355024486410558,0.002981181898075002,0.002107966661601072,0.002165681937078504,4.5668569032116095e-06,6.324798205974224e-06,2.9168378940223403e-06,7.022117990703326e-06,2.3121977572340507e-06,4.014762455004483e-06,0.0012156911165101976,0.00016741813566651786,0.0131126908366675,0.0024606639452029425,0.000357174381346035,0.03845025281550407
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.30,1.1783400011734859e-06,3.0570781805420723e-06,3.547967917304245e-06,1.5842460935355065e-05,5.2011829071090455e-06,3.030200569841858e-05,0.0022045897918049426,0.002704735660225674,0.0009998597548578308,0.0028106481561385194,0.006327390438659743,0.004178823370843655,2.4439983061935972e-06,7.17707597841046e-06,9.027818693118451e-06,1.835326293024737e-05,3.248784190544042e-06,3.861087337109578e-06,0.001210827974629754,0.0006549740353294643,0.035660319333510625,0.0014568464426664267,0.0014642806977367378,0.029490927912566203
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.40,1.5369652189219448e-07,8.588933935808647e-07,1.5768746299129968e-06,7.981697875827748e-06,1.7003867196318005e-06,1.405605642481267e-05,0.005137516975409445,0.002301193228109933,0.0012448633966287437,0.0031611515414788393,0.004952766794971859,0.0037420066213116948,3.211397091756097e-07,5.517377158403029e-06,5.381771325590526e-06,1.364525200466217e-05,1.6975629103743646e-06,1.997776532633813e-06,0.002580913034493999,0.0007879254772976402,0.0100130819806075,0.002458579771667084,8.117325564243993e-05,0.013051046035599402
