,R2A_C,R2_C,SF2_C,R2A_A,R1_B,SF2_B,R1_A,R2_B,R1_C,R2_A,SF2_A,R2A_B
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.29,3.091049816555136e-05,0.021489091687129015,4.718880943515856e-05,3.5340769273745816e-05,0.003199946315045947,3.108380169070307e-05,0.0019398726467121676,0.034788474095452986,0.008301224722583253,0.0010995745058385567,1.5768155306440392e-05,6.176959488226209e-05
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.32,5.950654377285403e-05,0.008033820576118398,0.00010373044926791352,0.00019692811847604622,0.0011447122326761253,8.65295008671592e-05,0.001051157756180479,0.010418468708541033,0.002607792850267617,0.0005553863168930122,3.573631407386571e-05,0.00016607121728454946
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.38,3.7120532729246076e-05,0.00700254280766926,4.3924269019219344e-05,5.4830679587827305e-05,0.0007101599649713987,3.227597083518821e-05,0.00012132100837976278,0.011352927890279552,0.000603789602414283,0.0005449675909373029,2.44349882321023e-05,6.95266185331163e-05
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.40,4.706736882442818e-05,0.00402210122624618,6.621866960015653e-05,0.0001383916420163978,0.0013884516345499184,4.920914194541125e-05,0.0006732014160112005,0.008665973195846983,0.001960876951272692,0.00013484588086120665,2.1362060748649393e-05,0.00011311577537988975
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.41,2.1617881546849692e-05,0.02421981176532804,0.00017673352372638983,3.276820926131885e-05,0.0028273807924549654,9.313370797159632e-05,0.002438569260477391,0.01169328375342953,0.00435418275755484,0.0011514853168717813,1.8082615985781128e-05,4.5411525425952316e-05
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.49,7.415924663856461e-06,0.007548480729336715,2.9421868361286836e-05,1.1336214803618677e-05,0.0003277061131033211,2.6790830552937812e-05,0.0002454000516115078,0.004738282859603704,0.000685500464862858,0.00042202837355998987,5.697348857270071e-06,2.4290908571836097e-05
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.58,5.163330971771438e-07,0.0010566942085021669,3.010410758789137e-06,8.741513767505227e-07,0.0008139278380230491,3.35041156358063e-06,0.0005292241652483141,0.00033152106132456217,0.00020262995884037904,9.060623086065653e-05,4.0341328458553406e-07,1.5741948753212225e-06
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.120,1.7800154283494002e-06,0.000585040276547243,6.24754716026975e-05,2.804565680512316e-06,0.00046893325606657934,0.00013248183159289667,0.000588539552661981,0.0015865133355372836,0.0015601627269339355,0.00030087271522630737,2.4526683934707045e-06,1.2628802563214438e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.37,9.601783820234067e-06,0.0014729052539399527,3.368231347876889e-05,3.4793578332655085e-05,0.0004532766457504953,4.3555513374597714e-05,3.2616007638528374e-05,0.0008099946704878379,8.184547987240501e-05,4.9543992677606954e-05,1.4974353405791166e-05,2.888815009875709e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.51,7.2294568989526e-05,0.0049340662015047825,7.809286754829962e-05,0.00021053295108458653,0.0013137809631097249,5.557850074101716e-05,0.0009388957973888198,0.006736240664971541,0.0026011249670493206,0.0004226258581471395,2.5021068652183737e-05,0.0001624013324578925
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.73,4.94381852646441e-07,0.005381461320854138,4.326654970462625e-06,6.498231825298148e-07,0.00047427217257524574,3.050139166908939e-06,0.00027044308157672366,0.0028631601341371064,0.0003584402898875922,0.00018474409774554387,5.622860130973985e-07,1.2909546398026525e-06
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.86,6.933221839096826e-07,0.0006685020837295495,2.204360320374558e-06,1.7330615960840475e-06,0.0004999913911113952,2.084725280584937e-06,1.1634864797834012e-05,0.0004240658150222495,2.4543791024902317e-05,2.1234608337847738e-05,5.146971991293708e-07,1.720750284441763e-06
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.87,5.70714824160692e-06,0.002320376389829449,3.3673381273600495e-05,3.140849065928032e-05,0.00048316804770120016,1.3195986939537336e-05,0.001086217682092697,0.0035244654034992397,0.001307866804450095,0.00010807200285311808,6.564387508546809e-06,1.510714196251813e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_maxbin.014,1.7116010233773095e-05,0.006732522514525309,4.673752217413871e-05,3.7874971298518635e-05,0.0016213655324513812,3.6292706870520895e-05,0.002289410049819178,0.010017854108883532,0.005070895953959683,0.000278289376594714,3.556154317478806e-05,3.9691400390417e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.14,5.86531655531829e-06,0.022823149624572287,1.2150283335764072e-05,3.897032051973563e-06,0.0014982120552959589,5.7171213314495715e-06,0.0010458993092822256,0.04621829223351536,0.005190926654027855,0.0010364032466086194,4.5380284568450993e-07,1.8987044464867958e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.16,9.833622513489863e-05,0.00499449831829343,0.0002181381743187306,0.00017235494790099058,0.0012643535339929746,0.0002221894327222219,0.0004541645980085485,0.004935015151377557,0.0012715683779245604,0.0003041740880409244,0.00010796566696986623,0.00021371040064233695
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.18,1.8045164742312905e-05,0.005552828084410663,3.65727543519044e-05,5.969043283722711e-05,0.0010520059632723345,3.162299741391664e-05,0.0007235878356333988,0.006395926533642999,0.0022260925449924295,0.000224551231723935,1.3223647886816596e-05,5.13519386931533e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.19,4.8955376848464534e-06,0.011407415023289996,2.481530521056482e-05,2.670371984453843e-06,0.00048547142882598906,2.7876440820849105e-05,0.00035165348948922547,0.006799472978445367,0.0009782346719400617,0.0006616630414760235,3.4521131109928334e-06,1.4565602309076653e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.27,0.0001752410241007474,0.005121305802473618,9.767554632760652e-05,0.0003864923807934092,0.0007485699559702866,5.374058442953813e-05,0.0004426741595948448,0.0037530904693705027,0.0011933991671630548,0.00022511776925630521,5.858305604542708e-05,0.00040443084431837856
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.28,2.6227790553917215e-05,0.01252255663347974,6.007563814343409e-05,9.014434066011788e-05,0.0016339184463388177,5.715331320444865e-05,0.0015764690640331783,0.02105960219198785,0.004415359772743476,0.00045654211184362745,2.2611503099819906e-05,7.802750346024244e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.30,9.353317534379111e-05,0.004031365616653929,0.00019067193309430593,6.506130256179633e-05,0.0008288188606456323,0.0001674451126067842,0.0004132569072890297,0.00485024496119149,0.0013146795379002283,0.00024279118304806142,7.757234533680831e-05,0.00010915790128477043
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.34,1.7288632242525018e-05,0.004882695730406014,0.00017840606689528557,0.00019647396754382806,0.0008307746238891754,4.6123162916842206e-05,0.00038670100924798815,0.0075491175230365725,0.0009449307185787358,0.00034418207699561643,2.084347913066576e-05,0.00011073453954953439
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.37,2.174229347030768e-06,0.0016270007608802832,8.239825169439441e-06,4.881705536427375e-06,0.00041946418984102277,4.975879420589661e-06,0.00024213885703834923,0.0028324539037560287,0.0006389142115443754,6.951601035727099e-05,2.3887163091979277e-06,6.075578668339941e-06
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.63,2.1669286717005237e-06,0.000309974764604762,1.1333782611830028e-05,2.565972135424964e-06,0.0009369122685572555,3.3926651535742518e-06,0.0003146569433907381,0.0002623672149411556,0.00035012903118100734,1.2240283147419897e-05,1.8078041333168315e-06,3.2483437782207877e-06
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.78,7.226233223105926e-07,0.0003558492142815704,6.9246917177521715e-06,1.1432471560455334e-06,0.00045138222463254765,3.607472139450133e-06,0.00037927510568276076,0.00032672385363472585,7.885810611982688e-05,2.0003253891343806e-05,1.279255577639278e-06,3.0713766744479862e-06
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.13,2.670816782135469e-07,8.467197956090792e-06,1.4028917147739511e-06,6.561237207857605e-07,4.360287008501714e-07,8.231682857479563e-07,2.3694871248888534e-07,5.841194234715687e-06,7.81625434052396e-07,6.274108503308171e-07,2.1640459291572048e-07,6.612831270909856e-07
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.19,4.417087094807461e-06,0.0006875126315860875,6.005243286010792e-06,9.494023223665743e-06,5.34866557632942e-06,2.5909558345641273e-06,3.0955887715165055e-06,0.00019502914239675627,9.185537087375524e-06,2.775584822400962e-05,1.9104049355127943e-06,1.0642569436029392e-05
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.22,2.6884193063704003e-05,0.0005984981288806704,8.577504227663815e-05,3.0553502590740514e-05,0.00019079454640063631,2.5250981244382586e-05,0.00039249249752741676,0.0018558749776915074,0.0002927504897323396,9.268272515426205e-05,2.812190009549444e-05,4.218503533418266e-05
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_maxbin.028,1.2061154791248133e-05,0.00010547630836951374,2.3035953640145518e-05,1.3114777022476804e-05,8.513071007686838e-06,1.2240673999916796e-05,7.201734718779923e-06,0.00012378998623562723,2.0600845207313747e-05,6.257481161192358e-05,8.687120426917704e-06,2.0278959986575907e-05
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.11,1.2959793092700038e-05,0.00028734663954197494,3.644323201377604e-05,3.627898151710079e-05,1.6762258869078374e-05,3.176450705737739e-05,3.0286384628836215e-05,0.00022919159626519215,3.0833384177048526e-05,1.0429087573407183e-05,1.504868179056132e-05,2.5961457715554258e-05
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.17,3.343145422925691e-07,0.00012031054150126519,1.3414507580299852e-05,4.0778112365209e-06,9.376237777412309e-06,1.1639536476724584e-05,5.83522380034942e-06,0.00020732188218078475,2.883067518936645e-05,0.0001018600254730039,9.822149470942263e-07,4.527044089388829e-07
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.5,4.016431765127163e-06,0.0004245851711598973,9.023882810346986e-06,8.932764135882222e-06,8.559381334321875e-05,5.5838727419041e-06,2.9641761996650043e-05,0.00034735221805679386,4.055976014943115e-05,1.9951655656259732e-05,3.4592633767170682e-06,7.96185776794666e-06
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.7,8.744486621029577e-07,5.160029724063684e-05,4.095277150995048e-06,2.2093373689774512e-06,3.136488703345993e-06,1.546270469682385e-06,1.2482649880463776e-06,5.999128735464094e-05,7.0263679661057565e-06,1.4696388770524563e-05,8.377632794599628e-07,2.5819253731473543e-06
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_concoct_out.45,1.0509671012198664e-06,0.007414841522377735,7.716080291162059e-06,9.784620859886368e-07,0.0002878276905210697,1.954321746972756e-05,0.0002656623555111594,0.004826627423510733,0.0010037199941514176,0.0004001291775219951,6.077802385317327e-07,4.393510768303502e-06
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_maxbin.047,1.8724120393685898e-06,0.0012845292689693643,1.2595063363253997e-05,1.8623070389736524e-06,0.0006334374933405453,3.426660167250443e-06,0.0007286755942492723,0.0006222656196679971,0.0008235227720821492,1.8194141893983016e-05,2.212894681213191e-06,3.8254947784651544e-06
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.19,3.199480022794896e-06,0.009325881596066241,1.1305217921996188e-05,4.398841886532076e-06,0.0043769542271864855,8.58003232022744e-06,0.00709905470139063,0.010926243740487918,0.013464432563804384,0.0004886001275604807,1.566072286793465e-06,1.0424407453602725e-05
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.27,5.286960530194022e-06,0.006127852436295518,0.0001687225764366522,3.601802882999793e-06,0.0007332010693671333,6.12682680160131e-05,0.0007881378465237601,0.009912623674872847,0.0014902746289800998,0.0001679857814743189,0.000109301770737012,1.7031800034540125e-05
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.31,1.7625409734551647e-06,0.003449600202692255,0.00050178839050203,9.323719954096112e-06,0.0014695183871114913,0.0002957243505556898,0.0002224846438989734,0.0058166651583209964,0.002662965145679326,0.000434883954707365,1.4078681841940039e-05,5.331298959961184e-06
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.36,8.405788594576463e-06,0.018388130854543647,5.486996607110156e-05,2.9446280599563417e-05,0.00036901676607509627,3.355662083256353e-05,0.00021586539629017283,0.013290046626455786,0.0023871722370961282,0.0006233848649862537,1.141668636636485e-05,2.216946176288594e-05
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.85,3.1634801061192672e-06,0.019403713598425052,1.6053762289397007e-05,5.4458275545929165e-06,0.0023583421733580287,1.0061041750118857e-05,0.004873674714500979,0.007786677390935221,0.002136824299339788,0.0006915546260883577,1.4906124557838074e-06,4.969477942362833e-06
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.30,3.55493576382681e-06,0.01547760430515147,1.7751594302763814e-05,4.8105371423020284e-06,0.0019052539554981751,9.695214426329655e-06,0.0024546627260153085,0.018558582888088527,0.005253106904751699,0.000932901004979609,2.117709090857779e-06,1.3690540811682911e-05
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.40,1.8476697215040887e-06,0.006566109645620921,7.878221572222234e-06,2.919258433789319e-06,0.0022030074690537913,4.779286252870372e-06,0.003719355101759689,0.006235830876137292,0.004347386708141777,0.0016844192558958197,5.062949577365296e-07,9.513511665126347e-06
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.58,4.0154740637159177e-07,0.0009752493642220083,1.0857827587687052e-06,2.0028012732880697e-07,0.00013194174674458075,4.3735638704934445e-07,5.6710268756645916e-05,0.0017449792966681623,0.000468571871065288,0.0002558515872962904,1.0694235836990202e-07,1.9265613769814685e-06
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.16,5.799156235910427e-07,0.00186026829235257,5.417019562045298e-07,1.005615852113129e-06,0.00022140947361892876,7.82463178813855e-07,0.00020655927539312013,0.0035610642777930525,0.0003040595592976237,0.0009466476675257856,6.32698129335867e-08,3.0128887504294216e-06
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.67,1.116100610986943e-05,0.0009760172292076343,1.3176132014622465e-05,1.5036384416763644e-05,1.4898109203103461e-05,9.144003772393314e-06,1.0944070256728233e-05,0.00039609629395799236,2.990320457359632e-05,0.0006825005624942393,6.45855270915832e-06,1.7547679391611488e-05
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.79,1.4218117832120489e-05,0.0015344799139721706,3.7292897793876014e-05,4.6426602170959654e-05,0.0002365718737032034,3.1514082483534756e-05,0.00016580878218088498,0.002634033504757076,0.0004563227944408282,0.00011804505570491712,1.2748426093636791e-05,4.360899457349176e-05
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.23,1.721900205343192e-06,6.967997069907243e-05,3.047593001016848e-06,3.5273305906866696e-06,2.7837629744251894e-06,1.9544995659274063e-06,2.9485967582059018e-06,5.6316168221723085e-05,7.10075887468881e-06,5.4299713228240726e-05,1.4812391096773968e-06,2.98050937664951e-06
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.29,5.547518766508708e-07,3.37138479901732e-05,1.3506653282777064e-05,2.526861190697593e-06,4.872692367410773e-06,7.3723067315138615e-06,2.9606382897153417e-06,7.282406169879952e-05,1.967419608589162e-05,2.215489765115405e-05,5.095130300903468e-07,9.184469994550293e-07
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.24,6.468380756215898e-05,9.21710400826186e-06,3.357644081136782e-05,0.0010884525035408195,1.058860138442815e-06,2.486671535114555e-05,1.6959540103532909e-07,1.4919217379898332e-05,1.3953620076594907e-06,9.544243153867304e-07,1.4566847586309294e-05,0.0001201532485586234
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42,5.327647849907159e-05,5.86533294745347e-05,2.6771931906210655e-05,0.0007033330547335266,4.384160164466399e-06,1.3709075769236605e-05,8.530584649661591e-06,5.51541380473938e-05,1.167566472466872e-05,3.8740727973671305e-06,1.7571392749563752e-05,9.807159678415567e-05
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.46,0.00035856599904154007,8.904465722210937e-07,3.958818185563305e-05,0.003049282158915211,7.507742398069083e-08,3.20211255634582e-05,3.61722155549966e-08,5.542214925932594e-07,1.0550544671423823e-07,4.741255399977171e-08,6.863476904577116e-05,0.0015323038146621637
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50,1.0908897992852083e-05,2.2342573343505946e-05,5.9321218885310454e-05,0.00024991082831403504,7.80318743394607e-07,5.2538689749700726e-05,6.668522036387163e-07,1.1580176756339802e-05,9.62189301388515e-07,1.3519661385227419e-06,2.7799050093625228e-05,3.245612931224215e-05
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51,8.895766459072622e-05,2.0572997282969536e-05,0.00010931903282886708,0.001123497989127845,1.6607211626792865e-06,9.644616571418515e-05,9.141220233585253e-07,3.83430947037804e-05,3.433356518484623e-06,2.3142139618363137e-06,5.173583975803196e-05,0.0005738948927937618
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6,0.00013363179096256475,1.8953944156665156e-05,0.0002913653129467265,0.0017037613811746637,1.4372550701686244e-06,0.00026719886338550487,6.471928499832299e-07,8.906785716683628e-06,1.7772443430626772e-06,1.018387605914411e-06,0.0002729934492424259,0.0013753566430288406
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10,9.753980958535412e-05,6.721396677631855e-06,4.550279751951778e-05,0.00246638410682205,9.909226339926938e-07,4.0164984478736044e-05,4.0463199972817606e-07,7.837667721958454e-06,1.0721358236847788e-06,3.919601505354299e-07,3.66596326138777e-05,0.0010489622095062878
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.14,9.88023465928078e-05,8.073772077976299e-06,0.00016350789802507007,0.0008344332925593846,7.322505568954469e-07,0.00016093903532173764,4.715298979012613e-07,1.0181111355980705e-05,1.3626616470640293e-06,1.994473913862059e-06,0.00011854714974505144,0.0005955879442657305
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17,8.24842704541881e-05,6.856598556475858e-05,2.4699491303842148e-05,0.001399451030337108,7.03653758004125e-06,1.2099534812611532e-05,1.8877081540020893e-06,0.00013128318699840916,1.5727121723608132e-05,4.8218556405373e-06,1.2093899654002133e-05,0.00038464088645203363
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10,0.00019840724659438456,9.771820052894047e-05,8.099637807201628e-05,0.00918896930213876,9.17001400138912e-06,5.2755926880615695e-05,2.6820401956964357e-06,0.00014719587451133203,2.4977102637381997e-05,6.000445074423966e-06,3.901729168335759e-05,0.0003848299729673141
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25,0.00039790047894486534,9.350838022323774e-05,0.00017152783228650774,0.005281939376016359,1.6858226171783877e-06,0.00020235740469824626,1.0183437126319145e-06,2.3277928485817593e-05,1.9199336687582853e-06,3.738084775423255e-06,0.00010534752826850833,0.001508359441024816
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.37,0.0003263763342197581,1.0238546576478587e-05,6.15672786219299e-05,0.005239331720825983,1.1006969625066046e-06,2.136941521540824e-05,3.3989462259502137e-07,2.918989107230975e-05,2.914769312628232e-06,1.6120672180666224e-06,2.784611807091877e-05,0.0006295528555283914
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.51,0.0003312697852108964,8.662011168126529e-06,6.321824620596763e-05,0.005939870424000307,1.7636201120817038e-06,5.6926780219980796e-05,5.929345266507345e-07,5.936150115561704e-06,1.9748779916310453e-06,5.978860576398345e-07,5.3540138078759403e-05,0.0019289576996981712
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59,0.0003168090481767509,5.784217326820692e-05,9.557707720815103e-06,0.00844852859565269,6.750447988361804e-06,6.685928548817022e-06,4.7718726600450955e-06,6.257872098206564e-05,1.6038992491022826e-05,3.2894740436450355e-06,3.780371322781805e-06,0.0007788343787531922
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.16,0.00016485241403106236,7.474307681813965e-07,3.5513416488830075e-05,0.005042593636517603,4.5733112293680094e-07,8.028895757522205e-06,5.006148487457857e-08,3.033914432946532e-07,7.875867386745011e-08,1.4215907759286076e-07,1.83603072769677e-05,0.00101549601654893
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7,0.00017559084840182136,3.817137753149183e-05,2.4168026706215628e-05,0.0058957876124029205,1.3955731835123804e-06,1.7314557355838535e-05,5.457450415999779e-07,9.957938330386362e-06,1.1241631584523064e-06,7.352885988998893e-07,1.2508235056156405e-05,0.0033078678049132046
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62,4.975943550559099e-07,1.0827845002671484e-06,1.4955835304852384e-06,7.072364140113896e-07,3.983383849164121e-08,4.206910519522735e-07,1.0975868288445391e-08,8.286132740607254e-07,3.714915305092056e-08,2.085999566661669e-07,8.710834116569382e-07,7.809783201143372e-07
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78,1.6432128682931923e-06,9.48421962434945e-06,7.188475553210078e-06,4.167148207714304e-06,2.9592638165199544e-07,5.4229712533827244e-06,2.9191085634574324e-07,3.761975475014829e-06,3.937933693372505e-07,3.094793335761705e-07,2.43518960176519e-06,4.400262032797417e-06
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16,4.772345961679525e-06,2.6209042398450865e-05,1.1756921561623556e-05,1.0866328708771998e-05,1.6832508167350452e-06,8.69477568188766e-06,1.051403179378724e-06,1.4823944656076131e-05,2.9519223241158696e-06,1.646781851197066e-06,5.602171229334011e-06,1.2521697297899815e-05
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20,2.5592928122793476e-06,1.7262323792298263e-05,5.223916211273542e-06,1.3893914868313352e-05,2.9357592036229164e-07,2.897644437167207e-06,2.3536780835136987e-07,4.2808920024639085e-06,6.776093488845038e-07,1.2256887401317689e-06,2.984458908760138e-06,2.0915414950865517e-05
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22,1.559180247864608e-05,2.6755650050574476e-05,1.9943810397362516e-05,3.9148355295361435e-05,1.314050791436234e-06,1.9655236799022194e-05,6.22120706338625e-07,1.7204978533242394e-05,2.8619857217773794e-06,1.4274103814908577e-06,6.551924581935066e-06,3.405918426987236e-05
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49,1.5819179552374888e-06,4.507035221112548e-07,6.349630311958345e-06,2.094644615700447e-06,9.228533926156779e-08,1.76616497452555e-06,3.57582034818419e-09,1.223574258836597e-06,2.6746772846788173e-08,1.8965021599908713e-07,1.2709977529336271e-06,3.6050617049207998e-06
Salt_Pond_MetaG_R2A_B_D1_MG_DASTool_bins_concoct_out.4,0.00036738189783274084,3.8794454153285245e-05,5.859540138405675e-05,0.002119929683094496,3.8127898018152996e-06,4.063544926228623e-05,1.472084969466413e-06,5.9958917131552314e-05,9.319348120343768e-06,2.5370060329655984e-06,3.246145879531015e-05,0.0020224999694751873
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.11,0.014719228460597748,2.5118832046214648e-06,8.721828212896868e-05,8.050028699133708e-06,1.497852383284613e-07,1.0476721851932811e-05,6.535839524288658e-08,4.656469701876158e-06,2.4369967871378835e-07,3.491469640555561e-07,1.1207665135612266e-05,0.007291081249363356
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37,0.00031845802886607574,1.121146152272093e-06,7.699409833126451e-06,0.00011194687668641375,1.5437549133105275e-07,4.660786536804819e-06,1.0302871252076695e-07,3.1279276739156694e-06,3.856095977057736e-07,3.1789222455141974e-07,3.7180726145617938e-06,0.003744313234008383
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.47,3.520796596419312e-05,3.91331589496158e-06,1.5447174167139447e-05,3.6666707388691976e-06,1.8424533672094272e-07,8.623320709858615e-06,1.8394008363538183e-07,4.231800103102516e-06,5.119198048282777e-07,2.842395707792672e-07,5.044636135214064e-06,0.00587217126680514
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54,0.00022081233180763998,2.7130689604718506e-05,0.0002783058572730214,9.879422721398423e-05,7.917833089434028e-07,2.897673330380282e-05,4.979759396468029e-07,7.989034340575736e-05,2.1851287705394817e-06,4.8043160597017725e-06,9.460505288547491e-05,0.004559080762575521
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6,0.0008039228727049533,1.0123461620463754e-05,0.018927601067942362,2.9976973958647184e-05,1.3417915146900552e-06,0.005552632657741079,9.455024670341357e-07,1.2910925393462002e-05,1.832227250302603e-06,2.0580442823574665e-06,0.0012744580046079538,0.009744151649862413
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59,1.9551219246194187e-06,1.466770737964488e-05,7.68675656115266e-06,4.623967607721613e-06,3.2254387558524334e-07,5.760851790869481e-06,2.537851257873927e-07,4.304770577608954e-06,3.960235532200543e-07,4.1991216522616857e-07,2.9756393421444303e-06,5.338066317997162e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69,1.2320607670531713e-06,1.185361669295255e-05,5.811593822004984e-06,2.2697671599008473e-06,2.0936225820714471e-07,1.8100411388097935e-06,2.0497333539180471e-07,3.3105914924138257e-06,4.145865544353661e-07,7.873801946971671e-07,3.0491410388882303e-06,3.6670850139523655e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80,1.0967029622038291e-06,2.2754385545590936e-06,3.8889929485335475e-06,2.58848963764826e-06,1.9785342482762067e-07,2.4695048572438718e-06,1.7940437725941403e-07,1.8029338094279662e-06,1.315113972245692e-07,2.0537581625922334e-07,1.8563799768371446e-06,3.1108750988800946e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029,1.5824050090331077e-06,4.831163647186204e-06,5.984518574877192e-06,4.0562941913696784e-06,1.3137995848736816e-07,2.5060065847881544e-06,1.033599221792907e-07,3.7911335583301103e-06,1.0282729683651455e-06,3.685289189581352e-07,3.4228775512728296e-06,6.091400569071656e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10,5.560286745246649e-06,4.743479871174901e-06,2.9213658758109397e-06,1.2577318501586574e-05,4.5897996586312936e-07,9.289862500108238e-07,2.3898502990686976e-07,4.503197654399578e-06,3.098219300575849e-07,5.621498272254834e-07,1.374023842771815e-06,1.8243006159620053e-05
